name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
University of Twente,199,43.1,394.0,20.8,233.0,40.4,424.0,36.8,82.0,69.8,127.0,96.1,127.0,86.5,,,,,,
Universidad Autónoma de Madrid,200,42.8,129.0,57.1,145.0,55.4,372.0,42.3,513.0,23.3,601.0,8.8,601.0,12.0,,,,,,
Vrije Universiteit Brussel (VUB),201,42.8,340.0,24.7,474.0,18.9,101.0,87.3,445.0,29.1,177.0,88.2,223.0,62.1,,,,,,
University of Gothenburg,202,42.7,216.0,38.3,501.0,15.7,198.0,69.2,424.0,31.4,273.0,65.5,336.0,42.7,,,,,,
Dartmouth College,203,42.6,434.0,19.4,330.0,29.5,197.0,69.5,47.0,79.3,601.0,5.5,400.0,32.7,,,,,,
Western University,204,42.6,281.0,29.8,110.0,63.7,601.0,7.4,59.0,76.1,132.0,95.6,281.0,51.0,,,,,,
University of Reading,205,42.3,254.0,33.4,282.0,34.3,521.0,28.6,182.0,53.0,147.0,93.2,130.0,86.4,,,,,,
Complutense University of Madrid,206,41.9,99.0,66.4,113.0,63.5,601.0,23.3,601.0,14.2,601.0,3.2,519.0,21.3,,,,,,
University of Aberdeen,207,41.8,292.0,28.7,395.0,23.6,466.0,32.8,153.0,57.4,138.0,94.8,47.0,99.0,,,,,,
Chulalongkorn University,208,41.6,96.0,67.1,125.0,60.7,514.0,29.1,601.0,9.0,601.0,14.6,601.0,2.6,,,,,,
Queen's University Belfast,209,41.5,286.0,29.0,295.0,33.0,340.0,46.3,362.0,36.6,65.0,99.8,70.0,96.5,,,,,,
"University of California, Irvine",210,41.4,177.0,44.2,501.0,14.4,601.0,10.7,87.0,68.7,366.0,46.6,173.0,75.7,,,,,,
Khalifa University,211,41.2,501.0,11.9,501.0,10.2,108.0,86.4,189.0,52.6,9.0,100.0,300.0,48.1,,,,,,
University of Notre Dame,212,41.2,285.0,29.2,188.0,47.5,208.0,68.2,300.0,42.3,479.0,29.3,542.0,19.8,,,,,,
Universitat Autònoma de Barcelona,213,40.9,121.0,59.9,286.0,33.9,601.0,15.2,322.0,39.9,545.0,22.2,505.0,23.1,,,,,,
"Macquarie University (Sydney, Australia)",214,40.8,265.0,31.6,177.0,49.6,601.0,21.8,279.0,44.5,115.0,97.2,62.0,97.5,,,,,,
Radboud University,215,40.8,264.0,31.8,501.0,16.7,397.0,40.2,79.0,70.2,307.0,59.0,504.0,23.2,,,,,,
Università di Padova,216,40.6,124.0,59.4,270.0,35.6,601.0,11.1,215.0,49.9,601.0,10.9,601.0,5.9,,,,,,
Curtin University,217,40.5,260.0,32.4,211.0,43.4,601.0,16.8,127.0,60.6,39.0,100.0,288.0,50.2,,,,,,
Queensland University of Technology (QUT),218,40.5,186.0,43.2,203.0,45.6,601.0,8.7,229.0,48.5,108.0,97.8,343.0,41.8,,,,,,
University of Virginia,219,40.5,225.0,37.2,218.0,42.4,239.0,61.4,341.0,38.5,601.0,8.1,601.0,14.3,,,,,,
American University of Beirut (AUB),220,40.4,305.0,27.7,108.0,64.0,248.0,59.7,601.0,16.5,201.0,84.4,215.0,64.6,,,,,,
Arizona State University,221,40.4,182.0,43.4,291.0,33.4,601.0,11.1,150.0,57.6,266.0,67.5,315.0,46.3,,,,,,
University of Cape Town,222,40.4,173.0,45.1,236.0,39.7,568.0,25.3,327.0,39.6,268.0,67.1,382.0,35.8,,,,,,
RMIT University,223,40.0,220.0,37.6,130.0,60.2,601.0,9.8,381.0,35.0,33.0,100.0,89.0,94.3,,,,,,
Victoria University of Wellington,224,40.0,164.0,48.4,306.0,31.8,601.0,12.3,379.0,35.2,76.0,99.6,264.0,54.3,,,,,,
Saint Petersburg State University,225,39.9,201.0,41.2,333.0,29.2,124.0,83.3,601.0,7.2,601.0,5.9,374.0,36.8,,,,,,
Loughborough University,226,39.7,273.0,30.9,104.0,66.1,508.0,29.3,390.0,34.1,204.0,83.8,185.0,72.2,,,,,,
Universidad de los Andes,227,39.6,132.0,55.3,35.0,94.0,601.0,23.8,601.0,7.6,486.0,28.4,601.0,2.5,,,,,,
Novosibirsk State University,228,39.4,290.0,28.8,432.0,21.3,68.0,94.7,592.0,18.9,601.0,9.0,309.0,47.2,,,,,,
Universität Hamburg,229,39.4,163.0,48.7,501.0,17.7,557.0,26.1,250.0,46.4,380.0,45.0,507.0,22.9,,,,,,
Georgetown University,230,39.3,252.0,33.5,185.0,47.7,229.0,63.2,483.0,25.8,601.0,15.1,308.0,47.2,,,,,,
Tel Aviv University,231,39.3,245.0,34.3,326.0,29.9,601.0,6.2,18.0,94.9,441.0,33.2,601.0,9.3,,,,,,
University of Colorado Boulder,232,39.3,227.0,36.9,501.0,17.6,352.0,44.5,136.0,59.7,530.0,24.1,601.0,11.0,,,,,,
Universidade Estadual de Campinas (Unicamp),233,39.2,108.0,62.3,329.0,29.6,601.0,16.5,374.0,35.6,601.0,8.8,601.0,3.7,,,,,,
Maastricht University,234,38.9,380.0,21.8,319.0,30.5,601.0,20.0,102.0,65.0,117.0,97.1,19.0,100.0,,,,,,
National Cheng Kung University (NCKU),235,38.9,202.0,41.0,122.0,60.9,434.0,35.8,380.0,35.0,597.0,17.0,506.0,23.0,,,,,,
Kyung Hee University,236,38.8,326.0,25.4,250.0,37.8,96.0,88.3,597.0,18.6,601.0,16.2,304.0,47.9,,,,,,
Vrije Universiteit Amsterdam,237,38.8,197.0,41.7,488.0,18.3,362.0,43.1,305.0,41.9,417.0,37.0,494.0,23.6,,,,,,
University of Galway,238,38.3,351.0,24.2,356.0,27.4,169.0,75.3,601.0,15.2,157.0,91.8,244.0,58.8,,,,,,
University of Antwerp,239,38.3,374.0,22.5,501.0,13.2,178.0,73.1,365.0,36.4,231.0,77.5,362.0,39.1,,,,,,
Rheinische Friedrich-Wilhelms-Universität Bonn,241,38.2,153.0,50.6,501.0,13.8,357.0,43.5,548.0,21.3,384.0,43.8,495.0,23.6,,,,,,
Ecole des Ponts ParisTech,242,38.1,501.0,8.8,174.0,49.9,74.0,93.1,557.0,20.7,461.0,31.8,32.0,99.6,,,,,,
Sciences Po,243,38.1,391.0,21.0,334.0,29.2,93.0,89.1,601.0,6.0,338.0,52.0,43.0,99.2,,,,,,
University of Leicester,244,38.1,339.0,24.8,501.0,17.3,346.0,45.6,289.0,43.3,215.0,82.7,138.0,85.4,,,,,,
Qatar University,245,37.9,436.0,19.3,402.0,23.3,194.0,69.7,578.0,19.4,13.0,100.0,81.0,95.4,,,,,,
Queen's University at Kingston,246,37.8,229.0,36.5,99.0,68.8,601.0,7.5,235.0,48.2,255.0,71.0,438.0,28.8,,,,,,
University of Calgary,247,37.8,257.0,33.0,262.0,36.6,539.0,27.2,311.0,41.2,212.0,82.9,252.0,57.1,,,,,,
University of Sussex,248,37.8,301.0,28.0,501.0,10.2,601.0,20.2,141.0,58.7,126.0,96.4,83.0,95.1,,,,,,
Wuhan University,249,37.8,219.0,38.2,150.0,53.7,601.0,16.8,177.0,53.4,356.0,48.6,601.0,8.5,,,,,,
Tomsk State University,250,37.7,382.0,21.7,501.0,15.1,29.0,99.9,601.0,6.1,482.0,29.1,95.0,93.4,,,,,,
Universite libre de Bruxelles,251,37.7,256.0,33.0,173.0,50.0,601.0,6.8,262.0,45.8,184.0,87.2,115.0,88.7,,,,,,
Mahidol University,252,37.5,196.0,41.7,208.0,44.4,195.0,69.6,601.0,7.8,601.0,8.6,601.0,5.6,,,,,,
University of Navarra,253,37.5,291.0,28.8,100.0,67.8,306.0,51.3,560.0,20.4,510.0,25.0,200.0,68.5,,,,,,
Gadjah Mada University,254,37.4,174.0,44.9,212.0,43.2,247.0,59.9,601.0,1.7,354.0,48.7,601.0,2.2,,,,,,
Universiti Brunei Darussalam (UBD),255,37.4,459.0,18.3,501.0,10.5,65.0,95.4,601.0,7.9,46.0,100.0,218.0,63.9,,,,,,
Tongji University,256,37.2,244.0,34.4,501.0,8.5,601.0,22.4,128.0,60.6,178.0,88.0,440.0,28.4,,,,,,
University of Illinois at Chicago (UIC),257,37.2,175.0,44.7,332.0,29.3,395.0,40.4,407.0,32.8,601.0,10.3,524.0,21.1,,,,,,
Rutgers University–New Brunswick,258,37.0,213.0,38.9,271.0,35.5,275.0,55.1,601.0,16.3,516.0,24.6,340.0,42.3,,,,,,
Universidad Nacional de Colombia,259,36.9,114.0,60.8,37.0,93.2,601.0,7.0,601.0,5.6,601.0,8.2,601.0,1.3,,,,,,
Charles University,260,36.7,183.0,43.4,253.0,37.6,329.0,48.4,601.0,11.8,569.0,19.0,312.0,46.9,,,,,,
Harbin Institute of Technology,261,36.7,376.0,22.4,501.0,8.4,319.0,49.3,45.0,79.8,601.0,9.6,601.0,8.7,,,,,,
Tufts University,262,36.7,407.0,20.2,501.0,7.8,166.0,75.7,269.0,45.3,444.0,32.8,381.0,36.0,,,,,,
Sun Yat-sen University,263,36.4,234.0,35.4,290.0,33.7,262.0,57.5,420.0,31.9,601.0,9.7,601.0,6.3,,,,,,
Hong Kong Baptist University,264,36.3,463.0,18.2,501.0,12.7,405.0,39.3,216.0,49.9,97.0,98.2,76.0,95.6,,,,,,
Universität Innsbruck,265,36.2,398.0,20.6,501.0,13.8,219.0,66.1,601.0,15.8,85.0,99.3,36.0,99.5,,,,,,
University of Tsukuba,266,36.2,240.0,34.6,501.0,17.6,200.0,68.9,526.0,22.5,601.0,15.5,452.0,27.3,,,,,,
National Taiwan University of Science and Technology (Taiwan Tech),267,36.0,337.0,24.8,349.0,28.0,257.0,58.5,312.0,40.7,535.0,23.2,351.0,40.8,,,,,,
Technical University of Darmstadt,268,36.0,403.0,20.3,119.0,62.2,601.0,5.9,77.0,70.6,334.0,53.4,199.0,68.7,,,,,,
University of Surrey,269,36.0,362.0,23.4,309.0,31.6,601.0,22.4,259.0,45.8,118.0,97.1,80.0,95.4,,,,,,
University of Canterbury | Te Whare Wānanga o Waitaha,270,35.9,233.0,35.6,257.0,37.4,601.0,10.7,348.0,38.0,77.0,99.6,234.0,60.2,,,,,,
University of Massachusetts Amherst,271,35.9,200.0,41.2,501.0,16.1,601.0,16.4,162.0,56.2,431.0,35.2,470.0,25.6,,,,,,
Massey University,272,35.8,283.0,29.3,389.0,24.5,509.0,29.3,451.0,28.8,90.0,98.7,61.0,97.6,,,,,,
USI - Università della Svizzera italiana,273,35.6,501.0,4.7,501.0,5.2,110.0,86.1,446.0,29.1,17.0,100.0,8.0,100.0,,,,,,
The University of Arizona,274,35.6,199.0,41.3,483.0,18.5,303.0,52.0,516.0,23.2,515.0,24.6,601.0,15.6,,,,,,
Deakin University.,275,35.5,289.0,28.9,235.0,39.8,601.0,5.1,227.0,48.7,116.0,97.1,148.0,82.7,,,,,,
Indian Institute of Technology Madras (IITM),276,35.5,246.0,34.1,172.0,50.1,486.0,31.5,205.0,50.9,601.0,2.6,601.0,1.5,,,,,,
Graz University of Technology,277,35.5,501.0,13.5,501.0,9.2,63.0,96.1,601.0,17.3,256.0,70.6,261.0,55.7,,,,,,
Université Paris Cité,278,35.5,187.0,43.1,501.0,7.2,601.0,20.7,157.0,56.8,594.0,17.2,544.0,19.6,,,,,,
Beijing Normal University,279,35.4,218.0,38.3,501.0,8.8,499.0,30.4,202.0,51.3,523.0,24.4,437.0,28.8,,,,,,
University of Ottawa,280,35.4,329.0,25.3,243.0,38.8,601.0,5.7,122.0,62.0,135.0,94.9,245.0,58.6,,,,,,
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),281,35.3,501.0,15.7,351.0,27.9,50.0,97.7,601.0,13.8,457.0,32.0,339.0,42.4,,,,,,
Bauman Moscow State Technical University,282,35.2,383.0,21.6,181.0,48.9,19.0,100.0,601.0,1.5,601.0,11.0,601.0,11.5,,,,,,
University of Cologne,283,35.2,212.0,39.2,215.0,42.9,536.0,27.3,502.0,23.9,316.0,57.4,372.0,37.4,,,,,,
United Arab Emirates University,284,35.1,359.0,23.5,273.0,35.3,238.0,61.6,601.0,12.8,11.0,100.0,349.0,40.8,,,,,,
University of Tartu,285,35.0,327.0,25.3,501.0,15.2,122.0,83.4,599.0,18.5,474.0,29.6,465.0,26.0,,,,,,
University College Cork,286,34.9,294.0,28.6,313.0,31.3,364.0,42.8,512.0,23.4,154.0,91.9,314.0,46.4,,,,,,
King Saud University,287,34.8,271.0,31.0,501.0,11.7,251.0,59.4,583.0,19.3,156.0,91.8,601.0,14.2,,,,,,
Universitat Pompeu Fabra (Barcelona),288,34.8,267.0,31.4,339.0,28.7,601.0,12.7,124.0,61.4,286.0,63.6,509.0,22.6,,,,,,
Université Paris 1 Panthéon-Sorbonne,289,34.8,118.0,60.1,226.0,41.3,601.0,5.7,601.0,3.8,449.0,32.7,256.0,56.9,,,,,,
University of Turku,290,34.8,314.0,26.3,303.0,32.2,236.0,62.0,397.0,33.6,484.0,28.8,601.0,5.9,,,,,,
Dalhousie University,291,34.6,445.0,18.8,439.0,20.5,601.0,19.7,137.0,59.4,53.0,100.0,156.0,81.0,,,,,,
Technion - Israel Institute of Technology,293,34.6,310.0,27.0,355.0,27.4,601.0,22.4,86.0,68.7,360.0,48.2,601.0,3.6,,,,,,
University of Miami,294,34.6,352.0,24.2,368.0,26.2,293.0,53.1,253.0,46.3,601.0,8.0,375.0,36.7,,,,,,
Gwangju Institute of Science and Technology (GIST),295,34.5,501.0,11.7,501.0,5.6,399.0,39.7,4.0,100.0,601.0,15.8,601.0,7.1,,,,,,
North Carolina State University,296,34.5,266.0,31.5,444.0,20.2,601.0,18.5,152.0,57.5,278.0,64.6,483.0,24.9,,,,,,
University of South Australia,297,34.5,347.0,24.4,501.0,17.2,601.0,23.4,209.0,50.4,52.0,100.0,227.0,61.2,,,,,,
HSE University,298,34.4,317.0,26.1,298.0,32.8,71.0,94.0,601.0,2.2,601.0,8.1,588.0,17.0,,,,,,
University of Strathclyde,300,34.3,313.0,26.4,171.0,50.2,601.0,22.4,456.0,28.2,144.0,93.5,181.0,73.7,,,,,,
Heriot-Watt University,301,34.2,501.0,15.7,296.0,32.9,581.0,25.0,230.0,48.5,57.0,100.0,91.0,94.0,,,,,,
University of Milan,302,34.2,148.0,51.9,430.0,21.4,601.0,8.0,287.0,43.4,601.0,9.6,601.0,7.4,,,,,,
Griffith University,303,34.1,288.0,28.9,405.0,22.8,601.0,12.4,185.0,52.9,79.0,99.5,355.0,40.3,,,,,,
Xi’an Jiaotong University,304,34.1,343.0,24.7,234.0,40.3,506.0,29.7,106.0,64.4,601.0,14.9,601.0,7.9,,,,,,
Aalborg University,305,34.0,469.0,17.9,264.0,36.6,388.0,41.2,211.0,50.2,267.0,67.3,449.0,27.5,,,,,,
Universitas Indonesia,306,34.0,203.0,40.9,158.0,52.9,432.0,35.9,601.0,2.1,175.0,88.3,601.0,3.4,,,,,,
Université Paris-Saclay,306,34.0,353.0,24.0,501.0,8.8,206.0,68.3,447.0,29.0,399.0,41.0,388.0,35.3,,,,,,
Universität Mannheim,307,33.7,474.0,17.8,136.0,58.1,601.0,3.8,36.0,85.0,452.0,32.5,485.0,24.7,,,,,,
Politecnico di Torino,308,33.5,222.0,37.5,162.0,52.7,601.0,3.1,193.0,52.1,601.0,4.0,385.0,35.6,,,,,,
Royal Holloway University of London,309,33.5,454.0,18.5,501.0,10.9,601.0,23.3,183.0,53.0,114.0,97.3,86.0,94.5,,,,,,
University of Tasmania,310,33.5,424.0,19.8,501.0,8.8,601.0,19.1,146.0,58.1,205.0,83.6,56.0,98.1,,,,,,
Universidad Carlos III de Madrid (UC3M),311,33.4,276.0,30.6,200.0,46.0,281.0,54.2,601.0,9.4,397.0,41.4,408.0,32.3,,,,,,
Goethe-University Frankfurt am Main,312,33.4,165.0,48.0,248.0,37.9,601.0,23.8,601.0,18.1,601.0,5.2,418.0,31.0,,,,,,
Bandung Institute of Technology (ITB),313,33.3,217.0,38.3,204.0,45.1,297.0,52.8,601.0,4.0,422.0,36.3,601.0,1.7,,,,,,
Indian Institute of Technology Kharagpur (IIT-KGP),314,33.2,319.0,26.0,240.0,39.2,601.0,21.7,80.0,70.2,601.0,4.9,601.0,1.1,,,,,,
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),315,33.2,501.0,9.2,501.0,13.6,51.0,97.7,601.0,9.1,351.0,49.6,149.0,82.7,,,,,,
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),316,33.2,250.0,33.7,300.0,32.3,310.0,50.6,540.0,21.6,601.0,11.0,459.0,26.3,,,,,,
Belarusian State University,317,33.0,441.0,19.1,268.0,35.9,52.0,97.6,601.0,1.7,601.0,4.6,421.0,30.4,,,,,,
Friedrich-Alexander-Universität Erlangen-Nürnberg,318,33.0,373.0,22.5,501.0,17.4,601.0,2.7,19.0,94.6,487.0,28.0,498.0,23.5,,,,,,
University of Dundee,319,32.9,438.0,19.3,501.0,15.4,260.0,57.6,537.0,21.7,191.0,85.8,211.0,65.4,,,,,,
Indiana University Bloomington,320,32.6,214.0,38.8,392.0,24.2,498.0,30.6,479.0,26.4,389.0,42.9,549.0,19.2,,,,,,
Hiroshima University,321,32.3,372.0,22.5,501.0,13.1,104.0,87.0,601.0,14.0,601.0,14.1,579.0,17.7,,,,,,
University of Warsaw,322,32.3,180.0,43.6,182.0,48.9,419.0,37.3,601.0,6.7,601.0,8.5,601.0,10.5,,,,,,
Simon Fraser University,323,32.1,356.0,23.8,455.0,19.8,601.0,6.2,217.0,49.8,141.0,93.8,108.0,90.2,,,,,,
Southern University of Science and Technology (SUSTech),324,32.1,501.0,5.5,501.0,1.0,58.0,96.7,338.0,38.6,357.0,48.4,601.0,1.7,,,,,,
Universität Jena,325,32.1,432.0,19.5,501.0,2.4,38.0,99.6,601.0,13.4,,,475.0,25.4,,,,,,
Jagiellonian University,326,31.9,237.0,34.9,201.0,45.9,272.0,55.4,601.0,6.5,601.0,4.3,601.0,11.3,,,,,,
IE University,326,32.0,501.0,7.6,207.0,44.6,189.0,70.7,601.0,3.8,168.0,89.6,5.0,100.0,,,,,,
Pontificia Universidad Católica Argentina,327,31.9,493.0,16.8,213.0,43.2,42.0,98.8,601.0,1.1,601.0,2.5,601.0,12.3,,,,,,
RUDN University,328,31.9,501.0,14.7,372.0,26.0,97.0,87.9,601.0,1.7,601.0,11.5,84.0,95.0,,,,,,
Universitat Politecnica de Valencia,329,31.9,346.0,24.5,501.0,11.9,150.0,78.9,601.0,18.3,601.0,6.1,532.0,20.5,,,,,,
Virginia Polytechnic Institute and State University,330,31.9,284.0,29.3,311.0,31.5,540.0,27.2,363.0,36.6,319.0,56.9,479.0,25.2,,,,,,
National Taiwan Normal University,331,31.8,272.0,31.0,501.0,11.0,203.0,68.5,601.0,10.8,601.0,12.8,414.0,31.6,,,,,,
Ural Federal University - UrFU,332,31.8,395.0,20.8,501.0,13.8,77.0,92.2,601.0,2.4,601.0,16.4,334.0,43.1,,,,,,
Ewha Womans University,333,31.7,381.0,21.7,445.0,20.1,143.0,80.3,601.0,14.0,601.0,8.6,422.0,30.4,,,,,,
Umea University,335,31.7,418.0,19.9,501.0,7.3,145.0,80.0,497.0,24.3,498.0,27.1,601.0,11.5,,,,,,
Universität Stuttgart,336,31.7,335.0,24.9,193.0,46.7,601.0,5.0,166.0,55.7,387.0,43.2,278.0,51.5,,,,,,
University of East Anglia (UEA),337,31.7,437.0,19.3,501.0,10.4,591.0,24.4,161.0,56.4,257.0,70.4,229.0,60.8,,,,,,
University of Hawaiʻi at Mānoa,338,31.7,498.0,16.6,501.0,11.4,276.0,54.9,271.0,45.2,320.0,56.4,580.0,17.7,,,,,,
University of Jyväskylä,339,31.7,484.0,17.2,501.0,8.5,109.0,86.3,533.0,22.0,421.0,36.5,601.0,5.2,,,,,,
University of Utah,340,31.7,490.0,17.0,501.0,8.5,204.0,68.5,318.0,40.1,442.0,33.0,601.0,10.1,,,,,,
Yeshiva University,341,31.6,501.0,2.8,501.0,3.8,54.0,97.0,219.0,49.8,,,601.0,10.6,,,,,,
Université Grenoble Alpes,342,31.5,181.0,43.6,501.0,12.0,601.0,11.8,351.0,37.4,502.0,26.4,419.0,30.8,,,,,,
"University of Chemistry and Technology, Prague",343,31.5,501.0,6.4,501.0,8.1,40.0,99.4,601.0,18.5,531.0,23.9,219.0,63.7,,,,,,
"Birkbeck, University of London",344,31.4,501.0,13.6,501.0,4.2,601.0,14.5,114.0,63.4,107.0,97.8,58.0,98.0,,,,,,
Ulm University,345,31.4,501.0,7.9,501.0,5.2,130.0,82.3,344.0,38.2,381.0,44.5,490.0,24.1,,,,,,
SOAS University of London,346,31.1,389.0,21.3,501.0,10.3,440.0,35.4,546.0,21.4,41.0,100.0,21.0,100.0,,,,,,
University at Buffalo SUNY,347,31.1,413.0,20.0,501.0,11.3,601.0,7.3,81.0,70.0,217.0,82.3,333.0,43.4,,,,,,
American University of Sharjah,348,31.0,435.0,19.4,307.0,31.7,450.0,34.4,601.0,15.2,1.0,100.0,6.0,100.0,,,,,,
MGIMO University,349,31.0,501.0,11.7,385.0,24.9,23.0,100.0,601.0,1.4,601.0,15.7,277.0,51.5,,,,,,
"City, University of London",350,30.9,439.0,19.3,428.0,21.4,601.0,10.0,267.0,45.5,137.0,94.8,34.0,99.6,,,,,,
Indian Institute of Technology Kanpur (IITK),351,30.9,287.0,29.0,276.0,35.0,601.0,17.4,132.0,60.1,601.0,1.5,601.0,1.2,,,,,,
Universiti Teknologi Brunei,352,30.9,501.0,11.5,501.0,9.1,79.0,91.5,601.0,7.8,84.0,99.3,601.0,7.6,,,,,,
George Washington University,353,30.8,308.0,27.2,365.0,26.2,485.0,31.6,398.0,33.6,420.0,36.6,329.0,44.1,,,,,,
University of Southern Denmark (SDU),354,30.8,430.0,19.6,442.0,20.3,429.0,36.1,320.0,39.9,192.0,85.4,458.0,26.4,,,,,,
National University of Sciences And Technology (NUST) Islamabad,355,30.5,489.0,17.0,148.0,54.1,156.0,77.8,601.0,10.6,601.0,3.3,601.0,5.0,,,,,,
University of Münster,356,30.3,236.0,35.0,338.0,28.7,413.0,38.1,589.0,19.1,480.0,29.3,601.0,7.8,,,,,,
L.N. Gumilyov Eurasian National University (ENU),357,30.2,470.0,17.9,501.0,16.1,57.0,96.9,601.0,1.5,507.0,25.3,601.0,6.1,,,,,,
University of Lisbon,358,30.2,215.0,38.6,426.0,21.5,601.0,12.9,345.0,38.1,601.0,7.3,366.0,37.9,,,,,,
University of Porto,359,30.2,226.0,37.0,411.0,22.5,601.0,14.1,274.0,44.8,601.0,5.3,570.0,18.1,,,,,,
ITMO University,360,30.1,501.0,11.9,501.0,16.1,80.0,91.2,601.0,7.7,512.0,24.9,285.0,50.7,,,,,,
Norwegian University of Science And Technology,361,30.1,274.0,30.9,408.0,22.6,522.0,28.6,473.0,26.8,245.0,72.7,601.0,10.8,,,,,,
Johannes Kepler University Linz,362,30.0,501.0,11.3,436.0,21.0,214.0,66.9,501.0,23.9,230.0,77.7,503.0,23.3,,,,,,
Linköping University,363,30.0,402.0,20.4,416.0,22.2,529.0,27.8,220.0,49.7,284.0,63.9,601.0,15.6,,,,,,
Northeastern University,364,30.0,409.0,20.1,501.0,12.9,601.0,23.1,364.0,36.5,236.0,76.3,82.0,95.1,,,,,,
Tokyo Medical and Dental University (TMDU),366,30.0,501.0,11.0,501.0,5.4,10.0,100.0,564.0,20.1,601.0,2.8,601.0,15.3,,,,,,
University of Macau,367,29.9,501.0,11.2,501.0,6.2,601.0,22.4,198.0,51.8,10.0,100.0,74.0,96.2,,,,,,
Brunel University London,368,29.7,501.0,10.7,501.0,16.1,601.0,13.1,167.0,55.6,74.0,99.6,57.0,98.1,,,,,,
Tilburg University,369,29.7,501.0,15.1,255.0,37.5,601.0,13.9,192.0,52.1,171.0,89.0,338.0,42.5,,,,,,
Kazan (Volga region) Federal University,370,29.5,461.0,18.2,501.0,7.5,129.0,82.7,601.0,4.3,601.0,9.2,198.0,69.0,,,,,,
University of Victoria (UVic),371,29.5,501.0,16.5,501.0,11.4,601.0,4.0,105.0,64.5,155.0,91.9,212.0,65.3,,,,,,
Swinburne University of Technology,372,29.4,501.0,14.8,500.0,17.9,601.0,17.6,298.0,42.3,102.0,98.1,102.0,91.7,,,,,,
Pakistan Institute of Engineering and Applied Sciences (PIEAS),373,29.2,501.0,5.3,501.0,6.4,66.0,95.3,372.0,35.9,,,,,,,,,,
"Stony Brook University, State University of New York",374,29.2,393.0,20.9,501.0,8.6,462.0,33.2,373.0,35.9,353.0,48.7,186.0,72.0,,,,,,
Sultan Qaboos University,375,29.1,501.0,13.2,501.0,13.1,179.0,73.0,601.0,12.6,49.0,100.0,601.0,3.8,,,,,,
University of Waikato,376,29.1,428.0,19.6,501.0,16.1,601.0,10.7,309.0,41.4,120.0,96.8,139.0,85.3,,,,,,
Nankai University,377,29.0,358.0,23.6,501.0,4.9,507.0,29.4,140.0,59.0,579.0,18.3,601.0,6.8,,,,,,
Universidad de Palermo (UP),378,29.0,501.0,8.9,501.0,10.1,99.0,87.6,601.0,1.2,455.0,32.1,66.0,97.1,,,,,,
Taylor's University,379,28.9,501.0,16.4,126.0,60.7,384.0,41.3,601.0,4.5,339.0,52.0,132.0,86.1,,,,,,
Universidade Federal do Rio de Janeiro,380,28.8,150.0,51.3,443.0,20.2,601.0,16.0,601.0,12.7,601.0,5.9,601.0,1.9,,,,,,
University of Kent,381,28.8,396.0,20.7,501.0,10.0,601.0,20.5,355.0,37.1,109.0,97.8,238.0,59.4,,,,,,
Wake Forest University,382,28.8,501.0,6.7,501.0,7.6,14.0,100.0,574.0,19.6,601.0,8.2,597.0,16.3,,,,,,
Indian Institute of Technology Roorkee (IITR),383,28.7,501.0,13.8,468.0,19.0,601.0,11.7,20.0,92.7,601.0,1.1,601.0,2.7,,,,,,
Oxford Brookes University,384,28.7,309.0,27.1,140.0,57.0,601.0,14.1,601.0,13.1,281.0,64.4,205.0,65.9,,,,,,
University of Pisa,385,28.7,191.0,42.6,494.0,18.1,601.0,9.5,369.0,36.2,601.0,5.9,601.0,4.9,,,,,,
University of Kansas,386,28.7,501.0,15.9,501.0,14.7,159.0,76.5,601.0,16.0,448.0,32.7,601.0,11.8,,,,,,
Lincoln University,387,28.6,501.0,8.6,501.0,7.8,360.0,43.3,450.0,28.8,121.0,96.8,35.0,99.5,,,,,,
Shanghai University,388,28.6,345.0,24.5,501.0,8.7,267.0,56.5,584.0,19.3,375.0,45.8,601.0,6.0,,,,,,
Taipei Medical University (TMU),389,28.6,501.0,9.9,501.0,12.0,115.0,84.8,527.0,22.4,560.0,20.0,586.0,17.1,,,,,,
Tianjin University,390,28.6,457.0,18.3,501.0,3.9,601.0,22.8,55.0,77.5,601.0,8.3,601.0,4.4,,,,,,
UCSI University,391,28.5,501.0,15.1,206.0,44.7,274.0,55.2,601.0,4.4,418.0,37.0,154.0,81.3,,,,,,
Beijing Institute of Technology,392,28.4,397.0,20.7,501.0,12.5,393.0,40.6,221.0,49.7,601.0,5.0,601.0,8.4,,,,,,
HUFS - Hankuk (Korea) University of Foreign Studies,393,28.4,501.0,12.2,363.0,26.7,135.0,81.6,601.0,2.2,416.0,37.1,341.0,41.9,,,,,,
University of Naples - Federico II,394,28.4,249.0,33.9,501.0,13.9,601.0,5.9,134.0,59.7,601.0,2.8,601.0,1.1,,,,,,
Università Vita-Salute San Raffaele,395,28.4,501.0,3.9,501.0,1.6,37.0,99.6,429.0,31.3,601.0,2.6,601.0,4.0,,,,,,
Huazhong University of Science and Technology,396,28.2,417.0,20.0,308.0,31.7,601.0,16.2,111.0,63.8,601.0,12.6,601.0,5.5,,,,,,
