university_id,employer reputation rank,employer reputation score
259,1.0,100.0
295,2.0,100.0
595,3.0,100.0
983,4.0,100.0
1136,5.0,100.0
337,6.0,100.0
617,8.0,99.9
202,9.0,99.8
355,10.0,99.7
196,11.0,99.6
105,12.0,99.6
285,13.0,99.1
596,14.0,99.0
409,16.0,98.6
750,17.0,98.5
731,19.0,98.3
161,20.0,97.5
1089,21.0,97.4
547,22.0,97.3
990,23.0,97.3
706,24.0,96.9
909,25.0,96.8
657,26.0,96.6
254,27.0,96.5
534,28.0,96.4
257,29.0,95.9
899,30.0,95.8
8,31.0,95.4
227,32.0,95.3
402,33.0,94.9
708,34.0,94.1
231,35.0,94.0
761,36.0,93.6
1125,37.0,93.2
462,38.0,92.7
1099,39.0,92.5
723,40.0,92.0
973,41.0,91.7
874,42.0,91.5
627,43.0,91.3
808,44.0,91.2
670,45.0,91.1
729,46.0,90.9
249,47.0,90.9
90,48.0,90.9
383,49.0,90.8
320,50.0,90.4
953,51.0,90.2
549,52.0,89.8
879,54.0,89.6
775,55.0,88.7
790,56.0,88.3
359,57.0,87.9
228,58.0,87.7
142,59.0,87.5
1018,60.0,87.0
833,62.0,85.3
465,63.0,85.0
53,65.0,84.6
957,66.0,83.4
634,67.0,82.9
567,68.0,82.8
469,69.0,82.8
240,70.0,82.6
843,71.0,82.2
801,73.0,81.1
1067,74.0,81.0
934,75.0,80.7
1024,76.0,80.0
1063,77.0,79.6
526,78.0,78.8
1143,79.0,78.3
98,80.0,78.2
467,81.0,78.1
422,82.0,78.1
572,83.0,77.8
339,84.0,77.6
604,85.0,77.5
703,86.0,76.8
821,87.0,76.4
763,88.0,76.3
498,89.0,75.6
1,90.0,75.3
64,91.0,75.0
922,92.0,74.4
774,93.0,74.2
557,94.0,72.6
840,95.0,72.4
371,96.0,72.4
1132,97.0,71.6
358,98.0,69.4
970,99.0,68.8
1058,100.0,67.8
513,101.0,67.7
517,102.0,67.4
497,103.0,66.8
735,104.0,66.1
451,105.0,65.6
138,107.0,64.5
1068,108.0,64.0
546,109.0,63.7
331,110.0,63.7
502,111.0,63.6
702,112.0,63.6
1100,113.0,63.5
61,114.0,63.2
683,115.0,63.2
1040,116.0,63.1
132,117.0,62.7
1059,118.0,62.5
88,119.0,62.2
205,120.0,61.1
150,121.0,61.1
429,122.0,60.9
225,124.0,60.8
858,125.0,60.7
641,126.0,60.7
1098,127.0,60.6
1118,128.0,60.5
201,129.0,60.3
780,130.0,60.2
681,131.0,60.0
1079,132.0,59.9
933,133.0,59.8
21,134.0,58.6
878,135.0,58.6
43,136.0,58.1
1042,137.0,58.1
40,138.0,58.1
630,139.0,57.5
83,140.0,57.0
794,141.0,55.9
1049,142.0,55.7
931,143.0,55.6
341,144.0,55.5
527,145.0,55.4
127,146.0,55.1
139,147.0,54.6
900,148.0,54.1
935,149.0,53.9
734,150.0,53.7
30,151.0,53.6
208,152.0,53.5
152,153.0,53.4
365,154.0,53.3
233,155.0,53.1
10,156.0,53.0
628,157.0,52.9
903,158.0,52.9
223,159.0,52.8
313,160.0,52.7
1131,161.0,52.7
849,162.0,52.7
574,163.0,52.4
1129,164.0,52.3
554,165.0,52.1
844,166.0,51.9
938,167.0,51.7
611,168.0,51.6
834,169.0,50.9
585,170.0,50.4
123,171.0,50.2
489,172.0,50.1
777,173.0,50.0
85,174.0,49.9
421,175.0,49.7
480,176.0,49.7
841,177.0,49.6
868,178.0,49.5
181,179.0,49.3
1062,180.0,49.0
690,181.0,48.9
1055,182.0,48.9
789,183.0,48.5
1028,184.0,48.4
300,185.0,47.7
450,186.0,47.6
1104,187.0,47.5
599,188.0,47.5
455,189.0,47.4
1057,190.0,47.0
835,191.0,46.8
195,192.0,46.8
845,193.0,46.7
966,195.0,46.6
850,196.0,46.6
129,197.0,46.4
700,198.0,46.4
1134,199.0,46.3
124,200.0,46.0
1119,201.0,45.9
519,202.0,45.9
133,203.0,45.6
323,204.0,45.1
283,205.0,45.0
924,206.0,44.7
963,207.0,44.6
866,208.0,44.4
555,209.0,44.2
375,210.0,43.9
471,211.0,43.4
968,212.0,43.2
943,213.0,43.2
481,214.0,43.0
472,215.0,42.9
159,216.0,42.9
95,217.0,42.7
619,218.0,42.4
116,219.0,42.3
274,220.0,42.0
525,221.0,41.8
386,222.0,41.7
873,223.0,41.6
2,225.0,41.4
832,226.0,41.3
1027,227.0,40.9
993,228.0,40.9
177,229.0,40.8
606,230.0,40.8
175,231.0,40.8
689,232.0,40.6
426,233.0,40.4
989,234.0,40.3
804,235.0,39.8
229,236.0,39.7
444,237.0,39.5
561,238.0,39.4
930,239.0,39.3
996,240.0,39.2
60,241.0,39.2
950,242.0,38.9
615,243.0,38.8
969,244.0,38.7
802,245.0,38.7
590,246.0,38.4
325,247.0,38.1
669,248.0,37.9
100,249.0,37.8
120,250.0,37.8
760,251.0,37.7
157,253.0,37.6
1101,254.0,37.6
532,255.0,37.5
632,256.0,37.5
187,257.0,37.4
255,258.0,37.2
649,259.0,37.2
684,260.0,37.0
62,261.0,36.6
72,262.0,36.6
102,263.0,36.6
461,264.0,36.6
291,265.0,36.5
691,266.0,36.5
607,267.0,36.1
143,268.0,35.9
820,269.0,35.7
1093,270.0,35.6
765,271.0,35.5
271,272.0,35.3
260,273.0,35.3
605,274.0,35.3
882,275.0,35.1
89,276.0,35.0
164,277.0,34.8
796,278.0,34.8
976,279.0,34.6
666,280.0,34.5
126,281.0,34.5
76,282.0,34.3
830,283.0,34.1
570,284.0,34.0
50,285.0,33.9
568,286.0,33.9
147,287.0,33.8
586,288.0,33.8
1110,289.0,33.8
289,290.0,33.7
1071,291.0,33.4
457,292.0,33.1
18,293.0,33.1
334,294.0,33.1
77,295.0,33.0
985,296.0,32.9
52,297.0,32.8
19,298.0,32.8
756,299.0,32.5
579,300.0,32.3
647,301.0,32.2
348,302.0,32.2
5,303.0,32.2
508,304.0,32.0
452,306.0,31.8
662,307.0,31.7
1084,308.0,31.7
852,309.0,31.6
134,310.0,31.5
716,311.0,31.5
648,312.0,31.5
385,313.0,31.3
27,314.0,31.0
869,315.0,31.0
661,316.0,30.7
906,317.0,30.7
454,318.0,30.6
479,319.0,30.5
514,320.0,30.5
368,321.0,30.4
1106,322.0,30.4
405,323.0,30.2
800,324.0,30.2
226,325.0,30.1
813,326.0,29.9
692,327.0,29.8
588,328.0,29.7
518,329.0,29.6
154,330.0,29.5
659,331.0,29.5
553,332.0,29.3
707,333.0,29.2
961,334.0,29.2
767,335.0,29.1
709,336.0,28.8
1029,337.0,28.8
234,338.0,28.7
322,339.0,28.7
241,340.0,28.5
545,341.0,28.4
1108,342.0,28.4
908,343.0,28.4
822,344.0,28.4
491,345.0,28.4
665,346.0,28.3
178,347.0,28.1
137,348.0,28.1
577,349.0,28.0
209,350.0,27.9
544,351.0,27.9
197,352.0,27.7
728,353.0,27.6
1097,354.0,27.4
1007,355.0,27.4
356,356.0,27.4
412,357.0,27.3
856,358.0,27.0
396,359.0,26.9
13,360.0,26.9
47,361.0,26.9
601,362.0,26.8
1111,363.0,26.7
410,364.0,26.3
948,365.0,26.2
1138,366.0,26.2
6,368.0,26.2
720,369.0,26.2
432,370.0,26.1
393,371.0,26.0
713,372.0,26.0
1130,373.0,25.9
74,374.0,25.9
12,375.0,25.8
871,376.0,25.8
496,377.0,25.7
110,378.0,25.7
475,379.0,25.5
537,380.0,25.3
1080,381.0,25.3
541,382.0,25.2
299,384.0,24.9
610,385.0,24.9
65,386.0,24.8
653,387.0,24.7
758,388.0,24.7
512,389.0,24.5
297,390.0,24.4
1053,391.0,24.3
3,392.0,24.2
923,393.0,23.9
1133,395.0,23.6
598,396.0,23.5
980,397.0,23.5
622,398.0,23.4
34,399.0,23.4
725,400.0,23.4
510,401.0,23.4
638,402.0,23.3
766,403.0,23.1
902,404.0,23.0
430,405.0,22.8
522,406.0,22.7
1045,407.0,22.7
826,408.0,22.6
594,409.0,22.6
912,410.0,22.5
500,411.0,22.5
695,412.0,22.4
704,413.0,22.4
380,414.0,22.4
1041,415.0,22.2
576,416.0,22.2
92,417.0,22.2
284,418.0,22.1
182,419.0,22.1
1146,420.0,22.1
1096,421.0,22.0
862,422.0,21.9
589,423.0,21.7
243,424.0,21.6
613,425.0,21.6
747,426.0,21.5
823,427.0,21.5
131,428.0,21.4
179,429.0,21.4
458,430.0,21.4
210,432.0,21.3
319,433.0,21.2
1082,434.0,21.1
564,435.0,21.0
507,436.0,21.0
746,437.0,20.7
369,438.0,20.7
520,439.0,20.5
569,440.0,20.3
166,441.0,20.3
453,442.0,20.3
163,443.0,20.2
59,444.0,20.2
