university_id,international students rank,international students score
311,,
312,126.0,86.9
313,33.0,99.6
314,176.0,74.7
315,,
316,,
317,336.0,42.7
318,601.0,15.3
319,,
320,443.0,28.0
321,297.0,48.7
322,509.0,22.6
323,601.0,1.7
324,601.0,1.7
325,411.0,32.1
326,82.0,95.1
327,,
328,,
329,601.0,10.2
330,,
331,281.0,51.0
332,,
333,,
334,525.0,21.1
335,,
336,160.0,80.0
337,263.0,54.5
338,,
339,31.0,99.6
340,539.0,20.0
341,380.0,36.1
342,,
343,,
344,463.0,26.2
345,,
346,601.0,8.7
347,553.0,18.9
348,,
349,,
350,,
351,,
352,,
353,601.0,5.5
354,,
355,402.0,32.6
356,244.0,58.8
357,,
358,279.0,51.4
359,137.0,85.6
360,257.0,56.3
361,258.0,56.2
362,,
363,494.0,23.6
364,601.0,6.1
365,,
366,,
367,574.0,18.0
368,262.0,55.6
369,,
370,398.0,33.4
371,38.0,99.4
372,582.0,17.5
373,,
374,,
375,,
376,,
377,334.0,43.1
378,,
379,,
380,69.0,96.8
381,274.0,52.4
382,,
383,187.0,71.8
384,601.0,4.4
385,314.0,46.4
386,,
387,,
388,,
389,434.0,29.1
390,601.0,9.2
391,,
392,,
393,,
394,393.0,34.3
395,259.0,56.0
396,,
397,147.0,82.9
398,576.0,18.0
399,,
400,403.0,32.5
401,419.0,30.8
402,41.0,99.2
403,,
404,,
405,,
406,,
407,596.0,16.4
408,,
409,427.0,29.7
410,,
411,,
412,,
413,580.0,17.7
414,470.0,25.6
415,229.0,60.8
416,581.0,17.6
417,601.0,5.9
418,510.0,22.6
419,,
420,,
421,93.0,93.7
422,153.0,81.3
423,601.0,14.8
424,,
425,,
426,127.0,86.5
427,,
428,,
429,506.0,23.0
430,355.0,40.3
431,368.0,37.8
432,,
433,396.0,33.8
434,77.0,95.6
435,515.0,22.1
436,,
437,,
438,,
439,83.0,95.1
440,,
441,,
442,601.0,7.3
443,,
444,591.0,17.0
445,,
446,206.0,65.8
447,,
448,601.0,12.0
449,,
450,303.0,48.1
451,454.0,26.9
452,264.0,54.3
453,458.0,26.4
454,,
455,254.0,57.1
456,,
457,,
458,601.0,7.4
459,189.0,70.9
460,397.0,33.8
461,449.0,27.5
462,346.0,41.3
463,,
464,353.0,40.4
465,230.0,60.5
466,105.0,90.9
467,324.0,44.9
468,,
469,119.0,88.2
470,,
471,288.0,50.2
472,372.0,37.4
473,,
474,66.0,97.1
475,566.0,18.5
476,,
477,,
478,601.0,10.6
479,19.0,100.0
480,601.0,10.5
481,386.0,35.4
482,174.0,74.9
483,451.0,27.4
484,,
485,,
486,,
487,453.0,27.3
488,436.0,28.9
489,601.0,1.5
490,,
491,492.0,23.8
492,165.0,79.3
493,357.0,39.8
494,,
495,,
496,,
497,65.0,97.1
498,361.0,39.3
499,,
500,570.0,18.1
501,593.0,16.9
502,251.0,57.4
503,601.0,10.4
504,,
505,169.0,78.4
506,8.0,100.0
507,503.0,23.3
508,,
509,,
510,601.0,9.5
511,30.0,99.6
512,61.0,97.6
513,106.0,90.4
514,601.0,3.5
515,134.0,86.0
516,,
517,601.0,3.1
518,601.0,3.7
519,601.0,5.7
520,156.0,81.0
521,364.0,38.2
522,379.0,36.1
523,477.0,25.3
524,,
525,291.0,49.5
526,85.0,94.9
527,601.0,12.0
528,267.0,53.8
529,422.0,30.4
530,,
531,,
532,338.0,42.5
533,,
534,601.0,3.9
535,76.0,95.6
536,493.0,23.8
537,152.0,81.8
538,,
539,246.0,58.5
540,,
541,,
542,,
543,,
544,339.0,42.4
545,,
546,241.0,59.0
547,72.0,96.3
548,,
549,204.0,67.6
550,,
551,,
552,,
553,524.0,21.1
554,231.0,60.4
555,365.0,38.0
556,,
557,121.0,87.9
558,56.0,98.1
559,552.0,19.0
560,,
561,170.0,77.0
562,305.0,47.8
563,,
564,584.0,17.3
565,,
566,,
567,171.0,76.8
568,505.0,23.1
569,,
570,481.0,25.0
571,212.0,65.3
572,528.0,20.7
573,348.0,41.1
574,255.0,57.0
575,2.0,100.0
576,601.0,15.6
577,351.0,40.8
578,590.0,17.0
579,459.0,26.3
580,601.0,15.6
581,,
582,,
583,,
584,,
585,216.0,64.3
586,,
587,,
588,167.0,78.6
589,,
590,,
591,,
592,,
593,,
594,466.0,26.0
595,55.0,98.3
596,209.0,65.6
597,601.0,4.6
598,550.0,19.1
599,542.0,19.8
600,,
601,,
602,261.0,55.7
603,322.0,45.2
604,145.0,83.4
605,601.0,5.4
606,601.0,1.4
607,,
608,460.0,26.3
609,,
610,277.0,51.5
611,217.0,63.9
612,601.0,5.9
613,23.0,100.0
614,,
615,245.0,58.6
616,,
617,358.0,39.7
618,182.0,73.6
619,601.0,14.3
620,475.0,25.4
621,352.0,40.8
622,601.0,7.1
623,,
624,388.0,35.3
625,151.0,82.3
626,266.0,53.9
627,150.0,82.6
628,94.0,93.5
629,,
630,417.0,31.1
631,,
632,384.0,35.6
633,433.0,29.2
634,157.0,80.6
635,520.0,21.2
636,276.0,51.6
637,,
638,81.0,95.4
639,381.0,36.0
640,445.0,27.7
641,132.0,86.1
642,601.0,14.2
643,,
644,,
645,,
646,601.0,1.6
647,302.0,48.1
648,511.0,22.5
649,356.0,39.9
650,211.0,65.4
651,601.0,2.4
652,344.0,41.7
653,415.0,31.5
654,,
655,86.0,94.5
656,,
657,59.0,97.9
658,601.0,8.9
659,601.0,9.9
660,,
661,601.0,6.8
662,6.0,100.0
663,283.0,50.8
664,46.0,99.0
665,,
666,,
667,67.0,97.1
668,325.0,44.9
669,418.0,31.0
670,180.0,74.2
671,294.0,49.0
672,,
673,,
674,54.0,98.5
675,,
676,296.0,48.9
677,,
678,497.0,23.5
679,,
680,284.0,50.7
681,599.0,16.2
682,,
683,499.0,23.5
684,44.0,99.1
685,,
686,,
687,,
688,523.0,21.1
689,450.0,27.5
690,601.0,11.5
691,318.0,45.6
692,512.0,22.5
693,545.0,19.5
694,579.0,17.7
695,,
696,,
697,,
698,439.0,28.6
699,465.0,26.0
700,,
701,,
702,112.0,88.9
703,155.0,81.2
704,201.0,68.5
705,,
706,541.0,19.8
707,374.0,36.8
708,73.0,96.3
709,,
710,88.0,94.5
711,,
712,,
713,84.0,95.0
714,,
715,,
716,479.0,25.2
717,,
718,601.0,8.1
719,,
720,,
721,,
722,,
723,42.0,99.2
724,,
725,64.0,97.4
726,,
727,601.0,5.2
728,,
729,601.0,3.6
730,,
731,18.0,100.0
732,,
733,,
734,601.0,8.5
735,185.0,72.2
736,35.0,99.5
737,208.0,65.6
738,526.0,21.0
739,193.0,70.0
740,,
741,223.0,62.1
742,548.0,19.4
743,601.0,7.0
744,,
745,347.0,41.1
746,538.0,20.1
747,366.0,37.9
748,601.0,10.1
749,595.0,16.7
750,141.0,84.7
751,437.0,28.8
752,,
753,489.0,24.1
754,531.0,20.5
755,547.0,19.4
756,,
757,,
758,,
759,,
760,161.0,79.9
761,376.0,36.7
762,,
763,52.0,98.9
764,,
765,340.0,42.3
766,601.0,3.2
767,221.0,63.5
768,508.0,22.8
769,,
770,,
771,,
772,,
773,219.0,63.7
774,601.0,1.6
775,16.0,100.0
776,,
777,115.0,88.7
778,601.0,2.1
779,,
780,89.0,94.3
781,74.0,96.2
782,530.0,20.5
783,,
784,601.0,6.8
785,,
786,,
787,,
788,517.0,21.5
789,,
790,600.0,16.1
791,,
792,601.0,2.0
793,,
794,87.0,94.5
795,,
796,601.0,9.7
797,,
798,,
799,,
800,,
801,26.0,99.9
802,456.0,26.5
803,498.0,23.5
804,148.0,82.7
805,,
806,601.0,6.0
807,563.0,18.7
808,601.0,7.4
809,186.0,72.0
810,,
811,,
812,532.0,20.5
813,601.0,9.3
814,317.0,46.1
815,,
816,,
817,240.0,59.1
818,95.0,93.4
819,335.0,42.9
820,,
821,214.0,64.8
822,323.0,45.0
823,224.0,62.0
824,331.0,43.9
825,440.0,28.4
826,601.0,10.8
827,,
828,401.0,32.6
829,158.0,80.5
830,412.0,32.1
831,,
832,256.0,56.9
833,248.0,58.0
834,197.0,69.0
835,,
836,,
837,,
838,,
839,,
840,593.0,16.9
841,62.0,97.5
842,36.0,99.5
843,601.0,9.7
844,601.0,12.9
845,278.0,51.5
846,173.0,75.7
847,285.0,50.7
848,424.0,30.0
849,385.0,35.6
850,,
851,3.0,100.0
852,80.0,95.4
853,,
854,,
855,,
856,,
857,514.0,22.2
858,601.0,2.6
859,,
860,149.0,82.7
861,,
862,299.0,48.3
863,597.0,16.3
864,478.0,25.3
865,292.0,49.2
866,601.0,5.6
867,592.0,17.0
868,448.0,27.6
869,92.0,93.8
870,473.0,25.5
871,601.0,5.5
872,435.0,29.0
873,222.0,63.2
874,213.0,65.3
875,,
876,416.0,31.4
877,594.0,16.9
878,233.0,60.3
879,166.0,78.8
880,501.0,23.4
881,57.0,98.1
882,,
883,,
884,,
885,,
886,249.0,58.0
887,96.0,93.3
888,311.0,47.0
889,,
890,,
891,,
892,,
893,,
894,,
895,444.0,28.0
896,,
897,,
898,,
899,191.0,70.3
900,601.0,5.0
901,,
902,,
903,601.0,3.4
904,578.0,17.9
905,362.0,39.1
906,390.0,35.0
907,414.0,31.6
908,441.0,28.4
909,90.0,94.1
910,247.0,58.4
911,487.0,24.5
912,571.0,18.1
913,,
914,,
915,,
916,,
917,333.0,43.4
918,431.0,29.3
919,124.0,87.5
920,,
921,,
922,321.0,45.3
923,,
924,154.0,81.3
925,,
926,,
927,555.0,18.8
928,377.0,36.5
929,,
930,,
931,226.0,61.6
932,,
933,146.0,83.0
934,378.0,36.2
935,,
936,273.0,52.5
937,140.0,84.9
938,,
939,407.0,32.3
940,116.0,88.5
941,,
942,,
943,601.0,12.3
944,,
945,,
946,196.0,69.7
947,,
948,329.0,44.1
949,,
950,301.0,48.1
951,184.0,72.9
952,,
953,114.0,88.7
954,,
955,,
956,,
957,598.0,16.2
958,228.0,60.8
959,,
960,,
961,43.0,99.2
962,,
963,5.0,100.0
964,,
965,462.0,26.3
966,601.0,4.8
967,601.0,8.8
968,601.0,2.2
969,337.0,42.7
970,438.0,28.8
971,601.0,4.9
972,51.0,98.9
973,272.0,53.3
974,345.0,41.5
975,568.0,18.2
976,,
977,275.0,52.1
978,207.0,65.7
979,,
980,426.0,29.8
981,,
982,198.0,69.0
983,101.0,91.9
984,,
985,91.0,94.0
986,,
987,601.0,4.0
988,,
989,601.0,7.9
990,24.0,100.0
991,,
992,,
993,48.0,99.0
994,,
995,,
996,601.0,1.1
997,601.0,4.7
998,,
999,,
1000,,
1001,,
1002,,
1003,,
1004,406.0,32.3
1005,287.0,50.4
1006,447.0,27.6
1007,601.0,3.6
1008,601.0,5.2
1009,108.0,90.2
1010,535.0,20.3
1011,432.0,29.3
1012,486.0,24.5
1013,332.0,43.4
1014,500.0,23.5
1015,,
1016,71.0,96.4
1017,,
1018,601.0,11.7
1019,250.0,57.6
1020,,
1021,,
1022,,
1023,,
1024,12.0,100.0
1025,,
1026,,
1027,589.0,17.0
1028,313.0,46.6
1029,601.0,10.2
1030,,
1031,,
1032,,
1033,,
1034,102.0,91.7
1035,,
1036,467.0,25.9
1037,,
1038,404.0,32.3
1039,,
1040,420.0,30.7
1041,,
1042,270.0,53.4
1043,235.0,60.1
1044,,
1045,601.0,1.5
1046,564.0,18.6
1047,557.0,18.8
1048,455.0,26.7
1049,350.0,40.8
1050,183.0,73.0
1051,,
1052,138.0,85.4
1053,,
1054,,
1055,601.0,10.5
1056,399.0,33.0
1057,123.0,87.7
1058,200.0,68.5
1059,533.0,20.4
1060,490.0,24.1
1061,,
1062,359.0,39.5
1063,601.0,14.0
1064,113.0,88.9
1065,,
1066,133.0,86.1
1067,601.0,1.9
1068,215.0,64.6
1069,58.0,98.0
1070,601.0,1.4
1071,315.0,46.3
1072,474.0,25.5
1073,,
1074,,
1075,68.0,96.8
1076,,
1077,587.0,17.1
1078,360.0,39.3
1079,551.0,19.1
1080,100.0,92.0
1081,,
1082,572.0,18.1
1083,601.0,3.8
1084,601.0,5.5
1085,,
1086,,
1087,536.0,20.1
1088,,
1089,53.0,98.8
1090,227.0,61.2
1091,491.0,24.0
1092,,
1093,601.0,5.9
1094,168.0,78.5
1095,,
1096,,
1097,601.0,2.7
1098,236.0,59.8
1099,316.0,46.3
1100,519.0,21.3
1101,,
1102,,
1103,544.0,19.6
1104,,
1105,,
1106,177.0,74.6
1107,389.0,35.1
1108,601.0,3.1
1109,,
1110,601.0,10.5
1111,341.0,41.9
1112,,
1113,,
1114,,
1115,,
1116,,
1117,601.0,2.5
1118,289.0,49.9
1119,601.0,11.3
1120,118.0,88.2
1121,,
1122,253.0,57.1
1123,601.0,6.1
1124,,
1125,601.0,1.3
1126,,
1127,295.0,49.0
1128,,
1129,534.0,20.4
1130,310.0,47.1
1131,135.0,86.0
1132,144.0,83.5
1133,47.0,99.0
1134,,
1135,601.0,1.1
1136,220.0,63.6
1137,190.0,70.6
1138,601.0,15.0
1139,601.0,3.6
1140,546.0,19.4
1141,496.0,23.6
1142,,
1143,413.0,31.9
1144,,
1145,,
1146,,
1147,,
