university_id,faculty student rank,faculty student score
311,,
312,,
313,601.0,19.0
314,,
315,,
316,,
317,198.0,69.2
318,10.0,100.0
319,286.0,53.4
320,123.0,83.4
321,,
322,601.0,12.7
323,297.0,52.8
324,58.0,96.7
325,601.0,20.9
326,601.0,23.1
327,,
328,,
329,459.0,33.8
330,,
331,601.0,7.4
332,350.0,45.1
333,565.0,25.4
334,447.0,34.6
335,,
336,121.0,83.4
337,5.0,100.0
338,,
339,398.0,40.1
340,106.0,86.6
341,601.0,9.4
342,516.0,29.0
343,,
344,594.0,24.2
345,,
346,319.0,49.3
347,,
348,,
349,,
350,,
351,563.0,25.6
352,528.0,27.9
353,344.0,46.0
354,,
355,374.0,42.0
356,169.0,75.3
357,,
358,601.0,19.2
359,355.0,43.9
360,,
361,,
362,,
363,362.0,43.1
364,57.0,96.9
365,,
366,213.0,67.3
367,141.0,80.8
368,597.0,24.0
369,,
370,,
371,308.0,51.0
372,,
373,,
374,,
375,409.0,38.6
376,,
377,77.0,92.2
378,,
379,,
380,601.0,7.8
381,584.0,24.9
382,287.0,53.4
383,154.0,77.9
384,601.0,22.8
385,364.0,42.8
386,567.0,25.4
387,222.0,65.2
388,,
389,,
390,601.0,15.7
391,188.0,70.7
392,452.0,34.3
393,,
394,590.0,24.5
395,111.0,85.4
396,269.0,55.9
397,,
398,369.0,42.6
399,510.0,29.3
400,500.0,30.2
401,601.0,11.8
402,601.0,16.7
403,253.0,59.1
404,582.0,24.9
405,205.0,68.4
406,,
407,,
408,,
409,73.0,93.3
410,585.0,24.9
411,418.0,37.4
412,,
413,276.0,54.9
414,601.0,16.4
415,591.0,24.4
416,402.0,39.4
417,532.0,27.4
418,348.0,45.4
419,593.0,24.3
420,476.0,32.3
421,475.0,32.4
422,345.0,46.0
423,601.0,7.9
424,185.0,71.1
425,,
426,424.0,36.8
427,,
428,512.0,29.2
429,434.0,35.8
430,601.0,12.4
431,449.0,34.5
432,389.0,41.1
433,,
434,601.0,6.0
435,465.0,32.8
436,,
437,,
438,478.0,32.2
439,601.0,20.2
440,,
441,,
442,363.0,42.9
443,,
444,354.0,44.1
445,,
446,586.0,24.8
447,351.0,44.7
448,343.0,46.2
449,,
450,136.0,81.4
451,601.0,15.4
452,601.0,12.3
453,429.0,36.1
454,,
455,407.0,38.9
456,,
457,309.0,50.9
458,601.0,8.0
459,180.0,72.9
460,,
461,388.0,41.2
462,91.0,89.4
463,467.0,32.7
464,,
465,534.0,27.4
466,,
467,273.0,55.2
468,,
469,4.0,100.0
470,,
471,601.0,16.8
472,536.0,27.3
473,,
474,99.0,87.6
475,277.0,54.7
476,488.0,31.1
477,,
478,54.0,97.0
479,601.0,20.0
480,116.0,84.4
481,283.0,53.6
482,380.0,41.5
483,,
484,,
485,576.0,25.2
486,404.0,39.4
487,,
488,,
489,486.0,31.5
490,569.0,25.3
491,428.0,36.2
492,,
493,,
494,,
495,,
496,279.0,54.5
497,246.0,60.4
498,113.0,84.9
499,,
500,601.0,14.1
501,,
502,224.0,64.8
503,601.0,11.7
504,,
505,601.0,4.0
506,110.0,86.1
507,214.0,66.9
508,,
509,,
510,526.0,28.0
511,601.0,15.5
512,509.0,29.3
513,587.0,24.8
514,601.0,16.2
515,,
516,,
517,601.0,20.5
518,601.0,16.5
519,211.0,67.5
520,601.0,19.7
521,,
522,556.0,26.1
523,,
524,,
525,41.0,99.1
526,601.0,8.8
527,372.0,42.3
528,601.0,22.7
529,143.0,80.3
530,,
531,,
532,601.0,13.9
533,,
534,595.0,24.2
535,405.0,39.3
536,95.0,88.9
537,391.0,41.0
538,243.0,61.3
539,228.0,63.2
540,387.0,41.2
541,,
542,442.0,35.2
543,,
544,50.0,97.7
545,,
546,474.0,32.4
547,17.0,100.0
548,423.0,36.8
549,78.0,91.5
550,,
551,,
552,,
553,395.0,40.4
554,601.0,10.8
555,,
556,,
557,301.0,52.5
558,601.0,19.1
559,201.0,68.9
560,,
561,330.0,48.0
562,,
563,,
564,,
565,,
566,,
567,34.0,99.8
568,601.0,15.2
569,,
570,406.0,38.9
571,601.0,4.0
572,548.0,26.5
573,,
574,199.0,69.0
575,,
576,529.0,27.8
577,257.0,58.5
578,,
579,310.0,50.6
580,303.0,52.0
581,,
582,,
583,530.0,27.6
584,165.0,75.9
585,242.0,61.3
586,,
587,,
588,25.0,99.9
589,337.0,47.2
590,460.0,33.7
591,,
592,439.0,35.5
593,520.0,28.6
594,90.0,89.5
595,8.0,100.0
596,202.0,68.6
597,601.0,20.9
598,128.0,83.0
599,208.0,68.2
600,,
601,,
602,63.0,96.1
603,,
604,601.0,7.9
605,148.0,79.5
606,328.0,48.4
607,,
608,544.0,27.0
609,,
610,23.0,100.0
611,226.0,64.4
612,192.0,70.0
613,601.0,13.5
614,,
615,601.0,5.7
616,455.0,34.1
617,601.0,21.3
618,,
619,239.0,61.4
620,38.0,99.6
621,601.0,6.8
622,558.0,26.0
623,,
624,206.0,68.3
625,,
626,573.0,25.2
627,70.0,94.4
628,215.0,66.8
629,,
630,601.0,10.0
631,,
632,,
633,394.0,40.5
634,187.0,70.8
635,601.0,7.5
636,601.0,8.1
637,,
638,194.0,69.7
639,166.0,75.7
640,570.0,25.3
641,384.0,41.3
642,251.0,59.4
643,230.0,63.0
644,64.0,95.9
645,250.0,59.4
646,317.0,49.8
647,559.0,25.8
648,315.0,49.9
649,601.0,7.6
650,260.0,57.6
651,601.0,5.6
652,,
653,7.0,100.0
654,,
655,601.0,23.3
656,,
657,140.0,80.8
658,168.0,75.3
659,147.0,79.8
660,,
661,336.0,47.5
662,450.0,34.4
663,,
664,,
665,,
666,,
667,,
668,,
669,601.0,23.8
670,86.0,90.0
671,,
672,,
673,,
674,,
675,,
676,545.0,26.9
677,,
678,,
679,550.0,26.5
680,375.0,42.0
681,144.0,80.0
682,,
683,261.0,57.6
684,564.0,25.5
685,596.0,24.1
686,,
687,,
688,,
689,359.0,43.3
690,19.0,100.0
691,502.0,29.9
692,471.0,32.5
693,422.0,37.0
694,104.0,87.0
695,,
696,378.0,41.8
697,,
698,,
699,122.0,83.4
700,259.0,57.7
701,,
702,217.0,66.7
703,400.0,39.6
704,,
705,,
706,67.0,95.0
707,124.0,83.3
708,212.0,67.5
709,373.0,42.1
710,,
711,,
712,,
713,97.0,87.9
714,316.0,49.8
715,,
716,540.0,27.2
717,,
718,483.0,31.8
719,,
720,484.0,31.7
721,225.0,64.8
722,,
723,331.0,47.8
724,,
725,327.0,48.5
726,,
727,109.0,86.3
728,,
729,295.0,52.9
730,,
731,46.0,98.4
732,,
733,,
734,601.0,16.8
735,508.0,29.3
736,360.0,43.3
737,,
738,,
739,410.0,38.5
740,,
741,101.0,87.3
742,59.0,96.7
743,249.0,59.6
744,100.0,87.4
745,44.0,98.5
746,,
747,601.0,12.9
748,204.0,68.5
749,,
750,88.0,89.7
751,499.0,30.4
752,464.0,33.1
753,458.0,33.9
754,232.0,62.4
755,,
756,,
757,,
758,,
759,,
760,311.0,50.5
761,497.0,30.6
762,383.0,41.4
763,118.0,83.8
764,492.0,30.9
765,275.0,55.1
766,314.0,49.9
767,561.0,25.7
768,,
769,,
770,,
771,,
772,,
773,40.0,99.4
774,426.0,36.2
775,601.0,14.1
776,,
777,601.0,6.8
778,479.0,32.0
779,554.0,26.2
780,601.0,9.8
781,601.0,22.4
782,,
783,,
784,280.0,54.3
785,290.0,53.2
786,453.0,34.1
787,,
788,533.0,27.4
789,,
790,102.0,87.3
791,578.0,25.2
792,87.0,89.9
793,,
794,566.0,25.4
795,,
796,296.0,52.8
797,,
798,,
799,414.0,37.8
800,379.0,41.8
801,126.0,83.1
802,21.0,100.0
803,601.0,2.7
804,601.0,5.1
805,,
806,601.0,15.7
807,487.0,31.5
808,601.0,13.8
809,462.0,33.2
810,525.0,28.0
811,,
812,150.0,78.9
813,601.0,6.2
814,,
815,,
816,444.0,34.8
817,,
818,29.0,99.9
819,173.0,74.6
820,572.0,25.3
821,601.0,9.2
822,431.0,35.9
823,266.0,56.7
824,436.0,35.7
825,601.0,22.4
826,522.0,28.6
827,,
828,,
829,335.0,47.5
830,,
831,505.0,29.7
832,601.0,5.7
833,18.0,100.0
834,284.0,53.6
835,,
836,196.0,69.6
837,278.0,54.5
838,,
839,223.0,65.0
840,48.0,98.1
841,601.0,21.8
842,219.0,66.1
843,193.0,70.0
844,170.0,75.3
845,601.0,5.0
846,601.0,10.7
847,80.0,91.2
848,234.0,62.1
849,601.0,3.1
850,,
851,,
852,601.0,22.4
853,,
854,,
855,,
856,,
857,,
858,514.0,29.1
859,,
860,51.0,97.7
861,579.0,25.1
862,,
863,14.0,100.0
864,175.0,74.0
865,,
866,195.0,69.6
867,300.0,52.6
868,182.0,72.7
869,324.0,48.6
870,,
871,190.0,70.5
872,,
873,518.0,28.8
874,22.0,100.0
875,417.0,37.6
876,,
877,,
878,207.0,68.2
879,294.0,53.1
880,457.0,34.1
881,601.0,13.1
882,490.0,30.9
883,,
884,,
885,,
886,,
887,322.0,49.1
888,,
889,,
890,,
891,312.0,50.4
892,,
893,,
894,,
895,543.0,27.0
896,,
897,,
898,,
899,601.0,7.4
900,156.0,77.8
901,66.0,95.3
902,,
903,432.0,35.9
904,,
905,178.0,73.1
906,,
907,203.0,68.5
908,174.0,74.4
909,191.0,70.3
910,,
911,353.0,44.4
912,,
913,,
914,553.0,26.3
915,,
916,,
917,601.0,7.3
918,138.0,81.1
919,,
920,,
921,,
922,35.0,99.7
923,,
924,274.0,55.2
925,,
926,,
927,421.0,37.0
928,81.0,91.0
929,240.0,61.4
930,,
931,441.0,35.4
932,,
933,601.0,8.3
934,321.0,49.1
935,,
936,270.0,55.7
937,137.0,81.4
938,560.0,25.8
939,,
940,377.0,41.9
941,588.0,24.7
942,473.0,32.4
943,42.0,98.8
944,537.0,27.2
945,,
946,601.0,19.2
947,,
948,485.0,31.6
949,103.0,87.1
950,318.0,49.5
951,,
952,,
953,463.0,33.1
954,448.0,34.6
955,,
956,,
957,601.0,12.4
958,,
959,,
960,,
961,93.0,89.1
962,,
963,189.0,70.7
964,416.0,37.8
965,482.0,31.9
966,601.0,12.9
967,155.0,77.9
968,247.0,59.9
969,186.0,70.9
970,601.0,7.5
971,601.0,9.5
972,299.0,52.7
973,114.0,84.9
974,515.0,29.0
975,289.0,53.3
976,,
977,,
978,,
979,,
980,513.0,29.1
981,,
982,129.0,82.7
983,15.0,100.0
984,171.0,74.7
985,581.0,25.0
986,,
987,37.0,99.6
988,,
989,506.0,29.7
990,601.0,18.8
991,,
992,,
993,258.0,58.4
994,446.0,34.8
995,,
996,601.0,21.7
997,62.0,96.2
998,333.0,47.7
999,,
1000,,
1001,,
1002,541.0,27.1
1003,,
1004,601.0,2.2
1005,601.0,16.0
1006,339.0,46.9
1007,601.0,22.4
1008,601.0,18.8
1009,601.0,6.2
1010,84.0,90.5
1011,,
1012,167.0,75.5
1013,,
1014,,
1015,,
1016,601.0,18.3
1017,265.0,56.8
1018,244.0,60.8
1019,562.0,25.6
1020,254.0,59.1
1021,,
1022,411.0,38.3
1023,,
1024,61.0,96.3
1025,,
1026,134.0,81.7
1027,469.0,32.6
1028,601.0,4.2
1029,601.0,12.6
1030,,
1031,,
1032,481.0,31.9
1033,,
1034,601.0,17.6
1035,237.0,61.9
1036,451.0,34.3
1037,163.0,76.1
1038,367.0,42.7
1039,,
1040,47.0,98.2
1041,,
1042,133.0,82.0
1043,298.0,52.7
1044,,
1045,601.0,2.4
1046,,
1047,366.0,42.7
1048,131.0,82.1
1049,72.0,93.3
1050,338.0,47.1
1051,551.0,26.4
1052,346.0,45.6
1053,,
1054,496.0,30.7
1055,419.0,37.3
1056,,
1057,9.0,100.0
1058,306.0,51.3
1059,105.0,86.7
1060,130.0,82.3
1061,,
1062,601.0,13.7
1063,151.0,78.9
1064,,
1065,320.0,49.3
1066,,
1067,601.0,19.4
1068,248.0,59.7
1069,601.0,14.5
1070,601.0,15.9
1071,601.0,11.1
1072,,
1073,,
1074,342.0,46.2
1075,,
1076,125.0,83.2
1077,,
1078,420.0,37.1
1079,601.0,8.1
1080,139.0,80.8
1081,218.0,66.5
1082,142.0,80.7
1083,179.0,73.0
1084,601.0,16.2
1085,,
1086,,
1087,,
1088,304.0,51.9
1089,181.0,72.7
1090,601.0,23.4
1091,119.0,83.8
1092,430.0,36.1
1093,601.0,11.1
1094,,
1095,164.0,76.1
1096,,
1097,601.0,9.8
1098,49.0,98.0
1099,82.0,90.9
1100,601.0,23.3
1101,,
1102,326.0,48.6
1103,601.0,20.7
1104,,
1105,,
1106,,
1107,334.0,47.7
1108,356.0,43.5
1109,263.0,57.4
1110,601.0,5.1
1111,135.0,81.6
1112,,
1113,,
1114,,
1115,,
1116,,
1117,26.0,99.9
1118,161.0,76.2
1119,272.0,55.4
1120,,
1121,,
1122,461.0,33.4
1123,157.0,77.7
1124,292.0,53.1
1125,601.0,7.0
1126,,
1127,361.0,43.2
1128,504.0,29.8
1129,85.0,90.0
1130,538.0,27.2
1131,601.0,10.2
1132,332.0,47.7
1133,466.0,32.8
1134,,
1135,601.0,5.9
1136,13.0,100.0
1137,256.0,58.6
1138,480.0,31.9
1139,146.0,79.9
1140,,
1141,,
1142,264.0,57.2
1143,158.0,77.1
1144,,
1145,,
1146,,
1147,,
