university_id,overall rank,overall score
1,101,58.4
2,151,50.3
3,320,32.6
4,644,
5,290,34.8
6,294,34.6
7,891,
8,20,85.8
9,1007,
10,521,
11,938,
12,1115,
13,459,25.4
14,404,27.9
15,1110,
16,572,
17,1084,
18,764,
19,298,34.4
20,383,28.7
21,93,60.8
22,602,
23,1134,
24,1006,
25,589,
26,990,
27,135,52.5
28,468,25.2
29,922,
30,118,54.3
31,1113,
32,161,48.1
33,162,47.4
34,726,
35,400,28.1
36,899,
37,877,
38,956,
39,994,
40,168,46.4
41,1043,
42,1077,
43,307,33.7
44,748,
45,1123,
46,636,
47,831,
48,834,
49,667,
50,112,55.3
51,436,26.4
52,48,74.3
53,59,70.1
54,695,
55,1120,
56,663,
57,1002,
58,105,56.9
59,296,34.5
60,587,
61,734,
62,965,
63,438,26.2
64,148,50.8
65,772,
66,1064,
67,869,
68,255,37.4
69,482,24.8
70,843,
71,845,
72,247,37.8
73,934,
74,606,
75,728,
76,205,42.3
77,209,41.5
78,595,
79,678,
80,690,
81,1078,
82,616,
83,384,28.7
84,643,
85,242,38.1
86,480,24.8
87,215,40.8
88,268,36.0
89,351,30.9
90,47,74.4
91,613,
92,116,54.8
93,743,
94,860,
95,150,50.3
96,892,
97,972,
98,46,74.5
99,835,
100,511,
101,1154,
102,603,
103,195,43.3
104,346,31.1
105,24,83.2
106,266,36.2
107,976,
108,865,
109,1136,
110,745,
111,1085,
112,894,
113,1114,
114,1054,
115,386,28.7
116,578,
117,805,
118,1124,
119,757,
120,236,38.8
121,1121,
122,1040,
123,300,34.3
124,311,33.4
125,730,
126,196,43.2
127,122,53.8
128,700,
129,160,48.2
130,593,
131,350,30.9
132,433,26.4
133,218,40.5
134,963,
135,1158,
136,777,
137,129,53.4
138,193,43.9
139,77,64.6
140,1009,
141,902,
142,66,67.5
143,317,33.0
144,471,25.1
145,637,
146,799,
147,478,24.8
148,802,
149,870,
150,96,60.3
151,472,25.1
152,110,55.8
153,729,
154,203,42.6
155,376,29.1
156,733,
157,260,36.7
158,919,
159,542,
160,633,
161,52,73.3
162,759,
163,380,28.8
164,570,
165,448,25.8
166,514,
167,655,
168,1079,
169,1100,
170,966,
171,753,
172,767,
173,1099,
174,1153,
175,635,
176,548,
177,75,65.8
178,559,
179,525,
180,620,
181,692,
182,601,
183,684,
184,944,
185,1034,
186,1088,
187,270,35.9
188,849,
189,768,
190,778,
191,807,
192,674,
193,714,
194,961,
195,907,
196,49,73.9
197,126,53.7
198,1057,
199,421,27.1
200,932,
201,164,47.2
202,8,93.6
203,890,
204,669,
205,173,45.9
206,1093,
207,876,
208,451,25.6
209,198,43.1
210,228,39.4
211,656,
212,211,41.2
213,755,
214,931,
215,946,
216,995,
217,1048,
218,639,
219,153,50.2
220,605,
221,1059,
222,1118,
223,132,52.7
224,335,31.7
225,507,
226,585,
227,40,77.1
228,86,62.5
229,222,40.4
230,538,
231,227,39.6
232,841,
233,43,75.8
234,356,30.3
235,988,
236,229,39.4
237,1165,
238,241,38.2
239,377,29.0
240,137,52.4
241,149,50.6
242,392,28.4
243,424,27.0
244,996,
245,412,27.5
246,1008,
247,653,
248,502,
249,18,87.6
250,701,
251,496,24.2
252,1061,
253,939,
254,35,79.4
255,479,24.8
256,1145,
257,37,79.0
258,1068,
259,3,97.9
260,284,35.1
261,634,
262,683,
263,842,
264,388,28.6
265,689,
266,727,
267,953,
268,165,46.9
269,878,
270,747,
271,522,
272,352,30.9
273,428,26.6
274,925,
275,232,39.3
276,958,
277,704,
278,801,
279,780,
280,1173,
281,1102,
282,929,
283,713,
284,573,
285,23,83.5
286,1031,
287,381,28.8
288,751,
289,263,36.4
290,941,
291,184,45.3
292,718,
293,848,
294,969,
295,7,94.3
296,295,34.5
297,476,25.0
298,794,
299,520,
300,230,39.3
301,897,
302,474,25.0
303,612,
304,809,
305,659,
306,1000,
307,389,28.6
308,1175,
309,518,
310,446,25.8
311,810,
312,967,
313,92,61.0
314,652,
315,1109,
316,1063,
317,202,42.7
318,366,30.0
319,671,
320,56,70.8
321,640,
322,288,34.8
323,313,33.3
324,324,32.1
325,183,45.4
326,364,30.0
327,1140,
328,1148,
329,417,27.2
330,1163,
331,204,42.6
332,657,
333,1181,
334,489,24.5
335,906,
336,402,28.0
337,17,88.0
338,776,
339,31,80.0
340,415,27.4
341,84,63.0
342,1097,
343,533,
344,838,
345,1083,
346,261,36.7
347,506,
348,987,
349,850,
350,1179,
351,803,
352,909,
353,484,24.7
354,817,
355,36,79.2
356,238,38.3
357,1091,
358,109,55.9
359,57,70.7
360,630,
361,830,
362,1119,
363,237,38.8
364,357,30.2
365,682,
366,577,
367,597,
368,687,
369,790,
370,857,
371,51,73.4
372,837,
373,884,
374,998,
375,686,
376,920,
377,332,31.8
378,746,
379,1152,
380,398,28.1
381,473,25.1
382,629,
383,67,67.5
384,390,28.6
385,286,34.9
386,736,
387,556,
388,1029,
389,853,
390,413,27.5
391,632,
392,889,
393,668,
394,716,
395,494,24.2
396,685,
397,949,
398,600,
399,829,
400,818,
401,342,31.5
402,44,75.4
403,536,
404,854,
405,579,
406,1053,
407,1058,
408,1095,
409,15,89.2
410,926,
411,977,
412,871,
413,338,31.7
414,271,35.9
415,337,31.7
416,571,
417,449,25.7
418,775,
419,1011,
420,991,
421,102,58.4
422,91,61.2
423,418,27.2
424,665,
425,1010,
426,199,43.1
427,599,
428,914,
429,235,38.9
430,303,34.1
431,425,26.9
432,725,
433,828,
434,423,27.0
435,466,25.2
436,821,
437,970,
438,847,
439,248,37.8
440,933,
441,942,
442,501,23.9
443,724,
444,550,
445,740,
446,575,
447,974,
448,422,27.1
449,910,
450,144,51.5
451,157,49.6
452,224,40.0
453,354,30.8
454,917,
455,83,63.3
456,1092,
457,681,
458,302,34.2
459,481,24.8
460,1143,
461,305,34.0
462,21,84.6
463,785,
464,945,
465,131,52.9
466,832,
467,120,53.9
468,921,
469,4,97.0
470,1167,
471,217,40.5
472,283,35.2
473,796,
474,378,29.0
475,614,
476,808,
477,1133,
478,341,31.6
479,234,38.9
480,95,60.6
481,127,53.6
482,539,
483,691,
484,1014,
485,708,
486,887,
487,1080,
488,1170,
489,276,35.5
490,647,
491,732,
492,723,
493,819,
494,979,
495,1035,
496,735,
497,78,64.6
498,88,61.5
499,903,
500,359,30.2
501,803,
502,98,59.5
503,450,25.7
504,1062,
505,461,25.4
506,273,35.6
507,362,30.0
508,924,
509,1021,
510,125,53.7
511,426,26.8
512,272,35.8
513,174,45.9
514,435,26.4
515,562,
516,773,
517,115,54.8
518,233,39.2
519,104,57.6
520,291,34.6
521,861,
522,664,
523,1019,
524,943,
525,64,68.6
526,134,52.6
527,200,42.8
528,453,25.6
529,333,31.7
530,872,
531,1026,
532,369,29.7
533,1138,
534,121,53.8
535,264,36.3
536,490,24.4
537,543,
538,711,
539,673,
540,866,
541,882,
542,955,
543,1087,
544,281,35.3
545,505,
546,197,43.1
547,19,86.5
548,968,
549,13,89.9
550,1017,
551,1065,
552,1071,
553,257,37.2
554,82,63.4
555,638,
556,1086,
557,87,62.0
558,310,33.5
559,622,
560,806,
561,159,48.5
562,793,
563,1066,
564,886,
565,913,
566,930,
567,74,65.9
568,213,40.9
569,846,
570,123,53.8
571,371,29.5
572,504,
573,879,
574,143,51.7
575,719,
576,363,30.0
577,267,36.0
578,625,
579,316,33.2
580,274,35.6
581,792,
582,989,
583,1060,
584,532,
585,54,71.2
586,923,
587,526,
588,103,57.9
