university_id,overall rank,overall score
589,531,
590,567,
591,1172,
592,709,
593,911,
594,175,45.8
595,5,96.7
596,12,91.0
597,486,24.6
598,136,52.5
599,212,41.2
600,875,
601,1129,
602,277,35.5
603,756,
604,167,46.8
605,444,25.9
606,397,28.2
607,1116,
608,1180,
609,812,
610,349,31.0
611,187,44.2
612,488,24.5
613,437,26.2
614,1108,
615,280,35.4
616,763,
617,30,80.8
618,781,
619,219,40.5
620,325,32.1
621,399,28.1
622,410,27.6
623,544,
624,306,34.0
625,833,
626,867,
627,9,93.1
628,90,61.3
629,957,
630,117,54.5
631,883,
632,513,
633,893,
634,58,70.6
635,434,26.4
636,462,25.3
637,1128,
638,245,37.9
639,262,36.7
640,895,
641,379,28.9
642,287,34.8
643,594,
644,524,
645,760,
646,185,44.9
647,128,53.4
648,154,50.2
649,189,44.1
650,319,32.9
651,477,24.8
652,839,
653,188,44.2
654,608,
655,309,33.5
656,936,
657,6,95.0
658,419,27.2
659,177,45.7
660,1177,
661,465,25.2
662,348,31.0
663,642,
664,859,
665,580,
666,1105,
667,584,
668,900,
669,312,33.4
670,53,71.9
671,813,
672,1044,
673,1089,
674,591,
675,791,
676,885,
677,660,
678,779,
679,1045,
680,722,
681,140,52.2
682,947,
683,108,56.4
684,106,56.8
685,650,
686,962,
687,739,
688,822,
689,491,24.4
690,282,35.2
691,557,
692,441,26.0
693,454,25.5
694,321,32.3
695,916,
696,986,
697,1107,
698,699,
699,285,35.0
700,568,
701,1137,
702,27,82.1
703,152,50.2
704,534,
705,1038,
706,38,78.9
707,225,39.9
708,33,80.0
709,631,
710,964,
711,864,
712,1125,
713,328,31.9
714,765,
715,1001,
716,330,31.9
717,1072,
718,408,27.7
719,1127,
720,820,
721,530,
722,1142,
723,62,69.0
724,1186,
725,107,56.8
726,675,
727,339,31.7
728,952,
729,100,58.8
730,985,
731,10,92.9
732,971,
733,1073,
734,249,37.8
735,226,39.7
736,387,28.6
737,615,
738,795,
739,698,
740,959,
741,201,42.8
742,156,49.7
743,493,24.2
744,555,
745,158,49.1
746,677,
747,358,30.2
748,340,31.7
749,651,
750,50,73.6
751,279,35.4
752,800,
753,445,25.9
754,475,25.0
755,720,
756,811,
757,863,
758,912,
759,742,
760,119,54.0
761,190,44.1
762,648,
763,22,83.7
764,787,
765,258,37.0
766,495,24.2
767,658,
768,1056,
769,1096,
770,827,
771,940,
772,553,
773,343,31.5
774,172,46.0
775,55,70.9
776,814,
777,251,37.7
778,497,24.2
779,984,
780,223,40.0
781,367,29.9
782,551,
783,1003,
784,443,25.9
785,901,
786,908,
787,1160,
788,623,
789,881,
790,155,49.9
791,1168,
792,464,25.3
793,960,
794,81,64.0
795,1106,
796,405,27.9
797,896,
798,1005,
799,766,
800,927,
801,32,80.0
802,76,65.5
803,318,33.0
804,275,35.5
805,1033,
806,406,27.9
807,499,23.9
808,180,45.6
809,374,29.2
810,804,
811,905,
812,329,31.9
813,231,39.3
814,645,
815,1130,
816,858,
817,721,
818,250,37.7
819,452,25.6
820,898,
821,80,64.1
822,439,26.0
823,170,46.2
824,176,45.8
825,256,37.2
826,361,30.1
827,1131,
828,621,
829,447,25.8
830,646,
831,754,
832,289,34.8
833,42,76.4
834,97,60.2
835,712,
836,547,
837,769,
838,978,
839,654,
840,79,64.3
841,214,40.8
842,265,36.2
843,39,78.6
844,163,47.4
845,336,31.7
846,210,41.4
847,360,30.1
848,560,
849,308,33.5
850,789,
851,705,
852,269,36.0
853,1027,
854,1104,
855,1166,
856,1117,
857,1049,
858,208,41.6
859,1183,
860,315,33.2
861,874,
862,670,
863,382,28.8
864,458,25.4
865,540,
866,252,37.5
867,741,
868,65,68.2
869,182,45.5
870,1178,
871,498,24.1
872,510,
873,178,45.7
874,16,88.6
875,982,
876,569,
877,1122,
878,139,52.2
879,45,74.8
880,607,
881,368,29.7
882,515,
883,1135,
884,798,
885,937,
886,950,
887,566,
888,983,
889,1161,
890,1067,
891,693,
892,738,
893,852,
894,888,
895,679,
896,851,
897,1082,
898,1147,
899,145,51.4
900,355,30.5
901,373,29.2
902,554,
903,306,34.0
904,840,
905,239,38.3
906,717,
907,331,31.8
908,403,27.9
909,26,82.7
910,576,
911,710,
912,928,
913,935,
914,1028,
915,1176,
916,1024,
917,347,31.1
918,456,25.4
919,825,
920,844,
921,1052,
922,29,81.5
923,1164,
924,391,28.5
925,688,
926,1094,
927,744,
928,467,25.2
929,627,
930,624,
931,61,69.9
932,826,
933,430,26.6
934,63,68.9
935,918,
936,731,
937,401,28.0
938,666,
939,696,
940,528,
941,537,
942,980,
943,327,31.9
944,586,
945,749,
946,487,24.6
947,1162,
948,353,30.8
949,545,
950,432,26.4
951,750,
952,797,
953,85,62.2
954,758,
955,973,
956,592,
957,71,66.7
958,604,
959,1055,
960,1018,
961,243,38.1
962,1132,
963,326,32.0
964,680,
965,503,
966,457,25.4
967,194,43.4
968,254,37.4
969,114,54.9
970,246,37.8
971,385,28.7
972,414,27.4
973,69,67.1
974,181,45.5
975,483,24.7
976,563,
977,770,
978,823,
979,868,
980,420,27.1
981,1126,
982,370,29.5
983,1,100.0
984,523,
985,301,34.2
986,1103,
987,395,28.4
988,1169,
989,304,34.1
990,41,76.5
991,1013,
992,1036,
993,114,55.1
994,873,
995,1149,
996,314,33.2
997,460,25.4
998,771,
999,588,
1000,1101,
1001,694,
1002,626,
1003,992,
1004,440,26.0
1005,431,26.5
1006,561,
1007,293,34.6
1008,463,25.3
1009,323,32.1
1010,509,
1011,590,
1012,598,
1013,752,
1014,862,
1015,1025,
1016,416,27.2
1017,552,
1018,191,44.0
1019,485,24.6
1020,904,
1021,856,
1022,975,
1023,1111,
1024,14,89.6
1025,529,
1026,617,
1027,147,51.0
1028,130,53.2
1029,407,27.9
1030,981,
1031,1150,
1032,836,
1033,1155,
1034,372,29.4
1035,574,
1036,527,
1037,564,
1038,649,
1039,1112,
1040,165,46.9
1041,816,
1042,60,70.0
1043,512,
1044,993,
1045,455,25.5
1046,824,
1047,596,
1048,113,55.2
1049,141,52.0
1050,519,
1051,697,
1052,244,38.1
1053,783,
1054,788,
1055,322,32.3
1056,583,
1057,25,82.7
1058,253,37.5
1059,124,53.7
1060,345,31.4
1061,1185,
1062,73,66.1
1063,72,66.1
1064,707,
1065,565,
1066,618,
1067,427,26.8
1068,220,40.4
1069,344,31.4
1070,470,25.1
1071,221,40.4
1072,609,
1073,641,
1074,702,
1075,774,
1076,535,
1077,1075,
1078,558,
1079,169,46.2
1080,89,61.4
1081,662,
1082,186,44.7
1083,375,29.1
1084,396,28.2
1085,855,
1086,951,
1087,1141,
1088,737,
1089,28,82.1
1090,297,34.5
1091,549,
1092,703,
1093,216,40.6
1094,880,
1095,610,
1096,761,
1097,409,27.6
1098,70,67.1
1099,34,79.9
1100,206,41.9
1101,658,
1102,676,
1103,278,35.5
1104,786,
1105,1171,
1106,541,
1107,611,
1108,411,27.5
1109,508,
1110,171,46.1
1111,393,28.4
1112,1151,
1113,999,
1114,915,
1115,1146,
1116,1156,
1117,469,25.2
1118,142,51.9
1119,326,31.9
1120,661,
1121,1090,
1122,582,
1123,94,60.8
1124,782,
1125,259,36.9
1126,1098,
1127,442,26.0
1128,997,
1129,111,55.8
1130,429,26.6
1131,192,44.0
1132,99,59.0
1133,207,41.8
1134,784,
1135,394,28.4
1136,2,98.4
1137,500,23.9
1138,179,45.7
1139,492,24.3
1140,516,
1141,517,
1142,619,
1143,146,51.3
1144,581,
1145,762,
1146,954,
1147,1016,
