university_id,academic reputation rank,academic reputation score
742,378,23.0
942,379,23.0
120,380,22.9
887,381,22.9
207,382,22.8
593,383,22.8
595,384,22.7
766,385,22.7
945,386,22.7
936,387,22.7
580,388,22.6
876,389,22.6
1086,390,22.5
969,391,22.5
817,392,22.5
481,393,22.4
1130,394,22.4
921,395,22.4
458,396,22.2
168,397,22.2
524,398,22.1
765,399,21.6
700,400,21.5
990,401,21.5
385,402,21.5
795,403,21.5
90,404,21.4
837,405,21.4
976,406,21.4
429,407,21.3
128,408,21.3
968,409,21.3
832,410,21.3
986,411,21.2
545,412,21.2
41,413,21.2
434,414,21.1
643,415,21.1
798,416,21.1
691,417,21.0
489,418,21.0
15,419,21.0
228,420,21.0
428,421,20.9
627,422,20.6
862,423,20.6
498,424,20.6
963,425,20.5
18,426,20.5
155,427,20.4
1033,428,20.4
616,429,20.4
452,430,20.4
313,431,20.4
1146,432,20.3
604,433,20.2
97,434,20.2
94,435,20.1
750,436,20.1
260,437,20.1
472,438,20.0
872,439,20.0
586,440,20.0
417,441,20.0
621,442,20.0
308,443,19.9
213,444,19.9
14,445,19.8
740,446,19.8
167,447,19.8
1054,448,19.7
878,449,19.7
855,450,19.7
1074,451,19.7
274,452,19.7
737,453,19.6
234,454,19.5
136,455,19.5
360,456,19.4
93,457,19.4
1005,458,19.4
406,459,19.4
622,460,19.4
382,461,19.4
255,463,19.4
596,464,19.3
466,465,19.2
315,466,19.2
89,467,19.2
1058,468,19.1
1008,469,19.1
605,470,19.0
445,471,18.9
301,472,18.9
317,473,18.9
957,474,18.8
1029,475,18.8
289,476,18.7
707,477,18.7
761,478,18.6
13,479,18.6
866,480,18.5
777,481,18.5
632,482,18.5
414,483,18.4
732,484,18.4
703,485,18.4
568,486,18.4
200,487,18.4
533,488,18.3
760,489,18.3
925,491,18.2
176,492,18.2
44,493,18.2
95,494,18.1
536,495,18.1
410,496,18.1
610,497,18.1
368,498,18.0
193,499,18.0
554,500,17.8
