university_id,employer reputation rank,employer reputation score
259,1.0,100.0
983,2.0,100.0
1136,3.0,100.0
295,4.0,100.0
595,5.0,100.0
617,6.0,100.0
337,7.0,99.9
355,8.0,99.8
105,9.0,99.8
534,11.0,99.5
202,12.0,99.4
624,13.0,99.1
706,14.0,99.1
254,15.0,98.5
547,16.0,98.3
257,17.0,98.2
729,18.0,98.2
750,19.0,98.2
383,20.0,98.0
1089,21.0,98.0
731,22.0,97.9
596,23.0,97.5
761,24.0,97.3
161,25.0,97.0
8,26.0,96.9
409,27.0,96.9
790,28.0,96.8
1125,29.0,96.8
808,30.0,96.6
228,31.0,96.3
196,32.0,96.1
909,33.0,96.0
53,34.0,96.0
231,35.0,95.7
670,36.0,95.7
285,37.0,95.4
627,38.0,95.4
320,39.0,94.8
973,40.0,94.0
469,41.0,93.7
1018,42.0,93.5
879,43.0,93.5
899,44.0,93.0
990,45.0,92.3
142,46.0,91.3
249,47.0,90.5
462,48.0,89.9
1099,49.0,89.8
953,50.0,89.3
1063,51.0,89.1
874,52.0,89.1
843,53.0,88.8
402,55.0,88.1
723,56.0,88.0
227,57.0,87.7
708,58.0,87.6
821,59.0,85.1
634,60.0,84.7
840,61.0,84.2
657,62.0,83.6
934,63.0,83.5
90,64.0,83.3
957,65.0,83.2
517,66.0,82.9
641,67.0,82.8
801,68.0,82.3
774,69.0,81.9
1143,70.0,81.3
358,71.0,81.2
572,72.0,80.6
359,73.0,79.0
567,74.0,78.3
132,75.0,77.1
465,76.0,76.8
422,77.0,76.7
467,78.0,76.2
139,79.0,75.9
138,80.0,75.9
557,81.0,75.7
429,82.0,75.6
371,83.0,75.3
775,84.0,75.2
1040,85.0,74.9
1118,86.0,74.7
703,87.0,74.5
513,88.0,74.3
98,89.0,73.7
61,90.0,73.5
903,91.0,73.0
225,92.0,72.9
900,93.0,72.7
1067,94.0,72.7
271,95.0,72.5
1132,96.0,72.1
938,97.0,72.0
498,98.0,71.6
240,99.0,71.2
554,100.0,70.8
497,101.0,70.7
339,102.0,70.2
1049,103.0,70.1
1059,104.0,70.0
1100,105.0,69.3
833,106.0,69.3
64,107.0,69.3
789,108.0,68.4
152,109.0,68.3
40,111.0,67.7
195,112.0,67.7
223,113.0,67.5
150,114.0,67.2
549,115.0,67.1
735,116.0,66.8
604,117.0,66.7
968,118.0,66.5
681,119.0,66.0
630,120.0,65.9
375,121.0,65.9
323,122.0,65.6
1129,123.0,65.1
611,124.0,63.8
930,125.0,63.7
1,126.0,63.0
574,127.0,61.6
935,128.0,61.5
72,129.0,61.2
1058,130.0,61.2
18,131.0,60.4
922,132.0,60.2
1024,133.0,59.9
1057,134.0,59.7
1079,135.0,59.6
606,136.0,58.9
844,137.0,58.7
1101,138.0,58.4
1134,139.0,58.4
924,140.0,58.4
102,141.0,57.9
85,142.0,57.9
526,143.0,57.8
334,144.0,57.7
527,145.0,57.7
970,146.0,56.7
489,147.0,55.9
683,148.0,55.8
1053,149.0,54.8
1055,150.0,53.4
455,151.0,53.2
605,152.0,52.5
21,153.0,52.3
348,154.0,52.3
164,155.0,52.3
525,156.0,52.0
364,157.0,51.7
878,158.0,51.5
763,159.0,51.4
628,160.0,51.2
201,161.0,51.1
502,162.0,51.1
1028,163.0,51.0
229,164.0,51.0
546,165.0,50.9
274,166.0,50.6
585,167.0,50.4
1062,168.0,50.4
518,169.0,50.1
858,170.0,50.1
906,171.0,49.8
10,172.0,49.8
780,173.0,49.6
451,174.0,49.4
89,175.0,49.3
208,176.0,49.3
124,177.0,49.1
689,178.0,49.1
43,179.0,48.6
561,181.0,48.3
868,182.0,47.8
127,183.0,47.6
181,184.0,47.6
834,185.0,47.5
331,186.0,47.4
661,187.0,47.3
1119,188.0,47.2
766,189.0,47.1
233,190.0,46.3
47,191.0,45.1
713,192.0,45.0
302,193.0,45.0
849,194.0,44.9
134,195.0,44.9
902,196.0,44.9
62,197.0,44.8
6,198.0,44.7
50,199.0,44.7
313,200.0,44.6
1131,201.0,44.4
690,202.0,44.4
931,203.0,44.2
491,204.0,44.1
734,205.0,44.0
638,206.0,43.9
1097,207.0,43.8
555,208.0,43.7
700,209.0,43.7
157,210.0,43.5
996,211.0,43.5
850,213.0,43.4
1029,214.0,43.0
255,215.0,42.7
702,216.0,42.6
95,217.0,42.5
