university_id,international faculty rank,international faculty score
391,701.0,2.7
392,701.0,2.4
393,701.0,9.9
394,344.0,53.1
395,685.0,14.1
396,701.0,4.9
397,701.0,5.4
398,596.0,19.4
399,701.0,2.1
400,585.0,20.7
401,611.0,18.4
402,55.0,100.0
403,686.0,13.9
404,701.0,11.0
405,701.0,10.5
406,701.0,5.8
407,701.0,3.2
408,701.0,2.5
409,701.0,9.4
410,701.0,2.7
411,675.0,14.5
412,701.0,10.4
413,345.0,53.0
414,271.0,71.0
415,287.0,68.0
416,377.0,45.2
417,701.0,7.5
418,701.0,6.0
419,701.0,2.1
420,701.0,1.5
421,79.0,99.8
422,208.0,85.2
423,304.0,63.6
424,701.0,4.0
425,701.0,7.0
426,94.0,99.3
427,701.0,2.3
428,701.0,3.7
429,557.0,23.7
430,70.0,100.0
431,527.0,25.6
432,701.0,1.1
433,701.0,7.8
434,127.0,97.0
435,701.0,12.9
436,525.0,25.6
437,701.0,12.5
438,701.0,3.3
439,137.0,96.1
440,701.0,3.1
441,701.0,2.4
442,482.0,30.9
443,,
444,178.0,90.8
445,701.0,6.4
446,32.0,100.0
447,665.0,15.1
448,569.0,22.3
449,701.0,8.4
450,93.0,99.3
451,320.0,58.6
452,88.0,99.5
453,220.0,83.2
454,677.0,14.3
455,451.0,35.2
456,701.0,1.6
457,701.0,6.7
458,701.0,7.5
459,701.0,3.1
460,,
461,244.0,76.4
462,292.0,67.0
463,701.0,2.4
464,496.0,28.9
465,275.0,70.4
466,250.0,75.3
467,30.0,100.0
468,,
469,63.0,100.0
470,,
471,43.0,100.0
472,406.0,40.5
473,558.0,23.6
474,411.0,40.4
475,512.0,26.7
476,438.0,37.0
477,701.0,2.2
478,,
479,90.0,99.5
480,541.0,24.7
481,147.0,95.5
482,603.0,18.8
483,515.0,26.4
484,701.0,2.9
485,701.0,3.4
486,701.0,10.7
487,701.0,8.4
488,701.0,1.8
489,701.0,2.6
490,584.0,20.9
491,450.0,35.5
492,209.0,85.1
493,228.0,80.1
494,701.0,10.8
495,701.0,1.1
496,701.0,8.0
497,143.0,96.0
498,618.0,17.8
499,650.0,16.0
500,701.0,7.3
501,6.0,100.0
502,162.0,93.2
503,307.0,63.0
504,701.0,2.8
505,199.0,87.0
506,23.0,100.0
507,201.0,86.3
508,701.0,1.8
509,701.0,4.4
510,334.0,55.1
511,490.0,30.1
512,111.0,98.2
513,136.0,96.3
514,701.0,4.2
515,462.0,34.1
516,432.0,37.3
517,701.0,6.0
518,701.0,11.7
519,268.0,71.5
520,97.0,99.0
521,380.0,44.4
522,687.0,13.9
523,447.0,35.9
524,580.0,21.2
525,349.0,52.5
526,132.0,96.6
527,701.0,7.8
528,355.0,50.7
529,701.0,7.8
530,630.0,16.9
531,701.0,3.2
532,131.0,96.6
533,701.0,5.3
534,645.0,16.4
535,118.0,97.8
536,697.0,13.3
537,492.0,29.4
538,701.0,4.5
539,701.0,2.0
540,701.0,3.4
541,,
542,701.0,1.8
543,701.0,7.0
544,480.0,31.4
545,701.0,9.7
546,221.0,83.0
547,332.0,56.1
548,701.0,4.7
549,35.0,100.0
550,678.0,14.3
551,701.0,2.4
552,701.0,11.1
553,701.0,8.5
554,701.0,11.1
555,153.0,94.7
556,701.0,10.2
557,169.0,92.3
558,254.0,75.1
559,701.0,2.2
560,701.0,1.7
561,217.0,84.0
562,443.0,36.4
563,537.0,24.9
564,455.0,35.0
565,701.0,1.3
566,701.0,11.9
567,587.0,20.3
568,615.0,18.0
569,701.0,4.8
570,323.0,57.1
571,149.0,95.2
572,578.0,21.6
573,,
574,124.0,97.5
575,12.0,100.0
576,239.0,77.8
577,622.0,17.5
578,313.0,61.1
579,701.0,8.0
580,701.0,11.0
581,701.0,6.9
582,701.0,5.0
583,701.0,2.2
584,701.0,8.8
585,285.0,68.1
586,,
587,701.0,4.6
588,53.0,100.0
589,339.0,54.6
590,701.0,11.6
591,701.0,3.3
592,701.0,11.4
593,522.0,26.1
594,289.0,67.6
595,110.0,98.2
596,640.0,16.7
597,701.0,8.8
598,231.0,79.6
599,561.0,23.3
600,701.0,4.9
601,641.0,16.6
602,255.0,75.0
603,224.0,81.2
604,241.0,76.8
605,701.0,2.4
606,701.0,1.6
607,612.0,18.2
608,701.0,3.4
609,551.0,23.9
610,701.0,12.7
611,651.0,16.0
612,701.0,7.5
613,59.0,100.0
614,701.0,4.9
615,203.0,85.9
616,494.0,29.4
617,172.0,92.2
618,270.0,71.2
619,701.0,7.9
620,,
621,449.0,35.6
622,473.0,32.0
623,701.0,4.6
624,416.0,39.1
625,259.0,73.8
626,701.0,1.4
627,225.0,81.2
628,138.0,96.1
629,701.0,5.0
630,286.0,68.1
631,701.0,10.5
632,164.0,93.0
633,701.0,1.9
634,205.0,85.5
635,701.0,8.1
636,393.0,42.0
637,,
638,20.0,100.0
639,532.0,25.2
640,701.0,1.5
641,342.0,54.1
642,83.0,99.7
643,701.0,9.2
644,701.0,3.2
645,701.0,4.5
646,701.0,4.8
647,204.0,85.5
648,477.0,31.6
649,186.0,89.4
650,142.0,96.0
651,652.0,15.9
652,479.0,31.4
653,442.0,36.4
654,701.0,2.7
655,155.0,94.4
656,701.0,2.5
657,22.0,100.0
658,273.0,70.4
659,338.0,54.7
660,701.0,1.5
661,504.0,27.3
662,2.0,100.0
663,467.0,32.8
664,315.0,60.8
665,384.0,43.5
666,701.0,3.4
667,265.0,71.9
668,300.0,63.9
669,402.0,41.3
670,120.0,97.7
671,277.0,70.2
672,,
673,701.0,11.1
674,113.0,98.0
675,701.0,3.9
676,500.0,28.2
677,701.0,6.6
678,519.0,26.3
679,,
680,701.0,10.4
681,621.0,17.5
682,701.0,12.6
683,359.0,49.7
684,69.0,100.0
685,658.0,15.7
686,701.0,1.7
687,701.0,2.2
688,701.0,8.0
689,701.0,7.2
690,343.0,53.6
691,233.0,78.9
692,207.0,85.2
693,701.0,12.0
694,624.0,17.3
695,701.0,2.2
696,701.0,4.2
697,701.0,8.6
698,352.0,51.3
699,372.0,46.5
700,701.0,11.3
701,701.0,1.4
702,19.0,100.0
703,182.0,90.0
704,481.0,31.0
705,701.0,3.8
706,670.0,14.9
707,701.0,5.2
708,188.0,88.9
709,701.0,1.5
710,258.0,74.2
711,701.0,4.5
712,701.0,1.6
713,701.0,8.2
714,701.0,3.5
715,413.0,39.8
716,267.0,71.7
717,701.0,1.6
718,348.0,52.5
719,701.0,1.5
720,701.0,2.2
721,701.0,2.5
722,701.0,9.3
723,109.0,98.2
724,701.0,8.7
725,45.0,100.0
726,701.0,12.4
727,404.0,40.9
728,701.0,8.4
729,701.0,8.3
730,401.0,41.4
731,96.0,99.1
732,298.0,64.6
733,375.0,45.5
734,405.0,40.7
735,198.0,87.3
736,62.0,100.0
737,546.0,24.0
738,637.0,16.8
739,701.0,9.1
740,701.0,2.8
741,158.0,93.6
742,701.0,7.0
743,701.0,4.3
744,701.0,4.2
745,343.0,53.5
746,542.0,24.6
747,701.0,9.3
748,530.0,25.3
749,701.0,12.5
750,243.0,76.5
751,701.0,7.1
752,701.0,3.2
753,230.0,79.8
754,71.0,100.0
755,187.0,89.4
756,701.0,1.7
757,701.0,5.5
758,701.0,12.4
759,701.0,7.9
760,116.0,97.9
761,503.0,27.6
762,701.0,4.5
763,28.0,100.0
764,324.0,56.9
765,602.0,18.9
766,701.0,12.4
767,701.0,9.0
768,701.0,6.5
769,701.0,3.2
770,701.0,1.6
771,701.0,6.2
772,366.0,47.9
773,502.0,27.8
774,701.0,4.7
775,50.0,100.0
776,701.0,7.7
777,126.0,97.1
778,701.0,6.2
779,701.0,3.1
780,37.0,100.0
781,18.0,100.0
782,444.0,36.3
783,701.0,1.5
784,701.0,12.3
785,701.0,2.0
786,701.0,8.7
787,701.0,4.9
788,593.0,19.6
789,540.0,24.7
790,469.0,32.7
791,605.0,18.6
792,617.0,17.9
793,524.0,25.9
794,68.0,100.0
795,701.0,3.4
796,701.0,7.4
797,589.0,20.2
798,701.0,3.6
799,701.0,5.3
800,,
801,99.0,98.8
802,175.0,91.4
803,511.0,26.8
804,130.0,96.7
805,701.0,3.9
806,509.0,26.9
807,627.0,17.0
808,701.0,9.0
809,376.0,45.2
810,701.0,2.7
811,701.0,3.0
812,701.0,4.3
813,410.0,40.4
814,322.0,57.4
815,663.0,15.3
816,701.0,4.2
817,529.0,25.3
818,555.0,23.7
819,701.0,4.9
820,701.0,6.8
821,417.0,38.8
822,248.0,76.0
823,77.0,99.9
824,281.0,68.8
825,327.0,56.7
826,246.0,76.1
827,701.0,2.3
828,256.0,74.8
829,521.0,26.2
830,586.0,20.6
831,13.0,100.0
832,421.0,38.2
833,634.0,16.8
834,102.0,98.8
835,701.0,2.6
836,407.0,40.5
837,701.0,1.7
838,701.0,2.9
839,701.0,3.3
840,683.0,14.2
841,104.0,98.6
842,65.0,100.0
843,570.0,22.3
844,604.0,18.8
845,430.0,37.4
846,325.0,56.9
847,579.0,21.4
848,,
849,701.0,4.1
850,701.0,9.5
851,8.0,100.0
852,129.0,96.8
853,606.0,18.6
854,701.0,3.0
855,,
856,701.0,4.3
857,453.0,35.2
858,668.0,15.0
859,701.0,1.6
860,341.0,54.1
861,701.0,2.2
862,291.0,67.2
863,701.0,5.4
864,247.0,76.0
865,701.0,5.4
866,701.0,6.0
867,,
868,483.0,30.9
869,194.0,87.8
870,499.0,28.5
871,701.0,1.9
872,368.0,47.0
873,101.0,98.8
874,140.0,96.0
875,701.0,2.6
876,488.0,30.4
877,701.0,1.9
878,49.0,100.0
879,134.0,96.4
880,468.0,32.8
881,84.0,99.7
882,701.0,10.4
883,701.0,2.6
884,701.0,2.6
885,701.0,3.4
886,493.0,29.4
887,701.0,6.0
888,422.0,38.1
889,701.0,3.8
890,701.0,1.7
891,701.0,2.4
892,701.0,2.8
893,701.0,12.5
894,701.0,1.2
895,360.0,49.5
896,95.0,99.2
897,701.0,3.7
898,701.0,3.7
899,362.0,49.0
900,701.0,2.6
901,,
902,264.0,72.0
903,249.0,75.8
904,15.0,100.0
905,177.0,90.9
906,387.0,43.3
907,674.0,14.5
908,690.0,13.8
909,145.0,95.7
910,200.0,86.3
911,701.0,4.1
912,701.0,9.1
913,701.0,2.8
914,571.0,22.2
915,,
916,701.0,1.6
917,389.0,42.8
918,701.0,8.5
919,476.0,31.7
920,701.0,6.4
921,701.0,10.3
922,364.0,48.2
923,701.0,2.0
924,219.0,83.7
925,701.0,7.1
926,701.0,3.2
927,701.0,5.7
928,701.0,5.7
929,698.0,13.2
930,701.0,11.3
931,168.0,92.4
932,701.0,8.3
933,52.0,100.0
934,260.0,73.3
935,701.0,4.6
936,701.0,2.9
937,669.0,15.0
938,701.0,7.3
939,448.0,35.9
940,701.0,10.6
941,701.0,6.6
942,701.0,11.5
943,701.0,1.9
944,701.0,10.4
945,701.0,8.5
946,266.0,71.9
947,701.0,3.0
948,478.0,31.6
949,701.0,4.2
950,526.0,25.6
951,295.0,65.1
952,701.0,4.2
953,125.0,97.5
954,701.0,8.2
955,701.0,9.8
956,701.0,12.2
957,701.0,9.3
958,391.0,42.2
959,701.0,10.1
960,701.0,1.3
961,337.0,54.9
962,701.0,3.8
963,154.0,94.6
964,701.0,6.9
965,562.0,23.3
966,659.0,15.6
967,171.0,92.3
968,419.0,38.5
969,42.0,100.0
970,278.0,70.1
971,701.0,5.9
972,195.0,87.7
973,694.0,13.6
974,223.0,81.5
975,,
976,701.0,2.7
977,211.0,84.5
978,385.0,43.5
979,701.0,5.5
980,290.0,67.4
981,,
982,701.0,10.5
983,56.0,100.0
984,105.0,98.5
985,67.0,100.0
986,701.0,2.2
987,701.0,8.3
988,701.0,1.0
989,701.0,4.4
990,166.0,92.9
991,701.0,1.2
992,680.0,14.2
993,85.0,99.7
994,701.0,4.4
995,701.0,12.9
996,701.0,3.1
997,701.0,3.3
998,701.0,3.8
999,701.0,3.6
1000,701.0,6.0
1001,701.0,2.0
1002,701.0,7.9
1003,701.0,1.1
1004,314.0,61.1
1005,701.0,10.7
1006,701.0,5.5
1007,296.0,64.8
1008,701.0,10.4
1009,128.0,96.8
1010,701.0,12.6
1011,485.0,30.7
1012,701.0,3.5
1013,245.0,76.1
1014,649.0,16.3
1015,566.0,22.8
1016,117.0,97.8
1017,701.0,6.2
1018,701.0,9.6
1019,374.0,46.1
1020,701.0,2.8
1021,701.0,2.5
1022,701.0,1.9
1023,567.0,22.5
1024,25.0,100.0
1025,701.0,3.3
1026,701.0,1.9
1027,181.0,90.3
1028,308.0,62.8
1029,229.0,79.9
1030,701.0,2.0
1031,701.0,8.4
1032,701.0,3.3
1033,701.0,2.9
1034,114.0,97.9
1035,701.0,1.6
1036,357.0,50.1
1037,701.0,5.9
1038,,
1039,701.0,7.2
1040,497.0,28.8
1041,,
1042,212.0,84.5
1043,701.0,11.9
1044,701.0,4.7
1045,701.0,3.4
1046,701.0,2.5
1047,465.0,33.3
1048,202.0,86.1
1049,347.0,52.7
1050,148.0,95.2
1051,459.0,34.5
1052,226.0,80.8
1053,696.0,13.3
1054,701.0,2.5
1055,701.0,9.8
1056,369.0,46.9
1057,300.0,64.4
1058,531.0,25.2
1059,671.0,14.7
1060,403.0,41.1
1061,701.0,7.8
1062,600.0,19.0
1063,498.0,28.6
1064,429.0,37.4
1065,701.0,9.8
1066,440.0,36.7
1067,701.0,4.0
1068,288.0,67.8
1069,123.0,97.5
1070,701.0,3.0
1071,299.0,64.5
1072,701.0,5.0
1073,435.0,37.1
1074,653.0,15.9
1075,150.0,95.1
1076,701.0,6.5
1077,592.0,19.7
1078,311.0,62.4
1079,564.0,23.1
1080,176.0,91.0
1081,701.0,1.1
1082,24.0,100.0
1083,58.0,100.0
1084,701.0,5.5
1085,701.0,9.0
1086,433.0,37.3
1087,350.0,52.4
1088,701.0,1.2
1089,160.0,93.5
1090,80.0,99.8
1091,701.0,12.5
1092,701.0,6.9
1093,701.0,12.9
1094,633.0,16.9
1095,701.0,5.3
1096,581.0,21.1
1097,701.0,7.3
1098,60.0,100.0
1099,193.0,88.3
1100,701.0,9.0
1101,701.0,11.1
1102,701.0,1.2
1103,598.0,19.3
1104,701.0,6.7
1105,,
1106,356.0,50.6
1107,98.0,99.0
1108,115.0,97.9
1109,701.0,4.1
1110,701.0,3.0
1111,471.0,32.3
1112,701.0,3.2
1113,122.0,97.5
1114,,
1115,501.0,28.0
1116,701.0,6.2
1117,701.0,4.1
1118,538.0,24.9
1119,701.0,4.9
1120,240.0,77.5
1121,701.0,3.4
1122,682.0,14.2
1123,639.0,16.8
1124,647.0,16.4
1125,701.0,6.4
1126,688.0,13.8
1127,135.0,96.3
1128,701.0,3.3
1129,661.0,15.4
1130,548.0,24.0
1131,232.0,79.3
1132,183.0,90.0
1133,144.0,95.8
1134,,
1135,701.0,2.4
1136,78.0,99.9
1137,590.0,20.0
1138,701.0,5.5
1139,556.0,23.7
1140,701.0,7.1
1141,609.0,18.5
1142,423.0,38.0
1143,632.0,16.9
1144,424.0,37.8
1145,701.0,10.5
1146,701.0,8.9
1147,701.0,1.8
