university_id,citations per faculty rank,citations per faculty score
196,110.0,80.2
197,296.0,45.6
198,701.0,1.3
199,701.0,6.3
200,615.0,16.1
201,308.0,43.3
202,58.0,94.0
203,701.0,3.6
204,701.0,1.3
205,639.0,14.8
206,701.0,2.4
207,701.0,1.9
208,701.0,11.4
209,71.0,91.4
210,685.0,12.6
211,701.0,1.7
212,281.0,48.3
213,446.0,28.8
214,701.0,8.0
215,505.0,23.6
216,701.0,2.3
217,701.0,3.1
218,701.0,7.2
219,41.0,96.9
220,531.0,21.8
221,701.0,10.1
222,701.0,1.6
223,519.0,22.7
224,637.0,14.9
225,701.0,4.0
226,701.0,2.7
227,63.0,93.5
228,385.0,36.2
229,295.0,45.7
230,701.0,1.2
231,701.0,5.9
232,701.0,6.0
233,67.0,92.3
234,688.0,12.5
235,701.0,10.8
236,205.0,60.0
237,701.0,1.7
238,526.0,22.1
239,132.0,73.9
240,282.0,48.3
241,44.0,96.5
242,125.0,76.4
243,701.0,3.0
244,701.0,2.1
245,475.0,25.6
246,701.0,2.0
247,668.0,13.5
248,616.0,16.1
249,18.0,99.1
250,701.0,7.3
251,134.0,73.1
252,677.0,13.0
253,638.0,14.9
254,465.0,26.7
255,137.0,72.3
256,701.0,2.2
257,175.0,64.9
258,701.0,1.1
259,1.0,100.0
260,659.0,13.8
261,697.0,12.1
262,701.0,1.7
263,513.0,23.0
264,476.0,25.4
265,340.0,40.6
266,701.0,2.9
267,701.0,7.5
268,252.0,51.6
269,601.0,17.0
270,701.0,10.6
271,701.0,1.4
272,701.0,8.6
273,642.0,14.7
274,701.0,5.9
275,269.0,49.4
276,622.0,15.8
277,689.0,12.4
278,692.0,12.3
279,701.0,1.7
280,701.0,3.9
281,701.0,8.5
282,701.0,7.1
283,701.0,1.8
284,667.0,13.5
285,38.0,97.5
286,701.0,2.7
287,306.0,43.9
288,581.0,18.1
289,304.0,44.1
290,273.0,49.1
291,256.0,51.0
292,612.0,16.2
293,701.0,1.0
294,516.0,22.8
295,68.0,92.3
296,5.0,100.0
297,437.0,29.5
298,701.0,7.5
299,529.0,21.9
300,574.0,18.6
301,701.0,3.1
302,460.0,27.4
303,104.0,82.0
304,701.0,2.7
305,28.0,98.4
306,701.0,4.5
307,585.0,17.9
308,634.0,15.1
309,224.0,57.6
310,245.0,52.7
311,12.0,99.8
312,701.0,5.6
313,23.0,98.9
314,572.0,18.7
315,701.0,2.1
316,545.0,21.0
317,349.0,39.4
318,580.0,18.2
319,701.0,1.5
320,244.0,53.0
321,355.0,38.8
322,232.0,55.6
323,701.0,2.5
324,53.0,95.0
325,325.0,41.8
326,497.0,24.2
327,701.0,1.1
328,701.0,3.0
329,483.0,25.2
330,701.0,9.2
331,30.0,98.3
332,466.0,26.6
333,701.0,6.0
334,398.0,34.3
335,701.0,2.6
336,701.0,4.0
337,293.0,45.8
338,114.0,79.3
339,65.0,92.8
340,701.0,10.4
341,66.0,92.7
342,701.0,1.2
343,92.0,85.7
344,701.0,4.8
345,701.0,5.5
346,24.0,98.8
347,509.0,23.3
348,701.0,9.8
349,701.0,4.1
350,540.0,21.3
351,701.0,5.0
352,701.0,8.0
353,591.0,17.4
354,701.0,8.3
355,96.0,84.8
356,666.0,13.5
357,701.0,2.4
358,155.0,68.4
359,95.0,84.9
360,661.0,13.7
361,701.0,9.5
362,701.0,1.1
363,156.0,68.1
364,701.0,1.4
365,701.0,4.3
366,701.0,8.4
367,701.0,2.3
368,701.0,3.2
369,653.0,14.2
370,645.0,14.5
371,10.0,99.9
372,701.0,11.4
373,598.0,17.1
374,332.0,41.1
375,701.0,2.3
376,701.0,1.6
377,701.0,2.1
378,46.0,96.4
379,701.0,11.9
380,124.0,77.5
381,144.0,70.7
382,701.0,2.1
383,701.0,1.7
384,31.0,98.2
385,534.0,21.6
386,701.0,1.3
387,660.0,13.8
388,701.0,3.0
389,701.0,2.2
390,386.0,35.4
391,701.0,6.6
392,701.0,6.2
393,441.0,29.1
394,462.0,27.1
395,701.0,1.8
396,701.0,1.6
397,701.0,4.6
398,573.0,18.7
399,701.0,4.4
400,701.0,1.5
401,276.0,48.8
402,47.0,95.9
403,239.0,53.6
404,678.0,12.9
405,701.0,1.2
406,701.0,2.4
407,701.0,6.4
408,701.0,1.1
409,22.0,98.9
410,701.0,1.1
411,701.0,8.9
412,701.0,6.6
413,279.0,48.6
414,225.0,57.6
415,164.0,66.0
416,336.0,40.7
417,150.0,68.7
418,701.0,2.8
419,701.0,1.4
420,701.0,4.2
421,184.0,64.1
422,320.0,42.3
423,111.0,79.6
424,701.0,3.9
425,701.0,1.2
426,171.0,65.3
427,523.0,22.4
428,701.0,5.7
429,544.0,21.2
430,166.0,65.8
431,537.0,21.4
432,701.0,1.5
433,701.0,3.1
434,313.0,42.6
435,586.0,17.8
436,701.0,1.9
437,701.0,6.1
438,701.0,6.8
439,142.0,70.9
440,701.0,5.5
441,455.0,27.5
442,494.0,24.6
443,103.0,82.2
444,701.0,2.5
445,297.0,45.5
446,611.0,16.3
447,701.0,6.5
448,548.0,20.9
449,701.0,1.6
450,444.0,29.0
451,221.0,58.0
452,418.0,32.3
453,337.0,40.7
454,701.0,4.7
455,93.0,85.4
456,701.0,2.4
457,701.0,1.1
458,284.0,47.8
459,701.0,1.4
460,701.0,6.2
461,317.0,42.4
462,231.0,56.2
463,701.0,1.3
464,701.0,11.4
465,139.0,71.9
466,701.0,7.6
467,75.0,89.7
468,701.0,1.1
469,3.0,100.0
470,701.0,3.4
471,88.0,86.2
472,427.0,31.2
473,450.0,28.3
474,701.0,1.1
475,701.0,1.4
476,701.0,5.2
477,701.0,3.5
478,14.0,99.7
479,193.0,62.7
480,316.0,42.5
481,112.0,79.4
482,701.0,7.1
483,348.0,39.4
484,701.0,2.0
485,119.0,78.7
486,699.0,12.0
487,701.0,4.3
488,701.0,4.5
489,235.0,54.7
490,470.0,26.1
491,701.0,7.2
492,650.0,14.3
493,701.0,2.7
494,571.0,18.7
495,701.0,4.0
496,701.0,2.1
497,423.0,31.8
498,369.0,37.9
499,701.0,6.6
500,219.0,58.1
501,701.0,3.3
502,74.0,90.2
503,207.0,59.9
504,695.0,12.2
505,251.0,51.7
506,229.0,56.4
507,617.0,16.1
508,701.0,2.9
509,631.0,15.1
510,42.0,96.9
511,280.0,48.5
512,520.0,22.7
513,196.0,61.9
514,135.0,72.5
515,395.0,34.6
516,630.0,15.1
517,434.0,29.9
518,489.0,24.9
519,265.0,49.8
520,323.0,41.8
521,701.0,9.8
522,701.0,4.7
523,701.0,4.1
524,701.0,8.2
525,365.0,38.2
526,52.0,95.3
527,485.0,25.1
528,461.0,27.2
529,701.0,7.7
530,701.0,1.3
531,701.0,2.4
532,302.0,44.2
533,701.0,3.7
534,701.0,11.6
535,249.0,51.9
536,701.0,1.0
537,258.0,50.8
538,701.0,4.7
539,701.0,3.6
540,701.0,4.8
541,431.0,30.7
542,701.0,1.5
543,701.0,2.5
544,620.0,16.0
545,435.0,29.7
546,240.0,53.4
547,339.0,40.7
548,701.0,1.4
549,56.0,94.4
550,701.0,2.7
551,701.0,7.8
552,701.0,10.0
553,469.0,26.2
554,86.0,86.5
555,701.0,8.5
556,701.0,4.5
557,364.0,38.2
558,220.0,58.1
559,701.0,2.1
560,701.0,1.9
561,347.0,39.6
562,701.0,11.8
563,701.0,2.6
564,701.0,4.9
565,701.0,1.2
566,701.0,4.2
567,701.0,4.6
568,145.0,70.6
569,701.0,2.5
570,108.0,80.8
571,174.0,65.0
572,701.0,2.2
573,607.0,16.5
574,374.0,37.5
575,283.0,47.8
576,277.0,48.8
577,463.0,27.0
578,94.0,85.1
579,524.0,22.3
580,562.0,19.5
581,318.0,42.4
582,701.0,4.2
583,701.0,1.2
584,701.0,11.7
585,130.0,74.3
586,701.0,1.3
587,380.0,36.8
588,99.0,83.4
589,701.0,1.7
590,701.0,2.1
591,701.0,3.3
592,652.0,14.3
593,701.0,1.9
594,560.0,19.7
595,73.0,90.6
596,2.0,100.0
597,118.0,78.7
598,486.0,25.1
599,350.0,39.1
600,701.0,3.2
601,701.0,1.1
602,664.0,13.6
603,594.0,17.4
604,100.0,82.9
605,701.0,1.8
606,701.0,1.9
607,701.0,3.1
608,701.0,1.3
609,568.0,19.0
610,701.0,1.4
611,403.0,33.9
612,701.0,10.9
613,575.0,18.5
614,701.0,1.1
615,116.0,79.1
616,600.0,17.0
617,7.0,99.9
618,361.0,38.6
619,401.0,34.1
620,701.0,10.0
621,512.0,23.1
622,422.0,31.8
623,217.0,58.7
624,294.0,45.8
625,701.0,10.4
626,701.0,1.8
627,122.0,78.5
628,140.0,71.4
629,452.0,27.8
630,425.0,31.3
631,701.0,9.2
632,400.0,34.1
633,701.0,2.9
634,179.0,64.7
635,266.0,49.6
636,255.0,51.1
637,701.0,1.8
638,356.0,38.8
639,312.0,42.9
640,701.0,5.2
641,701.0,8.5
642,419.0,32.2
643,696.0,12.1
644,701.0,1.7
645,701.0,2.8
646,6.0,100.0
647,190.0,62.7
648,154.0,68.4
649,203.0,60.2
650,654.0,14.2
651,13.0,99.8
652,701.0,6.5
653,377.0,37.2
654,200.0,61.4
655,384.0,36.3
656,360.0,38.6
657,21.0,98.9
658,701.0,8.9
659,521.0,22.5
660,701.0,6.4
661,448.0,28.6
662,559.0,20.0
663,530.0,21.8
664,701.0,3.2
665,286.0,47.5
666,701.0,1.2
667,701.0,8.7
668,701.0,4.9
669,539.0,21.3
670,37.0,97.6
671,669.0,13.5
672,686.0,12.6
673,701.0,2.9
674,619.0,16.0
675,262.0,50.3
676,701.0,1.7
677,701.0,5.8
678,564.0,19.3
679,500.0,24.1
680,701.0,3.9
681,451.0,27.8
682,487.0,25.0
683,429.0,30.8
684,83.0,87.1
685,608.0,16.4
686,158.0,67.9
687,701.0,10.1
688,604.0,16.9
689,701.0,5.5
690,701.0,1.4
691,701.0,3.2
692,167.0,65.7
693,535.0,21.5
694,701.0,9.6
695,701.0,2.0
696,701.0,3.4
697,701.0,1.4
698,443.0,29.1
699,701.0,11.5
700,701.0,1.1
701,701.0,5.8
702,20.0,99.1
703,264.0,50.2
704,628.0,15.2
705,701.0,4.3
706,270.0,49.3
707,701.0,5.1
708,195.0,62.1
709,701.0,2.3
710,701.0,6.7
711,701.0,5.2
712,701.0,2.3
713,701.0,2.0
714,551.0,20.7
715,511.0,23.3
716,389.0,34.8
717,442.0,29.1
718,228.0,56.9
719,701.0,2.7
720,701.0,1.0
721,399.0,34.3
722,701.0,5.7
723,275.0,49.0
724,701.0,9.3
725,127.0,75.4
726,701.0,7.7
727,626.0,15.3
728,701.0,5.1
729,701.0,2.7
730,701.0,1.3
731,131.0,74.3
732,701.0,11.3
733,701.0,3.5
734,82.0,87.4
735,392.0,34.6
736,253.0,51.5
737,701.0,2.9
738,643.0,14.6
739,701.0,2.7
740,701.0,4.2
741,527.0,22.0
742,357.0,38.7
743,309.0,43.0
744,701.0,6.9
745,98.0,84.0
746,169.0,65.5
747,387.0,35.1
748,383.0,36.5
749,502.0,24.0
750,210.0,59.6
751,87.0,86.4
752,701.0,8.2
753,541.0,21.2
754,701.0,2.0
755,684.0,12.6
756,588.0,17.7
757,627.0,15.3
758,701.0,3.0
759,233.0,55.3
760,213.0,59.1
761,701.0,4.3
762,701.0,6.3
763,102.0,82.3
764,701.0,2.3
765,583.0,18.1
766,506.0,23.6
767,701.0,6.7
768,701.0,8.7
769,701.0,1.5
770,658.0,13.9
771,473.0,25.7
772,194.0,62.2
773,680.0,12.9
774,133.0,73.1
775,81.0,88.4
776,701.0,4.2
777,186.0,63.3
778,614.0,16.2
779,701.0,2.8
780,151.0,68.6
781,43.0,96.9
782,212.0,59.1
783,701.0,1.3
784,553.0,20.3
785,701.0,1.1
786,701.0,1.2
787,701.0,5.1
788,420.0,32.1
789,701.0,3.8
790,701.0,2.3
791,701.0,4.1
792,701.0,1.2
793,554.0,20.3
794,198.0,61.7
795,701.0,2.1
796,701.0,11.6
797,701.0,7.4
798,701.0,2.9
799,701.0,1.4
800,701.0,1.1
801,201.0,61.1
802,543.0,21.2
803,48.0,95.8
804,160.0,67.4
805,701.0,6.0
806,305.0,44.0
807,334.0,41.1
808,687.0,12.5
809,424.0,31.8
810,701.0,7.0
811,701.0,1.5
812,561.0,19.6
813,11.0,99.9
814,477.0,25.4
815,701.0,4.1
816,701.0,8.3
817,449.0,28.5
818,701.0,5.1
819,701.0,8.3
820,701.0,1.4
821,163.0,67.1
822,690.0,12.4
823,173.0,65.1
824,187.0,63.3
825,70.0,91.8
826,456.0,27.5
827,603.0,17.0
828,285.0,47.6
829,609.0,16.3
830,701.0,3.3
831,701.0,6.3
832,701.0,3.4
833,344.0,40.2
834,373.0,37.7
835,701.0,2.1
836,701.0,1.2
837,701.0,4.0
838,478.0,25.4
839,683.0,12.8
840,436.0,29.6
841,105.0,81.3
842,701.0,11.2
843,35.0,97.7
844,467.0,26.6
845,177.0,64.8
846,263.0,50.3
847,701.0,6.9
848,701.0,6.3
849,222.0,57.9
850,701.0,2.7
851,701.0,2.2
852,230.0,56.2
853,701.0,2.1
854,701.0,1.4
855,701.0,2.4
856,701.0,2.1
857,701.0,8.1
858,701.0,7.0
859,701.0,2.6
860,701.0,10.9
861,701.0,5.9
862,621.0,16.0
863,701.0,11.0
864,579.0,18.3
865,236.0,54.5
866,701.0,4.7
867,701.0,5.8
868,376.0,37.4
869,371.0,37.9
870,701.0,7.0
871,701.0,1.6
872,327.0,41.6
873,354.0,38.9
874,153.0,68.4
875,701.0,4.3
876,406.0,33.7
877,701.0,1.7
878,107.0,80.9
879,227.0,57.0
880,388.0,35.1
881,303.0,44.2
882,672.0,13.4
883,701.0,5.2
884,261.0,50.4
885,421.0,31.9
886,701.0,5.4
887,701.0,2.8
888,701.0,7.8
889,701.0,4.6
890,701.0,1.3
891,701.0,11.1
892,618.0,16.1
893,701.0,7.6
894,234.0,54.9
895,701.0,9.6
896,701.0,2.4
897,379.0,36.9
898,701.0,4.0
899,120.0,78.7
900,701.0,11.7
901,396.0,34.4
902,679.0,12.9
903,701.0,2.0
904,701.0,4.3
905,272.0,49.2
906,701.0,2.1
907,701.0,5.9
908,701.0,8.9
909,226.0,57.2
910,242.0,53.1
911,701.0,3.4
912,701.0,6.5
913,459.0,27.4
914,701.0,1.2
915,701.0,4.3
916,701.0,1.2
917,378.0,37.2
918,701.0,8.5
919,701.0,8.6
920,701.0,4.2
921,701.0,4.6
922,147.0,70.3
923,488.0,25.0
924,701.0,3.2
925,701.0,7.6
926,701.0,1.6
927,644.0,14.6
928,701.0,1.0
929,314.0,42.6
930,525.0,22.2
931,33.0,98.1
932,606.0,16.7
933,515.0,22.8
934,254.0,51.4
935,701.0,2.3
936,701.0,2.3
937,701.0,3.0
938,701.0,6.0
939,343.0,40.3
940,701.0,3.7
941,55.0,94.7
942,701.0,3.3
943,701.0,1.1
944,599.0,17.1
945,402.0,34.0
946,391.0,34.7
947,701.0,2.6
948,439.0,29.3
949,701.0,4.6
950,701.0,4.1
951,547.0,20.9
952,324.0,41.8
953,241.0,53.3
954,701.0,10.6
955,701.0,3.3
956,110.0,79.8
957,85.0,86.7
958,346.0,39.7
959,701.0,1.7
960,673.0,13.3
961,701.0,3.2
962,701.0,2.6
963,701.0,2.6
964,648.0,14.3
965,243.0,53.1
966,430.0,30.7
967,426.0,31.2
968,701.0,1.7
969,17.0,99.2
970,300.0,45.1
971,333.0,41.1
972,518.0,22.8
973,382.0,36.6
974,138.0,71.9
975,701.0,9.6
976,701.0,2.8
977,454.0,27.5
978,701.0,3.1
979,651.0,14.3
980,484.0,25.1
981,701.0,1.6
982,701.0,2.8
983,4.0,100.0
984,701.0,2.3
985,113.0,79.4
986,701.0,1.3
987,352.0,39.0
988,701.0,2.0
989,106.0,80.9
990,69.0,92.1
991,701.0,1.3
992,701.0,2.1
993,260.0,50.7
994,701.0,1.2
995,701.0,9.3
996,90.0,85.8
997,700.0,12.0
998,647.0,14.3
999,701.0,8.5
1000,701.0,3.0
1001,372.0,37.9
1002,701.0,11.8
1003,495.0,24.4
1004,208.0,59.7
1005,329.0,41.6
1006,493.0,24.8
1007,479.0,25.4
1008,50.0,95.4
1009,315.0,42.5
1010,701.0,2.0
1011,381.0,36.6
1012,701.0,1.8
1013,209.0,59.6
1014,701.0,5.8
1015,701.0,1.4
1016,663.0,13.6
1017,595.0,17.4
1018,701.0,6.0
1019,507.0,23.5
1020,701.0,1.4
1021,366.0,38.1
1022,701.0,6.7
1023,701.0,5.7
1024,34.0,98.0
1025,227.0,57.1
1026,701.0,1.2
1027,238.0,54.1
1028,141.0,71.4
1029,453.0,27.7
1030,393.0,34.6
1031,701.0,6.3
1032,701.0,11.8
1033,701.0,5.3
1034,76.0,89.5
1035,480.0,25.3
1036,464.0,27.0
1037,691.0,12.3
1038,701.0,10.0
1039,701.0,3.5
1040,701.0,1.4
1041,701.0,12.0
1042,89.0,85.9
1043,701.0,4.9
1044,345.0,40.0
1045,40.0,97.0
1046,701.0,8.9
1047,701.0,8.6
1048,183.0,64.2
1049,701.0,11.7
1050,701.0,11.4
1051,397.0,34.3
1052,298.0,45.3
1053,701.0,11.7
1054,593.0,17.4
1055,701.0,6.3
1056,701.0,10.9
1057,77.0,89.4
1058,635.0,15.1
1059,503.0,23.9
1060,404.0,33.7
1061,701.0,2.5
1062,62.0,93.5
1063,191.0,62.7
1064,331.0,41.3
1065,597.0,17.2
1066,310.0,42.9
1067,701.0,1.7
1068,499.0,24.2
1069,172.0,65.1
1070,32.0,98.1
1071,199.0,61.5
1072,701.0,7.8
1073,610.0,16.3
1074,662.0,13.7
1075,701.0,8.0
1076,701.0,6.2
1077,701.0,2.2
1078,362.0,38.4
1079,152.0,68.4
1080,101.0,82.5
1081,701.0,3.4
1082,165.0,65.8
1083,577.0,18.4
1084,16.0,99.3
1085,514.0,23.0
1086,701.0,3.0
1087,701.0,6.5
1088,701.0,2.3
1089,274.0,49.1
1090,415.0,32.8
1091,701.0,1.2
1092,624.0,15.6
1093,250.0,51.8
1094,701.0,1.8
1095,701.0,7.3
1096,682.0,12.8
1097,19.0,99.1
1098,248.0,52.0
1099,136.0,72.4
1100,701.0,7.0
1101,649.0,14.3
1102,432.0,30.4
1103,61.0,93.7
1104,701.0,2.0
1105,701.0,2.0
1106,440.0,29.2
1107,701.0,2.0
1108,701.0,4.6
1109,701.0,7.1
1110,301.0,44.9
1111,701.0,1.6
1112,268.0,49.5
1113,701.0,5.8
1114,701.0,7.7
1115,701.0,6.3
1116,701.0,1.4
1117,701.0,10.3
1118,613.0,16.2
1119,701.0,6.2
1120,335.0,41.0
1121,701.0,1.8
1122,578.0,18.3
1123,26.0,98.5
1124,701.0,4.3
1125,701.0,3.5
1126,701.0,5.8
1127,549.0,20.7
1128,701.0,5.3
1129,412.0,33.0
1130,498.0,24.2
1131,91.0,85.7
1132,290.0,46.5
1133,322.0,42.1
1134,701.0,1.1
1135,197.0,61.8
1136,8.0,99.9
1137,701.0,5.2
1138,291.0,46.4
1139,701.0,1.1
1140,367.0,38.1
1141,468.0,26.5
1142,701.0,1.2
1143,510.0,23.3
1144,407.0,33.6
1145,556.0,20.3
1146,681.0,12.8
1147,596.0,17.3
