university_id,academic reputation rank,academic reputation score
545,421,20.9
546,232,37.3
547,12,99.6
548,601,3.3
549,42,91.0
550,601,6.3
551,601,6.9
552,601,7.4
553,206,40.9
554,54,85.0
555,601,10.4
556,601,6.2
557,99,67.5
558,520,17.2
559,601,8.8
560,400,21.5
561,176,46.5
562,601,11.5
563,601,4.1
564,601,6.5
565,541,16.2
566,339,26.1
567,69,81.2
568,109,63.2
569,356,24.3
570,102,66.6
571,514,17.3
572,601,14.4
573,601,6.7
574,143,54.5
575,601,4.2
576,470,19.0
577,321,27.1
578,601,4.6
579,274,31.9
580,226,38.5
581,601,9.3
582,589,14.8
583,601,5.2
584,601,10.9
585,47,89.1
586,416,21.1
587,213,39.8
588,270,32.5
589,399,21.6
590,360,23.8
591,601,5.3
592,601,11.7
593,601,8.3
594,180,45.8
595,2,100.0
596,10,99.8
597,558,15.6
598,146,53.4
599,331,26.5
600,437,20.1
601,601,10.7
602,595,14.5
603,601,5.7
604,208,40.7
605,460,19.4
606,250,34.4
607,601,7.3
608,601,5.9
609,601,7.2
610,601,11.8
611,175,46.6
612,527,16.8
613,464,19.3
614,601,6.5
615,329,26.5
616,601,7.7
617,6,100.0
618,601,4.7
619,243,35.6
620,482,18.5
621,216,39.6
622,391,22.5
623,440,20.0
624,128,58.9
625,601,4.9
626,601,6.8
627,17,99.1
628,154,51.5
629,601,12.8
630,43,90.2
631,601,4.5
632,601,12.9
633,601,5.6
634,78,74.9
635,259,33.6
636,567,15.4
637,601,5.9
638,320,27.1
639,497,18.1
640,601,7.5
641,358,24.0
642,236,36.9
643,601,9.3
644,601,5.2
645,601,4.8
646,202,41.5
647,95,69.1
648,165,49.2
649,166,49.1
650,488,18.3
651,601,4.1
652,601,5.5
653,348,25.2
654,601,7.5
655,546,16.0
656,601,6.5
657,19,98.8
658,601,12.1
659,252,34.3
660,601,5.7
661,393,22.4
662,438,20.0
663,551,15.8
664,601,5.5
665,601,13.5
666,601,10.3
667,506,17.5
668,601,3.5
669,189,44.4
670,81,73.8
671,601,8.3
672,601,4.2
673,601,5.5
674,601,8.7
675,601,8.7
676,601,5.3
677,386,22.7
678,601,11.1
679,298,29.1
680,601,6.4
681,134,57.3
682,550,15.8
683,125,59.4
684,144,54.2
685,601,11.6
686,575,15.1
687,307,28.6
688,601,6.8
689,401,21.5
690,279,31.3
691,601,10.5
692,491,18.2
693,426,20.5
694,366,23.6
695,492,18.2
696,601,2.2
697,601,12.2
698,601,9.0
699,355,24.4
700,601,14.0
701,601,7.3
702,63,83.3
703,170,48.0
704,371,23.2
705,601,6.1
706,20,98.7
707,207,40.8
708,34,93.7
709,467,19.2
710,601,3.6
711,601,13.0
712,601,11.5
713,395,22.4
714,601,8.0
715,601,5.5
716,337,26.2
717,601,6.7
718,553,15.8
719,601,11.7
720,601,13.1
721,601,6.9
722,601,9.0
723,86,71.3
724,601,8.1
725,184,45.1
726,261,33.4
727,518,17.2
728,601,12.9
729,28,96.6
730,601,11.5
731,13,99.5
732,601,6.1
733,601,7.8
734,204,40.9
735,283,30.5
736,601,7.9
737,383,22.8
738,346,25.3
739,601,13.2
740,564,15.5
741,373,23.1
742,228,37.9
743,601,5.7
744,601,2.6
745,342,25.6
746,601,13.8
747,201,42.2
748,548,15.9
749,503,17.7
750,59,83.9
751,227,38.4
752,601,12.1
753,430,20.4
754,489,18.3
755,601,10.0
756,601,7.4
757,601,5.9
758,581,15.0
759,471,18.9
760,135,56.8
761,118,60.2
762,439,20.0
763,27,97.6
764,600,14.4
765,234,36.9
766,601,14.3
767,601,13.1
768,601,4.2
769,601,6.4
770,601,10.4
771,601,5.7
772,601,8.0
773,601,6.1
774,141,55.5
775,49,88.4
776,533,16.4
777,249,34.4
778,219,39.3
779,601,6.8
780,223,38.6
781,601,10.6
782,601,10.3
783,601,11.2
784,475,18.8
785,601,5.2
786,601,12.2
787,601,10.5
788,601,4.4
789,572,15.2
790,157,51.3
791,601,6.0
792,601,11.8
793,557,15.7
794,65,81.6
795,601,6.9
796,308,28.5
797,601,13.6
798,601,8.0
799,601,13.1
800,601,4.1
801,46,89.5
802,80,74.1
803,347,25.2
804,291,29.6
805,601,10.0
806,352,24.6
807,556,15.7
808,66,81.5
809,473,18.9
810,601,9.2
811,404,21.4
812,338,26.2
813,264,33.2
814,601,8.5
815,601,7.3
816,601,5.4
817,601,7.0
818,376,23.1
819,601,11.1
820,601,8.4
821,100,67.4
822,452,19.7
823,294,29.4
824,179,46.1
825,251,34.4
826,253,34.0
827,601,8.3
828,601,5.0
829,601,9.8
830,297,29.1
831,597,14.5
832,104,65.2
833,53,85.7
834,93,69.3
835,429,20.4
836,370,23.3
837,601,9.6
838,601,10.9
839,601,3.3
840,85,72.4
841,276,31.6
842,433,20.2
843,44,89.9
844,171,48.0
845,361,23.7
846,230,37.6
847,601,12.0
848,601,11.0
849,225,38.5
850,601,14.4
851,601,13.6
852,428,20.4
853,601,9.0
854,601,5.1
855,601,5.2
856,601,10.3
857,601,4.4
858,101,66.6
859,601,9.6
860,601,10.2
861,601,7.4
862,601,10.5
863,601,5.4
864,601,5.8
865,601,13.3
866,200,42.4
867,601,7.7
868,71,80.2
869,191,44.4
870,601,10.1
871,454,19.5
872,576,15.1
873,162,49.8
874,29,96.4
875,601,5.9
876,601,10.8
877,601,12.3
878,326,26.6
879,24,98.2
880,601,8.4
881,601,11.3
882,367,23.5
883,601,6.5
884,601,3.9
885,601,7.9
886,601,14.0
887,549,15.9
888,601,7.4
889,601,10.4
890,601,5.4
891,601,5.3
892,368,23.5
893,601,13.1
894,601,5.7
895,601,12.9
896,585,15.0
897,601,3.8
898,601,3.1
899,163,49.7
900,472,18.9
901,601,5.5
902,396,22.2
903,161,50.5
904,601,10.7
905,362,23.7
906,364,23.7
907,248,34.5
908,445,19.8
909,11,99.7
910,601,7.3
911,601,14.1
912,601,13.3
913,601,11.7
914,601,13.7
915,601,5.9
916,601,5.1
917,499,18.0
918,601,10.4
919,601,5.0
920,333,26.4
921,601,10.2
922,60,83.8
923,601,8.1
924,392,22.5
925,268,32.7
926,601,4.0
927,601,7.3
928,601,9.9
929,601,8.4
930,299,29.0
931,62,83.6
932,601,8.3
933,601,9.0
934,40,92.7
935,601,13.1
936,601,5.6
937,529,16.7
938,555,15.7
939,601,6.7
940,515,17.3
941,436,20.1
942,601,4.8
943,431,20.4
944,379,23.0
945,601,13.9
946,601,11.5
947,601,9.4
948,323,26.9
949,601,4.9
950,403,21.5
951,601,12.5
952,601,8.6
953,124,59.5
954,601,11.7
955,601,13.6
956,601,9.1
957,35,93.5
958,601,8.8
959,601,7.4
960,601,7.0
961,502,17.7
962,601,9.4
963,601,7.0
964,601,12.6
965,571,15.2
966,349,25.1
967,269,32.7
968,152,51.7
969,284,30.5
970,209,40.5
971,211,40.4
972,601,4.7
973,64,82.2
974,145,54.1
975,344,25.4
976,193,43.7
977,601,3.9
978,601,5.8
979,601,8.5
980,443,19.9
981,601,7.4
982,387,22.7
983,4,100.0
984,601,7.6
985,537,16.4
986,601,6.3
987,601,3.1
988,601,7.8
989,406,21.4
990,21,98.4
991,601,7.4
992,601,7.9
993,168,48.8
994,601,11.3
995,601,10.0
996,272,32.2
997,601,3.6
998,601,4.7
999,220,38.8
1000,601,7.9
1001,601,11.9
1002,434,20.2
1003,601,6.6
1004,411,21.2
1005,304,28.9
1006,485,18.4
1007,345,25.4
1008,601,12.5
1009,343,25.5
1010,601,4.9
1011,601,13.2
1012,601,7.6
1013,601,8.5
1014,601,8.8
1015,517,17.2
1016,587,14.9
1017,563,15.5
1018,156,51.4
1019,601,9.5
1020,601,4.1
1021,601,8.3
1022,601,7.0
1023,601,11.0
1024,57,84.6
1025,424,20.6
1026,601,9.7
1027,140,55.8
1028,70,80.8
1029,341,25.7
1030,601,9.4
1031,601,5.7
1032,601,9.2
1033,501,17.8
1034,601,13.4
1035,601,5.3
1036,601,10.3
1037,601,7.6
1038,596,14.5
1039,601,10.4
1040,155,51.4
1041,561,15.6
1042,131,58.3
1043,498,18.0
1044,601,8.7
1045,552,15.8
1046,601,14.3
1047,583,15.0
1048,139,55.8
1049,121,59.7
1050,601,5.5
1051,601,9.6
1052,412,21.2
1053,601,11.0
1054,457,19.4
1055,169,48.7
1056,407,21.3
1057,51,87.3
1058,300,29.0
1059,132,57.4
1060,601,7.6
1061,601,11.9
1062,58,84.0
1063,67,81.3
1064,601,5.8
1065,601,11.1
1066,601,5.6
1067,198,43.2
1068,316,27.6
1069,601,10.8
1070,523,17.0
1071,174,46.7
1072,359,23.9
1073,516,17.3
1074,601,6.7
1075,601,9.4
1076,601,6.9
1077,601,3.7
1078,601,5.8
1079,112,62.0
1080,222,38.7
1081,601,6.5
1082,267,32.9
1083,528,16.7
1084,384,22.7
1085,601,4.7
1086,601,12.6
1087,601,4.7
1088,601,9.7
1089,33,95.4
1090,390,22.5
1091,601,7.1
1092,601,8.3
1093,133,57.3
1094,601,6.7
1095,601,6.3
1096,586,14.9
1097,601,10.1
1098,126,59.1
1099,55,84.7
1100,96,68.2
1101,378,23.0
1102,601,7.8
1103,275,31.6
1104,459,19.4
1105,601,4.2
1106,377,23.0
1107,601,6.0
1108,287,30.3
1109,381,22.9
1110,74,79.2
1111,601,13.4
1112,601,5.8
1113,601,4.3
1114,601,12.6
1115,601,10.9
1116,519,17.2
1117,601,3.3
1118,115,61.4
1119,233,37.3
1120,601,8.7
1121,566,15.4
1122,601,3.0
1123,149,52.5
1124,601,4.3
1125,91,69.5
1126,601,4.9
1127,540,16.2
1128,601,11.9
1129,114,61.5
1130,313,28.0
1131,266,32.9
1132,116,60.7
1133,292,29.6
1134,374,23.1
1135,245,35.2
1136,5,100.0
1137,601,10.0
1138,127,59.0
1139,479,18.6
1140,277,31.5
1141,241,36.1
1142,372,23.2
1143,167,49.0
1144,590,14.7
1145,601,11.7
1146,601,9.7
1147,601,9.1
