university_id,faculty student rank,faculty student score
201,555.0,27.4
202,42.0,98.5
203,460.0,34.7
204,224.0,63.3
205,79.0,91.2
206,701.0,5.0
207,683.0,19.4
208,701.0,14.9
209,436.0,36.5
210,69.0,93.5
211,431.0,36.8
212,98.0,87.2
213,701.0,16.0
214,695.0,19.0
215,701.0,7.1
216,701.0,9.4
217,701.0,4.8
218,159.0,75.9
219,701.0,9.5
220,701.0,3.1
221,701.0,11.6
222,701.0,1.1
223,194.0,67.6
224,191.0,68.3
225,701.0,8.7
226,674.0,19.7
227,701.0,11.8
228,97.0,87.4
229,701.0,12.6
230,23.0,99.9
231,701.0,17.6
232,701.0,10.1
233,236.0,60.0
234,271.0,55.3
235,701.0,8.4
236,701.0,16.9
237,701.0,18.1
238,247.0,58.0
239,526.0,29.5
240,701.0,5.2
241,253.0,57.4
242,381.0,41.1
243,119.0,83.0
244,410.0,38.5
245,701.0,13.0
246,701.0,5.4
247,701.0,5.5
248,328.0,47.7
249,297.0,52.9
250,385.0,40.9
251,593.0,23.9
252,701.0,5.2
253,701.0,2.1
254,60.0,95.5
255,701.0,4.7
256,701.0,1.8
257,105.0,85.1
258,627.0,22.2
259,44.0,98.3
260,299.0,52.6
261,701.0,11.9
262,168.0,74.3
263,701.0,14.6
264,291.0,53.3
265,701.0,11.3
266,673.0,19.7
267,590.0,24.1
268,48.0,97.9
269,701.0,5.3
270,701.0,4.6
271,301.0,52.4
272,86.0,90.3
273,163.0,75.5
274,701.0,3.7
275,480.0,33.2
276,701.0,8.9
277,701.0,12.6
278,417.0,37.8
279,427.0,36.9
280,701.0,4.2
281,701.0,3.6
282,582.0,25.1
283,701.0,11.7
284,701.0,3.8
285,85.0,90.4
286,690.0,19.2
287,701.0,13.3
288,701.0,13.4
289,321.0,48.8
290,701.0,11.0
291,701.0,11.0
292,701.0,7.1
293,448.0,35.5
294,701.0,6.5
295,14.0,100.0
296,411.0,38.4
297,701.0,4.5
298,382.0,41.1
299,701.0,14.0
300,242.0,59.0
301,701.0,12.6
302,608.0,23.6
303,701.0,13.8
304,701.0,8.1
305,701.0,5.6
306,363.0,43.2
307,81.0,91.1
308,701.0,4.2
309,701.0,8.9
310,701.0,11.7
311,701.0,5.3
312,701.0,6.4
313,701.0,16.5
314,701.0,8.7
315,701.0,11.4
316,701.0,5.6
317,261.0,56.3
318,10.0,100.0
319,305.0,51.1
320,109.0,84.4
321,701.0,5.3
322,701.0,13.1
323,208.0,65.6
324,64.0,94.6
325,701.0,13.1
326,691.0,19.1
327,701.0,7.8
328,701.0,3.0
329,527.0,29.5
330,701.0,11.8
331,701.0,3.7
332,367.0,42.9
333,661.0,20.2
334,560.0,27.0
335,701.0,4.1
336,66.0,93.9
337,3.0,100.0
338,701.0,15.6
339,455.0,34.9
340,134.0,81.5
341,701.0,7.0
342,701.0,18.1
343,701.0,1.7
344,701.0,18.8
345,701.0,2.4
346,378.0,41.6
347,701.0,5.6
348,701.0,5.3
349,701.0,8.1
350,701.0,6.5
351,523.0,29.7
352,620.0,22.9
353,392.0,40.2
354,701.0,11.7
355,435.0,36.6
356,230.0,61.2
357,701.0,5.2
358,701.0,10.3
359,428.0,36.9
360,701.0,11.8
361,701.0,9.2
362,701.0,5.2
363,607.0,23.6
364,53.0,96.8
365,701.0,4.2
366,227.0,62.1
367,130.0,81.8
368,701.0,17.9
369,701.0,4.9
370,701.0,8.4
371,319.0,49.1
372,701.0,12.6
373,701.0,3.2
374,701.0,12.1
375,395.0,39.9
376,701.0,7.3
377,70.0,93.2
378,701.0,8.6
379,701.0,6.6
380,701.0,6.9
381,682.0,19.5
382,284.0,54.1
383,170.0,73.5
384,461.0,34.7
385,528.0,29.4
386,496.0,31.6
387,241.0,59.0
388,701.0,13.8
389,701.0,6.4
390,701.0,16.2
391,200.0,66.3
392,549.0,27.7
393,701.0,2.0
394,701.0,15.2
395,62.0,94.9
396,185.0,69.9
397,701.0,2.9
398,483.0,32.8
399,676.0,19.6
400,557.0,27.3
401,701.0,7.8
402,701.0,18.2
403,341.0,46.0
404,701.0,16.2
405,133.0,81.5
406,701.0,3.2
407,701.0,6.5
408,701.0,3.9
409,67.0,93.9
410,599.0,23.8
411,432.0,36.6
412,701.0,4.9
413,429.0,36.8
414,701.0,10.7
415,701.0,16.8
416,605.0,23.6
417,440.0,36.1
418,312.0,49.6
419,472.0,33.9
420,597.0,23.8
421,601.0,23.7
422,421.0,37.3
423,701.0,7.2
424,206.0,65.8
425,631.0,22.0
426,404.0,39.4
427,701.0,10.9
428,489.0,32.5
429,482.0,32.9
430,701.0,7.5
431,701.0,14.4
432,333.0,47.0
433,701.0,4.8
434,701.0,6.5
435,617.0,23.0
436,655.0,20.6
437,701.0,5.1
438,499.0,31.5
439,701.0,14.6
440,699.0,18.8
441,701.0,5.1
442,403.0,39.4
443,701.0,10.9
444,334.0,46.8
445,701.0,4.0
446,701.0,14.6
447,413.0,38.2
448,325.0,48.2
449,701.0,17.5
450,166.0,75.1
451,701.0,11.3
452,701.0,9.1
453,558.0,27.1
454,701.0,8.6
455,361.0,43.3
456,701.0,5.5
457,344.0,45.6
458,701.0,5.6
459,204.0,66.0
460,701.0,4.9
461,500.0,31.5
462,127.0,82.2
463,677.0,19.6
464,701.0,6.4
465,443.0,36.0
466,701.0,5.8
467,390.0,40.4
468,550.0,27.6
469,5.0,100.0
470,701.0,9.3
471,701.0,14.3
472,686.0,19.3
473,701.0,15.2
474,83.0,90.5
475,449.0,35.2
476,579.0,25.3
477,701.0,13.4
478,167.0,75.0
479,701.0,12.8
480,171.0,72.9
481,391.0,40.2
482,389.0,40.4
483,701.0,10.0
484,701.0,3.2
485,667.0,19.9
486,450.0,35.1
487,701.0,15.5
488,701.0,17.0
489,563.0,26.6
490,696.0,18.9
491,303.0,52.2
492,701.0,8.3
493,701.0,16.5
494,701.0,11.4
495,701.0,5.5
496,326.0,48.1
497,377.0,41.7
498,129.0,81.8
499,701.0,3.5
500,701.0,11.1
501,701.0,17.8
502,201.0,66.2
503,701.0,6.7
504,701.0,4.8
505,701.0,2.3
506,120.0,82.9
507,122.0,82.9
508,701.0,11.6
509,701.0,4.4
510,504.0,31.3
511,701.0,13.0
512,364.0,43.2
513,701.0,16.1
514,701.0,10.8
515,701.0,2.4
516,701.0,10.7
517,688.0,19.2
518,701.0,13.0
519,223.0,63.4
520,701.0,16.0
521,701.0,8.5
522,701.0,16.4
523,701.0,5.8
524,701.0,8.4
525,29.0,99.7
526,701.0,9.0
527,464.0,34.5
528,701.0,12.9
529,150.0,77.4
530,701.0,10.5
531,701.0,2.9
532,701.0,10.4
533,701.0,11.7
534,654.0,20.6
535,265.0,56.0
536,76.0,92.0
537,425.0,37.1
538,128.0,82.0
539,270.0,55.5
540,323.0,48.7
541,701.0,1.7
542,507.0,30.9
543,701.0,6.2
544,57.0,96.0
545,701.0,9.7
546,624.0,22.5
547,15.0,100.0
548,511.0,30.6
549,149.0,77.6
550,701.0,4.9
551,701.0,10.5
552,701.0,10.8
553,497.0,31.6
554,701.0,7.5
555,701.0,6.3
556,701.0,5.2
557,379.0,41.3
558,701.0,17.7
559,342.0,45.9
560,701.0,5.0
561,474.0,33.7
562,701.0,11.4
563,701.0,10.1
564,701.0,10.0
565,616.0,23.0
566,701.0,8.4
567,26.0,99.8
568,701.0,10.6
569,701.0,6.2
570,487.0,32.6
571,701.0,3.5
572,538.0,28.6
573,701.0,13.6
574,300.0,52.5
575,701.0,4.5
576,457.0,34.8
577,360.0,43.6
578,701.0,6.5
579,380.0,41.2
580,175.0,72.5
581,701.0,3.6
582,539.0,28.4
583,396.0,39.9
584,172.0,72.9
585,313.0,49.6
586,701.0,7.0
587,701.0,2.9
588,27.0,99.8
589,203.0,66.1
590,583.0,25.1
591,701.0,17.2
592,357.0,44.0
593,394.0,39.9
594,71.0,92.9
595,8.0,100.0
596,216.0,64.5
597,701.0,17.6
598,141.0,78.9
599,238.0,59.7
600,701.0,16.4
601,701.0,3.3
602,31.0,99.5
603,701.0,6.1
604,701.0,6.8
605,165.0,75.4
606,415.0,38.0
607,701.0,3.3
608,670.0,19.9
609,701.0,7.4
610,17.0,100.0
611,371.0,42.5
612,226.0,62.3
613,701.0,10.3
614,701.0,3.2
615,701.0,3.8
616,701.0,15.4
617,656.0,20.5
618,701.0,3.2
619,257.0,56.9
620,20.0,99.9
621,701.0,5.3
622,595.0,23.9
623,701.0,8.4
624,25.0,99.8
625,701.0,4.1
626,532.0,29.1
627,72.0,92.5
628,298.0,52.8
629,701.0,4.2
630,701.0,7.6
631,701.0,14.1
632,701.0,10.0
633,469.0,34.1
634,331.0,47.3
635,701.0,4.1
636,701.0,14.1
637,701.0,14.1
638,213.0,64.8
639,263.0,56.2
640,621.0,22.8
641,225.0,63.3
642,218.0,64.2
643,232.0,60.8
644,58.0,95.8
645,188.0,68.9
646,340.0,46.4
647,659.0,20.2
648,451.0,35.1
649,701.0,4.4
650,418.0,37.5
651,701.0,5.1
652,701.0,4.4
653,9.0,100.0
654,701.0,13.0
655,701.0,13.7
656,701.0,2.4
657,177.0,72.1
658,182.0,70.5
659,135.0,81.2
660,701.0,3.5
661,591.0,24.0
662,653.0,20.7
663,701.0,5.2
664,701.0,4.5
665,701.0,5.8
666,701.0,4.3
667,701.0,6.1
668,701.0,5.4
669,638.0,21.4
670,198.0,66.5
671,701.0,4.7
672,701.0,7.6
673,701.0,4.9
674,592.0,24.0
675,701.0,2.3
676,701.0,17.6
677,701.0,9.4
678,701.0,15.5
679,701.0,12.2
680,322.0,48.8
681,162.0,75.8
682,701.0,12.2
683,287.0,53.8
684,701.0,16.2
685,412.0,38.3
686,701.0,3.0
687,701.0,10.9
688,701.0,6.2
689,269.0,55.7
690,18.0,100.0
691,447.0,35.5
692,463.0,34.6
693,684.0,19.3
694,136.0,81.0
695,701.0,8.1
696,466.0,34.3
697,701.0,9.9
698,701.0,12.2
699,78.0,91.5
700,506.0,31.2
701,701.0,7.7
702,289.0,53.6
703,445.0,35.6
704,701.0,10.4
705,701.0,2.4
706,63.0,94.7
707,228.0,61.6
708,219.0,64.0
709,477.0,33.4
710,701.0,3.5
711,701.0,18.2
712,701.0,7.5
713,74.0,92.2
714,458.0,34.7
715,701.0,14.3
716,701.0,18.7
717,701.0,4.0
718,564.0,26.4
719,701.0,2.2
720,345.0,45.6
721,249.0,57.8
722,701.0,6.0
723,420.0,37.3
724,701.0,5.1
725,374.0,42.0
726,701.0,9.3
727,100.0,86.2
728,701.0,11.1
729,397.0,39.8
730,701.0,15.7
731,43.0,98.4
732,701.0,9.1
733,701.0,15.5
734,701.0,12.8
735,604.0,23.6
736,393.0,39.9
737,701.0,14.2
738,701.0,4.4
739,414.0,38.1
740,701.0,6.5
741,160.0,75.9
742,56.0,96.1
743,184.0,70.0
744,65.0,94.0
745,51.0,97.3
746,701.0,14.7
747,701.0,12.7
748,295.0,53.0
749,701.0,11.2
750,89.0,88.8
751,576.0,25.6
752,424.0,37.2
753,473.0,33.7
754,256.0,56.9
755,701.0,8.7
756,701.0,1.6
757,701.0,6.8
758,701.0,9.0
759,701.0,8.2
760,370.0,42.8
761,602.0,23.7
762,446.0,35.6
763,121.0,82.9
764,439.0,36.1
765,324.0,48.7
766,405.0,39.3
767,623.0,22.7
768,701.0,6.5
769,701.0,5.2
770,701.0,14.4
771,701.0,3.9
772,701.0,7.8
773,35.0,99.0
774,697.0,18.9
775,701.0,9.6
776,701.0,4.7
777,701.0,3.3
778,701.0,15.0
779,588.0,24.9
780,701.0,5.4
781,701.0,12.2
782,701.0,6.9
783,701.0,11.1
784,258.0,56.8
785,320.0,49.0
786,255.0,57.0
787,701.0,1.8
788,568.0,26.0
789,701.0,8.1
790,222.0,63.5
791,669.0,19.9
792,126.0,82.6
793,701.0,5.6
794,687.0,19.3
795,701.0,6.8
796,292.0,53.2
797,626.0,22.2
798,701.0,5.3
799,666.0,20.0
800,318.0,49.1
801,215.0,64.6
802,19.0,100.0
803,701.0,2.8
804,701.0,4.8
805,701.0,4.5
806,685.0,19.3
807,698.0,18.9
808,701.0,9.7
809,517.0,30.4
810,422.0,37.3
811,701.0,4.9
812,332.0,47.0
813,701.0,3.8
814,701.0,13.0
815,701.0,6.4
816,372.0,42.4
817,701.0,11.0
818,32.0,99.4
819,87.0,89.9
820,612.0,23.2
821,701.0,15.3
822,575.0,25.6
823,434.0,36.6
824,531.0,29.1
825,534.0,28.8
826,609.0,23.6
827,701.0,8.6
828,701.0,11.0
829,311.0,49.9
830,701.0,17.4
831,628.0,22.0
832,701.0,4.2
833,7.0,100.0
834,310.0,50.2
835,701.0,8.7
836,111.0,84.3
837,339.0,46.4
838,701.0,2.3
839,293.0,53.2
840,41.0,98.5
841,701.0,10.3
842,187.0,69.2
843,202.0,66.2
844,180.0,71.3
845,701.0,6.1
846,701.0,14.6
847,55.0,96.2
848,244.0,58.8
849,701.0,2.4
850,645.0,21.0
851,701.0,8.2
852,613.0,23.2
853,701.0,5.3
854,701.0,9.4
855,701.0,13.2
856,701.0,5.2
857,701.0,4.4
858,498.0,31.5
859,701.0,4.8
860,36.0,99.0
861,488.0,32.6
862,701.0,10.7
863,13.0,100.0
864,143.0,78.8
865,701.0,3.8
866,147.0,77.7
867,140.0,79.4
868,229.0,61.3
869,401.0,39.7
870,701.0,1.2
871,173.0,72.9
872,701.0,14.5
873,652.0,20.7
874,24.0,99.9
875,701.0,17.1
876,700.0,18.8
877,643.0,21.1
878,306.0,51.1
879,354.0,44.4
880,644.0,21.1
881,701.0,7.9
882,453.0,35.0
883,701.0,15.8
884,701.0,6.8
885,701.0,4.8
886,701.0,1.5
887,355.0,44.3
888,701.0,6.7
889,701.0,1.6
890,701.0,17.5
891,343.0,45.7
892,701.0,13.0
893,701.0,14.0
894,701.0,5.1
895,553.0,27.6
896,701.0,11.4
897,701.0,7.9
898,701.0,1.6
899,701.0,5.5
900,151.0,77.4
901,156.0,76.6
902,701.0,17.2
903,309.0,50.4
904,701.0,9.3
905,349.0,45.3
906,701.0,11.6
907,209.0,65.4
908,186.0,69.5
909,283.0,54.2
910,701.0,5.4
911,268.0,55.8
912,701.0,13.9
913,701.0,4.8
914,491.0,32.4
915,701.0,11.9
916,701.0,1.1
917,701.0,7.8
918,90.0,88.5
919,701.0,7.0
920,701.0,3.0
921,701.0,3.4
922,39.0,98.9
923,701.0,2.4
924,174.0,72.6
925,701.0,12.4
926,701.0,13.0
927,317.0,49.1
928,92.0,88.1
929,275.0,55.2
930,701.0,9.0
931,641.0,21.2
932,701.0,12.9
933,701.0,6.2
934,335.0,46.7
935,701.0,4.5
936,373.0,42.4
937,148.0,77.6
938,452.0,35.1
939,701.0,3.1
940,516.0,30.4
941,701.0,11.4
942,398.0,39.8
943,22.0,99.9
944,416.0,38.0
945,701.0,4.5
946,701.0,10.5
947,701.0,15.3
948,541.0,28.3
949,93.0,88.1
950,161.0,75.8
951,701.0,6.7
952,701.0,5.3
953,548.0,27.8
954,348.0,45.3
955,701.0,7.8
956,701.0,16.8
957,701.0,8.9
958,701.0,14.9
959,701.0,4.9
960,701.0,4.6
961,94.0,88.0
962,701.0,17.6
963,262.0,56.2
964,536.0,28.7
965,693.0,19.1
966,701.0,6.8
967,197.0,67.1
968,282.0,54.4
969,280.0,54.6
970,701.0,5.3
971,701.0,7.5
972,356.0,44.1
973,137.0,81.0
974,543.0,28.2
975,181.0,71.0
976,701.0,8.0
977,701.0,14.0
978,701.0,7.6
979,701.0,5.5
980,577.0,25.6
981,701.0,2.6
982,68.0,93.7
983,16.0,100.0
984,101.0,85.9
985,701.0,18.6
986,701.0,5.8
987,40.0,98.8
988,701.0,14.9
989,701.0,17.4
990,701.0,15.4
991,701.0,12.0
992,701.0,7.3
993,409.0,38.7
994,470.0,34.1
995,701.0,10.8
996,701.0,11.8
997,37.0,99.0
998,308.0,50.9
999,701.0,16.7
1000,701.0,5.9
1001,701.0,16.3
1002,552.0,27.6
1003,701.0,6.3
1004,701.0,2.3
1005,701.0,11.3
1006,388.0,40.4
1007,358.0,43.9
1008,694.0,19.0
1009,701.0,5.7
1010,115.0,83.8
1011,701.0,7.9
1012,146.0,77.8
1013,701.0,4.5
1014,701.0,11.6
1015,701.0,15.7
1016,701.0,14.7
1017,211.0,65.1
1018,246.0,58.0
1019,680.0,19.5
1020,169.0,73.5
1021,566.0,26.3
1022,509.0,30.8
1023,701.0,6.7
1024,73.0,92.4
1025,701.0,2.9
1026,158.0,76.0
1027,490.0,32.5
1028,701.0,4.4
1029,701.0,10.9
1030,701.0,2.6
1031,701.0,1.5
1032,437.0,36.3
1033,701.0,4.3
1034,701.0,11.0
1035,267.0,55.9
1036,338.0,46.4
1037,266.0,56.0
1038,438.0,36.3
1039,701.0,7.8
1040,38.0,98.9
1041,701.0,16.9
1042,145.0,77.8
1043,352.0,44.6
1044,701.0,4.8
1045,701.0,2.8
1046,701.0,15.2
1047,524.0,29.6
1048,132.0,81.7
1049,95.0,87.5
1050,235.0,60.2
1051,701.0,16.3
1052,441.0,36.1
1053,701.0,10.6
1054,462.0,34.7
1055,375.0,41.9
1056,701.0,12.3
1057,8.0,100.0
1058,260.0,56.5
1059,103.0,85.7
1060,144.0,78.3
1061,701.0,2.8
1062,692.0,19.1
1063,272.0,55.3
1064,701.0,4.0
1065,217.0,64.5
1066,701.0,9.4
1067,619.0,22.9
1068,254.0,57.3
1069,701.0,14.1
1070,701.0,7.7
1071,701.0,6.8
1072,701.0,13.2
1073,701.0,1.6
1074,365.0,43.1
1075,701.0,13.0
1076,113.0,84.2
1077,285.0,53.9
1078,567.0,26.2
1079,701.0,4.5
1080,205.0,65.9
1081,336.0,46.7
1082,124.0,82.8
1083,259.0,56.7
1084,701.0,10.0
1085,701.0,11.3
1086,701.0,11.9
1087,701.0,9.7
1088,277.0,54.9
1089,288.0,53.8
1090,625.0,22.4
1091,179.0,71.3
1092,574.0,25.7
1093,701.0,7.8
1094,701.0,14.4
1095,196.0,67.4
1096,701.0,12.0
1097,701.0,6.1
1098,88.0,89.9
1099,108.0,84.5
1100,573.0,25.8
1101,701.0,4.0
1102,276.0,55.1
1103,701.0,9.2
1104,701.0,15.4
1105,701.0,3.8
1106,701.0,4.6
1107,234.0,60.6
1108,368.0,42.8
1109,252.0,57.6
1110,701.0,4.6
1111,104.0,85.3
1112,701.0,1.6
1113,701.0,5.7
1114,701.0,14.3
1115,701.0,5.5
1116,701.0,10.5
1117,49.0,97.7
1118,273.0,55.2
1119,210.0,65.1
1120,701.0,6.2
1121,701.0,2.2
1122,610.0,23.4
1123,80.0,91.2
1124,346.0,45.5
1125,701.0,6.1
1126,701.0,7.0
1127,430.0,36.8
1128,484.0,32.7
1129,96.0,87.5
1130,679.0,19.6
1131,701.0,13.1
1132,492.0,32.2
1133,525.0,29.6
1134,648.0,21.0
1135,701.0,4.3
1136,11.0,100.0
1137,189.0,68.8
1138,510.0,30.6
1139,138.0,80.2
1140,701.0,7.6
1141,701.0,8.3
1142,327.0,47.8
1143,117.0,83.5
1144,701.0,8.9
1145,701.0,4.9
1146,701.0,5.9
1147,701.0,7.3
