university_id,employment outcomes rank,employment outcomes score
426,687.0,12.6
427,701.0,6.6
428,701.0,5.5
429,257.0,30.2
430,539.0,15.5
431,701.0,11.9
432,441.0,18.9
433,701.0,5.5
434,701.0,10.5
435,701.0,6.5
436,617.0,13.8
437,102.0,59.8
438,701.0,8.4
439,251.0,30.6
440,701.0,5.9
441,701.0,5.1
442,701.0,8.1
443,701.0,6.2
444,664.0,13.0
445,666.0,12.9
446,701.0,8.0
447,147.0,47.4
448,374.0,22.1
449,368.0,22.5
450,197.0,37.2
451,153.0,45.5
452,149.0,47.0
453,469.0,17.7
454,701.0,8.4
455,182.0,39.5
456,701.0,3.9
457,136.0,49.5
458,345.0,24.2
459,701.0,9.9
460,701.0,7.8
461,569.0,14.7
462,29.0,94.3
463,701.0,8.5
464,701.0,10.2
465,187.0,38.7
466,701.0,10.5
467,426.0,19.7
468,701.0,5.0
469,225.0,34.2
470,701.0,9.0
471,320.0,25.7
472,199.0,37.0
473,701.0,9.9
474,701.0,9.6
475,701.0,6.6
476,701.0,4.5
477,701.0,3.8
478,701.0,10.4
479,302.0,27.0
480,142.0,47.9
481,39.0,88.9
482,701.0,9.7
483,701.0,8.8
484,701.0,6.5
485,701.0,6.5
486,701.0,7.8
487,701.0,9.4
488,366.0,22.8
489,317.0,26.0
490,634.0,13.6
491,701.0,9.2
492,529.0,15.8
493,460.0,18.2
494,701.0,10.3
495,580.0,14.5
496,465.0,18.0
497,306.0,26.7
498,304.0,26.8
499,701.0,4.7
500,473.0,17.6
501,680.0,12.7
502,108.0,56.9
503,701.0,10.0
504,701.0,9.1
505,701.0,9.8
506,701.0,7.9
507,701.0,11.1
508,701.0,11.6
509,437.0,19.2
510,356.0,23.7
511,632.0,13.6
512,157.0,44.9
513,310.0,26.5
514,701.0,11.9
515,701.0,12.3
516,512.0,16.6
517,36.0,89.7
518,701.0,9.6
519,86.0,65.7
520,385.0,21.6
521,576.0,14.6
522,701.0,9.8
523,701.0,8.6
524,701.0,8.1
525,423.0,19.8
526,260.0,30.1
527,428.0,19.6
528,516.0,16.2
529,552.0,15.3
530,540.0,15.5
531,701.0,7.5
532,602.0,14.1
533,701.0,7.6
534,56.0,76.3
535,557.0,15.1
536,701.0,11.2
537,674.0,12.8
538,701.0,7.9
539,663.0,13.0
540,701.0,8.2
541,683.0,12.7
542,243.0,31.4
543,701.0,8.5
544,534.0,15.7
545,470.0,17.7
546,91.0,63.7
547,10.0,99.9
548,701.0,8.8
549,79.0,68.4
550,505.0,16.8
551,701.0,6.7
552,701.0,7.6
553,242.0,31.5
554,84.0,66.0
555,535.0,15.6
556,688.0,12.6
557,270.0,29.5
558,562.0,14.8
559,701.0,8.5
560,635.0,13.5
561,442.0,18.9
562,701.0,11.5
563,701.0,8.6
564,701.0,11.9
565,701.0,10.4
566,701.0,11.5
567,48.0,82.2
568,623.0,13.7
569,435.0,19.3
570,309.0,26.5
571,701.0,12.2
572,190.0,38.4
573,429.0,19.6
574,483.0,17.3
575,394.0,20.9
576,221.0,34.7
577,451.0,18.5
578,701.0,9.6
579,556.0,15.1
580,245.0,31.0
581,701.0,6.0
582,701.0,12.1
583,685.0,12.7
584,700.0,12.4
585,471.0,17.7
586,701.0,4.7
587,236.0,32.5
588,275.0,28.9
589,347.0,24.1
590,64.0,72.5
591,701.0,8.3
592,701.0,6.0
593,701.0,9.5
594,393.0,21.1
595,3.0,100.0
596,27.0,94.6
597,480.0,17.4
598,124.0,52.0
599,155.0,45.2
600,701.0,7.7
601,701.0,9.9
602,629.0,13.6
603,701.0,10.0
604,112.0,55.9
605,701.0,9.4
606,213.0,35.3
607,701.0,7.7
608,701.0,6.6
609,479.0,17.4
610,144.0,47.6
611,631.0,13.6
612,701.0,8.6
613,433.0,19.3
614,625.0,13.7
615,344.0,24.3
616,701.0,7.7
617,15.0,98.7
618,701.0,6.9
619,77.0,68.5
620,701.0,8.1
621,701.0,10.9
622,406.0,20.6
623,300.0,27.2
624,224.0,34.3
625,701.0,10.8
626,701.0,9.9
627,17.0,98.3
628,235.0,32.5
629,701.0,6.8
630,586.0,14.4
631,701.0,7.9
632,463.0,18.1
633,701.0,5.5
634,181.0,39.6
635,476.0,17.4
636,701.0,9.0
637,701.0,5.1
638,24.0,95.8
639,143.0,47.7
640,670.0,12.8
641,701.0,10.5
642,67.0,71.7
643,701.0,7.9
644,701.0,4.7
645,701.0,6.8
646,621.0,13.8
647,303.0,26.9
648,176.0,41.6
649,125.0,51.7
650,701.0,10.5
651,701.0,10.3
652,701.0,11.2
653,206.0,35.7
654,701.0,11.7
655,701.0,11.1
656,701.0,8.4
657,52.0,79.1
658,701.0,9.6
659,54.0,77.7
660,701.0,6.4
661,701.0,11.0
662,202.0,36.9
663,701.0,7.8
664,609.0,14.0
665,658.0,13.1
666,522.0,16.1
667,605.0,14.1
668,701.0,9.8
669,701.0,11.5
670,194.0,37.7
671,701.0,8.1
672,701.0,7.7
673,701.0,8.5
674,701.0,8.3
675,613.0,13.9
676,701.0,6.8
677,434.0,19.3
678,280.0,28.6
679,648.0,13.2
680,701.0,8.7
681,665.0,12.9
682,701.0,7.4
683,216.0,35.2
684,191.0,38.4
685,701.0,9.3
686,701.0,8.9
687,701.0,9.5
688,701.0,10.8
689,513.0,16.5
690,701.0,12.2
691,701.0,10.4
692,701.0,9.9
693,189.0,38.4
694,701.0,9.8
695,701.0,10.0
696,701.0,10.8
697,701.0,9.2
698,701.0,11.2
699,171.0,42.1
700,445.0,18.8
701,701.0,4.3
702,131.0,50.3
703,349.0,24.1
704,575.0,14.6
705,549.0,15.3
706,118.0,53.2
707,120.0,52.8
708,33.0,92.5
709,288.0,28.0
710,701.0,12.0
711,701.0,4.2
712,701.0,5.1
713,701.0,12.2
714,701.0,7.2
715,701.0,4.5
716,402.0,20.7
717,701.0,6.9
718,511.0,16.6
719,701.0,2.7
720,701.0,7.1
721,701.0,6.9
722,701.0,6.4
723,148.0,47.2
724,701.0,10.6
725,246.0,31.0
726,279.0,28.6
727,701.0,11.4
728,701.0,9.7
729,78.0,68.4
730,697.0,12.5
731,126.0,51.6
732,701.0,8.9
733,701.0,10.4
734,218.0,35.0
735,446.0,18.8
736,241.0,31.7
737,701.0,7.2
738,701.0,7.0
739,701.0,9.6
740,222.0,34.7
741,244.0,31.1
742,232.0,33.1
743,701.0,7.9
744,701.0,4.2
745,358.0,23.6
746,701.0,5.7
747,85.0,65.8
748,560.0,14.9
749,457.0,18.3
750,330.0,25.0
751,701.0,12.2
752,701.0,9.2
753,536.0,15.6
754,701.0,8.2
755,701.0,9.0
756,530.0,15.7
757,701.0,9.5
758,701.0,9.1
759,701.0,8.8
760,152.0,46.0
761,87.0,65.6
762,139.0,48.9
763,14.0,99.5
764,701.0,11.0
765,403.0,20.7
766,458.0,18.3
767,597.0,14.2
768,364.0,23.0
769,701.0,7.9
770,701.0,8.1
771,701.0,4.7
772,554.0,15.2
773,701.0,10.1
774,146.0,47.4
775,95.0,61.0
776,362.0,23.1
777,207.0,35.7
778,701.0,5.7
779,489.0,17.2
780,277.0,28.8
781,177.0,41.6
782,419.0,19.8
783,628.0,13.6
784,559.0,15.0
785,315.0,26.0
786,655.0,13.1
787,89.0,64.1
788,701.0,8.6
789,701.0,8.7
790,41.0,88.3
791,701.0,7.7
792,662.0,13.0
793,186.0,38.8
794,28.0,94.3
795,701.0,8.4
796,701.0,11.9
797,701.0,9.1
798,701.0,8.0
799,701.0,12.2
800,701.0,5.0
801,223.0,34.4
802,98.0,60.1
803,541.0,15.5
804,312.0,26.2
805,584.0,14.4
806,701.0,9.3
807,607.0,14.1
808,130.0,50.4
809,449.0,18.5
810,701.0,8.8
811,701.0,3.9
812,701.0,8.1
813,62.0,72.9
814,507.0,16.8
815,701.0,9.3
816,701.0,8.4
817,701.0,11.8
818,701.0,7.3
819,416.0,20.1
820,701.0,12.4
821,175.0,41.7
822,334.0,24.8
823,290.0,27.9
824,328.0,25.3
825,464.0,18.0
826,129.0,51.0
827,701.0,7.0
828,701.0,8.0
829,477.0,17.4
830,264.0,29.8
831,499.0,17.0
832,238.0,32.2
833,37.0,89.3
834,83.0,66.0
835,701.0,9.8
836,701.0,10.5
837,701.0,11.3
838,701.0,9.1
839,573.0,14.6
840,486.0,17.2
841,167.0,43.2
842,208.0,35.7
843,174.0,41.8
844,184.0,39.0
845,430.0,19.4
846,701.0,11.4
847,701.0,7.3
848,701.0,12.0
849,391.0,21.3
850,295.0,27.5
851,644.0,13.3
852,503.0,16.8
853,527.0,15.9
854,701.0,7.3
855,701.0,9.1
856,701.0,6.4
857,701.0,11.5
858,44.0,87.2
859,701.0,8.2
860,466.0,18.0
861,701.0,7.5
862,523.0,16.0
863,514.0,16.5
864,701.0,10.2
865,701.0,8.4
866,701.0,11.0
867,701.0,9.2
868,61.0,73.1
869,324.0,25.6
870,701.0,6.7
871,212.0,35.3
872,383.0,21.7
873,75.0,69.0
874,5.0,100.0
875,701.0,10.1
876,701.0,12.2
877,701.0,5.1
878,278.0,28.7
879,99.0,60.1
880,316.0,26.0
881,450.0,18.5
882,318.0,26.0
883,701.0,9.6
884,701.0,8.8
885,701.0,5.4
886,701.0,6.4
887,337.0,24.7
888,701.0,11.8
889,701.0,6.9
890,701.0,8.6
891,363.0,23.1
892,701.0,8.1
893,701.0,8.4
894,640.0,13.4
895,239.0,32.0
896,701.0,7.5
897,701.0,8.7
898,376.0,22.0
899,354.0,23.9
900,701.0,9.0
901,701.0,10.9
902,588.0,14.3
903,103.0,58.7
904,610.0,14.0
905,268.0,29.6
906,701.0,9.9
907,571.0,14.7
908,672.0,12.8
909,22.0,96.4
910,593.0,14.2
911,233.0,32.8
912,272.0,29.3
913,701.0,6.1
914,701.0,11.9
915,701.0,11.4
916,90.0,64.0
917,340.0,24.6
918,701.0,4.9
919,701.0,10.3
920,220.0,34.7
921,51.0,79.5
922,19.0,97.7
923,72.0,70.5
924,528.0,15.8
925,322.0,25.6
926,701.0,4.0
927,701.0,10.4
928,701.0,8.7
929,472.0,17.6
930,339.0,24.6
931,133.0,49.9
932,701.0,11.1
933,26.0,94.8
934,140.0,48.5
935,217.0,35.1
936,701.0,9.7
937,701.0,4.3
938,373.0,22.2
939,701.0,11.3
940,500.0,16.9
941,564.0,14.8
942,701.0,7.8
943,420.0,19.8
944,643.0,13.3
945,273.0,29.2
946,566.0,14.8
947,701.0,9.1
948,135.0,49.5
949,701.0,9.2
950,618.0,13.8
951,701.0,9.0
952,701.0,9.4
953,274.0,29.2
954,701.0,8.0
955,701.0,9.6
956,627.0,13.7
957,73.0,70.0
958,661.0,13.0
959,524.0,16.0
960,377.0,22.0
961,55.0,76.3
962,701.0,7.6
963,183.0,39.4
964,701.0,8.8
965,701.0,11.7
966,407.0,20.5
967,358.0,23.6
968,169.0,42.6
969,313.0,26.1
970,68.0,71.5
971,642.0,13.4
972,701.0,11.7
973,71.0,70.6
974,57.0,76.2
975,701.0,10.0
976,63.0,72.5
977,701.0,9.9
978,701.0,11.3
979,538.0,15.5
980,343.0,24.4
981,701.0,5.1
982,701.0,11.2
983,4.0,100.0
984,701.0,8.1
985,392.0,21.3
986,701.0,7.3
987,701.0,7.6
988,701.0,10.8
989,397.0,20.8
990,31.0,93.3
991,701.0,10.9
992,701.0,6.0
993,506.0,16.8
994,615.0,13.8
995,701.0,8.6
996,388.0,21.5
997,701.0,7.2
998,701.0,5.9
999,701.0,8.0
1000,701.0,8.7
1001,701.0,7.8
1002,410.0,20.4
1003,701.0,9.5
1004,570.0,14.7
1005,537.0,15.6
1006,701.0,7.4
1007,250.0,30.7
1008,380.0,21.9
1009,474.0,17.6
1010,701.0,8.2
1011,701.0,10.6
1012,701.0,6.6
1013,701.0,12.0
1014,701.0,9.1
1015,558.0,15.0
1016,490.0,17.2
1017,701.0,8.3
1018,50.0,79.8
1019,701.0,10.5
1020,701.0,6.7
1021,701.0,6.2
1022,123.0,52.1
1023,701.0,6.8
1024,431.0,19.4
1025,650.0,13.2
1026,166.0,43.4
1027,156.0,45.1
1028,378.0,21.9
1029,21.0,96.7
1030,701.0,10.2
1031,701.0,8.5
1032,701.0,8.6
1033,110.0,56.7
1034,701.0,10.8
1035,701.0,5.3
1036,701.0,12.1
1037,701.0,8.1
1038,348.0,24.1
1039,701.0,8.5
1040,701.0,11.5
1041,701.0,7.0
1042,59.0,74.8
1043,701.0,9.1
1044,701.0,6.9
1045,701.0,5.8
1046,329.0,25.0
1047,701.0,9.5
1048,173.0,41.8
1049,701.0,11.2
1050,701.0,12.0
1051,488.0,17.2
1052,468.0,17.8
1053,267.0,29.8
1054,701.0,7.0
1055,204.0,36.7
1056,456.0,18.3
1057,60.0,74.5
1058,282.0,28.4
1059,547.0,15.4
1060,701.0,7.2
1061,283.0,28.4
1062,74.0,70.0
1063,361.0,23.4
1064,701.0,8.5
1065,168.0,43.1
1066,701.0,7.3
1067,107.0,57.3
1068,40.0,88.5
1069,701.0,12.3
1070,701.0,5.5
1071,307.0,26.6
1072,248.0,30.8
1073,563.0,14.8
1074,701.0,12.4
1075,701.0,12.0
1076,701.0,8.3
1077,701.0,12.0
1078,285.0,28.3
1079,259.0,30.1
1080,262.0,30.0
1081,520.0,16.1
1082,185.0,38.9
1083,478.0,17.4
1084,504.0,16.8
1085,701.0,8.0
1086,701.0,8.9
1087,701.0,8.9
1088,701.0,8.4
1089,66.0,71.9
1090,544.0,15.4
1091,297.0,27.4
1092,390.0,21.4
1093,620.0,13.8
1094,701.0,11.7
1095,701.0,7.9
1096,594.0,14.2
1097,321.0,25.7
1098,58.0,75.2
1099,134.0,49.6
1100,106.0,57.9
1101,121.0,52.7
1102,701.0,7.2
1103,701.0,11.6
1104,701.0,11.3
1105,192.0,38.2
1106,119.0,53.2
1107,701.0,9.5
1108,92.0,63.3
1109,701.0,8.0
1110,101.0,59.8
1111,701.0,5.7
1112,701.0,5.7
1113,701.0,6.9
1114,701.0,4.3
1115,701.0,6.7
1116,611.0,14.0
1117,701.0,8.5
1118,462.0,18.2
1119,289.0,27.9
1120,701.0,12.0
1121,701.0,11.5
1122,561.0,14.9
1123,335.0,24.8
1124,701.0,7.8
1125,263.0,29.9
1126,701.0,4.1
1127,165.0,43.6
1128,701.0,8.4
1129,509.0,16.6
1130,444.0,18.8
1131,649.0,13.2
1132,342.0,24.4
1133,408.0,20.5
1134,590.0,14.3
1135,701.0,7.1
1136,2.0,100.0
1137,701.0,9.4
1138,172.0,41.9
1139,443.0,18.8
1140,701.0,7.8
1141,701.0,11.3
1142,701.0,12.1
1143,336.0,24.8
1144,494.0,17.1
1145,519.0,16.1
1146,646.0,13.3
1147,352.0,24.0
