name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
Indian Institute of Science,185,44.9,263,31.8,486,18.3,317,49.8,2,100,601+,1.4,601+,1.6,n/a,n/a,n/a,n/a,n/a,n/a
King Fahd University of Petroleum & Minerals,186,44.7,304,27.7,434,21.1,142,80.7,256,46.1,23,100,572,18.1,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Teknologi Malaysia,187,44.2,211,39.4,168,51.6,226,64.4,461,27.8,491,27.6,217,63.9,n/a,n/a,n/a,n/a,n/a,n/a
Vanderbilt University,188,44.2,311,26.9,387,24.7,7,100,324,39.7,533,23.5,415,31.5,n/a,n/a,n/a,n/a,n/a,n/a
Université catholique de Louvain (UCLouvain),189,44.1,157,50.2,259,37.2,601+,7.6,126,60.9,183,87.2,356,39.9,n/a,n/a,n/a,n/a,n/a,n/a
Waseda University,190,44.1,126,58.6,36,93.6,497,30.6,601+,7.6,466,31,376,36.7,n/a,n/a,n/a,n/a,n/a,n/a
Keio University,191,44,160,49.5,60,87,244,60.8,601+,9.6,601+,12.2,601+,11.7,n/a,n/a,n/a,n/a,n/a,n/a
Technische Universität Wien,192,44,261,32.3,161,52.7,601+,10.2,53,77.5,237,75.2,135,86,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Delhi (IITD),193,43.9,176,44.3,107,64.5,523,28.4,92,67.8,601+,2.3,601+,1.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Bergen,194,43.4,251,33.6,501+,8.2,155,77.9,297,42.4,182,87.3,601+,8.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Göttingen,195,43.3,162,49,498,17.9,220,65.5,498,24.3,348,49.9,480,25,n/a,n/a,n/a,n/a,n/a,n/a
University of Wollongong,196,43.2,268,31.3,281,34.5,601+,19.2,75,71,159,91.8,136,86,n/a,n/a,n/a,n/a,n/a,n/a
Erasmus University Rotterdam,197,43.1,248,34,109,63.7,474,32.4,247,46.7,219,82.2,241,59,n/a,n/a,n/a,n/a,n/a,n/a
"The University of Newcastle, Australia (UON)",198,43.1,253,33.5,350,27.9,472,32.4,104,64.7,63,99.9,326,44.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Twente,199,43.1,394,20.8,233,40.4,424,36.8,82,69.8,127,96.1,127,86.5,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Autónoma de Madrid,200,42.8,129,57.1,145,55.4,372,42.3,513,23.3,601+,8.8,601+,12,n/a,n/a,n/a,n/a,n/a,n/a
Vrije Universiteit Brussel (VUB),201,42.8,340,24.7,474,18.9,101,87.3,445,29.1,177,88.2,223,62.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Gothenburg,202,42.7,216,38.3,501+,15.7,198,69.2,424,31.4,273,65.5,336,42.7,n/a,n/a,n/a,n/a,n/a,n/a
Dartmouth College,203,42.6,434,19.4,330,29.5,197,69.5,47,79.3,601+,5.5,400,32.7,n/a,n/a,n/a,n/a,n/a,n/a
Western University,204,42.6,281,29.8,110,63.7,601+,7.4,59,76.1,132,95.6,281,51,n/a,n/a,n/a,n/a,n/a,n/a
University of Reading,205,42.3,254,33.4,282,34.3,521,28.6,182,53,147,93.2,130,86.4,n/a,n/a,n/a,n/a,n/a,n/a
Complutense University of Madrid,206,41.9,99,66.4,113,63.5,601+,23.3,601+,14.2,601+,3.2,519,21.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Aberdeen,207,41.8,292,28.7,395,23.6,466,32.8,153,57.4,138,94.8,47,99,n/a,n/a,n/a,n/a,n/a,n/a
Chulalongkorn University,208,41.6,96,67.1,125,60.7,514,29.1,601+,9,601+,14.6,601+,2.6,n/a,n/a,n/a,n/a,n/a,n/a
Queen's University Belfast,209,41.5,286,29,295,33,340,46.3,362,36.6,65,99.8,70,96.5,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, Irvine",210,41.4,177,44.2,501+,14.4,601+,10.7,87,68.7,366,46.6,173,75.7,n/a,n/a,n/a,n/a,n/a,n/a
Khalifa University,211,41.2,501+,11.9,501+,10.2,108,86.4,189,52.6,9,100,300,48.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Notre Dame,212,41.2,285,29.2,188,47.5,208,68.2,300,42.3,479,29.3,542,19.8,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Autònoma de Barcelona,213,40.9,121,59.9,286,33.9,601+,15.2,322,39.9,545,22.2,505,23.1,n/a,n/a,n/a,n/a,n/a,n/a
"Macquarie University (Sydney, Australia)",214,40.8,265,31.6,177,49.6,601+,21.8,279,44.5,115,97.2,62,97.5,n/a,n/a,n/a,n/a,n/a,n/a
Radboud University,215,40.8,264,31.8,501+,16.7,397,40.2,79,70.2,307,59,504,23.2,n/a,n/a,n/a,n/a,n/a,n/a
Università di Padova,216,40.6,124,59.4,270,35.6,601+,11.1,215,49.9,601+,10.9,601+,5.9,n/a,n/a,n/a,n/a,n/a,n/a
Curtin University,217,40.5,260,32.4,211,43.4,601+,16.8,127,60.6,39,100,288,50.2,n/a,n/a,n/a,n/a,n/a,n/a
Queensland University of Technology (QUT),218,40.5,186,43.2,203,45.6,601+,8.7,229,48.5,108,97.8,343,41.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Virginia,219,40.5,225,37.2,218,42.4,239,61.4,341,38.5,601+,8.1,601+,14.3,n/a,n/a,n/a,n/a,n/a,n/a
American University of Beirut (AUB),220,40.4,305,27.7,108,64,248,59.7,601+,16.5,201,84.4,215,64.6,n/a,n/a,n/a,n/a,n/a,n/a
Arizona State University,221,40.4,182,43.4,291,33.4,601+,11.1,150,57.6,266,67.5,315,46.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Cape Town,222,40.4,173,45.1,236,39.7,568,25.3,327,39.6,268,67.1,382,35.8,n/a,n/a,n/a,n/a,n/a,n/a
RMIT University,223,40,220,37.6,130,60.2,601+,9.8,381,35,33,100,89,94.3,n/a,n/a,n/a,n/a,n/a,n/a
Victoria University of Wellington,224,40,164,48.4,306,31.8,601+,12.3,379,35.2,76,99.6,264,54.3,n/a,n/a,n/a,n/a,n/a,n/a
Saint Petersburg State University,225,39.9,201,41.2,333,29.2,124,83.3,601+,7.2,601+,5.9,374,36.8,n/a,n/a,n/a,n/a,n/a,n/a
Loughborough University,226,39.7,273,30.9,104,66.1,508,29.3,390,34.1,204,83.8,185,72.2,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de los Andes,227,39.6,132,55.3,35,94,601+,23.8,601+,7.6,486,28.4,601+,2.5,n/a,n/a,n/a,n/a,n/a,n/a
Novosibirsk State University,228,39.4,290,28.8,432,21.3,68,94.7,592,18.9,601+,9,309,47.2,n/a,n/a,n/a,n/a,n/a,n/a
Universität Hamburg,229,39.4,163,48.7,501+,17.7,557,26.1,250,46.4,380,45,507,22.9,n/a,n/a,n/a,n/a,n/a,n/a
Georgetown University,230,39.3,252,33.5,185,47.7,229,63.2,483,25.8,601+,15.1,308,47.2,n/a,n/a,n/a,n/a,n/a,n/a
Tel Aviv University,231,39.3,245,34.3,326,29.9,601+,6.2,18,94.9,441,33.2,601+,9.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Colorado Boulder,232,39.3,227,36.9,501+,17.6,352,44.5,136,59.7,530,24.1,601+,11,n/a,n/a,n/a,n/a,n/a,n/a
Universidade Estadual de Campinas (Unicamp),233,39.2,108,62.3,329,29.6,601+,16.5,374,35.6,601+,8.8,601+,3.7,n/a,n/a,n/a,n/a,n/a,n/a
Maastricht University,234,38.9,380,21.8,319,30.5,601+,20,102,65,117,97.1,19,100,n/a,n/a,n/a,n/a,n/a,n/a
National Cheng Kung University (NCKU),235,38.9,202,41,122,60.9,434,35.8,380,35,597,17,506,23,n/a,n/a,n/a,n/a,n/a,n/a
Kyung Hee University,236,38.8,326,25.4,250,37.8,96,88.3,597,18.6,601+,16.2,304,47.9,n/a,n/a,n/a,n/a,n/a,n/a
Vrije Universiteit Amsterdam,237,38.8,197,41.7,488,18.3,362,43.1,305,41.9,417,37,494,23.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Galway,238,38.3,351,24.2,356,27.4,169,75.3,601+,15.2,157,91.8,244,58.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Antwerp,239,38.3,374,22.5,501+,13.2,178,73.1,365,36.4,231,77.5,362,39.1,n/a,n/a,n/a,n/a,n/a,n/a
National Chiao Tung University,240,38.2,282,29.7,106,64.9,392,40.7,278,44.5,470,30,518,21.4,n/a,n/a,n/a,n/a,n/a,n/a
Rheinische Friedrich-Wilhelms-Universität Bonn,241,38.2,153,50.6,501+,13.8,357,43.5,548,21.3,384,43.8,495,23.6,n/a,n/a,n/a,n/a,n/a,n/a
Ecole des Ponts ParisTech,242,38.1,501+,8.8,174,49.9,74,93.1,557,20.7,461,31.8,32,99.6,n/a,n/a,n/a,n/a,n/a,n/a
Sciences Po,243,38.1,391,21,334,29.2,93,89.1,601+,6,338,52,43,99.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Leicester,244,38.1,339,24.8,501+,17.3,346,45.6,289,43.3,215,82.7,138,85.4,n/a,n/a,n/a,n/a,n/a,n/a
Qatar University,245,37.9,436,19.3,402,23.3,194,69.7,578,19.4,13,100,81,95.4,n/a,n/a,n/a,n/a,n/a,n/a
Queen's University at Kingston,246,37.8,229,36.5,99,68.8,601+,7.5,235,48.2,255,71,438,28.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Calgary,247,37.8,257,33,262,36.6,539,27.2,311,41.2,212,82.9,252,57.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Sussex,248,37.8,301,28,501+,10.2,601+,20.2,141,58.7,126,96.4,83,95.1,n/a,n/a,n/a,n/a,n/a,n/a
Wuhan University,249,37.8,219,38.2,150,53.7,601+,16.8,177,53.4,356,48.6,601+,8.5,n/a,n/a,n/a,n/a,n/a,n/a
Tomsk State University,250,37.7,382,21.7,501+,15.1,29,99.9,601+,6.1,482,29.1,95,93.4,n/a,n/a,n/a,n/a,n/a,n/a
Universite libre de Bruxelles,251,37.7,256,33,173,50,601+,6.8,262,45.8,184,87.2,115,88.7,n/a,n/a,n/a,n/a,n/a,n/a
Mahidol University,252,37.5,196,41.7,208,44.4,195,69.6,601+,7.8,601+,8.6,601+,5.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Navarra,253,37.5,291,28.8,100,67.8,306,51.3,560,20.4,510,25,200,68.5,n/a,n/a,n/a,n/a,n/a,n/a
Gadjah Mada University,254,37.4,174,44.9,212,43.2,247,59.9,601+,1.7,354,48.7,601+,2.2,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Brunei Darussalam (UBD),255,37.4,459,18.3,501+,10.5,65,95.4,601+,7.9,46,100,218,63.9,n/a,n/a,n/a,n/a,n/a,n/a
Tongji University,256,37.2,244,34.4,501+,8.5,601+,22.4,128,60.6,178,88,440,28.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Illinois at Chicago (UIC),257,37.2,175,44.7,332,29.3,395,40.4,407,32.8,601+,10.3,524,21.1,n/a,n/a,n/a,n/a,n/a,n/a
Rutgers University–New Brunswick,258,37,213,38.9,271,35.5,275,55.1,601+,16.3,516,24.6,340,42.3,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Nacional de Colombia,259,36.9,114,60.8,37,93.2,601+,7,601+,5.6,601+,8.2,601+,1.3,n/a,n/a,n/a,n/a,n/a,n/a
Charles University,260,36.7,183,43.4,253,37.6,329,48.4,601+,11.8,569,19,312,46.9,n/a,n/a,n/a,n/a,n/a,n/a
Harbin Institute of Technology,261,36.7,376,22.4,501+,8.4,319,49.3,45,79.8,601+,9.6,601+,8.7,n/a,n/a,n/a,n/a,n/a,n/a
Tufts University,262,36.7,407,20.2,501+,7.8,166,75.7,269,45.3,444,32.8,381,36,n/a,n/a,n/a,n/a,n/a,n/a
Sun Yat-sen University,263,36.4,234,35.4,290,33.7,262,57.5,420,31.9,601+,9.7,601+,6.3,n/a,n/a,n/a,n/a,n/a,n/a
Hong Kong Baptist University,264,36.3,463,18.2,501+,12.7,405,39.3,216,49.9,97,98.2,76,95.6,n/a,n/a,n/a,n/a,n/a,n/a
Universität Innsbruck,265,36.2,398,20.6,501+,13.8,219,66.1,601+,15.8,85,99.3,36,99.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Tsukuba,266,36.2,240,34.6,501+,17.6,200,68.9,526,22.5,601+,15.5,452,27.3,n/a,n/a,n/a,n/a,n/a,n/a
National Taiwan University of Science and Technology (Taiwan Tech),267,36,337,24.8,349,28,257,58.5,312,40.7,535,23.2,351,40.8,n/a,n/a,n/a,n/a,n/a,n/a
Technical University of Darmstadt,268,36,403,20.3,119,62.2,601+,5.9,77,70.6,334,53.4,199,68.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Surrey,269,36,362,23.4,309,31.6,601+,22.4,259,45.8,118,97.1,80,95.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Canterbury | Te Whare Wānanga o Waitaha,270,35.9,233,35.6,257,37.4,601+,10.7,348,38,77,99.6,234,60.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Massachusetts Amherst,271,35.9,200,41.2,501+,16.1,601+,16.4,162,56.2,431,35.2,470,25.6,n/a,n/a,n/a,n/a,n/a,n/a
Massey University,272,35.8,283,29.3,389,24.5,509,29.3,451,28.8,90,98.7,61,97.6,n/a,n/a,n/a,n/a,n/a,n/a
USI - Università della Svizzera italiana,273,35.6,501+,4.7,501+,5.2,110,86.1,446,29.1,17,100,8,100,n/a,n/a,n/a,n/a,n/a,n/a
The University of Arizona,274,35.6,199,41.3,483,18.5,303,52,516,23.2,515,24.6,601+,15.6,n/a,n/a,n/a,n/a,n/a,n/a
Deakin University.,275,35.5,289,28.9,235,39.8,601+,5.1,227,48.7,116,97.1,148,82.7,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Madras (IITM),276,35.5,246,34.1,172,50.1,486,31.5,205,50.9,601+,2.6,601+,1.5,n/a,n/a,n/a,n/a,n/a,n/a
Graz University of Technology,277,35.5,501+,13.5,501+,9.2,63,96.1,601+,17.3,256,70.6,261,55.7,n/a,n/a,n/a,n/a,n/a,n/a
Université Paris Cité,278,35.5,187,43.1,501+,7.2,601+,20.7,157,56.8,594,17.2,544,19.6,n/a,n/a,n/a,n/a,n/a,n/a
Beijing Normal University,279,35.4,218,38.3,501+,8.8,499,30.4,202,51.3,523,24.4,437,28.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Ottawa,280,35.4,329,25.3,243,38.8,601+,5.7,122,62,135,94.9,245,58.6,n/a,n/a,n/a,n/a,n/a,n/a
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),281,35.3,501+,15.7,351,27.9,50,97.7,601+,13.8,457,32,339,42.4,n/a,n/a,n/a,n/a,n/a,n/a
Bauman Moscow State Technical University,282,35.2,383,21.6,181,48.9,19,100,601+,1.5,601+,11,601+,11.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Cologne,283,35.2,212,39.2,215,42.9,536,27.3,502,23.9,316,57.4,372,37.4,n/a,n/a,n/a,n/a,n/a,n/a
United Arab Emirates University,284,35.1,359,23.5,273,35.3,238,61.6,601+,12.8,11,100,349,40.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Tartu,285,35,327,25.3,501+,15.2,122,83.4,599,18.5,474,29.6,465,26,n/a,n/a,n/a,n/a,n/a,n/a
University College Cork,286,34.9,294,28.6,313,31.3,364,42.8,512,23.4,154,91.9,314,46.4,n/a,n/a,n/a,n/a,n/a,n/a
King Saud University,287,34.8,271,31,501+,11.7,251,59.4,583,19.3,156,91.8,601+,14.2,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Pompeu Fabra (Barcelona),288,34.8,267,31.4,339,28.7,601+,12.7,124,61.4,286,63.6,509,22.6,n/a,n/a,n/a,n/a,n/a,n/a
Université Paris 1 Panthéon-Sorbonne,289,34.8,118,60.1,226,41.3,601+,5.7,601+,3.8,449,32.7,256,56.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Turku,290,34.8,314,26.3,303,32.2,236,62,397,33.6,484,28.8,601+,5.9,n/a,n/a,n/a,n/a,n/a,n/a
Dalhousie University,291,34.6,445,18.8,439,20.5,601+,19.7,137,59.4,53,100,156,81,n/a,n/a,n/a,n/a,n/a,n/a
ENS Paris-Saclay,292,34.6,465,18.1,501+,9.4,89,89.6,503,23.9,432,35.1,383,35.7,n/a,n/a,n/a,n/a,n/a,n/a
Technion - Israel Institute of Technology,293,34.6,310,27,355,27.4,601+,22.4,86,68.7,360,48.2,601+,3.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Miami,294,34.6,352,24.2,368,26.2,293,53.1,253,46.3,601+,8,375,36.7,n/a,n/a,n/a,n/a,n/a,n/a
Gwangju Institute of Science and Technology (GIST),295,34.5,501+,11.7,501+,5.6,399,39.7,4,100,601+,15.8,601+,7.1,n/a,n/a,n/a,n/a,n/a,n/a
North Carolina State University,296,34.5,266,31.5,444,20.2,601+,18.5,152,57.5,278,64.6,483,24.9,n/a,n/a,n/a,n/a,n/a,n/a
University of South Australia,297,34.5,347,24.4,501+,17.2,601+,23.4,209,50.4,52,100,227,61.2,n/a,n/a,n/a,n/a,n/a,n/a
HSE University,298,34.4,317,26.1,298,32.8,71,94,601+,2.2,601+,8.1,588,17,n/a,n/a,n/a,n/a,n/a,n/a
National Yang Ming University,299,34.4,501+,14.8,501+,15.2,27,99.9,435,30.9,601+,5.6,601+,6.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Strathclyde,300,34.3,313,26.4,171,50.2,601+,22.4,456,28.2,144,93.5,181,73.7,n/a,n/a,n/a,n/a,n/a,n/a
Heriot-Watt University,301,34.2,501+,15.7,296,32.9,581,25,230,48.5,57,100,91,94,n/a,n/a,n/a,n/a,n/a,n/a
University of Milan,302,34.2,148,51.9,430,21.4,601+,8,287,43.4,601+,9.6,601+,7.4,n/a,n/a,n/a,n/a,n/a,n/a
Griffith University,303,34.1,288,28.9,405,22.8,601+,12.4,185,52.9,79,99.5,355,40.3,n/a,n/a,n/a,n/a,n/a,n/a
Xi’an Jiaotong University,304,34.1,343,24.7,234,40.3,506,29.7,106,64.4,601+,14.9,601+,7.9,n/a,n/a,n/a,n/a,n/a,n/a
Aalborg University,305,34,469,17.9,264,36.6,388,41.2,211,50.2,267,67.3,449,27.5,n/a,n/a,n/a,n/a,n/a,n/a
Universitas Indonesia,306,34,203,40.9,158,52.9,432,35.9,601+,2.1,175,88.3,601+,3.4,n/a,n/a,n/a,n/a,n/a,n/a
Université Paris-Saclay,306,34,353,24,501+,8.8,206,68.3,447,29,399,41,388,35.3,n/a,n/a,n/a,n/a,n/a,n/a
Universität Mannheim,307,33.7,474,17.8,136,58.1,601+,3.8,36,85,452,32.5,485,24.7,n/a,n/a,n/a,n/a,n/a,n/a
Politecnico di Torino,308,33.5,222,37.5,162,52.7,601+,3.1,193,52.1,601+,4,385,35.6,n/a,n/a,n/a,n/a,n/a,n/a
Royal Holloway University of London,309,33.5,454,18.5,501+,10.9,601+,23.3,183,53,114,97.3,86,94.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Tasmania,310,33.5,424,19.8,501+,8.8,601+,19.1,146,58.1,205,83.6,56,98.1,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Carlos III de Madrid (UC3M),311,33.4,276,30.6,200,46,281,54.2,601+,9.4,397,41.4,408,32.3,n/a,n/a,n/a,n/a,n/a,n/a
Goethe-University Frankfurt am Main,312,33.4,165,48,248,37.9,601+,23.8,601+,18.1,601+,5.2,418,31,n/a,n/a,n/a,n/a,n/a,n/a
Bandung Institute of Technology (ITB),313,33.3,217,38.3,204,45.1,297,52.8,601+,4,422,36.3,601+,1.7,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Kharagpur (IIT-KGP),314,33.2,319,26,240,39.2,601+,21.7,80,70.2,601+,4.9,601+,1.1,n/a,n/a,n/a,n/a,n/a,n/a
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),315,33.2,501+,9.2,501+,13.6,51,97.7,601+,9.1,351,49.6,149,82.7,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),316,33.2,250,33.7,300,32.3,310,50.6,540,21.6,601+,11,459,26.3,n/a,n/a,n/a,n/a,n/a,n/a
Belarusian State University,317,33,441,19.1,268,35.9,52,97.6,601+,1.7,601+,4.6,421,30.4,n/a,n/a,n/a,n/a,n/a,n/a
Friedrich-Alexander-Universität Erlangen-Nürnberg,318,33,373,22.5,501+,17.4,601+,2.7,19,94.6,487,28,498,23.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Dundee,319,32.9,438,19.3,501+,15.4,260,57.6,537,21.7,191,85.8,211,65.4,n/a,n/a,n/a,n/a,n/a,n/a
Indiana University Bloomington,320,32.6,214,38.8,392,24.2,498,30.6,479,26.4,389,42.9,549,19.2,n/a,n/a,n/a,n/a,n/a,n/a
Hiroshima University,321,32.3,372,22.5,501+,13.1,104,87,601+,14,601+,14.1,579,17.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Warsaw,322,32.3,180,43.6,182,48.9,419,37.3,601+,6.7,601+,8.5,601+,10.5,n/a,n/a,n/a,n/a,n/a,n/a
Simon Fraser University,323,32.1,356,23.8,455,19.8,601+,6.2,217,49.8,141,93.8,108,90.2,n/a,n/a,n/a,n/a,n/a,n/a
Southern University of Science and Technology (SUSTech),324,32.1,501+,5.5,501+,1,58,96.7,338,38.6,357,48.4,601+,1.7,n/a,n/a,n/a,n/a,n/a,n/a
Universität Jena,325,32.1,432,19.5,501+,2.4,38,99.6,601+,13.4,n/a,n/a,475,25.4,n/a,n/a,n/a,n/a,n/a,n/a
Jagiellonian University,326,31.9,237,34.9,201,45.9,272,55.4,601+,6.5,601+,4.3,601+,11.3,n/a,n/a,n/a,n/a,n/a,n/a
IE University,326,32,501+,7.6,207,44.6,189,70.7,601+,3.8,168,89.6,5,100,n/a,n/a,n/a,n/a,n/a,n/a
Pontificia Universidad Católica Argentina,327,31.9,493,16.8,213,43.2,42,98.8,601+,1.1,601+,2.5,601+,12.3,n/a,n/a,n/a,n/a,n/a,n/a
RUDN University,328,31.9,501+,14.7,372,26,97,87.9,601+,1.7,601+,11.5,84,95,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Politecnica de Valencia,329,31.9,346,24.5,501+,11.9,150,78.9,601+,18.3,601+,6.1,532,20.5,n/a,n/a,n/a,n/a,n/a,n/a
Virginia Polytechnic Institute and State University,330,31.9,284,29.3,311,31.5,540,27.2,363,36.6,319,56.9,479,25.2,n/a,n/a,n/a,n/a,n/a,n/a
National Taiwan Normal University,331,31.8,272,31,501+,11,203,68.5,601+,10.8,601+,12.8,414,31.6,n/a,n/a,n/a,n/a,n/a,n/a
Ural Federal University - UrFU,332,31.8,395,20.8,501+,13.8,77,92.2,601+,2.4,601+,16.4,334,43.1,n/a,n/a,n/a,n/a,n/a,n/a
Ewha Womans University,333,31.7,381,21.7,445,20.1,143,80.3,601+,14,601+,8.6,422,30.4,n/a,n/a,n/a,n/a,n/a,n/a
Umea University,335,31.7,418,19.9,501+,7.3,145,80,497,24.3,498,27.1,601+,11.5,n/a,n/a,n/a,n/a,n/a,n/a
Universität Stuttgart,336,31.7,335,24.9,193,46.7,601+,5,166,55.7,387,43.2,278,51.5,n/a,n/a,n/a,n/a,n/a,n/a
University of East Anglia (UEA),337,31.7,437,19.3,501+,10.4,591,24.4,161,56.4,257,70.4,229,60.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Hawaiʻi at Mānoa,338,31.7,498,16.6,501+,11.4,276,54.9,271,45.2,320,56.4,580,17.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Jyväskylä,339,31.7,484,17.2,501+,8.5,109,86.3,533,22,421,36.5,601+,5.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Utah,340,31.7,490,17,501+,8.5,204,68.5,318,40.1,442,33,601+,10.1,n/a,n/a,n/a,n/a,n/a,n/a
Yeshiva University,341,31.6,501+,2.8,501+,3.8,54,97,219,49.8,n/a,n/a,601+,10.6,n/a,n/a,n/a,n/a,n/a,n/a
Université Grenoble Alpes,342,31.5,181,43.6,501+,12,601+,11.8,351,37.4,502,26.4,419,30.8,n/a,n/a,n/a,n/a,n/a,n/a
"University of Chemistry and Technology, Prague",343,31.5,501+,6.4,501+,8.1,40,99.4,601+,18.5,531,23.9,219,63.7,n/a,n/a,n/a,n/a,n/a,n/a
"Birkbeck, University of London",344,31.4,501+,13.6,501+,4.2,601+,14.5,114,63.4,107,97.8,58,98,n/a,n/a,n/a,n/a,n/a,n/a
Ulm University,345,31.4,501+,7.9,501+,5.2,130,82.3,344,38.2,381,44.5,490,24.1,n/a,n/a,n/a,n/a,n/a,n/a
SOAS University of London,346,31.1,389,21.3,501+,10.3,440,35.4,546,21.4,41,100,21,100,n/a,n/a,n/a,n/a,n/a,n/a
University at Buffalo SUNY,347,31.1,413,20,501+,11.3,601+,7.3,81,70,217,82.3,333,43.4,n/a,n/a,n/a,n/a,n/a,n/a
American University of Sharjah,348,31,435,19.4,307,31.7,450,34.4,601+,15.2,1,100,6,100,n/a,n/a,n/a,n/a,n/a,n/a
MGIMO University,349,31,501+,11.7,385,24.9,23,100,601+,1.4,601+,15.7,277,51.5,n/a,n/a,n/a,n/a,n/a,n/a
"City, University of London",350,30.9,439,19.3,428,21.4,601+,10,267,45.5,137,94.8,34,99.6,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Kanpur (IITK),351,30.9,287,29,276,35,601+,17.4,132,60.1,601+,1.5,601+,1.2,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Teknologi Brunei,352,30.9,501+,11.5,501+,9.1,79,91.5,601+,7.8,84,99.3,601+,7.6,n/a,n/a,n/a,n/a,n/a,n/a
George Washington University,353,30.8,308,27.2,365,26.2,485,31.6,398,33.6,420,36.6,329,44.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Southern Denmark (SDU),354,30.8,430,19.6,442,20.3,429,36.1,320,39.9,192,85.4,458,26.4,n/a,n/a,n/a,n/a,n/a,n/a
National University of Sciences And Technology (NUST) Islamabad,355,30.5,489,17,148,54.1,156,77.8,601+,10.6,601+,3.3,601+,5,n/a,n/a,n/a,n/a,n/a,n/a
University of Münster,356,30.3,236,35,338,28.7,413,38.1,589,19.1,480,29.3,601+,7.8,n/a,n/a,n/a,n/a,n/a,n/a
L.N. Gumilyov Eurasian National University (ENU),357,30.2,470,17.9,501+,16.1,57,96.9,601+,1.5,507,25.3,601+,6.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Lisbon,358,30.2,215,38.6,426,21.5,601+,12.9,345,38.1,601+,7.3,366,37.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Porto,359,30.2,226,37,411,22.5,601+,14.1,274,44.8,601+,5.3,570,18.1,n/a,n/a,n/a,n/a,n/a,n/a
ITMO University,360,30.1,501+,11.9,501+,16.1,80,91.2,601+,7.7,512,24.9,285,50.7,n/a,n/a,n/a,n/a,n/a,n/a
Norwegian University of Science And Technology,361,30.1,274,30.9,408,22.6,522,28.6,473,26.8,245,72.7,601+,10.8,n/a,n/a,n/a,n/a,n/a,n/a
Johannes Kepler University Linz,362,30,501+,11.3,436,21,214,66.9,501,23.9,230,77.7,503,23.3,n/a,n/a,n/a,n/a,n/a,n/a
