university_id,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
53,59,70.1,78.0,74.1,65.0,84.6,132.0,82.1,241.0,47.7,262.0,68.7,327.0,44.5,,,,,,
54,695,,,,,,,,395.0,33.7,,,488.0,24.2,,,,,,
55,1120,,,,,,,,,,,,,,,,,,,
56,663,,,,,,,,261.0,45.8,,,,,,,,,,
57,1002,,,,,,589.0,24.6,,,,,,,,,,,,
58,105,56.9,185.0,43.3,501.0,15.5,33.0,99.8,179.0,53.3,225.0,80.0,225.0,61.8,,,,,,
59,296,34.5,266.0,31.5,444.0,20.2,601.0,18.5,152.0,57.5,278.0,64.6,483.0,24.9,,,,,,
60,587,,357.0,23.7,241.0,39.2,,,,,,,,,,,,,,
61,734,,,,114.0,63.2,,,,,407.0,39.8,,,,,,,,
62,965,,,,261.0,36.6,,,,,,,,,,,,,,
63,438,26.2,501.0,15.8,501.0,5.1,601.0,5.9,63.0,75.4,364.0,47.4,601.0,11.1,,,,,,
64,148,50.8,139.0,54.1,91.0,75.0,313.0,50.3,457.0,28.2,410.0,38.2,179.0,74.4,,,,,,
65,772,,,,386.0,24.8,,,,,335.0,52.4,293.0,49.1,,,,,,
66,1064,,,,,,,,,,,,,,,,,,,
67,869,,,,,,531.0,27.5,,,,,,,,,,,,
68,255,37.4,459.0,18.3,501.0,10.5,65.0,95.4,601.0,7.9,46.0,100.0,218.0,63.9,,,,,,
69,482,24.8,501.0,10.2,501.0,5.3,177.0,73.5,561.0,20.4,601.0,16.2,601.0,9.0,,,,,,
70,843,,,,,,,,,,119.0,97.0,20.0,100.0,,,,,,
71,845,,,,,,282.0,53.8,,,,,,,,,,,,
72,247,37.8,257.0,33.0,262.0,36.6,539.0,27.2,311.0,41.2,212.0,82.9,252.0,57.1,,,,,,
73,934,,,,,,577.0,25.2,,,,,,,,,,,,
74,606,,280.0,30.0,374.0,25.9,,,,,,,,,,,,,,
75,728,,,,,,255.0,58.6,,,,,286.0,50.7,,,,,,
76,205,42.3,254.0,33.4,282.0,34.3,521.0,28.6,182.0,53.0,147.0,93.2,130.0,86.4,,,,,,
77,209,41.5,286.0,29.0,295.0,33.0,340.0,46.3,362.0,36.6,65.0,99.8,70.0,96.5,,,,,,
78,595,,,,,,235.0,62.0,,,475.0,29.5,567.0,18.4,,,,,,
79,678,,,,,,,,206.0,50.8,,,,,,,,,,
80,690,,,,,,,,292.0,43.1,,,543.0,19.6,,,,,,
81,1078,,,,,,,,,,,,,,,,,,,
82,616,,,,,,,,49.0,78.3,,,,,,,,,,
83,384,28.7,309.0,27.1,140.0,57.0,601.0,14.1,601.0,13.1,281.0,64.4,205.0,65.9,,,,,,
84,643,,,,,,,,504.0,23.9,369.0,46.3,164.0,79.4,,,,,,
85,242,38.1,501.0,8.8,174.0,49.9,74.0,93.1,557.0,20.7,461.0,31.8,32.0,99.6,,,,,,
86,480,24.8,501.0,9.3,501.0,3.2,601.0,6.5,76.0,70.7,228.0,78.7,472.0,25.5,,,,,,
87,215,40.8,264.0,31.8,501.0,16.7,397.0,40.2,79.0,70.2,307.0,59.0,504.0,23.2,,,,,,
88,268,36.0,403.0,20.3,119.0,62.2,601.0,5.9,77.0,70.6,334.0,53.4,199.0,68.7,,,,,,
89,351,30.9,287.0,29.0,276.0,35.0,601.0,17.4,132.0,60.1,601.0,1.5,601.0,1.2,,,,,,
90,47,74.4,63.0,82.5,48.0,90.9,245.0,60.4,64.0,75.4,282.0,64.0,423.0,30.2,,,,,,
91,613,,,,,,489.0,31.0,174.0,54.1,,,,,,,,,,
92,116,54.8,206.0,40.0,417.0,22.2,56.0,96.9,180.0,53.1,378.0,45.5,162.0,79.8,,,,,,
93,743,,,,497.0,18.0,580.0,25.1,571.0,19.7,306.0,59.1,,,,,,,,
94,860,,,,,,546.0,26.7,,,,,,,,,,,,
95,150,50.3,90.0,69.2,217.0,42.7,592.0,24.3,595.0,18.7,99.0,98.1,107.0,90.3,,,,,,
96,892,,,,,,358.0,43.4,,,,,521.0,21.2,,,,,,
97,972,,,,,,468.0,32.7,,,,,,,,,,,,
98,46,74.5,46.0,89.0,80.0,78.2,600.0,23.8,46.0,79.6,30.0,100.0,27.0,99.9,,,,,,
99,835,,,,,,,,,,,,428.0,29.7,,,,,,
100,511,,239.0,34.7,249.0,37.8,,,582.0,19.3,,,,,,,,,,
101,1154,,,,,,,,,,,,,,,,,,,
102,603,,,,263.0,36.6,396.0,40.2,,,,,,,,,,,,
103,195,43.3,162.0,49.0,498.0,17.9,220.0,65.5,498.0,24.3,348.0,49.9,480.0,25.0,,,,,,
104,346,31.1,389.0,21.3,501.0,10.3,440.0,35.4,546.0,21.4,41.0,100.0,21.0,100.0,,,,,,
105,24,83.2,7.0,100.0,12.0,99.6,76.0,92.3,120.0,62.5,601.0,10.7,464.0,26.1,,,,,,
106,266,36.2,240.0,34.6,501.0,17.6,200.0,68.9,526.0,22.5,601.0,15.5,452.0,27.3,,,,,,
107,976,,,,,,456.0,34.1,,,,,,,,,,,,
108,865,,,,,,325.0,48.6,,,,,,,,,,,,
109,1136,,,,,,,,,,,,,,,,,,,
110,745,,,,378.0,25.7,,,477.0,26.5,,,,,,,,,,
111,1085,,,,,,,,,,343.0,50.2,,,,,,,,
112,894,,,,,,,,,,481.0,29.2,469.0,25.7,,,,,,
113,1114,,,,480.0,18.6,,,,,,,,,,,,,,
114,1054,,,,,,555.0,26.2,,,,,,,,,,,,
115,386,28.7,501.0,15.9,501.0,14.7,159.0,76.5,601.0,16.0,448.0,32.7,601.0,11.8,,,,,,
116,578,,325.0,25.5,219.0,42.3,511.0,29.2,,,,,,,,,,,,
117,805,,494.0,16.8,456.0,19.7,,,,,578.0,18.3,,,,,,,,
118,1124,,,,,,,,,,,,,,,,,,,
119,757,,,,,,,,282.0,44.0,,,,,,,,,,
120,236,38.8,326.0,25.4,250.0,37.8,96.0,88.3,597.0,18.6,601.0,16.2,304.0,47.9,,,,,,
121,1121,,,,,,527.0,27.9,,,,,,,,,,,,
122,1040,,,,,,,,,,,,,,,,,,,
123,300,34.3,313.0,26.4,171.0,50.2,601.0,22.4,456.0,28.2,144.0,93.5,181.0,73.7,,,,,,
124,311,33.4,276.0,30.6,200.0,46.0,281.0,54.2,601.0,9.4,397.0,41.4,408.0,32.3,,,,,,
125,730,,,,,,,,417.0,32.1,390.0,42.7,78.0,95.5,,,,,,
126,196,43.2,268.0,31.3,281.0,34.5,601.0,19.2,75.0,71.0,159.0,91.8,136.0,86.0,,,,,,
127,122,53.8,127.0,58.1,146.0,55.1,454.0,34.1,129.0,60.5,459.0,32.0,142.0,84.3,,,,,,
128,700,,,,,,,,,,227.0,79.3,25.0,100.0,,,,,,
129,160,48.2,69.0,79.6,197.0,46.4,601.0,4.7,254.0,46.3,601.0,12.1,601.0,11.9,,,,,,
130,593,,,,,,285.0,53.5,,,,,,,,,,,,
131,350,30.9,439.0,19.3,428.0,21.4,601.0,10.0,267.0,45.5,137.0,94.8,34.0,99.6,,,,,,
132,433,26.4,228.0,36.6,117.0,62.7,601.0,23.4,601.0,1.9,601.0,4.6,601.0,1.7,,,,,,
133,218,40.5,186.0,43.2,203.0,45.6,601.0,8.7,229.0,48.5,108.0,97.8,343.0,41.8,,,,,,
134,963,,,,310.0,31.5,,,,,,,,,,,,,,
135,1158,,,,,,,,,,,,,,,,,,,
136,777,,,,,,,,,,8.0,100.0,522.0,21.1,,,,,,
137,129,53.4,154.0,50.6,348.0,28.1,231.0,62.6,290.0,43.2,153.0,92.0,129.0,86.5,,,,,,
138,193,43.9,176.0,44.3,107.0,64.5,523.0,28.4,92.0,67.8,601.0,2.3,601.0,1.5,,,,,,
139,77,64.6,188.0,43.0,147.0,54.6,28.0,99.9,11.0,98.7,436.0,33.8,601.0,3.0,,,,,,
140,1009,,,,,,,,,,476.0,29.4,,,,,,,,
141,902,,,,,,,,,,,,,,,,,,,
142,66,67.5,39.0,91.8,59.0,87.5,408.0,38.7,169.0,54.8,568.0,19.1,363.0,38.7,,,,,,
143,317,33.0,441.0,19.1,268.0,35.9,52.0,97.6,601.0,1.7,601.0,4.6,421.0,30.4,,,,,,
144,471,25.1,501.0,7.0,501.0,15.4,601.0,20.4,107.0,64.3,362.0,47.6,471.0,25.5,,,,,,
145,637,,377.0,22.2,,,,,370.0,36.2,,,,,,,,,,
146,799,,,,499.0,17.9,,,367.0,36.3,,,,,,,,,,
147,478,24.8,501.0,14.7,287.0,33.8,601.0,4.2,439.0,30.3,226.0,79.6,104.0,91.2,,,,,,
148,802,,,,,,,,160.0,56.6,,,330.0,44.0,,,,,,
149,870,,,,,,307.0,51.1,,,,,,,,,,,,
150,96,60.3,170.0,46.0,121.0,61.1,210.0,67.6,131.0,60.2,93.0,98.4,28.0,99.8,,,,,,
151,472,25.1,501.0,13.5,501.0,5.0,117.0,84.1,601.0,8.1,,,601.0,11.5,,,,,,
152,110,55.8,109.0,62.0,153.0,53.4,371.0,42.4,173.0,54.3,467.0,30.9,120.0,88.0,,,,,,
153,729,,,,,,385.0,41.3,,,,,446.0,27.6,,,,,,
154,203,42.6,434.0,19.4,330.0,29.5,197.0,69.5,47.0,79.3,601.0,5.5,400.0,32.7,,,,,,
155,376,29.1,428.0,19.6,501.0,16.1,601.0,10.7,309.0,41.4,120.0,96.8,139.0,85.3,,,,,,
156,733,,,,,,,,554.0,20.8,,,,,,,,,,
157,260,36.7,183.0,43.4,253.0,37.6,329.0,48.4,601.0,11.8,569.0,19.0,312.0,46.9,,,,,,
158,919,,,,449.0,19.9,,,,,583.0,18.0,,,,,,,,
159,542,,,,216.0,42.9,,,,,249.0,72.2,29.0,99.6,,,,,,
160,633,,,,,,,,225.0,48.8,,,,,,,,,,
161,52,73.3,73.0,75.5,20.0,97.5,20.0,100.0,421.0,31.6,280.0,64.5,202.0,68.4,,,,,,
162,759,,,,,,,,340.0,38.5,483.0,29.0,,,,,,,,
163,380,28.8,150.0,51.3,443.0,20.2,601.0,16.0,601.0,12.7,601.0,5.9,601.0,1.9,,,,,,
164,570,,367.0,22.7,277.0,34.8,,,489.0,25.4,372.0,46.0,,,,,,,,
165,448,25.8,466.0,18.1,501.0,4.3,601.0,14.3,69.0,73.7,601.0,4.0,601.0,3.6,,,,,,
166,514,,,,441.0,20.3,,,462.0,27.8,36.0,100.0,260.0,55.7,,,,,,
167,655,,,,472.0,18.9,427.0,36.2,,,,,561.0,18.7,,,,,,
168,1079,,,,,,,,,,,,,,,,,,,
169,1100,,,,,,,,,,,,,,,,,,,
170,966,,,,,,583.0,24.9,,,,,,,,,,,,
171,753,,,,,,,,385.0,34.8,526.0,24.2,298.0,48.7,,,,,,
172,767,,,,,,495.0,30.7,,,213.0,82.9,540.0,19.9,,,,,,
173,1099,,,,,,,,,,,,,,,,,,,
174,1153,,,,,,,,,,,,,,,,,,,
175,635,,364.0,23.1,231.0,40.8,,,,,,,,,,,,,,
176,548,,412.0,20.1,,,,,465.0,27.5,406.0,39.9,529.0,20.5,,,,,,
177,75,65.8,100.0,66.3,229.0,40.8,153.0,78.0,204.0,51.0,45.0,100.0,159.0,80.2,,,,,,
178,559,,,,347.0,28.1,381.0,41.5,,,311.0,58.1,342.0,41.8,,,,,,
179,525,,,,429.0,21.4,425.0,36.8,566.0,19.9,359.0,48.3,,,,,,,,
180,620,,,,,,291.0,53.2,,,21.0,100.0,,,,,,,,
181,692,,366.0,22.7,179.0,49.3,,,,,,,,,,,,,,
182,601,,404.0,20.3,419.0,22.1,,,284.0,43.6,,,,,,,,,,
183,684,,279.0,30.0,,,,,,,,,,,,,,,,
184,944,,,,,,,,,,,,516.0,21.6,,,,,,
185,1034,,,,,,,,,,,,583.0,17.5,,,,,,
186,1088,,,,,,,,,,,,,,,,,,,
187,270,35.9,233.0,35.6,257.0,37.4,601.0,10.7,348.0,38.0,77.0,99.6,234.0,60.2,,,,,,
188,849,,,,,,,,387.0,34.7,573.0,18.7,,,,,,,,
189,768,,,,,,,,,,261.0,68.9,99.0,92.4,,,,,,
190,778,,,,,,598.0,23.9,437.0,30.6,,,484.0,24.9,,,,,,
191,807,,,,,,542.0,27.1,,,,,,,,,,,,
192,674,,,,,,,,403.0,33.3,587.0,17.9,457.0,26.5,,,,,,
193,714,,,,,,,,518.0,23.0,398.0,41.3,,,,,,,,
194,961,,,,,,,,,,465.0,31.2,306.0,47.7,,,,,,
195,907,,444.0,18.9,192.0,46.8,,,,,,,,,,,,,,
196,49,73.9,72.0,75.8,11.0,99.6,376.0,41.9,68.0,74.0,28.0,100.0,7.0,100.0,,,,,,
197,126,53.7,101.0,66.3,352.0,27.7,365.0,42.8,190.0,52.5,270.0,66.3,387.0,35.3,,,,,,
198,1057,,,,,,599.0,23.9,,,,,,,,,,,,
199,421,27.1,501.0,11.4,501.0,4.6,55.0,96.9,601.0,10.8,601.0,6.2,601.0,1.7,,,,,,
200,932,,,,,,,,600.0,18.5,,,,,,,,,,
201,164,47.2,208.0,39.7,129.0,60.3,368.0,42.6,316.0,40.2,165.0,90.6,163.0,79.4,,,,,,
202,8,93.6,21.0,98.5,9.0,99.8,30.0,99.9,88.0,68.6,47.0,100.0,14.0,100.0,,,,,,
203,890,,,,,,390.0,41.1,,,,,,,,,,,,
204,669,,,,,,209.0,67.9,,,,,,,,,,,,
205,173,45.9,221.0,37.6,120.0,61.1,120.0,83.7,543.0,21.5,427.0,35.7,395.0,34.1,,,,,,
206,1093,,,,,,,,,,,,,,,,,,,
207,876,,,,,,,,,,242.0,73.2,,,,,,,,
208,451,25.6,298.0,28.4,152.0,53.5,601.0,21.5,601.0,12.5,601.0,3.4,392.0,34.5,,,,,,
209,198,43.1,253.0,33.5,350.0,27.9,472.0,32.4,104.0,64.7,63.0,99.9,326.0,44.6,,,,,,
210,228,39.4,290.0,28.8,432.0,21.3,68.0,94.7,592.0,18.9,601.0,9.0,309.0,47.2,,,,,,
211,656,,,,,,491.0,30.9,,,16.0,100.0,370.0,37.6,,,,,,
212,211,41.2,501.0,11.9,501.0,10.2,108.0,86.4,189.0,52.6,9.0,100.0,300.0,48.1,,,,,,
213,755,,,,,,,,484.0,25.7,,,,,,,,,,
214,931,,491.0,17.0,,,,,,,,,,,,,,,,
215,946,,,,,,,,,,581.0,18.3,573.0,18.0,,,,,,
216,995,,,,,,,,,,,,,,,,,,,
217,1048,,,,462.0,19.3,,,,,,,,,,,,,,
218,639,,,,,,271.0,55.4,,,,,,,,,,,,
219,153,50.2,120.0,60.0,463.0,19.3,601.0,11.4,32.0,87.1,326.0,55.3,430.0,29.4,,,,,,
220,605,,,,,,,,288.0,43.3,440.0,33.5,307.0,47.3,,,,,,
221,1059,,,,,,,,,,,,,,,,,,,
222,1118,,,,,,,,,,,,,,,,,,,
223,132,52.7,155.0,50.5,159.0,52.8,162.0,76.1,531.0,22.3,312.0,58.1,128.0,86.5,,,,,,
224,335,31.7,418.0,19.9,501.0,7.3,145.0,80.0,497.0,24.3,498.0,27.1,601.0,11.5,,,,,,
225,507,,241.0,34.6,124.0,60.8,,,,,,,,,,,,,,
226,585,,451.0,18.6,325.0,30.1,517.0,28.9,,,,,269.0,53.8,,,,,,
227,40,77.1,27.0,97.4,32.0,95.3,601.0,21.4,83.0,69.6,38.0,100.0,13.0,100.0,,,,,,
228,86,62.5,94.0,68.3,58.0,87.7,112.0,85.1,433.0,31.0,601.0,12.1,320.0,45.3,,,,,,
229,222,40.4,173.0,45.1,236.0,39.7,568.0,25.3,327.0,39.6,268.0,67.1,382.0,35.8,,,,,,
230,538,,,,,,36.0,99.6,,,,,,,,,,,,
231,227,39.6,132.0,55.3,35.0,94.0,601.0,23.8,601.0,7.6,486.0,28.4,601.0,2.5,,,,,,
232,841,,,,,,,,,,,,,,,,,,,
233,43,75.8,41.0,90.3,155.0,53.1,252.0,59.2,117.0,62.6,56.0,100.0,103.0,91.5,,,,,,
234,356,30.3,236.0,35.0,338.0,28.7,413.0,38.1,589.0,19.1,480.0,29.3,601.0,7.8,,,,,,
235,988,,,,,,,,,,391.0,42.7,271.0,53.4,,,,,,
236,229,39.4,163.0,48.7,501.0,17.7,557.0,26.1,250.0,46.4,380.0,45.0,507.0,22.9,,,,,,
237,1165,,,,,,,,,,,,,,,,,,,
238,241,38.2,153.0,50.6,501.0,13.8,357.0,43.5,548.0,21.3,384.0,43.8,495.0,23.6,,,,,,
239,377,29.0,358.0,23.6,501.0,4.9,507.0,29.4,140.0,59.0,579.0,18.3,601.0,6.8,,,,,,
240,137,52.4,97.0,67.0,70.0,82.6,601.0,5.3,164.0,55.9,368.0,46.4,290.0,49.6,,,,,,
241,149,50.6,297.0,28.4,340.0,28.5,349.0,45.3,27.0,88.3,27.0,100.0,125.0,87.1,,,,,,
242,392,28.4,397.0,20.7,501.0,12.5,393.0,40.6,221.0,49.7,601.0,5.0,601.0,8.4,,,,,,
243,424,27.0,427.0,19.6,424.0,21.6,172.0,74.6,601.0,5.9,601.0,10.9,601.0,4.9,,,,,,
244,996,,,,,,,,,,492.0,27.6,560.0,18.7,,,,,,
245,412,27.5,447.0,18.7,501.0,9.0,601.0,11.2,391.0,33.9,72.0,99.6,40.0,99.2,,,,,,
246,1008,,,,,,,,,,582.0,18.3,,,,,,,,
247,653,,,,,,,,,,6.0,100.0,15.0,100.0,,,,,,
248,502,,449.0,18.6,,,305.0,51.6,590.0,19.0,,,,,,,,,,
249,18,87.6,22.0,98.5,47.0,90.9,227.0,63.7,26.0,88.6,143.0,93.7,192.0,70.0,,,,,,
250,701,,,,466.0,19.1,415.0,37.8,,,,,562.0,18.7,,,,,,
251,496,24.2,501.0,12.2,501.0,3.9,433.0,35.8,172.0,54.3,601.0,9.9,601.0,4.8,,,,,,
252,1061,,,,,,,,,,,,,,,,,,,
253,939,,455.0,18.5,,,,,,,,,,,,,,,,
254,35,79.4,31.0,95.8,27.0,96.5,60.0,96.7,482.0,25.8,414.0,37.3,97.0,93.0,,,,,,
255,479,24.8,452.0,18.5,258.0,37.2,601.0,7.2,144.0,58.3,601.0,1.5,601.0,6.8,,,,,,
256,1145,,,,,,,,,,499.0,27.1,405.0,32.3,,,,,,
257,37,79.0,26.0,97.9,29.0,95.9,98.0,87.9,175.0,53.7,577.0,18.6,601.0,11.6,,,,,,
258,1068,,,,,,547.0,26.6,,,,,,,,,,,,
259,3,97.9,1.0,100.0,1.0,100.0,43.0,98.6,9.0,99.1,195.0,85.2,195.0,69.9,,,,,,
260,284,35.1,359.0,23.5,273.0,35.3,238.0,61.6,601.0,12.8,11.0,100.0,349.0,40.8,,,,,,
261,634,,,,,,,,581.0,19.3,81.0,99.4,585.0,17.1,,,,,,
262,683,,,,,,221.0,65.3,,,,,,,,,,,,
263,842,,,,,,435.0,35.7,529.0,22.4,,,,,,,,,,
264,388,28.6,345.0,24.5,501.0,8.7,267.0,56.5,584.0,19.3,375.0,45.8,601.0,6.0,,,,,,
265,689,,483.0,17.3,,,,,394.0,33.7,,,,,,,,,,
266,727,,,,452.0,19.8,524.0,28.2,,,596.0,17.0,371.0,37.5,,,,,,
267,953,,,,,,341.0,46.3,,,,,,,,,,,,
268,165,46.9,324.0,25.5,501.0,11.3,24.0,99.9,351.0,37.4,287.0,63.5,98.0,92.9,,,,,,
269,878,,,,,,,,,,355.0,48.6,122.0,87.8,,,,,,
270,747,,,,,,,,,,181.0,87.3,60.0,97.9,,,,,,
271,522,,350.0,24.3,272.0,35.3,403.0,39.4,,,554.0,20.7,,,,,,,,
272,352,30.9,501.0,11.5,501.0,9.1,79.0,91.5,601.0,7.8,84.0,99.3,601.0,7.6,,,,,,
273,428,26.6,501.0,9.1,501.0,14.4,176.0,73.8,601.0,10.1,601.0,15.7,172.0,75.9,,,,,,
274,925,,,,220.0,42.0,,,,,,,,,,,,,,
275,232,39.3,227.0,36.9,501.0,17.6,352.0,44.5,136.0,59.7,530.0,24.1,601.0,11.0,,,,,,
276,958,,,,,,,,,,330.0,54.2,265.0,54.3,,,,,,
277,704,,,,,,,,,,3.0,100.0,11.0,100.0,,,,,,
278,801,,,,,,386.0,41.2,,,,,354.0,40.3,,,,,,
279,780,,,,493.0,18.1,470.0,32.5,,,331.0,53.7,,,,,,,,
280,1173,,,,,,,,,,,,,,,,,,,
281,1102,,,,,,,,,,,,,,,,,,,
282,929,,,,,,494.0,30.8,,,,,,,,,,,,
283,713,,,,205.0,45.0,,,,,324.0,55.8,,,,,,,,
284,573,,330.0,25.3,418.0,22.1,,,386.0,34.8,,,,,,,,,,
285,23,83.5,16.0,99.2,13.0,99.1,160.0,76.4,103.0,64.9,258.0,69.7,394.0,34.3,,,,,,
286,1031,,,,,,,,,,532.0,23.6,,,,,,,,
287,381,28.8,396.0,20.7,501.0,10.0,601.0,20.5,355.0,37.1,109.0,97.8,238.0,59.4,,,,,,
288,751,,,,,,,,368.0,36.3,,,,,,,,,,
289,263,36.4,234.0,35.4,290.0,33.7,262.0,57.5,420.0,31.9,601.0,9.7,601.0,6.3,,,,,,
290,941,,,,,,,,302.0,42.1,,,,,,,,,,
291,184,45.3,145.0,53.0,265.0,36.5,601.0,17.6,285.0,43.5,31.0,100.0,242.0,59.0,,,,,,
292,718,,,,,,,,334.0,38.8,,,,,,,,,,
293,848,,,,,,437.0,35.6,,,,,,,,,,,,
294,969,,,,,,,,579.0,19.4,469.0,30.6,,,,,,,,
295,7,94.3,2.0,100.0,2.0,100.0,12.0,100.0,85.0,69.2,54.0,100.0,63.0,97.4,,,,,,
296,295,34.5,501.0,11.7,501.0,5.6,399.0,39.7,4.0,100.0,601.0,15.8,601.0,7.1,,,,,,
297,476,25.0,442.0,19.0,390.0,24.4,601.0,7.7,481.0,26.4,34.0,100.0,239.0,59.1,,,,,,
298,794,,,,,,501.0,30.2,,,,,569.0,18.1,,,,,,
299,520,,,,384.0,24.9,,,454.0,28.7,198.0,84.7,513.0,22.4,,,,,,
300,230,39.3,252.0,33.5,185.0,47.7,229.0,63.2,483.0,25.8,601.0,15.1,308.0,47.2,,,,,,
301,897,,,,,,,,,,400.0,41.0,328.0,44.4,,,,,,
302,474,25.0,501.0,13.5,501.0,14.0,443.0,35.1,508.0,23.5,243.0,72.8,268.0,53.8,,,,,,
303,612,,,,,,,,113.0,63.6,,,,,,,,,,
304,809,,,,,,,,,,,,,,,,,,,
305,659,,,,,,,,121.0,62.3,,,,,,,,,,
306,1000,,,,,,323.0,48.9,,,,,,,,,,,,
307,389,28.6,501.0,9.9,501.0,12.0,115.0,84.8,527.0,22.4,560.0,20.0,586.0,17.1,,,,,,
308,1175,,,,,,,,573.0,19.6,529.0,24.1,,,,,,,,
