name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
Pontificia Universidad Javeriana,383,29.5,203,41,67,82.4,601+,20.1,601+,1.8,601+,4.9,601+,1.9,601+,27.6,350,37.2,n/a,n/a
Indian Institute of Technology Guwahati (IITG),384,29.3,501+,15.1,501+,16.9,601+,9.5,37,96.3,601+,3.4,601+,1.3,601+,36.6,514,23.5,n/a,n/a
Sultan Qaboos University,385,29.3,501+,15,501+,16.9,206,67.3,601+,14.3,52,100,601+,3.7,215,86.8,177,63.4,n/a,n/a
Taipei Medical University (TMU),386,29.3,501+,9.7,501+,17,76,92.3,597,17,601+,18.1,601+,16.1,601+,24,469,26.5,n/a,n/a
University of Münster,387,29.3,256,33.1,425,22.2,336,46.3,601+,13.6,486,29.1,601+,5.3,269,83.1,601+,19.3,n/a,n/a
Lappeenranta-Lahti University of Technology LUT,388,29.2,501+,7,497,18.1,601+,13.5,33,96.8,438,35.4,601+,11.3,601+,55.2,601+,11.3,n/a,n/a
Northeastern University,389,29.2,409,20.5,501+,12.5,601+,17.8,376,37.1,232,76,73,95.8,379,75.6,275,46.2,n/a,n/a
Pakistan Institute of Engineering and Applied Sciences (PIEAS),390,29.1,501+,5.2,501+,8.2,104,86.4,310,44.1,n/a,n/a,n/a,n/a,601+,23.4,60,91.2,n/a,n/a
Universidad de Palermo (UP),391,29.1,501+,9.7,501+,9.9,97,87.8,601+,1.1,484,29.4,67,96.7,601+,4,601+,11.8,n/a,n/a
Chung-Ang University (CAU),392,29,501+,16.7,278,35.3,173,72.4,601+,8.6,601+,13.9,392,34.7,601+,33,601+,12.8,n/a,n/a
Tokyo Medical and Dental University (TMDU),393,29,501+,10.6,501+,4.8,7,100,601+,15.8,601+,3.2,591,16.6,601+,24.7,601+,6.4,n/a,n/a
University of Oulu,394,29,501+,15.6,417,22.6,510,30,222,55.6,325,56.8,601+,7.5,252,84.4,497,24.6,n/a,n/a
University of Utah,395,29,501+,16.5,501+,7.6,241,62.5,366,38,593,18.9,601+,9.2,283,82.2,601+,15.2,n/a,n/a
Indian Institute of Technology Indore,396,28.7,501+,4.7,501+,4.3,369,42.1,70,88.7,601+,2.5,n/a,n/a,601+,23.8,352,37.2,n/a,n/a
Shandong University,397,28.7,501+,13.8,296,32.8,601+,19.2,121,76.4,601+,9.8,601+,3.8,575,59.4,601+,17.7,n/a,n/a
National Research Tomsk Polytechnic University,398,28.6,501+,9.4,501+,7.8,77,91.9,601+,5.3,601+,8.9,154,80.6,345,78,601+,4.5,n/a,n/a
Tilburg University,399,28.6,501+,14.8,319,30.7,601+,10.6,260,50.1,136,95.3,281,52,601+,51.9,601+,10.6,n/a,n/a
Universitat Politecnica de Valencia,400,28.4,326,26,501+,10.2,260,60.3,589,17.6,601+,4.8,528,20.8,247,84.6,601+,13.9,n/a,n/a
Vilnius University,401,28.4,421,20,348,27.5,137,79.8,601+,3.1,601+,10.4,601+,9.1,408,74.3,234,52.4,n/a,n/a
"El Colegio de México, A.C.",402,28.3,501+,14.9,501+,3.9,1,100,601+,1.5,601+,10.1,540,19.8,601+,1.7,15,99.6,n/a,n/a
Royal Holloway University of London,403,28.3,501+,16.8,501+,7.5,601+,15.8,327,42.5,147,94.3,125,86.9,515,64.7,601+,11.5,n/a,n/a
University of Pisa,404,28.2,207,40.6,501+,14.7,601+,7,337,41.7,601+,6.6,601+,4.6,145,90.8,601+,12.1,n/a,n/a
Satbayev University,405,28.1,458,18.7,335,28.9,139,79.7,601+,1.3,546,22.8,601+,4.1,601+,12,601+,13.7,n/a,n/a
Sichuan University,406,28,475,18.2,501+,4,601+,14.6,98,83.5,601+,5.9,601+,5.8,467,69.2,601+,18.6,n/a,n/a
South China University of Technology,407,28,501+,10.7,501+,3.5,601+,18.6,51,93.7,601+,10.5,601+,4.6,507,65.1,436,28.9,n/a,n/a
Colorado State University,408,27.9,448,19.1,478,19.2,232,63.5,549,20.8,566,21.2,601+,5.3,348,77.9,593,19.8,n/a,n/a
Technion - Israel Institute of Technology,409,27.9,341,25,393,24.3,437,35.4,512,23.2,276,67,601+,4.6,601+,54.4,259,49.1,n/a,n/a
HUFS - Hankuk (Korea) University of Foreign Studies,410,27.8,501+,11.3,368,26,124,82.3,601+,1.6,447,34,336,41.3,601+,13,601+,7.8,n/a,n/a
Julius-Maximilians-Universität Würzburg,411,27.8,501+,16.2,501+,4.2,601+,4.6,89,85.5,386,43.8,601+,10.6,358,77.3,601+,2.9,n/a,n/a
Brunel University London,412,27.7,501+,11.1,501+,13.2,601+,9.9,267,49.4,79,99.7,53,98.6,217,86.7,541,22.4,n/a,n/a
University of Johannesburg,413,27.7,501+,15.2,432,21.5,389,40.3,579,18.3,148,94.3,245,58.4,196,88.1,334,38.9,n/a,n/a
University of the Philippines,414,27.7,262,32.4,193,47.6,330,46.8,601+,1.8,601+,2.1,601+,1.3,601+,41.1,274,46.4,n/a,n/a
Tampere University,415,27.6,357,23.7,346,27.7,547,27.7,369,37.8,430,36.3,601+,6.9,253,84.3,601+,5.8,n/a,n/a
Ruhr-Universität Bochum,416,27.5,388,21.4,501+,8.9,601+,2.2,130,72.6,480,29.7,442,28.5,244,84.8,601+,12.5,n/a,n/a
"Stony Brook University, State University of New York",417,27.5,446,19.3,501+,9.8,488,31.7,395,34.7,370,47.5,236,60.2,330,79.1,500,24.5,n/a,n/a
The American University in Cairo,418,27.5,302,28.3,455,20.2,384,40.8,601+,4.1,129,96.1,601+,4.3,601+,21.9,56,92.5,n/a,n/a
University of Naples - Federico II,419,27.5,249,34.2,501+,14.8,601+,4.8,223,55.4,601+,2.6,601+,1.1,134,91.3,601+,17,n/a,n/a
Johannes Gutenberg Universität Mainz,420,27.4,390,21.3,501+,15.6,285,54.4,591,17.4,407,39.3,562,17.9,114,92.5,601+,11.2,n/a,n/a
Universität  Leipzig,421,27.4,325,26,501+,6.6,211,66.6,601+,9.9,n/a,n/a,578,17.1,228,85.9,601+,13.5,n/a,n/a
National Technical University of Athens,422,27.3,459,18.7,208,45.7,601+,5.3,157,67.9,601+,1.4,601+,7.5,470,68.9,149,68,n/a,n/a
Shanghai University,423,27.3,396,21.1,501+,8.5,287,54.2,522,22.3,382,44.3,601+,7,601+,56,601+,13,n/a,n/a
Xiamen University,424,27.3,353,23.9,501+,8.8,601+,21.8,204,59.3,601+,6.1,601+,3.8,551,61.6,510,23.7,n/a,n/a
Flinders University,425,27.2,501+,12.1,501+,7,601+,6.3,238,53.5,115,97.7,88,93.8,261,83.7,601+,14.7,n/a,n/a
Swansea University,426,27.2,464,18.5,290,33.7,570,25.9,497,24.4,247,72.8,274,52.8,267,83.2,601+,7.3,n/a,n/a
University at Buffalo SUNY,427,27.2,487,17.7,501+,10.6,601+,7.2,215,57.9,233,76,323,42.7,450,70.9,363,35.5,n/a,n/a
National Sun Yat-sen University,428,27.1,334,25.3,384,24.9,423,36.7,459,27.3,575,20.6,601+,10.6,601+,31.2,601+,7.5,n/a,n/a
"University of Colorado, Denver",429,27.1,501+,7.9,501+,8.2,4,100,601+,11.6,601+,4,601+,10,384,75.4,601+,4.6,n/a,n/a
University of Science and Technology Beijing,430,27.1,501+,13.1,501+,3.4,601+,11.8,52,93.2,601+,3.7,601+,3.4,601+,56.2,601+,4.6,n/a,n/a
University of Witwatersrand,431,27.1,337,25.1,240,38.9,601+,12.3,425,30.5,216,80.8,601+,9.1,130,91.4,75,89.2,n/a,n/a
Universidad Austral,432,27,490,17.5,297,32.7,150,77.9,601+,1.8,601+,2.7,601+,9.5,601+,3.6,601+,11.5,n/a,n/a
Université Laval,433,26.9,423,20,501+,17.8,482,32,454,27.6,273,67.4,401,33.5,248,84.6,601+,17,n/a,n/a
Far Eastern Federal University,434,26.8,501+,8.4,501+,3.4,69,93.2,601+,1.9,601+,15.4,222,63.4,601+,40.5,601+,11.6,n/a,n/a
Université de Strasbourg,435,26.8,205,40.7,501+,6.8,601+,5.1,493,24.9,424,37.3,368,37.4,219,86.6,601+,11.2,n/a,n/a
National Taipei University of Technology,436,26.6,501+,15.2,135,58.2,530,28.9,418,32.2,541,23.2,472,24.6,601+,24.3,487,25.1,n/a,n/a
Università Vita-Salute San Raffaele,437,26.6,501+,3,501+,1.4,30,99.7,517,22.7,601+,8.7,601+,4.9,601+,35.7,601+,9.5,n/a,n/a
Oxford Brookes University,438,26.5,313,27,226,41.4,601+,13,601+,9.2,275,67.3,193,71.9,601+,52.1,389,32.7,n/a,n/a
University of Coimbra,439,26.5,286,30.1,501+,13.8,601+,14.5,360,38.6,601+,12.3,399,33.7,222,86.3,404,30.9,n/a,n/a
Wake Forest University,440,26.5,501+,5.4,501+,7.3,13,100,601+,12.6,601+,6,601+,12.9,601+,50.8,296,43,n/a,n/a
Universidade Federal de São Paulo,441,26.4,501+,11.3,501+,4.8,47,98.2,601+,6.6,601+,5.6,601+,1.5,601+,45.3,601+,3.1,n/a,n/a
Saarland University,442,26.4,501+,10.2,501+,7.5,101,86.8,601+,9,601+,5.5,340,41,319,80.3,513,23.6,n/a,n/a
Amirkabir University of Technology,443,26.3,501+,5,410,23.4,601+,4.9,14,99.6,601+,15.7,601+,2.4,538,62.6,327,39.9,n/a,n/a
Auezov South Kazakhstan University (SKU),444,26.3,501+,11.8,501+,13.7,85,90.5,601+,1,601+,15,522,21.3,601+,2.7,601+,10.8,n/a,n/a
Beihang University (former BUAA),445,26.3,501+,13.1,501+,4.4,500,31,160,67.8,601+,8.3,601+,5.5,601+,52.1,601+,13.8,n/a,n/a
Illinois Institute of Technology,446,26.3,501+,14.8,501+,8.2,601+,14.7,242,52.9,535,23.7,81,95,601+,31.3,532,22.8,n/a,n/a
SOAS University of London,447,26.3,482,17.9,501+,10.2,601+,23.8,601+,16.4,49,100,33,99.7,601+,17.9,146,68.6,n/a,n/a
Washington State University,448,26.3,333,25.5,391,24.4,601+,15.3,385,36.2,321,57.4,601+,6.4,337,78.7,601+,13.3,n/a,n/a
IPB University (aka Bogor Agricultural University),449,26.2,437,19.6,339,28.5,254,60.7,601+,1.7,335,54.6,601+,3.3,601+,21.6,601+,11.6,n/a,n/a
Hasselt University,450,26.2,501+,4.7,501+,3.8,145,78.8,601+,16.6,264,68.6,466,25.3,411,74.1,601+,11.7,n/a,n/a
Umm Al-Qura University,451,26.2,500,16.9,501+,10.5,262,59.8,601+,1.9,65,100,549,19.3,601+,35.1,601+,3.9,n/a,n/a
Universidad de Montevideo (UM),452,26.2,501+,16.6,467,19.8,143,78.9,601+,1.1,513,26.1,601+,3.6,601+,1.8,79,87.6,n/a,n/a
"University of California, Riverside",453,26.1,484,17.8,501+,8.5,601+,8,193,61.8,252,72,601+,9.4,374,76,601+,11.6,n/a,n/a
Stellenbosch University,454,26,347,24.5,273,35.7,601+,3.6,251,51.2,563,21.5,601+,9.1,218,86.6,228,53.8,n/a,n/a
University of Tromsø The Arctic University of Norway,455,26,501+,12.4,501+,3.9,168,73.2,601+,9.3,254,71.2,601+,8.5,361,77.1,530,22.9,n/a,n/a
York University,456,25.9,369,22.6,315,31.3,601+,6.1,450,28.2,343,52,148,82.1,560,60.8,261,48.7,n/a,n/a
Institut National des Sciences Appliquées de Lyon (INSA),457,25.7,501+,7.5,311,31.7,407,37.8,417,32.3,488,29,158,79,306,81,449,28.2,n/a,n/a
Sogang University,458,25.7,477,18.1,215,44.5,304,51.6,601+,6.3,601+,9.8,379,36.2,601+,13.8,412,30.3,n/a,n/a
University of Trento,459,25.7,346,24.6,501+,9.4,601+,18,285,46.6,459,31.8,601+,6.1,230,85.8,601+,7.2,n/a,n/a
University of Florence,460,25.6,260,32.5,501+,6.3,601+,5.2,280,47.4,601+,10.3,580,17,151,90.4,601+,12.4,n/a,n/a
James Cook University,461,25.5,501+,13.9,501+,10.2,601+,11.9,184,63.3,329,55.7,545,19.5,326,79.6,601+,7.6,n/a,n/a
Rensselaer Polytechnic Institute,462,25.5,501+,8.4,501+,6.5,601+,21,145,70.5,601+,12.2,298,48.9,601+,41,197,57.3,n/a,n/a
Southeast University,463,25.5,501+,11.1,501+,6,519,29.5,155,68.7,601+,10.4,601+,3.9,546,62.1,601+,5.2,n/a,n/a
Universidad de Belgrano,464,25.5,501+,9.4,501+,17.4,87,89.8,601+,1,601+,6.4,443,28.4,n/a,n/a,601+,6.5,n/a,n/a
"Essex, University of",465,25.4,501+,16.2,501+,8,601+,12.3,452,28.1,78,99.7,55,98.3,440,71.8,601+,12.8,n/a,n/a
Universidad de Santiago de Chile (USACH),466,25.4,202,41,137,58.1,601+,8.3,601+,4.9,601+,7,601+,2.4,601+,46.6,601+,4.4,n/a,n/a
The National University of Science and Technology MISIS,467,25.3,501+,8.2,501+,9.9,163,74.2,601+,13.7,601+,12.2,268,53.4,601+,45.6,601+,7.5,n/a,n/a
Universidad de La Habana,468,25.3,416,20.3,377,25.5,191,69.4,601+,1.6,601+,1.9,601+,4.5,601+,25.6,210,55.6,n/a,n/a
University of Alaska Fairbanks,469,25.3,501+,3.1,501+,3.7,33,99.6,601+,16.2,601+,5.6,601+,3.4,601+,44.5,601+,8.3,n/a,n/a
University of Iowa,470,25.3,404,20.7,501+,13.3,325,48.2,498,24.4,601+,15.8,601+,5.9,299,81.3,410,30.6,n/a,n/a
Dublin City University,471,25.2,449,19.1,301,32.4,494,31.3,601+,16.4,230,76.4,601+,16.2,419,73.5,248,50.3,n/a,n/a
Tulane University,472,25.2,501+,9.5,501+,4.2,102,86.7,601+,11.4,601+,13.7,601+,10.9,399,74.9,291,44.1,n/a,n/a
University of Cyprus (UCY),473,25.1,501+,9,501+,3.1,601+,5.1,137,71.7,187,87.6,452,27.4,254,84.2,196,57.4,n/a,n/a
University of Saskatchewan,474,25.1,501+,12,501+,11.7,601+,21.9,329,42.5,259,69.9,280,52.3,264,83.5,490,24.9,n/a,n/a
Chang Gung University,475,25,501+,4.8,501+,4.9,190,69.4,349,40.5,601+,4.3,601+,5.2,601+,26.3,601+,8.6,n/a,n/a
University of Turin,476,25,225,37.5,501+,6.5,601+,3.3,351,39.8,601+,5.2,601+,6.6,220,86.5,528,23,n/a,n/a
Imam Abdulrahman Bin Faisal University (IAU),477,24.9,501+,5.8,501+,3.7,125,81.8,601+,2,117,97.6,601+,9.2,601+,49.6,601+,4.5,n/a,n/a
Koç University,478,24.9,411,20.4,265,36.3,497,31.2,511,23.4,472,30.3,601+,10.6,601+,42.6,507,24,n/a,n/a
Martin-Luther-Universität Halle-Wittenberg,479,24.9,501+,14.6,501+,4.5,114,83.9,601+,5.7,n/a,n/a,601+,10.7,262,83.6,601+,17.2,n/a,n/a
UNESP,480,24.9,230,37,407,23.5,601+,19.1,600,16.8,601+,6.1,601+,2.3,403,74.8,601+,2.8,n/a,n/a
Bond University,481,24.8,501+,4.4,501+,6.3,338,45.8,601+,16.4,107,98.3,48,98.9,601+,15.3,400,31.1,n/a,n/a
Dongguk University,482,24.8,501+,8.5,501+,9.9,106,85.8,601+,7.6,601+,10.2,515,21.6,601+,41.8,601+,7.6,n/a,n/a
Iowa State University,483,24.8,442,19.4,501+,13.9,601+,7.9,171,65.8,601+,6,601+,10.3,239,85.1,402,31,n/a,n/a
Kazakh National Agrarian Research University KazNARU,484,24.8,501+,14.7,501+,13.8,165,73.5,601+,1.1,485,29.2,539,19.9,601+,5.8,601+,15.8,n/a,n/a
Universiti Utara Malaysia (UUM),485,24.8,443,19.4,412,23.3,366,42.6,601+,6.1,579,20.3,177,76,601+,23.7,601+,6.5,n/a,n/a
Auckland University of Technology (AUT),486,24.7,452,19.1,501+,14.6,601+,9.5,584,17.9,56,100,26,99.9,601+,53.9,601+,10.4,n/a,n/a
University of Klagenfurt,487,24.7,501+,4.3,501+,2.9,274,56.6,601+,11.4,138,95.2,136,84.8,601+,43.4,252,49.7,n/a,n/a
Ajou University,488,24.6,501+,13.3,501+,12.1,187,70,601+,13.5,601+,7.4,590,16.6,601+,26.5,601+,8.1,n/a,n/a
Universidad Politécnica de Madrid (UPM),489,24.6,279,30.8,174,50.1,601+,17.4,601+,10.8,601+,3.2,454,27.1,350,77.8,284,44.7,n/a,n/a
Aix-Marseille University,490,24.5,238,36,501+,3.5,601+,9.1,443,28.8,583,20,512,21.8,18,98.1,601+,9.9,n/a,n/a
Ben-Gurion University of The Negev,491,24.5,501+,14.6,501+,11.7,601+,12.8,241,53,280,66.2,573,17.3,476,68.3,601+,12.7,n/a,n/a
Chiba University,492,24.5,501+,16,501+,6.7,175,71.8,601+,11.1,601+,8.2,601+,6.1,601+,39.3,601+,3.6,n/a,n/a
Justus-Liebig-University Giessen,493,24.5,501+,12.3,501+,8.1,601+,1.8,90,85.5,601+,10.3,601+,13.9,148,90.6,601+,8.1,n/a,n/a
The Catholic University of Korea,494,24.4,501+,4.7,501+,2.5,44,98.5,601+,9.8,601+,2.3,601+,6.6,601+,13.9,601+,4.3,n/a,n/a
Universidad ORT Uruguay,495,24.4,501+,11.7,501+,16.3,122,83.2,601+,1.2,577,20.5,601+,1.9,601+,2.2,136,70,n/a,n/a
University of Granada,496,24.4,196,42.1,501+,7.8,601+,6.4,531,21.7,601+,3.7,571,17.4,62,95.6,601+,4.1,n/a,n/a
Brandeis University,497,24.3,501+,9.6,501+,3.8,279,55.7,524,22.3,588,19.4,208,68.5,601+,20.3,214,55.1,n/a,n/a
Jilin University,498,24.3,501+,13.5,214,44.5,371,42,480,25.8,601+,13.7,601+,2.4,601+,55.5,584,20.2,n/a,n/a
Central South University,499,24.2,501+,7.3,501+,2,601+,5.5,38,96.3,601+,8.2,601+,3.9,601+,51,601+,11.9,n/a,n/a
"University of Rome ""Tor Vergata""",500,24.2,268,31.6,501+,12.6,601+,6.8,400,34.3,601+,9.4,431,29.4,388,75.2,601+,14.6,n/a,n/a
Western Sydney University,501,n/a,501+,16.5,496,18.1,601+,4.7,404,33.9,44,100,254,56.3,246,84.6,601+,6.4,n/a,n/a
Bar-Ilan University,502,n/a,501+,8.4,501+,6.5,601+,8.2,117,77.9,354,49.4,601+,3.2,581,58.8,581,20.3,n/a,n/a
Colorado School of Mines,503,n/a,501+,6.9,501+,9.2,587,24.9,163,67.7,555,22.3,601+,11.5,601+,40.7,501,24.5,n/a,n/a
Kyungpook National University,504,n/a,501+,14.2,477,19.2,251,60.8,601+,14.7,601+,8.1,592,16.5,601+,54.9,601+,14.1,n/a,n/a
Middle East Technical University,505,n/a,318,26.8,157,52.7,601+,8.5,492,25,601+,10.7,601+,14.7,585,58.5,415,30.1,n/a,n/a
Missouri University of Science and Technology,506,n/a,501+,3.2,501+,4.3,601+,7.2,111,79.9,191,86.9,601+,8.2,601+,35.2,601+,4.2,n/a,n/a
Swarthmore College,507,n/a,501+,3.5,501+,1.5,79,91.8,569,19.3,601+,2.3,n/a,n/a,601+,10.3,20,99.1,n/a,n/a
University of Aveiro,508,n/a,501+,13.1,501+,6.3,601+,18.4,152,68.9,601+,4.8,601+,8.1,117,92.4,601+,8,n/a,n/a
University of St.Gallen (HSG),509,n/a,501+,8.8,244,38.6,601+,6.7,437,29.3,51,100,133,85.2,601+,8,28,98.5,n/a,n/a
University of Stirling,510,n/a,501+,10.8,501+,12.1,601+,13.5,344,41.2,258,70,162,77.8,574,59.5,521,23.2,n/a,n/a
University of Tehran,511,n/a,370,22.6,349,27.5,601+,4.2,220,55.8,601+,2,601+,2,321,80.2,444,28.5,n/a,n/a
Université de Montpellier,512,n/a,431,19.8,501+,5.9,601+,9.4,227,55.1,539,23.6,439,28.6,9,99.1,601+,5.4,n/a,n/a
Yokohama City University,513,n/a,501+,3.5,501+,2.7,37,99.2,601+,10.3,601+,4.1,601+,2.7,601+,14.9,601+,5.6,n/a,n/a
Abai Kazakh National Pedagogical University,514,n/a,444,19.4,501+,17.1,261,60.1,601+,1.1,422,37.7,601+,3.2,601+,3.2,601+,13.7,n/a,n/a
Florida State University,515,n/a,319,26.7,256,37.1,601+,8.2,413,33.1,601+,15,601+,4.2,427,72.8,546,22.3,n/a,n/a
"Goldsmiths, University of London",516,n/a,501+,16.2,501+,7.5,601+,18.3,592,17.4,190,87.3,69,96.6,601+,30.6,588,20.1,n/a,n/a
Universidad de Alcalá,517,n/a,501+,9.2,501+,5.2,188,70,601+,5,560,21.8,195,70.8,531,63.1,601+,8,n/a,n/a
Universidad de Costa Rica,518,n/a,269,31.2,211,44.7,471,32.6,601+,1.8,n/a,n/a,n/a,n/a,601+,33.5,239,51.7,n/a,n/a
University of Bayreuth,519,n/a,501+,9.9,501+,16.8,361,42.8,441,28.9,347,51.5,480,23.9,383,75.4,455,27.7,n/a,n/a
University of Canberra,520,n/a,501+,12.9,501+,8.8,601+,3.1,312,43.6,145,94.4,201,70.1,601+,55.5,601+,7.4,n/a,n/a
"University of Missouri, Columbia",521,n/a,501+,15.4,501+,15.2,356,43.5,559,20.1,310,59.2,601+,4,442,71.4,331,39.4,n/a,n/a
Università Cattolica del Sacro Cuore,522,n/a,373,22.4,312,31.6,327,47.6,601+,6.7,601+,5.9,601+,8,537,62.6,585,20.1,n/a,n/a
Altai State University,523,n/a,501+,7.7,501+,5.1,128,81.3,601+,1.4,601+,7.5,244,58.7,601+,12.4,601+,4.6,n/a,n/a
Beijing University of Chemical Technology,524,n/a,501+,4.6,501+,1.5,601+,20.2,78,86.9,n/a,n/a,n/a,n/a,601+,29.7,601+,4.7,n/a,n/a
Christian-Albrechts-University zu Kiel,525,n/a,455,18.8,501+,10.3,319,49.4,515,22.8,n/a,n/a,601+,10.3,89,94.3,601+,7.2,n/a,n/a
Poznan University of Life Sciences,526,n/a,501+,5.4,501+,3,31,99.6,601+,3.5,n/a,n/a,601+,1.6,601+,40.6,601+,6.6,n/a,n/a
The New School,527,n/a,501+,15.6,501+,7.4,291,53.8,601+,2.6,601+,3.9,83,94.9,601+,10.9,601+,15.3,n/a,n/a
University of Bordeaux,528,n/a,276,30.8,501+,5.5,601+,19.6,558,20.2,506,27.3,521,21.4,68,95.2,601+,8.7,n/a,n/a
University of Delhi,529,n/a,250,34.2,308,31.9,601+,4.5,460,27.2,601+,1.5,601+,1.9,451,70.8,57,92,n/a,n/a
University of Texas Dallas,530,n/a,501+,14.2,501+,17,601+,4,179,64.1,601+,14.6,385,35.9,459,70.2,601+,4.8,n/a,n/a
Université de Liège,531,n/a,479,18,383,25,601+,15.9,462,27.1,365,47.9,296,49.5,226,85.9,601+,15.2,n/a,n/a
Warsaw University of Technology,532,n/a,374,22.2,133,58.5,442,35.1,601+,4.8,601+,2,601+,11.5,527,63.5,601+,17.2,n/a,n/a
Hitotsubashi University,533,n/a,501+,13.9,63,84.3,504,30.7,601+,2.4,565,21.2,507,21.9,601+,6.4,169,64.5,n/a,n/a
Inha University,534,n/a,501+,8.7,501+,13.7,167,73.4,601+,12,601+,8.4,601+,15.4,601+,29.4,601+,17.9,n/a,n/a
Iran University of Science and Technology,535,n/a,501+,6.7,501+,15.2,601+,2.7,66,89.7,n/a,n/a,601+,1.5,601+,48.7,485,25.4,n/a,n/a
Sabanci University,536,n/a,501+,16.2,350,27.4,420,37,580,18.1,402,40.5,582,17,601+,24.3,269,46.9,n/a,n/a
Saint Joseph University of Beirut (USJ),537,n/a,501+,9.1,355,27.1,301,52.3,601+,2.8,181,88.8,550,19.2,601+,19.5,601+,8.4,n/a,n/a
"Universidad Central ""Marta Abreu"" de Las Villas",538,n/a,501+,6,501+,1.4,19,100,601+,1.2,601+,1.1,601+,1.5,601+,13.2,271,46.8,n/a,n/a
University of Balamand,539,n/a,501+,4.5,501+,11.1,96,88.3,601+,1.9,601+,15.8,496,22.8,601+,16.3,601+,11.2,n/a,n/a
University of Limerick,540,n/a,493,17.1,281,34.5,601+,12.8,523,22.3,185,87.9,483,23.8,482,67.9,601+,17.4,n/a,n/a
Canadian University Dubai,541,n/a,501+,10.4,466,19.8,527,29.1,601+,2,8,100,7,100,601+,6,151,67.6,n/a,n/a
"China University of Petroleum, Beijing",542,n/a,501+,3.5,501+,1.3,601+,7.8,42,95.7,n/a,n/a,601+,5.2,601+,18.7,564,21.1,n/a,n/a
East China Normal University,543,n/a,501+,13.4,501+,3.4,600,23.9,307,44.3,419,37.9,500,22.3,479,68,601+,12,n/a,n/a
Savitribai Phule Pune University,544,n/a,501+,7,501+,5.4,225,64.6,432,29.6,601+,1.1,601+,3.1,601+,31.1,329,39.7,n/a,n/a
Southern Federal University,545,n/a,501+,7.3,501+,4.1,111,84.7,601+,1.8,601+,3.9,422,30.8,601+,39.6,601+,3.2,n/a,n/a
Universidad Nacional de La Plata (UNLP),546,n/a,236,36.3,470,19.7,601+,21.6,601+,2.2,601+,4,544,19.6,601+,40.5,601+,4.8,n/a,n/a
Universidad Panamericana (UP),547,n/a,501+,7.6,330,29.3,148,78.2,601+,1.2,601+,12.2,601+,1.4,601+,10.8,601+,10.4,n/a,n/a
University of Madras,548,n/a,501+,8,501+,3.6,601+,n/a,48,94.2,n/a,n/a,n/a,n/a,601+,35.6,n/a,n/a,n/a,n/a
Universität Konstanz,549,n/a,382,21.7,501+,3.6,514,29.9,601+,16.2,260,69.8,599,16.2,539,62.6,556,21.4,n/a,n/a
Universität Mannheim,550,n/a,501+,15.7,231,40.3,601+,2.3,304,44.5,466,30.8,495,22.8,601+,29.1,288,44.5,n/a,n/a
V. N. Karazin Kharkiv National University,551,n/a,501+,12,501+,14.6,237,62.6,601+,1.5,601+,1.3,210,68.4,601+,26.1,601+,11.5,n/a,n/a
Anna University,552,n/a,501+,6.8,501+,11.3,601+,5.6,92,85.2,n/a,n/a,601+,1.8,434,72.5,468,26.7,n/a,n/a
Cairo University,553,n/a,200,41.6,353,27.2,601+,9.4,601+,2.6,601+,2.4,601+,5.5,216,86.8,354,36.6,n/a,n/a
Concordia University,554,n/a,501+,14.3,413,23.2,601+,3.1,500,24.3,215,80.8,105,91.6,396,74.9,381,33.5,n/a,n/a
Jeonbuk National University,555,n/a,501+,14.4,501+,10.3,242,62.4,601+,10.8,601+,8.7,601+,8.3,601+,40.6,601+,6.2,n/a,n/a
Masaryk University,556,n/a,358,23.7,370,25.8,601+,11.5,601+,14.9,462,31.3,213,66.9,241,85,516,23.5,n/a,n/a
National Research Saratov State University,557,n/a,501+,4,501+,1.8,64,94.2,601+,1.9,601+,3.6,594,16.5,601+,18.9,601+,5.3,n/a,n/a
Northwestern Polytechnical University,558,n/a,501+,4.7,501+,1.8,316,50.1,299,45.1,601+,13.1,601+,4.4,601+,54.6,601+,4.9,n/a,n/a
Sejong University,559,n/a,501+,11.8,501+,16.7,601+,17.3,274,48.2,512,26.5,461,26.1,599,57.7,601+,3.9,n/a,n/a
Universidad de Zaragoza,560,n/a,381,21.8,501+,4.2,288,53.9,601+,7.8,601+,4.4,601+,8.1,214,86.9,601+,10.1,n/a,n/a
University of Eastern Finland,561,n/a,501+,15.1,501+,12.6,393,40,485,25.2,500,27.9,601+,6,295,81.7,601+,6.3,n/a,n/a
University of Szeged,562,n/a,486,17.7,501+,11.1,320,48.7,601+,4.7,601+,12.9,271,53,368,76.5,601+,15,n/a,n/a
Almaty Technological University,563,n/a,501+,4.6,501+,3.4,86,90.5,601+,1,569,21,601+,6.1,601+,4.7,601+,19.4,n/a,n/a
Applied Science University - Bahrain,564,n/a,501+,14.2,453,20.3,450,34.4,601+,1.5,18,100,343,40.4,601+,4.3,601+,1.2,n/a,n/a
Aston University,565,n/a,501+,12,472,19.6,601+,12.7,473,26.2,131,96,299,48.6,454,70.7,509,23.8,n/a,n/a
