name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
Universität Stuttgart,351,31.4,347,24.3,260,36.6,601+,5.1,159,66.4,384,25.5,310,46.2,n/a,n/a,n/a,n/a,n/a,n/a
Brunel University London,352,31.3,501+,11.5,501+,15.6,601+,11.7,174,64,75,99.8,62,97.9,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Carlos III de Madrid (UC3M),353,31.3,271,30.9,189,47.5,280,54.8,601+,6.4,444,16,544,20.2,n/a,n/a,n/a,n/a,n/a,n/a
Ural Federal University - UrFU,354,31.3,388,21.4,501+,12,62,94.6,601+,2,601+,3.5,363,38.7,n/a,n/a,n/a,n/a,n/a,n/a
Johannes Kepler University Linz,355,31.2,501+,11.3,501+,14.6,164,75.2,503,24.5,208,76.9,455,26.6,n/a,n/a,n/a,n/a,n/a,n/a
George Washington University,356,31.1,312,27.2,300,32,456,34.3,404,33.5,408,20.8,313,46,n/a,n/a,n/a,n/a,n/a,n/a
Tilburg University,357,31,501+,15.4,266,36.3,601+,13.6,227,55.9,149,93.3,288,50,n/a,n/a,n/a,n/a,n/a,n/a
University of Lisbon,358,31,208,40.3,450,20.2,601+,13.3,353,39.2,601+,2.8,344,41.2,n/a,n/a,n/a,n/a,n/a,n/a
Nankai University,359,30.9,366,22.9,501+,5.2,485,31.9,133,71,601+,5.7,601+,5.3,n/a,n/a,n/a,n/a,n/a,n/a
National University of Sciences And Technology (NUST) Islamabad,360,30.9,471,18.1,135,57.7,148,78.1,601+,9.1,601+,1.3,601+,5.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Jyväskylä,361,30.9,501+,16.6,501+,13.7,98,87.2,552,20.4,401,21.9,601+,3.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Utah,362,30.9,496,16.8,501+,8.7,222,64.9,307,46,532,8.9,601+,10.1,n/a,n/a,n/a,n/a,n/a,n/a
Ewha Womans University,363,30.8,364,23,451,20.1,131,81.1,601+,10.4,601+,2.3,526,21.2,n/a,n/a,n/a,n/a,n/a,n/a
La Trobe University,364,30.8,401,20.7,404,23.8,601+,6.4,311,45.5,137,95.3,65,97.5,n/a,n/a,n/a,n/a,n/a,n/a
MGIMO University,365,30.8,501+,13.3,433,21.4,19,100,601+,1.3,601+,5.6,267,54.2,n/a,n/a,n/a,n/a,n/a,n/a
ITMO University,366,30.5,501+,12.4,501+,14.2,60,94.7,601+,7.4,474,13.6,243,57.6,n/a,n/a,n/a,n/a,n/a,n/a
Umea University,367,30.5,419,20.1,501+,12.4,139,79.3,555,20.2,494,11.6,601+,11.2,n/a,n/a,n/a,n/a,n/a,n/a
Ulm University,368,30.5,501+,8.1,501+,4.9,126,82.9,363,38.1,380,26.9,512,22.3,n/a,n/a,n/a,n/a,n/a,n/a
Sultan Qaboos University,369,30.4,501+,14.8,501+,13.7,153,76.9,601+,12.1,53,100,601+,3.9,n/a,n/a,n/a,n/a,n/a,n/a
Norwegian University of Science And Technology,370,30.3,256,32.9,390,25,554,26.9,475,27.1,243,63.8,601+,10.5,n/a,n/a,n/a,n/a,n/a,n/a
Universidade Federal do Rio de Janeiro,371,30.3,141,54.5,388,25.1,601+,17.9,601+,10.2,601+,3.1,601+,1.8,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Politecnica de Valencia,372,30,331,25.5,501+,12.3,177,72.8,601+,13.5,601+,2.2,525,21.2,n/a,n/a,n/a,n/a,n/a,n/a
Lincoln University,373,29.8,501+,8.3,501+,8.5,328,47.6,438,30.2,95,99.2,43,99.1,n/a,n/a,n/a,n/a,n/a,n/a
Beijing Institute of Technology,374,29.6,387,21.5,501+,15.3,460,33.7,193,61.3,601+,1.4,601+,5,n/a,n/a,n/a,n/a,n/a,n/a
"University of Chemistry and Technology, Prague",375,29.6,501+,6.6,501+,8.7,26,99.8,601+,13.9,575,6.9,246,57.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Connecticut,376,29.6,501+,15.8,501+,11.7,601+,15.3,114,75.4,302,44.9,423,31.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Waikato,377,29.6,424,19.9,501+,16.4,601+,11.1,316,44.5,93,99.2,166,76.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Oulu,378,29.5,501+,16.4,437,20.9,489,31.5,200,60.6,327,40.1,601+,6.8,n/a,n/a,n/a,n/a,n/a,n/a
Julius-Maximilians-Universität Würzburg,379,29.4,501+,16.5,501+,6.6,601+,4.4,39,95.1,362,30.1,601+,11.6,n/a,n/a,n/a,n/a,n/a,n/a
Quaid-i-Azam University,380,29.4,501+,15.1,324,29.7,601+,2.1,23,98.3,601+,1.3,601+,1.4,n/a,n/a,n/a,n/a,n/a,n/a
"Stony Brook University, State University of New York",381,29.4,420,20.1,501+,10.3,451,34.6,339,41,359,31.7,188,70.8,n/a,n/a,n/a,n/a,n/a,n/a
Sharif University of Technology,382,29.3,501+,12.1,389,25.1,601+,9.8,25,98.1,601+,2.5,601+,2.7,n/a,n/a,n/a,n/a,n/a,n/a
Tokyo Medical and Dental University (TMDU),383,29.3,501+,10.8,501+,5.6,7,100,592,16.9,601+,1.3,580,17.2,n/a,n/a,n/a,n/a,n/a,n/a
American University of Sharjah,384,29.1,451,18.9,365,27.2,535,28.4,601+,15.2,3,100,7,100,n/a,n/a,n/a,n/a,n/a,n/a
Beihang University (former BUAA),385,29.1,501+,14.4,501+,5.3,571,25.7,81,85.4,601+,2.7,601+,5.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Kent,386,29.1,422,20,501+,8.9,601+,21.6,346,40.2,105,98.8,254,56.1,n/a,n/a,n/a,n/a,n/a,n/a
Kobe University,387,28.9,316,26.8,283,33.2,259,59,601+,11.7,601+,2.5,601+,10.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Kansas,388,28.8,501+,15.3,501+,16.8,145,78.6,601+,13.3,329,39.5,601+,11,n/a,n/a,n/a,n/a,n/a,n/a
University at Buffalo SUNY,389,28.7,456,18.8,501+,11.8,601+,6.9,160,66.2,214,73.9,421,31.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Pisa,390,28.7,207,40.5,501+,16.5,601+,7.8,321,44.1,601+,2,601+,4.9,n/a,n/a,n/a,n/a,n/a,n/a
Università Vita-Salute San Raffaele,391,28.6,501+,3.2,501+,1.5,36,99.3,396,34.5,601+,1.9,601+,4,n/a,n/a,n/a,n/a,n/a,n/a
SOAS University of London,392,28.5,424,19.9,501+,12.8,507,30.4,601+,15.4,48,100,21,100,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Palermo (UP),393,28.5,501+,9.1,501+,10.9,92,89.3,601+,1.1,468,14.1,70,97.1,n/a,n/a,n/a,n/a,n/a,n/a
Peter the Great St. Petersburg Polytechnic University,394,28.4,501+,13.1,501+,9.3,122,83.2,601+,3.8,595,5.9,120,88.5,n/a,n/a,n/a,n/a,n/a,n/a
Ruhr-Universität Bochum,395,28.4,372,22.5,501+,10,601+,2,105,78.7,492,11.8,417,31.6,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Guwahati (IITG),396,28.3,501+,13.2,501+,14.5,601+,12,41,94.8,601+,1.4,601+,1.3,n/a,n/a,n/a,n/a,n/a,n/a
National Research Tomsk Polytechnic University,397,28.3,501+,9.6,501+,8.1,93,89.1,601+,6.2,601+,3.8,136,85.6,n/a,n/a,n/a,n/a,n/a,n/a
Pontificia Universidad Catolica del Peru,398,28.3,211,39.9,102,66.1,572,25.6,601+,1.7,601+,1.6,601+,1.7,n/a,n/a,n/a,n/a,n/a,n/a
Pakistan Institute of Engineering and Applied Sciences (PIEAS),399,28.2,501+,5.4,501+,6.9,68,93.1,406,33.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
University of the Philippines,400,28.1,246,33.9,226,42.1,323,48.3,601+,1.9,601+,1.1,601+,1.4,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Roorkee (IITR),401,28,501+,14.8,466,19.3,601+,10.3,62,88.8,601+,1,601+,2.6,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Austral,402,28,501+,15.4,244,38.8,113,85,601+,1.7,601+,1.2,601+,9.7,n/a,n/a,n/a,n/a,n/a,n/a
Vilnius University,403,28,400,20.7,434,21.2,135,80.3,601+,3.8,601+,3.6,601+,9.3,n/a,n/a,n/a,n/a,n/a,n/a
Czech Technical University in Prague,404,27.9,427,19.8,259,36.7,254,60.5,601+,5.6,510,10.3,292,49.5,n/a,n/a,n/a,n/a,n/a,n/a
Shandong University,405,27.9,501+,14.9,372,26.3,601+,20.8,126,73.3,601+,3.1,601+,3.9,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, Riverside",406,27.9,475,17.9,501+,9.3,601+,9.7,161,65.9,197,81.2,601+,10.7,n/a,n/a,n/a,n/a,n/a,n/a
Flinders University,407,27.8,501+,13.1,501+,8.4,601+,5.9,245,54,98,99.1,94,94.2,n/a,n/a,n/a,n/a,n/a,n/a
South China University of Technology,408,27.8,501+,12.1,501+,3.8,601+,17.3,47,92.9,601+,3.4,601+,4.3,n/a,n/a,n/a,n/a,n/a,n/a
Taipei Medical University (TMU),409,27.8,501+,9.7,501+,12,84,90.3,596,16.7,586,6.4,585,16.7,n/a,n/a,n/a,n/a,n/a,n/a
Xiamen University,410,27.8,330,25.7,501+,8.4,601+,23.5,221,57.7,601+,2,601+,4,n/a,n/a,n/a,n/a,n/a,n/a
University of Münster,411,27.7,250,33.7,391,24.9,427,37,601+,16,482,13.1,601+,7.6,n/a,n/a,n/a,n/a,n/a,n/a
National Sun Yat-sen University,412,27.5,332,25.5,455,20,449,34.7,393,35.1,524,9.4,601+,14.1,n/a,n/a,n/a,n/a,n/a,n/a
Pontificia Universidad Javeriana,413,27.5,226,37.5,64,83.6,601+,17.1,601+,2.2,601+,1.9,601+,1.9,n/a,n/a,n/a,n/a,n/a,n/a
Chung-Ang University (CAU),414,27.4,501+,15.5,357,27.7,174,73.2,601+,9.2,601+,4.8,411,32.1,n/a,n/a,n/a,n/a,n/a,n/a
Lappeenranta-Lahti University of Technology LUT,415,27.4,501+,7.3,501+,16.9,601+,17.1,65,88.1,431,17.4,601+,15.4,n/a,n/a,n/a,n/a,n/a,n/a
Tampere University,416,27.4,337,25.2,400,24.2,563,26.4,344,40.4,414,20.1,601+,7.6,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Teknologi PETRONAS (UTP),417,27.4,501+,16.4,338,28.8,533,28.5,376,36.9,221,72.6,505,22.8,n/a,n/a,n/a,n/a,n/a,n/a
"University of Colorado, Denver",418,27.4,501+,8.3,501+,8.5,4,100,601+,12.7,601+,1.5,601+,10.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Science and Technology Beijing,419,27.4,501+,15,501+,4.3,601+,12.8,53,90.4,601+,1.5,601+,3.5,n/a,n/a,n/a,n/a,n/a,n/a
Université Laval,420,27.4,403,20.6,462,19.3,486,31.7,417,31.8,266,56.7,422,31.2,n/a,n/a,n/a,n/a,n/a,n/a
National Technical University of Athens,421,27.3,444,19.2,234,40.5,601+,6.1,148,69.1,601+,1,601+,7.1,n/a,n/a,n/a,n/a,n/a,n/a
Université de Strasbourg,422,27.3,195,42.2,501+,7.3,601+,5.5,471,27.4,405,21.4,353,39.3,n/a,n/a,n/a,n/a,n/a,n/a
Universität Mannheim,423,27.2,490,17.2,179,48.3,601+,2.2,170,64.6,448,15.6,486,24.1,n/a,n/a,n/a,n/a,n/a,n/a
James Cook University,424,27.1,501+,15.1,501+,11.3,601+,9.5,167,65.1,241,64.7,395,33.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Naples - Federico II,425,27.1,261,32.5,501+,14.6,601+,5.1,222,57.1,601+,1.2,601+,1.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Witwatersrand,426,27.1,342,24.9,311,30.3,601+,12.4,380,36.4,210,76.1,601+,9.5,n/a,n/a,n/a,n/a,n/a,n/a
Johannes Gutenberg Universität Mainz,427,27,384,21.8,501+,15,281,54.5,553,20.3,453,15.2,551,19.6,n/a,n/a,n/a,n/a,n/a,n/a
Washington State University,428,27,314,27,373,26.2,601+,15.1,364,38,289,49.4,601+,7.3,n/a,n/a,n/a,n/a,n/a,n/a
Oxford Brookes University,429,26.9,317,26.6,155,53.1,601+,13.9,601+,10.3,271,55.4,211,65.4,n/a,n/a,n/a,n/a,n/a,n/a
Wake Forest University,430,26.9,501+,5.8,501+,8.1,11,100,601+,14,601+,2,601+,14.8,n/a,n/a,n/a,n/a,n/a,n/a
Colorado State University,431,26.8,437,19.5,436,20.9,257,59.4,548,20.6,515,10,601+,6.6,n/a,n/a,n/a,n/a,n/a,n/a
Rensselaer Polytechnic Institute,432,26.8,501+,9.2,501+,7.9,557,26.7,143,69.7,601+,1.8,248,57,n/a,n/a,n/a,n/a,n/a,n/a
Universidade Nova de Lisboa,433,26.8,313,27.1,413,22.7,581,25.1,481,26.4,542,8.3,249,57,n/a,n/a,n/a,n/a,n/a,n/a
Universidade Federal de São Paulo,434,26.7,501+,11.9,501+,5.5,49,97.4,601+,8.2,601+,1.9,601+,1.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Johannesburg,435,26.7,501+,14.5,481,18.6,386,40.7,589,16.9,158,92.1,255,55.9,n/a,n/a,n/a,n/a,n/a,n/a
Shanghai University,436,26.6,351,24,501+,8.9,306,50.5,571,18.3,336,37.1,601+,7.4,n/a,n/a,n/a,n/a,n/a,n/a
Tulane University,437,26.6,501+,10.1,501+,4.8,83,90.3,601+,14.3,601+,5.3,591,16.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Canberra,438,26.6,501+,14,501+,11.3,601+,3.2,289,49.2,79,99.7,139,85.1,n/a,n/a,n/a,n/a,n/a,n/a
"Essex, University of",439,26.5,486,17.5,501+,10.9,601+,11.6,434,30.4,64,100,47,98.9,n/a,n/a,n/a,n/a,n/a,n/a
Swansea University,440,26.3,501+,15.8,395,24.5,479,32.3,496,25,239,65.2,271,53.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Cyprus (UCY),441,26.3,501+,9,501+,4.2,601+,5.5,94,81.2,220,72.7,484,24.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Trento,442,26.3,343,24.9,501+,10.1,601+,16.6,240,54.8,478,13.3,601+,5.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Tromsø The Arctic University of Norway,443,26.3,501+,13.2,501+,4,162,75.4,601+,9.1,246,63.3,601+,9,n/a,n/a,n/a,n/a,n/a,n/a
Illinois Institute of Technology,444,26.2,501+,15.1,501+,8,601+,14.2,241,54.8,507,10.3,50,98.7,n/a,n/a,n/a,n/a,n/a,n/a
HUFS - Hankuk (Korea) University of Foreign Studies,445,26.1,501+,11.7,402,23.8,143,79,601+,1.6,441,16.1,352,39.5,n/a,n/a,n/a,n/a,n/a,n/a
The American University in Cairo,446,26.1,315,26.8,437,20.9,415,37.8,601+,4.2,159,92,601+,3.7,n/a,n/a,n/a,n/a,n/a,n/a
Umm Al-Qura University,447,26,501+,14.9,501+,10.4,238,62.5,601+,1.8,65,100,546,20.1,n/a,n/a,n/a,n/a,n/a,n/a
Universität  Leipzig,448,26,335,25.3,501+,7.2,247,61.1,601+,9.9,n/a,n/a,567,17.9,n/a,n/a,n/a,n/a,n/a,n/a
Saarland University,449,26,501+,11.6,501+,7.7,128,82.5,601+,9,601+,1.9,334,42.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Milano-Bicocca,450,25.9,437,19.5,501+,10.7,601+,1.5,95,81.2,n/a,n/a,601+,7.8,n/a,n/a,n/a,n/a,n/a,n/a
Auckland University of Technology (AUT),451,25.8,412,20.3,443,20.6,601+,11.9,601+,15.6,52,100,24,100,n/a,n/a,n/a,n/a,n/a,n/a
Bond University,452,25.8,501+,4.8,501+,7.5,337,46.3,568,19.1,100,99,46,99,n/a,n/a,n/a,n/a,n/a,n/a
Sichuan University,453,25.8,482,17.7,501+,4.7,601+,18.9,142,69.7,601+,3.2,601+,6.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Florence,454,25.8,262,32.5,501+,7.3,601+,6,292,48.2,601+,2.7,550,19.9,n/a,n/a,n/a,n/a,n/a,n/a
Brandeis University,455,25.7,501+,10.9,501+,4.5,299,52.1,456,28.8,503,10.6,149,81.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Coimbra,456,25.7,296,28.6,501+,17.3,601+,16.8,414,32,601+,3.6,296,48.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Iowa,457,25.7,399,20.7,501+,14.9,338,46.1,452,29.1,573,7,601+,9.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Saskatchewan,458,25.6,501+,11.8,501+,12,558,26.7,340,41,236,67.8,278,52.4,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Politécnica de Madrid (UPM),459,25.5,280,30.2,153,53.2,601+,19.3,601+,11.4,601+,1.4,386,35.6,n/a,n/a,n/a,n/a,n/a,n/a
University of St.Gallen (HSG),460,25.5,501+,9.2,171,50.6,601+,6.3,413,32.1,50,100,160,78.5,n/a,n/a,n/a,n/a,n/a,n/a
Colorado School of Mines,461,25.4,501+,8.2,501+,10.5,536,28.4,135,70.5,530,9.1,601+,15.1,n/a,n/a,n/a,n/a,n/a,n/a
Far Eastern Federal University,462,25.4,501+,6.8,501+,3.2,81,90.6,601+,2,587,6.3,204,67.9,n/a,n/a,n/a,n/a,n/a,n/a
"Goldsmiths, University of London",463,25.4,465,18.4,501+,8.7,601+,18.3,542,21.3,186,85,69,97.3,n/a,n/a,n/a,n/a,n/a,n/a
Martin-Luther-Universität Halle-Wittenberg,464,25.4,501+,14.7,501+,6.5,112,85,601+,6,n/a,n/a,601+,11.2,n/a,n/a,n/a,n/a,n/a,n/a
Airlangga University,465,25.3,310,27.4,176,49.3,356,44,601+,1.2,601+,2.9,601+,2.2,n/a,n/a,n/a,n/a,n/a,n/a
Amirkabir University of Technology,466,25.3,501+,5.4,493,18,601+,4.8,19,99.3,579,6.7,601+,2.3,n/a,n/a,n/a,n/a,n/a,n/a
Southeast University,467,25.3,501+,12,501+,5.6,463,33.6,177,63.8,601+,2.7,601+,4.3,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Belgrano,468,25.3,501+,8,461,19.6,79,91,601+,1,601+,2.1,430,30,n/a,n/a,n/a,n/a,n/a,n/a
National Taipei University of Technology,469,25.2,501+,13.8,195,47.1,468,32.9,408,32.7,506,10.4,473,25,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Montevideo (UM),470,25.2,501+,14.7,459,19.8,132,80.9,601+,1.1,488,11.9,601+,3.8,n/a,n/a,n/a,n/a,n/a,n/a
Ben-Gurion University of The Negev,471,25.1,501+,14.4,501+,15.3,601+,13.9,229,55.8,268,56.3,561,18.3,n/a,n/a,n/a,n/a,n/a,n/a
Hasselt University,472,25.1,501+,4.5,501+,4,160,76,567,19.3,288,49.8,477,24.8,n/a,n/a,n/a,n/a,n/a,n/a
Universidad ORT Uruguay,473,25.1,501+,11.3,482,18.4,90,89.5,601+,1.2,537,8.6,601+,2,n/a,n/a,n/a,n/a,n/a,n/a
University of Stirling,474,25.1,501+,11.6,501+,12.6,601+,17.2,319,44.2,247,63.3,180,73.2,n/a,n/a,n/a,n/a,n/a,n/a
Florida State University,475,25,298,28.3,243,38.9,601+,9.8,385,36,600,5.7,601+,4.5,n/a,n/a,n/a,n/a,n/a,n/a
"University of Missouri, Columbia",476,24.9,501+,16.5,501+,16.7,340,46.1,497,24.9,320,41.7,601+,5.6,n/a,n/a,n/a,n/a,n/a,n/a
Bar-Ilan University,477,24.8,501+,9.4,501+,7.4,601+,7.7,92,81.7,326,40.3,601+,6.7,n/a,n/a,n/a,n/a,n/a,n/a
Chiba University,478,24.8,501+,16.3,501+,7,173,73.2,601+,12,601+,2.2,601+,6,n/a,n/a,n/a,n/a,n/a,n/a
University of Texas Dallas,479,24.8,501+,15.5,498,17.8,601+,4.8,156,66.7,601+,2.6,312,46.1,n/a,n/a,n/a,n/a,n/a,n/a
Chang Gung University,480,24.7,501+,4.7,501+,4.3,216,65.6,320,44.1,601+,1.5,601+,6.2,n/a,n/a,n/a,n/a,n/a,n/a
Université de Liège,481,24.7,448,19,444,20.6,601+,19,401,34.1,349,33.6,274,52.8,n/a,n/a,n/a,n/a,n/a,n/a
Auezov South Kazakhstan University (SKU),482,24.6,501+,9.6,501+,9.9,80,90.8,601+,1,601+,5.5,534,20.7,n/a,n/a,n/a,n/a,n/a,n/a
Stellenbosch University,483,24.6,345,24.5,363,27.4,601+,3.6,265,51.7,534,8.9,601+,9.7,n/a,n/a,n/a,n/a,n/a,n/a
The Catholic University of Korea,484,24.6,501+,4.8,501+,2.5,46,97.9,601+,12.2,601+,1.2,601+,4.3,n/a,n/a,n/a,n/a,n/a,n/a
Aston University,485,24.5,501+,12.5,342,28.8,601+,12,358,38.5,120,97.4,418,31.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Turin,486,24.5,245,34.2,501+,7.9,601+,3.5,327,42.9,601+,2.3,601+,10.8,n/a,n/a,n/a,n/a,n/a,n/a
The National University of Science and Technology MISIS,487,24.4,501+,8.5,501+,11.3,187,70.6,601+,11.3,601+,4.6,217,63.3,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Santiago de Chile (USACH),488,24.4,224,37.6,116,63.1,601+,8.8,601+,4.8,601+,2.3,601+,2.5,n/a,n/a,n/a,n/a,n/a,n/a
Yokohama City University,489,24.4,501+,4.6,501+,2.9,30,99.8,601+,10.1,601+,1.5,601+,2.4,n/a,n/a,n/a,n/a,n/a,n/a
Dublin City University,490,24.3,457,18.7,316,30.1,503,30.7,601+,13.8,227,70.7,466,25.8,n/a,n/a,n/a,n/a,n/a,n/a
Justus-Liebig-University Giessen,491,24.3,501+,12,501+,8.3,601+,1.5,73,87.2,601+,5.2,601+,11.6,n/a,n/a,n/a,n/a,n/a,n/a
UNESP,492,24.2,249,33.7,424,21.9,578,25.3,601+,15.5,601+,1.9,601+,4,n/a,n/a,n/a,n/a,n/a,n/a
University of Granada,493,24.2,210,40,501+,9.7,601+,7.3,517,23.3,601+,1.5,560,18.4,n/a,n/a,n/a,n/a,n/a,n/a
Western Sydney University,494,24.1,480,17.7,416,22.5,601+,5.7,441,30,40,100,286,50.8,n/a,n/a,n/a,n/a,n/a,n/a
Boston College,495,24.1,377,22.3,426,21.6,514,29.8,453,29.1,601+,4.9,564,18.1,n/a,n/a,n/a,n/a,n/a,n/a
Christian-Albrechts-University zu Kiel,496,24.1,443,19.2,501+,9.2,304,51.2,524,22.9,n/a,n/a,601+,10.8,n/a,n/a,n/a,n/a,n/a,n/a
Dongguk University,497,24.1,501+,9.4,501+,9.4,127,82.8,601+,7.4,601+,3.6,524,21.2,n/a,n/a,n/a,n/a,n/a,n/a
Iowa State University,498,24.1,442,19.3,501+,14.3,601+,10.1,201,60.4,601+,2.5,601+,12.4,n/a,n/a,n/a,n/a,n/a,n/a
Sogang University,499,24.1,468,18.2,247,38.4,333,47.2,601+,9.1,601+,2.8,427,30.2,n/a,n/a,n/a,n/a,n/a,n/a
"University of Rome ""Tor Vergata""",500,24.1,275,30.7,501+,14.6,601+,6,368,37.7,601+,2.1,436,28.9,n/a,n/a,n/a,n/a,n/a,n/a
York University,501,24.1,374,22.4,265,36.4,601+,8.1,533,22.2,390,24.2,147,81.9,n/a,n/a,n/a,n/a,n/a,n/a
Aix-Marseille University,502,n/a,230,36.6,501+,3.8,601+,9.9,484,26.2,553,7.9,504,23,n/a,n/a,n/a,n/a,n/a,n/a
Jilin University,503,n/a,501+,13.8,273,34.9,353,44.6,486,26.1,601+,4.7,601+,2.5,n/a,n/a,n/a,n/a,n/a,n/a
Satbayev University,504,n/a,501+,15.2,431,21.4,161,75.6,601+,1.4,601+,2.4,601+,1.9,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de La Habana,505,n/a,470,18.1,368,26.8,221,64.9,601+,1.8,601+,1.2,601+,4.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Bordeaux,506,n/a,263,32.4,501+,5.5,560,26.6,601+,15,419,18.6,494,23.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Delhi,507,n/a,236,35.3,294,32.3,601+,5.5,500,24.8,601+,1.1,601+,1.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Klagenfurt,508,n/a,501+,4.5,501+,3,292,52.9,601+,12.7,153,92.9,162,78.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Limerick,509,n/a,491,17.2,329,29.3,601+,15.7,491,25.3,172,89.7,459,26.4,n/a,n/a,n/a,n/a,n/a,n/a
Universität Konstanz,510,n/a,375,22.4,501+,5.8,483,32,572,18.1,253,61.4,578,17.2,n/a,n/a,n/a,n/a,n/a,n/a
Warsaw University of Technology,511,n/a,324,26,156,53,497,31,601+,5.9,601+,1.2,601+,11.3,n/a,n/a,n/a,n/a,n/a,n/a
IPB University (aka Bogor Agricultural University),512,n/a,452,18.9,435,21,278,55.1,601+,1.6,313,43.3,601+,3.3,n/a,n/a,n/a,n/a,n/a,n/a
Koç University,513,n/a,464,18.5,360,27.5,398,39.5,559,19.7,433,17.2,601+,6.5,n/a,n/a,n/a,n/a,n/a,n/a
Missouri University of Science and Technology,514,n/a,501+,3.4,501+,4.7,601+,7.7,101,79.3,219,73.1,601+,11.2,n/a,n/a,n/a,n/a,n/a,n/a
Singapore Management University,515,n/a,501+,11.6,479,18.7,601+,15.1,470,27.4,37,100,207,67.2,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Alcalá,516,n/a,501+,9.8,501+,10.2,209,66.8,601+,4.7,588,6.3,183,72.5,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Utara Malaysia (UUM),517,n/a,488,17.4,412,22.8,360,43.5,601+,5.5,581,6.6,178,73.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Balamand,518,n/a,501+,4.6,501+,12.1,78,91.1,601+,1.8,601+,5.4,498,23.3,n/a,n/a,n/a,n/a,n/a,n/a
V. N. Karazin Kharkiv National University,519,n/a,501+,11.9,501+,14.5,211,66.7,601+,1.6,601+,1.1,215,64.1,n/a,n/a,n/a,n/a,n/a,n/a
Wayne State University,520,n/a,501+,9.8,501+,5.4,165,74.5,601+,16.3,601+,5.2,601+,7.3,n/a,n/a,n/a,n/a,n/a,n/a
Central South University,521,n/a,501+,7.3,501+,2.1,601+,6.3,54,90.1,601+,2.5,601+,3.2,n/a,n/a,n/a,n/a,n/a,n/a
China University of Geosciences,522,n/a,501+,4.1,501+,1.3,244,61.4,328,42.4,601+,1.1,601+,3.4,n/a,n/a,n/a,n/a,n/a,n/a
Concordia University,523,n/a,501+,14.5,374,26.1,601+,3.5,465,27.7,222,72.2,100,92.6,n/a,n/a,n/a,n/a,n/a,n/a
Imam Abdulrahman Bin Faisal University (IAU),524,n/a,501+,4.5,501+,3.6,152,77.2,601+,1.8,132,95.7,601+,3.1,n/a,n/a,n/a,n/a,n/a,n/a
National Central University,525,n/a,406,20.5,466,19.3,505,30.5,466,27.7,601+,5,601+,14.9,n/a,n/a,n/a,n/a,n/a,n/a
"Universidad Central ""Marta Abreu"" de Las Villas",526,n/a,501+,6.1,501+,1.3,22,99.9,601+,1.2,601+,1,601+,1.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Bayreuth,527,n/a,501+,10,501+,15.6,408,38.7,399,34.3,358,31.8,521,21.4,n/a,n/a,n/a,n/a,n/a,n/a
