name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
Sapienza University of Rome,172,47.2,74,76.5,247,38.4,601+,4.2,228,55.9,601+,1.4,601+,10,n/a,n/a,n/a,n/a,n/a,n/a
Albert-Ludwigs-Universitaet Freiburg,173,47,159,49.9,440,20.8,459,34.1,158,66.5,292,48.9,329,43.1,n/a,n/a,n/a,n/a,n/a,n/a
University College Dublin,174,46.9,162,49.6,212,44.6,568,25.9,331,42.1,96,99.2,169,76,n/a,n/a,n/a,n/a,n/a,n/a
University of Florida,175,46.9,161,49.7,184,47.9,157,76.4,455,28.9,590,6.2,601+,12.5,n/a,n/a,n/a,n/a,n/a,n/a
Al-Farabi Kazakh National University,176,46.8,176,45.5,100,67.7,51,97.2,601+,1.3,477,13.4,483,24.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Lausanne,177,46.6,258,32.8,472,19,298,52.4,175,63.9,77,99.8,226,61.7,n/a,n/a,n/a,n/a,n/a,n/a
Eberhard Karls Universität Tübingen,178,46.4,171,46,421,22.1,61,94.6,601+,16.3,310,43.8,488,24,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Bombay (IITB),179,46.4,148,51.3,72,79.6,477,32.5,235,55.5,601+,1.5,601+,1.6,n/a,n/a,n/a,n/a,n/a,n/a
Erasmus University Rotterdam,180,46.3,234,35.6,132,58.2,444,35,194,61.1,195,81.9,269,53.7,n/a,n/a,n/a,n/a,n/a,n/a
National Tsing Hua University,181,46.1,149,51.2,128,59.3,414,37.8,252,53,562,7.2,542,20.4,n/a,n/a,n/a,n/a,n/a,n/a
Technische Universität Wien,182,46.1,259,32.6,182,48,601+,11.5,52,90.4,229,70.5,146,82.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Gothenburg,183,46.1,221,37.9,428,21.6,180,71.7,373,37.2,218,73.5,220,63.1,n/a,n/a,n/a,n/a,n/a,n/a
Khalifa University,184,46,501+,13.7,501+,10.5,76,91.3,168,65.1,9,100,235,59.7,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de Chile,185,46,73,76.7,45,92.3,601+,12.2,601+,15.3,601+,2.8,601+,4.9,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Delhi (IITD),186,45.9,173,45.8,95,70.8,499,30.9,140,70,601+,1.2,601+,1.7,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Science,187,45.7,243,34.2,468,19.2,318,48.8,1,100,601+,1.2,601+,1.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Minnesota Twin Cities,188,45.7,111,61.8,316,30.1,504,30.6,244,54.1,601+,2.3,601+,14.8,n/a,n/a,n/a,n/a,n/a,n/a
Université catholique de Louvain (UCLouvain),189,45.6,153,50.8,251,38,601+,6.7,154,66.8,171,89.8,336,42,n/a,n/a,n/a,n/a,n/a,n/a
University of Liverpool,190,45.5,192,42.7,255,37.3,349,44.8,411,32.2,180,86.8,85,94.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Twente,191,45.5,395,21,225,42.3,425,37.1,100,79.3,106,98.8,118,89.1,n/a,n/a,n/a,n/a,n/a,n/a
Dartmouth College,192,45.1,435,19.5,318,30.1,179,71.8,56,90.1,601+,1.7,406,32.5,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Teknologi Malaysia,193,45.1,193,42.4,152,53.4,277,55.2,352,39.2,583,6.5,202,68.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Wollongong,194,44.9,278,30.4,253,37.5,601+,20.1,90,82.3,164,90.8,167,76.4,n/a,n/a,n/a,n/a,n/a,n/a
Curtin University,195,44.8,269,31.2,181,48.2,601+,15.2,84,84.6,38,100,314,46,n/a,n/a,n/a,n/a,n/a,n/a
Technische Universität Dresden,196,44.8,220,38,170,51,101,86.6,562,19.5,386,25.2,375,37.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Otago,197,44.8,155,50.6,241,39.2,601+,16,286,49.5,35,100,300,47.4,n/a,n/a,n/a,n/a,n/a,n/a
"The University of Newcastle, Australia (UON)",198,44.6,274,30.8,344,28.6,470,32.9,97,80.6,66,100,426,30.5,n/a,n/a,n/a,n/a,n/a,n/a
The Hebrew University of Jerusalem,199,44.5,239,34.9,309,30.8,116,84.5,377,36.7,280,51.8,601+,9.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Bergen,200,44.2,244,34.2,501+,10,147,78.1,313,45,185,85.5,601+,8.5,n/a,n/a,n/a,n/a,n/a,n/a
"Macquarie University (Sydney, Australia)",201,44.1,252,33.2,159,52.8,601+,17.3,198,60.9,107,98.8,82,95.2,n/a,n/a,n/a,n/a,n/a,n/a
Keio University,202,43.9,158,50.2,56,87.7,234,62.8,601+,7.1,601+,3.6,601+,13.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Reading,203,43.5,247,33.8,278,34.1,597,23.8,183,62.9,148,93.8,126,87.7,n/a,n/a,n/a,n/a,n/a,n/a
Waseda University,204,43.3,117,60.3,36,94.1,515,29.8,601+,5.2,476,13.5,372,37.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Göttingen,205,43.2,156,50.5,451,20.1,219,65.1,499,24.8,350,33.2,503,23.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Aberdeen,206,43.1,287,29.3,270,35.1,492,31.4,217,58.4,139,94.9,41,99.2,n/a,n/a,n/a,n/a,n/a,n/a
RMIT University,207,42.8,227,37.1,122,60.9,601+,8.3,268,51.3,34,100,83,95,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Autónoma de Madrid,208,42.7,125,58.5,142,56.7,383,40.9,526,22.7,601+,2.6,601+,11.7,n/a,n/a,n/a,n/a,n/a,n/a
Universite libre de Bruxelles,209,42.7,248,33.8,187,47.8,601+,5,139,70.1,141,94.5,115,89.4,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Autònoma de Barcelona,210,42.6,115,60.8,296,32.3,601+,13.6,256,52.7,551,8,499,23.2,n/a,n/a,n/a,n/a,n/a,n/a
Vrije Universiteit Amsterdam,211,42.6,206,41,501+,17.6,422,37.3,153,67.1,334,37.5,424,30.9,n/a,n/a,n/a,n/a,n/a,n/a
Tongji University,212,42.5,235,35.4,501+,10.4,587,24.5,85,84.4,230,70.4,374,37.1,n/a,n/a,n/a,n/a,n/a,n/a
Ulsan National Institute of Science and Technology (UNIST),213,42.4,501+,9.9,501+,6.5,159,76.1,9,100,343,35.4,601+,13.1,n/a,n/a,n/a,n/a,n/a,n/a
Queensland University of Technology (QUT),214,42.1,197,42,211,44.8,601+,8.7,210,59,116,98.3,327,43.3,n/a,n/a,n/a,n/a,n/a,n/a
Universität Hamburg,215,42,152,50.8,394,24.5,601+,20.4,185,62.3,377,27.5,511,22.3,n/a,n/a,n/a,n/a,n/a,n/a
Chulalongkorn University,216,41.9,96,67.7,101,67.4,484,31.9,601+,6.2,601+,2.6,601+,3,n/a,n/a,n/a,n/a,n/a,n/a
Arizona State University,217,41.8,177,45.3,229,41.4,601+,9.1,180,63.4,258,58.4,355,39.2,n/a,n/a,n/a,n/a,n/a,n/a
Queen's University Belfast,218,41.8,283,30.1,301,31.7,369,42.5,348,40,68,100,66,97.4,n/a,n/a,n/a,n/a,n/a,n/a
Vanderbilt University,219,41.7,326,25.9,408,23.1,3,100,418,31.7,469,14.1,384,35.9,n/a,n/a,n/a,n/a,n/a,n/a
Universidade Estadual de Campinas (Unicamp),220,41.3,104,65.3,277,34.3,601+,13,324,43.4,601+,2.6,601+,3.5,n/a,n/a,n/a,n/a,n/a,n/a
Radboud University,221,41.1,279,30.3,495,17.9,455,34.3,86,83.9,308,44.3,516,22.2,n/a,n/a,n/a,n/a,n/a,n/a
Vrije Universiteit Brussel (VUB),222,41,350,24,501+,17.2,125,82.9,482,26.4,169,90.2,222,62.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Notre Dame,223,40.9,302,28,210,44.8,213,66.5,271,51.1,505,10.4,543,20.3,n/a,n/a,n/a,n/a,n/a,n/a
Complutense University of Madrid,224,40.8,95,67.8,131,58.4,601+,21.5,601+,11.4,601+,1.3,533,20.8,n/a,n/a,n/a,n/a,n/a,n/a
Qatar University,225,40.7,385,21.6,396,24.4,188,70.3,460,28.1,17,100,90,94.6,n/a,n/a,n/a,n/a,n/a,n/a
Wuhan University,226,40.4,215,39.2,198,46.8,601+,15.4,116,75.1,382,26.5,601+,8.1,n/a,n/a,n/a,n/a,n/a,n/a
Rheinische Friedrich-Wilhelms-Universität Bonn,227,40.3,150,51.1,501+,17.7,272,56.2,574,18,355,32.6,433,29.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Cape Town,228,40.3,186,44.1,227,41.7,601+,19.9,270,51.2,285,50.7,413,31.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Sussex,229,40.3,323,26.2,501+,8.6,601+,17.3,104,78.7,124,97,89,94.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Virginia,230,40.3,231,36.5,232,40.9,250,60.9,332,42,601+,2.4,601+,13.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Ottawa,231,40.2,341,25,246,38.7,601+,4.9,78,86.2,166,90.5,205,67.8,n/a,n/a,n/a,n/a,n/a,n/a
Loughborough University,232,40.1,268,31.3,113,63.8,567,26,351,39.2,193,83.1,170,75.8,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, Irvine",233,40,198,41.5,448,20.3,601+,11.6,184,62.9,282,51.3,172,74.9,n/a,n/a,n/a,n/a,n/a,n/a
Maastricht University,234,39.8,381,21.9,345,28.6,601+,18.4,129,71.8,103,98.8,15,100,n/a,n/a,n/a,n/a,n/a,n/a
University of Antwerp,235,39.8,362,23.1,501+,11.7,220,65.1,260,52.3,206,77.4,377,37,n/a,n/a,n/a,n/a,n/a,n/a
University of Calgary,236,39.7,240,34.8,217,44.2,575,25.4,301,46.8,199,79,252,56.3,n/a,n/a,n/a,n/a,n/a,n/a
Harbin Institute of Technology,237,39.6,349,24.1,501+,9.6,325,48.2,45,93.3,601+,2.8,601+,8.5,n/a,n/a,n/a,n/a,n/a,n/a
Universidad de los Andes,238,39.6,124,58.8,31,95.2,601+,22.3,601+,6.4,501,11,601+,1.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Leicester,239,39.6,357,23.4,471,19,352,44.6,253,53,198,80.6,104,91.5,n/a,n/a,n/a,n/a,n/a,n/a
Victoria University of Wellington,240,39.6,168,46.7,274,34.5,601+,11,370,37.5,78,99.8,277,52.4,n/a,n/a,n/a,n/a,n/a,n/a
Queen's University at Kingston,241,39.5,228,37,96,70.4,601+,6.9,225,56.2,244,63.6,396,33.7,n/a,n/a,n/a,n/a,n/a,n/a
USI - Università della Svizzera italiana,242,39.5,501+,5.2,501+,4.8,100,86.6,295,47.4,20,100,8,100,n/a,n/a,n/a,n/a,n/a,n/a
American University of Beirut (AUB),243,39.2,306,27.7,149,54.2,242,62,593,16.9,202,78.6,250,56.7,n/a,n/a,n/a,n/a,n/a,n/a
Saint Petersburg State University,244,39.2,190,42.8,386,25.2,150,77.3,601+,6.7,601+,2,293,49.4,n/a,n/a,n/a,n/a,n/a,n/a
Università di Padova,245,39.2,135,55.7,308,30.9,601+,9.9,230,55.8,601+,3.3,601+,6.4,n/a,n/a,n/a,n/a,n/a,n/a
Ecole des Ponts ParisTech,246,39.1,501+,8.6,197,46.8,56,95.9,442,29.8,447,15.7,54,98.4,n/a,n/a,n/a,n/a,n/a,n/a
Novosibirsk State University,247,38.8,290,28.9,501+,16.2,69,92.9,564,19.5,601+,2.3,241,57.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Massachusetts Amherst,248,38.8,199,41.4,480,18.7,601+,14.8,138,70.1,333,37.6,454,26.6,n/a,n/a,n/a,n/a,n/a,n/a
Georgetown University,249,38.7,263,32.4,188,47.6,217,65.5,505,24.2,601+,5.6,283,51.5,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Pompeu Fabra (Barcelona),250,38.7,272,30.8,377,25.8,601+,10.8,72,87.2,260,57.8,496,23.5,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Brunei Darussalam (UBD),251,38.6,421,20,501+,12.3,52,96.8,601+,7.6,46,100,210,65.6,n/a,n/a,n/a,n/a,n/a,n/a
University of Colorado Boulder,252,38.5,229,36.8,501+,16.2,431,36.9,150,68.8,556,7.7,601+,9.1,n/a,n/a,n/a,n/a,n/a,n/a
National Cheng Kung University (NCKU),253,38.4,187,43.9,119,61.9,401,39.4,492,25.2,563,7.2,485,24.2,n/a,n/a,n/a,n/a,n/a,n/a
Yeshiva University,254,38.4,501+,2.6,501+,4.1,66,93.4,75,86.9,n/a,n/a,601+,14.1,n/a,n/a,n/a,n/a,n/a,n/a
Gadjah Mada University,255,38.3,164,47.8,214,44.4,218,65.4,601+,1.5,406,21.3,601+,2.3,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Madras (IITM),256,38.1,233,36.1,180,48.3,480,32.3,203,60.2,601+,1.2,601+,1.6,n/a,n/a,n/a,n/a,n/a,n/a
Mahidol University,257,38.1,196,42,203,46,163,75.4,601+,5.6,601+,2.3,601+,5.4,n/a,n/a,n/a,n/a,n/a,n/a
Tel Aviv University,258,38.1,254,33.1,367,26.9,601+,5,16,99.8,457,15.1,601+,6.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Galway,259,37.6,321,26.3,311,30.3,195,69.2,601+,12.8,165,90.6,238,58.7,n/a,n/a,n/a,n/a,n/a,n/a
Universidad Nacional de Colombia,260,37.6,106,63.9,35,94.2,601+,7.5,601+,3.8,601+,2.4,601+,1.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Canterbury | Te Whare Wānanga o Waitaha,261,37.7,215,39.2,231,41,601+,9.7,337,41.1,82,99.6,284,51.4,n/a,n/a,n/a,n/a,n/a,n/a
Sun Yat-sen University,262,37.4,232,36.2,360,27.5,243,61.9,383,36.2,601+,2.2,601+,5.9,n/a,n/a,n/a,n/a,n/a,n/a
Sciences Po,263,37.3,414,20.2,303,31.5,75,91.5,601+,4.1,338,37,42,99.2,n/a,n/a,n/a,n/a,n/a,n/a
Université Paris Cité,264,37.3,216,38.6,501+,7.5,601+,15.5,102,79.2,582,6.6,398,33.3,n/a,n/a,n/a,n/a,n/a,n/a
Kyung Hee University,265,37.2,320,26.4,272,34.9,108,85.5,601+,15.2,601+,4.2,281,51.9,n/a,n/a,n/a,n/a,n/a,n/a
Rutgers University–New Brunswick,266,37.2,214,39.2,258,36.8,289,53.5,529,22.4,526,9.4,341,41.5,n/a,n/a,n/a,n/a,n/a,n/a
Charles University,267,37.1,174,45.7,269,35.5,309,49.9,601+,11.4,538,8.6,294,49.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Navarra,268,37.1,289,28.9,104,65.7,270,56.3,584,17.2,517,9.9,182,72.6,n/a,n/a,n/a,n/a,n/a,n/a
National Yang Ming Chiao Tung University,269,36.9,260,32.6,107,64.9,335,46.8,402,34.1,567,7.1,601+,12.6,n/a,n/a,n/a,n/a,n/a,n/a
The University of Arizona,270,36.9,203,41.3,408,23.1,245,61.4,530,22.4,531,9,601+,14.3,n/a,n/a,n/a,n/a,n/a,n/a
Technical University of Darmstadt,271,36.9,416,20.1,164,52.1,601+,5.8,88,83.6,325,40.7,187,70.8,n/a,n/a,n/a,n/a,n/a,n/a
Beijing Normal University,272,36.7,219,38.5,501+,8.4,517,29.7,173,64.1,601+,4.2,452,26.7,n/a,n/a,n/a,n/a,n/a,n/a
Heriot-Watt University,273,36.7,501+,15.3,314,30.2,601+,23.6,169,64.8,59,100,81,95.2,n/a,n/a,n/a,n/a,n/a,n/a
Dalhousie University,274,36.6,460,18.7,396,24.4,601+,16.9,137,70.3,56,100,152,81.3,n/a,n/a,n/a,n/a,n/a,n/a
Tomsk State University,275,36.6,370,22.6,501+,11,29,99.8,601+,5.9,522,9.5,96,93.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Surrey,276,36.6,376,22.3,347,28.4,601+,19.9,232,55.6,115,98.3,91,94.3,n/a,n/a,n/a,n/a,n/a,n/a
Southern University of Science and Technology (SUSTech),277,36.5,501+,6.8,501+,1.7,41,98.5,197,61,364,29.7,601+,2.1,n/a,n/a,n/a,n/a,n/a,n/a
Tufts University,278,36.5,433,19.6,501+,8.6,168,73.9,275,50.7,424,17.8,385,35.7,n/a,n/a,n/a,n/a,n/a,n/a
Graz University of Technology,279,36.4,501+,14,501+,8.2,43,98.3,566,19.4,235,68,244,57.5,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Kanpur (IITK),280,36.4,284,30.1,230,41.1,601+,18.3,93,81.6,601+,1.3,601+,1.2,n/a,n/a,n/a,n/a,n/a,n/a
King Saud University,281,36.4,267,32,501+,13.3,260,58.8,513,23.6,127,96.3,581,17,n/a,n/a,n/a,n/a,n/a,n/a
Indian Institute of Technology Kharagpur (IIT-KGP),282,36.3,301,28,245,38.8,601+,16.7,67,88,601+,1.5,601+,1.1,n/a,n/a,n/a,n/a,n/a,n/a
Bauman Moscow State Technical University,283,36.2,353,23.9,178,48.7,16,100,601+,1.3,572,7,538,20.5,n/a,n/a,n/a,n/a,n/a,n/a
Universität Innsbruck,284,36.2,407,20.4,501+,8.9,185,71,601+,14.1,70,100,31,99.8,n/a,n/a,n/a,n/a,n/a,n/a
Deakin University.,285,36.1,300,28.1,252,38,601+,4.4,223,57.1,110,98.7,185,72.4,n/a,n/a,n/a,n/a,n/a,n/a
Massey University,286,35.9,285,29.9,396,24.4,462,33.6,511,23.7,99,99.1,40,99.2,n/a,n/a,n/a,n/a,n/a,n/a
University of Illinois at Chicago (UIC),287,35.6,188,43.5,299,32.1,417,37.8,435,30.4,601+,3.4,547,20,n/a,n/a,n/a,n/a,n/a,n/a
University of Tsukuba,288,35.6,238,35.2,501+,17.1,200,68.5,540,21.4,601+,5.6,440,28.4,n/a,n/a,n/a,n/a,n/a,n/a
Hong Kong Baptist University,289,35.5,463,18.5,501+,13.8,355,44.3,349,39.5,128,96.2,35,99.6,n/a,n/a,n/a,n/a,n/a,n/a
United Arab Emirates University,290,35.4,339,25.2,354,27.7,205,67.5,601+,9.7,13,100,351,40.1,n/a,n/a,n/a,n/a,n/a,n/a
Griffith University,291,35.1,305,27.8,453,20.1,601+,9.4,171,64.2,74,99.8,340,41.6,n/a,n/a,n/a,n/a,n/a,n/a
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),292,35.1,476,17.8,442,20.6,45,97.9,601+,15.1,438,16.6,302,47.1,n/a,n/a,n/a,n/a,n/a,n/a
Universitas Indonesia,293,35.1,185,44.1,166,51.8,403,39.1,601+,1.8,212,74.7,601+,3.5,n/a,n/a,n/a,n/a,n/a,n/a
Université Paris 1 Panthéon-Sorbonne,294,35.1,108,62.8,213,44.5,601+,5.3,601+,3.1,404,21.4,273,52.9,n/a,n/a,n/a,n/a,n/a,n/a
Xi’an Jiaotong University,295,35.1,361,23.1,228,41.7,577,25.4,98,80.2,601+,2.5,601+,5.6,n/a,n/a,n/a,n/a,n/a,n/a
Belarusian State University,296,34.9,386,21.5,237,40.2,44,98,601+,1.4,601+,1.4,331,43,n/a,n/a,n/a,n/a,n/a,n/a
University of Porto,297,34.9,218,38.6,355,27.7,601+,14.6,188,61.7,601+,2.1,487,24.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Turku,298,34.9,303,27.8,346,28.5,248,61.1,357,38.5,491,11.8,601+,5.1,n/a,n/a,n/a,n/a,n/a,n/a
Simon Fraser University,299,34.8,344,24.7,421,22.1,601+,5.3,189,61.7,144,94.2,110,89.8,n/a,n/a,n/a,n/a,n/a,n/a
University College Cork,300,34.8,307,27.6,281,33.5,358,44,536,21.8,135,95.4,304,46.9,n/a,n/a,n/a,n/a,n/a,n/a
North Carolina State University,301,34.7,276,30.4,406,23.8,601+,14.3,151,68.7,281,51.5,592,16.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Tartu,302,34.7,325,26,501+,13.5,95,88.3,601+,15.2,430,17.5,476,24.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Strathclyde,303,34.4,319,26.6,202,46.3,601+,20.4,420,31.7,151,93.3,163,78.3,n/a,n/a,n/a,n/a,n/a,n/a
Bandung Institute of Technology (ITB),304,34.2,205,41.2,218,44,264,57.8,601+,2.7,425,17.7,601+,3.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Tasmania,305,34.2,478,17.8,501+,9.7,601+,18.7,146,69.4,234,68.1,53,98.4,n/a,n/a,n/a,n/a,n/a,n/a
Gwangju Institute of Science and Technology (GIST),306,34.1,501+,13.4,501+,6.1,432,36.4,4,100,599,5.7,601+,7.6,n/a,n/a,n/a,n/a,n/a,n/a
HSE University,307,34.1,309,27.4,349,28.1,65,94.1,601+,1.9,601+,2.3,590,16.5,n/a,n/a,n/a,n/a,n/a,n/a
University of East Anglia (UEA),308,34,432,19.7,501+,10.9,601+,19.5,117,75,255,59.1,234,59.9,n/a,n/a,n/a,n/a,n/a,n/a
University of Warsaw,309,33.9,170,46.5,150,53.9,396,39.6,601+,6.2,601+,2.7,601+,10,n/a,n/a,n/a,n/a,n/a,n/a
Jagiellonian University,310,33.8,225,37.6,207,45.8,251,60.8,601+,6.1,601+,1.7,601+,11.7,n/a,n/a,n/a,n/a,n/a,n/a
University of Southern Denmark (SDU),311,33.8,436,19.5,402,23.8,399,39.4,266,51.6,205,77.8,443,28.2,n/a,n/a,n/a,n/a,n/a,n/a
Indiana University Bloomington,312,33.7,222,37.8,349,28.1,467,33,392,35.2,381,26.5,601+,12.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Cologne,313,33.7,223,37.8,279,33.9,532,28.6,477,26.7,294,46.6,399,33.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Miami,314,33.7,348,24.2,337,28.9,237,62.5,450,29.3,439,16.5,383,36,n/a,n/a,n/a,n/a,n/a,n/a
National Taiwan University of Science and Technology (Taiwan Tech),315,33.6,328,25.8,336,28.9,273,56.1,419,31.7,472,13.8,349,40.3,n/a,n/a,n/a,n/a,n/a,n/a
Université Grenoble Alpes,316,33.6,183,44.4,501+,12.2,601+,9.5,277,50.3,495,11.5,362,38.8,n/a,n/a,n/a,n/a,n/a,n/a
University of Milan,317,33.5,160,49.7,501+,17.4,601+,6.2,282,49.9,601+,2.9,601+,7.7,n/a,n/a,n/a,n/a,n/a,n/a
IE University,318,33.4,501+,7.3,182,48,156,76.4,601+,2.7,147,94,3,100,n/a,n/a,n/a,n/a,n/a,n/a
RUDN University,319,33.4,493,17,329,29.3,72,91.7,601+,1.6,601+,3.5,99,93.2,n/a,n/a,n/a,n/a,n/a,n/a
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),320,33.1,501+,9.4,501+,11,39,99,601+,10,335,37.2,117,89.2,n/a,n/a,n/a,n/a,n/a,n/a
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),321,33.1,253,33.1,338,28.8,288,53.5,523,22.9,601+,4.2,450,26.9,n/a,n/a,n/a,n/a,n/a,n/a
Swinburne University of Technology,322,33,501+,13.9,473,19,601+,15.3,162,65.9,112,98.6,138,85.1,n/a,n/a,n/a,n/a,n/a,n/a
University of Dundee,323,32.9,439,19.4,501+,15.9,334,47,447,29.4,122,97,213,64.6,n/a,n/a,n/a,n/a,n/a,n/a
Friedrich-Alexander-Universität Erlangen-Nürnberg,324,32.9,367,22.8,501+,15.4,601+,2.2,20,99.3,513,10.2,460,26.4,n/a,n/a,n/a,n/a,n/a,n/a
Pontificia Universidad Católica Argentina,325,32.9,455,18.9,206,45.8,33,99.6,601+,1.1,601+,1.2,601+,7.4,n/a,n/a,n/a,n/a,n/a,n/a
University of Macau,326,32.9,501+,10.7,501+,6.8,601+,18.7,134,70.8,18,100,71,97.1,n/a,n/a,n/a,n/a,n/a,n/a
Aalborg University,327,32.8,426,19.9,292,32.6,372,42.4,335,41.3,240,64.9,432,29.3,n/a,n/a,n/a,n/a,n/a,n/a
University of South Australia,328,32.8,362,23.1,501+,16.7,601+,20.6,310,45.6,58,100,192,70.4,n/a,n/a,n/a,n/a,n/a,n/a
L.N. Gumilyov Eurasian National University (ENU),329,32.7,394,21,364,27.2,40,98.6,601+,1.3,402,21.9,601+,7.3,n/a,n/a,n/a,n/a,n/a,n/a
Linköping University,330,32.5,418,20.1,353,27.9,513,29.8,220,57.8,274,53.6,458,26.5,n/a,n/a,n/a,n/a,n/a,n/a
"City, University of London",331,32.4,409,20.4,407,23.4,601+,10.2,284,49.6,125,97,27,99.9,n/a,n/a,n/a,n/a,n/a,n/a
Technion - Israel Institute of Technology,332,32.4,322,26.2,347,28.4,550,27.4,274,51,252,61.7,601+,4.2,n/a,n/a,n/a,n/a,n/a,n/a
"Birkbeck, University of London",333,32.3,501+,12.5,501+,3.6,601+,15.1,141,69.8,108,98.7,57,98.2,n/a,n/a,n/a,n/a,n/a,n/a
Taylor's University,334,32.3,453,18.9,90,73.4,322,48.6,601+,4.8,340,36.5,88,94.8,n/a,n/a,n/a,n/a,n/a,n/a
Huazhong University of Science and Technology,335,32.2,391,21.2,292,32.6,601+,13.2,76,86.6,601+,2,601+,5,n/a,n/a,n/a,n/a,n/a,n/a
National Taiwan Normal University,336,32.2,266,32.1,501+,14.2,172,73.2,601+,7.7,601+,4.1,442,28.3,n/a,n/a,n/a,n/a,n/a,n/a
Politecnico di Torino,337,32.2,242,34.7,174,50.4,601+,2.6,259,52.4,601+,1.5,348,40.5,n/a,n/a,n/a,n/a,n/a,n/a
Royal Holloway University of London,338,32.2,481,17.7,501+,10,601+,20.1,261,52.2,126,96.5,98,93.6,n/a,n/a,n/a,n/a,n/a,n/a
Tianjin University,339,32.2,434,19.6,501+,4.6,553,27,66,88,601+,3.4,601+,12.3,n/a,n/a,n/a,n/a,n/a,n/a
University of Victoria (UVic),340,32.2,489,17.3,501+,10.2,601+,3.3,120,74.9,152,92.9,168,76.3,n/a,n/a,n/a,n/a,n/a,n/a
Goethe-University Frankfurt am Main,341,32.1,167,46.8,275,34.5,601+,22.4,569,19,n/a,n/a,425,30.5,n/a,n/a,n/a,n/a,n/a,n/a
University of Hawaiʻi at Mānoa,342,32.1,501+,16.2,501+,13.7,285,54.1,263,51.8,323,40.9,577,17.2,n/a,n/a,n/a,n/a,n/a,n/a
Northeastern University,343,31.9,402,20.7,501+,14.9,601+,22.7,303,46.7,233,68.2,86,94.9,n/a,n/a,n/a,n/a,n/a,n/a
Hiroshima University,344,31.8,371,22.5,501+,12.5,86,89.9,601+,11.9,601+,4.2,572,17.8,n/a,n/a,n/a,n/a,n/a,n/a
Universiti Teknologi Brunei,345,31.7,501+,12.6,501+,9.3,67,93.4,601+,7.4,81,99.7,601+,9,n/a,n/a,n/a,n/a,n/a,n/a
Universität Jena,346,31.7,429,19.7,501+,3.3,23,99.9,601+,10.6,n/a,n/a,474,25,n/a,n/a,n/a,n/a,n/a,n/a
Virginia Polytechnic Institute and State University,347,31.6,297,28.5,334,28.9,586,24.6,336,41.1,269,56,480,24.5,n/a,n/a,n/a,n/a,n/a,n/a
Kazan (Volga region) Federal University,348,31.4,448,19,501+,7.6,94,88.4,601+,3.8,601+,3.6,131,86.3,n/a,n/a,n/a,n/a,n/a,n/a
UCSI University,349,31.4,477,17.8,164,52.2,249,61,601+,3.6,316,42.5,164,76.8,n/a,n/a,n/a,n/a,n/a,n/a
"University of California, Santa Cruz",350,31.4,429,19.7,501+,5.7,601+,7.5,61,89.1,277,52.6,570,17.8,n/a,n/a,n/a,n/a,n/a,n/a
