name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
Queensland University of Technology (QUT),191,46.8,205,40.9,261,37.6,701+,7.4,176,64.9,141,96,458,26.4,202,68.8,502,16.8,=89,90.6
Universite libre de Bruxelles,192,46.8,249,34.4,247,38.9,701+,3.3,186,63.3,126,97.1,144,85,201,69.1,207,35.7,=249,60.4
Albert-Ludwigs-Universitaet Freiburg,193,46.7,179,46.1,460,19.8,531,29.1,187,63.3,281,68.8,371,36.3,131,82.7,328,25.3,213,68.2
Ecole des Ponts ParisTech,194,46.7,601+,8.3,142,57.9,45,98.2,109,80.7,458,34.6,75,96.8,701+,5.6,261,30,=549,19.2
Wuhan University,195,46.6,204,40.9,205,44,701+,12.8,82,87.4,405,40.7,701+,5,324,48.4,218,35,=336,44.4
University of Minnesota Twin Cities,196,46.4,127,59,324,30.2,510,30.6,291,46.4,701+,5.5,701+,9.1,109,86.1,172,41.9,=101,88.5
Hokkaido University,197,46.2,134,57.3,119,66,162,75.8,451,27.8,621,17.5,633,14.4,392,38.1,665,12.9,=438,30.7
Indian Institute of Technology Delhi (IITD),198,46.1,158,51.2,80,75.9,630,22,182,64.3,701+,2.4,701+,1.4,701+,6.6,234,32.8,=382,37.5
Universidad de los Andes,199,46,103,65.4,35,95.7,701+,17.6,701+,5.9,517,26.4,701+,2,649,11.1,23,96.2,=362,40.2
Universidad Autónoma de Madrid,200,45.9,117,60.4,145,57.7,464,34.5,485,25.1,701+,7.8,678,12,143,80.4,428,19.6,=97,88.8
Waseda University,201,45.9,118,60.2,24,97.3,602,23.7,701+,4.3,503,27.6,436,28.6,569,17.5,87,65.6,=268,56.5
Queen's University Belfast,202,45.8,258,33.6,321,30.3,554,27.5,307,43.5,75,100,54,98.9,124,84.1,589,14.3,87,91
King Saud University,203,45.2,236,36.9,435,21.3,218,64.2,419,32.2,83,99.7,525,21.3,92,88.6,67,71.7,=171,75.8
University of Ottawa,204,45.2,329,26.5,328,29.7,701+,3.8,116,79.1,203,85.9,182,75.9,111,85.8,344,24.3,=279,54.6
Universität Hamburg,205,45.1,160,51,340,28.7,701+,16.9,205,60,395,41.6,512,22.3,101,87.2,305,26.8,=292,52.8
University of Otago,206,45,178,46.3,359,27.1,701+,11,256,51,44,100,428,29.2,391,38.1,159,44.7,22,98.1
Vrije Universiteit Amsterdam,207,44.9,217,39.6,531,15.7,607,23.6,156,68.1,284,68.5,340,40.2,195,70.1,414,20.2,=95,89.1
University of Aberdeen,208,44.6,292,29.6,302,32.5,525,29.6,322,42.1,144,95.8,77,96.7,180,73.3,408,20.5,21,98.1
Queen's University at Kingston,209,44.5,209,40.5,146,56.7,701+,5.3,300,45.1,278,70.1,417,30.6,523,22.5,68,71.5,117,85.4
University of Twente,210,44.4,422,20.6,254,38.3,404,39.4,171,65.3,94,99.3,112,91.1,208,67.6,687,12.6,=416,33.2
Chulalongkorn University,211,44.3,101,66.6,170,50.1,498,31.5,701+,7,668,15,701+,2.9,318,49.4,44,87.2,=113,85.9
Loughborough University,212,44.2,283,30.5,116,66.8,604,23.6,392,34.6,198,87.3,237,63.5,162,77.1,446,18.8,231,63.4
Eberhard Karls Universität Tübingen,213,44.1,180,45.8,325,29.9,71,92.9,560,19.7,289,67.6,454,26.7,84,89.9,393,21.1,=351,42.3
Keio University,214,44,156,51.4,42,93.5,246,58,701+,6,701+,9.6,701+,9.2,689,9.2,50,79.8,366,39.3
Tel Aviv University,215,43.9,264,33.2,407,23.6,701+,3.8,11,99.9,410,40.4,701+,4.6,382,39.5,62,72.9,=373,38.4
Tongji University,216,43.5,251,34.4,601+,13.1,534,28.8,70,91.8,327,56.7,396,32.6,534,21.3,464,18,225,65.4
National Yang Ming Chiao Tung University,217,43.3,262,33.3,110,67.9,286,53.9,247,52.1,601,19,566,18.5,701+,4.4,160,44.6,=283,54.3
University of Sussex,218,43.1,380,22.9,601+,8.9,701+,14.6,142,70.9,137,96.1,100,93,226,62.9,251,30.6,35,97.2
Università di Padova,219,43,133,57.3,428,22,701+,7.8,250,51.8,701+,12.9,701+,9.4,73,91.3,620,13.8,55,95
Universidade Estadual de Campinas (Unicamp),220,42.7,90,70.3,169,50.1,701+,13,489,24.9,701+,11.7,701+,2.9,294,53.7,701+,9.6,=177,74.8
University of Lausanne,221,42.7,294,29.4,545,15.1,434,36.6,173,65.1,77,99.9,263,56.6,327,48,290,27.9,245,61.6
Radboud University,222,42.5,302,28.9,585,13.9,551,27.6,129,74.9,236,78.3,544,20.2,155,78.8,533,15.7,=133,82.7
University of Pittsburgh,223,42.5,228,37.9,541,15.2,56,96.1,357,38.7,701+,7,621,14.9,140,81.1,232,33.1,91,90.5
University of Rochester,224,42.4,398,22.1,477,18.4,48,97.9,252,51.6,269,71.4,106,91.7,451,31.3,308,26.6,=416,33.2
Indian Institute of Science,225,42.1,202,41.5,454,20,340,46.4,6,100,701+,4.8,701+,1.7,701+,4.4,621,13.8,660,10.7
American University of Beirut (AUB),226,41.9,316,27.6,225,41.6,254,57.3,499,24.2,288,67.8,310,46.8,415,35.6,40,88.5,=70,93.2
Universidad Nacional de Colombia,227,41.9,91,69.5,29,96.8,701+,6.1,701+,3.5,701+,6.4,701+,1.5,620,13.3,263,29.9,=309,49.7
National Cheng Kung University (NCKU),228,41.8,164,49.4,82,75.6,482,32.9,544,21.2,557,23.7,605,15.7,653,10.9,257,30.2,=160,78.2
Friedrich-Alexander-Universität Erlangen-Nürnberg,229,41.7,347,25.2,446,20.9,701+,2.8,48,95.8,511,26.8,342,39.9,172,75.1,541,15.5,=207,69.9
Al-Farabi Kazakh National University,230,41.6,155,51.4,85,74.9,38,98.9,701+,1.4,497,28.8,386,34,634,12,701+,11.5,701+,5.1
Khalifa University,231,41.6,448,19.7,451,20.4,98,87.2,281,48.3,10,100,184,75.3,459,29.6,701+,9,=220,66.5
University of Göttingen,232,41.4,172,47.4,338,29,183,70.1,587,17.7,361,49.5,505,22.5,71,91.8,379,21.9,274,55.5
Deakin University.,233,41.3,291,29.6,373,25.8,701+,4.8,160,67.4,130,96.7,249,59.9,303,51.4,312,26.2,=283,54.3
National Tsing Hua University,234,41.3,147,53.1,111,67.7,542,28.3,363,38.3,635,16.8,546,20.1,701+,6.7,525,15.9,=444,30.5
Heriot-Watt University,235,41.2,537,16.4,438,21.1,701+,18.6,113,79.4,67,100,66,97.6,375,40.2,392,21.3,=342,43.5
Université Paris Cité,236,41.1,275,31.6,601+,5.9,701+,9.2,61,93.7,598,19.3,336,41.5,11,99.6,701+,11.6,=331,46
Dartmouth College,237,40.9,415,21.1,398,24.2,248,57.9,121,78.6,701+,5.3,388,33.9,701+,6.6,65,72.1,=217,66.8
Universitas Indonesia,238,40.9,161,50.5,91,73,309,50.4,701+,2,249,75.8,701+,4.8,701+,2,103,58.7,=351,42.3
Massey University,239,40.6,286,30.4,528,16,364,43.2,520,22.7,111,98.2,64,97.9,215,65.2,157,44.9,=58,94.7
Rheinische Friedrich-Wilhelms-Universität Bonn,240,40.6,151,52.4,458,19.8,247,58,526,22.1,397,41.5,365,37.5,79,90.7,319,25.9,399,35.2
Victoria University of Wellington,241,40.5,186,44.8,375,25.5,701+,9.1,418,32.3,88,99.5,382,34.6,393,38.1,149,47,66,93.6
La Trobe University,242,40.3,388,22.6,453,20.2,701+,6.9,124,77.5,156,94.4,57,98.4,337,45.8,591,14.3,=460,28.9
Griffith University,243,40.1,332,26.5,526,16.2,701+,7.5,166,65.8,70,100,403,31.7,185,72.7,539,15.5,69,93.3
University of Surrey,244,39.9,428,20.4,409,23.4,613,23.2,230,56.2,129,96.8,127,88.3,192,71.1,503,16.8,=259,57.7
University of Massachusetts Amherst,245,39.8,218,39.5,601+,11.9,701+,10.7,225,57.6,271,71,490,23.8,301,52,292,27.7,67,93.5
Technical University of Darmstadt,246,39.7,417,21,263,37.5,701+,6.2,117,79,310,62.6,188,74.6,439,32.5,229,33.5,=545,19.9
Technische Universität Dresden,247,39.7,231,37.5,258,37.7,79,91.2,639,14.8,373,46.2,379,35.2,98,87.4,701+,11.2,=438,30.7
Charles University,248,39.6,183,45.5,210,43.5,456,34.8,701+,9.4,539,24.8,283,51.2,77,90.9,294,27.6,125,83.9
University of Antwerp,249,39.6,362,23.7,601+,11.8,349,45.3,272,49.2,177,90.9,397,32.3,81,90,268,29.6,=146,80.4
University of Waikato,250,39.5,484,18.4,601+,13.2,701+,11.3,128,75,91,99.3,192,73.3,568,17.5,162,44.5,=152,79.8
The Hebrew University of Jerusalem,251,39.3,252,34.3,334,29.1,135,81.2,521,22.5,338,54.7,600,16,400,37.1,54,77.7,=301,50.9
Politecnico di Torino,252,39.2,225,38.5,194,44.9,701+,2.4,222,57.9,701+,4.1,313,46.7,313,49.9,391,21.3,=263,57.4
University of Porto,253,39,214,39.8,414,22.9,701+,11.1,219,58.1,701+,7.3,564,18.7,60,93.8,473,17.6,=167,77.3
University of Macau,254,38.9,601+,10.6,575,14.2,701+,12.2,43,96.9,18,100,49,99.3,646,11.4,177,41.6,701+,4.3
Case Western Reserve University,255,38.8,486,18.4,507,17.1,118,83,185,63.9,420,38.2,216,68.3,537,21,301,27,=403,34.6
Harbin Institute of Technology,256,38.7,306,28.6,552,14.9,378,41.6,24,98.8,701+,8.6,701+,8.4,517,23.2,412,20.3,=603,15.4
Maastricht University,257,38.7,369,23.4,422,22.3,701+,12.8,193,62.7,90,99.5,17,100,333,46.5,302,27,=627,13.7
University of Canterbury | Te Whare Wānanga o Waitaha,258,38.7,257,33.8,299,33.1,701+,10.9,414,32.8,81,99.8,378,35.3,529,21.9,93,62.6,=36,97.1
Vrije Universiteit Brussel (VUB),259,38.6,373,23.1,512,16.8,160,75.9,527,22,158,93.6,252,59.2,94,88.4,244,31.1,=215,67.4
University of Virginia,260,38.5,243,35.6,307,32,257,56.9,401,34.1,701+,7.9,700,10.8,262,57.7,77,68.5,=232,63.1
Vanderbilt University,261,38.4,348,25.2,459,19.8,9,100,377,37.2,442,36.4,383,34.6,332,47.1,206,35.7,=299,51.2
University of Warsaw,262,38.1,169,48.7,150,53.4,375,41.9,701+,6.3,701+,9.8,701+,8.6,233,62.1,204,36.7,=150,80
Gadjah Mada University,263,38,152,51.7,118,66.5,282,54.4,701+,1.7,419,38.5,701+,1.6,701+,2.1,169,42.6,=323,47.2
University of Colorado Boulder,264,37.9,237,36.9,596,13.5,480,33.2,269,49.4,508,27.1,701+,5.5,204,68.6,247,30.8,40,96.4
University of Witwatersrand,265,37.9,341,25.7,214,43,701+,10.9,453,27.7,229,79.9,701+,7.5,65,92.4,21,96.7,=239,62.5
Ulsan National Institute of Science and Technology (UNIST),266,37.7,579,15,601+,11.9,114,84.1,25,98.6,399,41.5,692,10.9,701+,1.2,701+,8.4,701+,1.8
University of Lisbon,267,37.7,201,42.2,442,21,701+,12.7,387,35.1,701+,9.3,415,30.7,27,97.4,85,65.8,=220,66.5
Linköping University,268,37.5,470,19,363,26.6,457,34.8,277,48.8,239,77.8,420,30.3,260,57.9,221,34.7,=108,87.4
"University of California, Irvine",269,37.5,230,37.6,517,16.6,701+,14.6,263,50.3,325,56.9,299,49.6,214,65.3,701+,11.4,=255,58.6
University of Cologne,270,37.5,235,36.9,253,38.5,686,19.3,427,31.2,406,40.5,413,30.9,141,80.9,199,37,=263,57.4
Indian Institute of Technology Kharagpur (IIT-KGP),271,37.4,272,32.2,211,43.5,701+,11.8,90,85.8,701+,3.1,701+,1.3,659,10.7,388,21.5,=567,18
Beijing Normal University,272,37.3,227,38.4,601+,6.8,576,25.6,87,86.4,701+,7.1,496,23.3,520,22.8,701+,12.2,=444,30.5
University of Leicester,273,37.3,412,21.2,576,14.2,441,36.1,298,45.3,226,80.8,91,94.1,167,75.7,468,17.8,=301,50.9
North Carolina State University,274,37.2,315,27.8,384,25,701+,8.9,162,67.3,306,63,613,15.3,317,49.6,398,20.8,=228,64.5
Huazhong University of Science and Technology,275,37.1,384,22.7,332,29.2,701+,10,16,99.3,701+,5.5,701+,3.2,340,45.4,504,16.8,480,27.1
University of Milan,276,37,159,51.2,601+,12.7,701+,5.6,284,47.8,701+,7.5,701+,6.8,255,59,345,24.2,=77,92.1
University of Strathclyde,277,37,334,26.3,281,34.6,701+,17.7,405,33.7,161,93.3,222,67,235,61.6,353,24,=252,59.2
Indian Institute of Technology Kanpur (IITK),278,36.9,247,34.7,175,49.3,701+,14.2,126,75.5,701+,2.1,701+,1.1,701+,3.3,404,20.6,=524,21.8
University of Miami,279,36.9,435,20.1,198,44.7,155,76.8,565,19.2,215,84.2,502,22.8,283,55,198,37,=305,50.6
University of Navarra,280,36.8,300,29,130,61.2,260,56.5,635,15.1,531,25.2,186,74.8,464,28.9,282,28.4,333,45.6
Bandung Institute of Technology (ITB),281,36.6,203,41,122,65.6,208,65.6,701+,2.5,213,84.4,701+,2.3,701+,1.2,209,35.7,=533,21.2
University of Bergen,282,36.6,269,32.7,601+,5.4,197,67.1,426,31.2,171,92.3,635,14.3,200,69.3,358,23.6,=259,57.7
Stellenbosch University,283,36.5,351,25,240,39.4,701+,3.1,206,59.9,591,20,701+,7.8,69,92,132,50.1,=339,44.1
Taylor's University,284,36.2,358,24,67,82.8,225,63.3,701+,8.5,342,54.1,55,98.8,701+,3.8,701+,10.5,701+,2.3
Indian Institute of Technology Madras (IITM),285,36.1,212,40.1,147,55.9,563,26.6,235,54.7,701+,2.6,701+,1.4,701+,2.7,317,26,701+,6.5
Swinburne University of Technology,286,36.1,601+,13.4,601+,12,701+,11,76,89.5,114,97.9,229,65.5,507,23.9,701+,10.8,487,25.8
The University of Arizona,287,36.1,226,38.5,476,18.4,175,72.5,562,19.5,701+,11,701+,9.3,96,88,245,31,=196,71.5
Tianjin University,288,36.1,477,18.7,601+,8.6,461,34.7,31,98.2,544,24.3,446,27.4,555,18.6,351,24,488,25.6
University of Galway,289,36,335,26.3,341,28.2,230,61.2,666,13.5,170,92.3,348,39.3,338,45.7,249,30.7,=89,90.6
United Arab Emirates University,290,35.9,310,28.3,257,37.8,299,52.6,659,13.8,16,100,356,38.7,273,56.5,96,60.9,=588,16.3
Xi’an Jiaotong University,291,35.8,406,21.4,222,42.2,701+,17.4,106,80.9,701+,4.4,701+,4.1,403,36.8,397,20.8,=403,34.6
Norwegian University of Science And Technology,292,35.7,253,34,465,19.4,609,23.6,456,27.5,246,76.1,701+,10.3,91,88.9,129,51,=223,65.7
University College Cork,293,35.7,309,28.4,270,36.3,528,29.4,534,21.6,152,94.8,308,47.1,496,25.1,360,23.5,46,96.1
Université Grenoble Alpes,294,35.6,188,44.5,601+,10.1,701+,7.8,276,48.8,611,18.4,380,34.9,64,92.6,596,14.2,=360,40.8
Hong Kong Baptist University,295,35.4,458,19.4,601+,12.6,265,56,249,51.9,118,97.8,20,100,701+,2.6,557,15.1,=574,17.2
University of East Anglia (UEA),296,35.4,466,19.2,601+,8.5,701+,16.8,164,66,287,68,360,38.2,218,64.8,678,12.7,=123,84.3
Georgetown University,297,35.3,288,30.3,285,34.4,242,59,574,18.6,629,17,344,39.8,606,14.4,43,87.8,=217,66.8
Dalhousie University,298,34.9,465,19.2,488,18,701+,16,323,41.8,97,99,187,74.7,399,37.2,385,21.6,=61,94.4
Rutgers University–New Brunswick,299,34.8,234,36.9,386,24.7,324,48.7,583,18.1,602,18.9,395,32.8,245,59.7,403,20.7,47,95.9
UCSI University,300,34.7,392,22.5,140,58.4,174,72.6,701+,3.2,219,83.7,63,98,701+,1.3,528,15.8,=495,24.6
Southern University of Science and Technology (SUSTech),301,34.6,601+,9.1,601+,2.1,64,94.6,53,95,434,37.2,701+,1.5,701+,6.8,701+,7.4,701+,6.9
Goethe-University Frankfurt am Main,302,34.5,189,44.4,335,29.1,638,21.4,539,21.3,402,41.3,468,25.6,134,82.1,701+,11.5,=327,46.6
Virginia Polytechnic Institute and State University,303,34.5,337,26.2,232,40.4,701+,18.7,389,34.8,267,71.7,577,17.9,197,70,402,20.7,=292,52.8
Jagiellonian University,304,34.3,233,37.3,188,47.2,210,65.1,701+,6.2,701+,4.9,655,13.4,248,59.4,289,27.9,=259,57.7
University of Notre Dame,305,34.3,331,26.5,306,32.2,238,59.7,350,39.1,561,23.3,578,17.7,449,32,155,45.2,=403,34.6
University of Johannesburg,306,34,540,16.2,434,21.4,430,36.8,549,20.7,135,96.3,286,50.6,32,96.9,165,43.6,=182,73.6
Daegu Gyeongbuk Institute of Science and Technology (DGIST),307,34,601+,10.4,601+,7.5,90,89,7,100,701+,5.3,701+,3.7,701+,1,701+,4.7,n/a,n/a
Swansea University,308,33.9,418,21,193,45,608,23.6,460,27.4,261,73.1,271,54.1,254,59,701+,10.6,248,61
Universiti Teknologi PETRONAS (UTP),309,33.9,491,18.2,313,31.6,463,34.6,167,65.7,207,85.2,567,18.5,505,24.2,701+,9.9,701+,2.9
University of Tasmania,310,33.9,520,17.2,601+,7.8,701+,17.7,220,58.1,254,75.1,84,95.8,320,48.8,562,14.8,=323,47.2
Hamad bin Khalifa University,311,33.8,601+,11.5,601+,3.9,4,100,79,88.6,n/a,n/a,n/a,n/a,469,28.1,701+,10.3,n/a,n/a
Universitat Pompeu Fabra (Barcelona),312,33.8,282,30.9,417,22.8,701+,13.1,232,55.6,238,77.9,455,26.6,389,38.4,551,15.3,633,13.2
Universität Stuttgart,313,33.7,361,23.7,357,27.2,701+,6.1,177,64.8,430,37.4,296,49.8,405,36.5,430,19.4,=411,33.8
Indiana University Bloomington,314,33.5,246,35.1,397,24.4,514,30.5,533,21.6,409,40.5,667,12.7,205,68.5,122,52.2,=239,62.5
University of Oulu,315,33.5,553,15.8,502,17.3,564,26.4,228,56.9,348,52.5,701+,9.4,168,75.4,511,16.6,=103,88.4
Quaid-i-Azam University,316,33.4,552,15.8,234,40.3,701+,2.8,40,97,701+,3.4,701+,1.4,519,23,701+,5.8,=514,23
Saint Petersburg State University,317,33.4,207,40.8,403,24,228,61.6,701+,5.1,701+,5.2,335,41.7,198,69.5,120,52.8,=391,36.1
University of Turku,318,33.4,311,28.3,440,21.1,302,52.3,417,32.4,505,27.2,701+,4.3,227,62.9,291,27.8,=163,77.7
Simon Fraser University,319,33.3,343,25.5,600,13.5,701+,5.7,315,42.5,128,96.8,139,86.3,423,34.5,474,17.6,=283,54.3
Bauman Moscow State Technical University,320,33.2,279,31.3,202,44.4,18,100,701+,1.4,343,53.6,256,58.9,701+,1,701+,12.2,=663,10.5
Sciences Po,321,33.2,502,17.7,353,27.6,94,88,701+,3.2,337,54.9,73,97.1,701+,1.4,55,76.3,=279,54.6
Universidad Carlos III de Madrid (UC3M),322,33.2,265,32.9,177,49.1,290,53.3,701+,4.8,328,56.5,337,41.2,556,18.5,668,12.9,=239,62.5
University of Victoria (UVic),323,33,514,17.3,601+,7.6,701+,3.5,174,65,149,95.2,304,48.6,551,19,701+,12.2,94,89.8
Sun Yat-sen University,324,32.8,238,36.4,423,22.3,321,48.8,304,44.1,701+,2.4,701+,4.2,429,33.3,508,16.7,=373,38.4
University of Illinois at Chicago (UIC),325,32.8,206,40.9,408,23.5,497,31.6,469,26.2,701+,8.5,586,17,312,50.1,242,31.5,=235,62.8
University of Pretoria,326,32.8,365,23.6,155,52.3,701+,3.5,550,20.7,535,25,701+,6.4,26,97.6,104,58.4,=158,78.4
University of South Australia,327,32.7,390,22.5,580,14,625,22.4,415,32.8,80,99.8,322,45.1,256,58.6,544,15.4,=137,81.7
University of Southern Denmark (SDU),328,32.7,441,20,485,18,558,27.1,337,40.7,220,83.2,503,22.7,315,49.7,469,17.7,100,88.7
"City, University of London",329,32.6,405,21.4,483,18.1,701+,6.7,321,42.2,151,95,46,99.3,527,22.1,284,28.3,356,41.7
Gwangju Institute of Science and Technology (GIST),330,32.6,513,17.4,601+,8.9,411,38.4,5,100,577,21.6,701+,10,701+,1.3,701+,8.1,701+,2.1
USI - Università della Svizzera italiana,331,32.6,601+,5.8,601+,3.9,120,82.9,229,56.4,23,100,11,100,701+,4.2,701+,7.9,701+,1.2
Université Paris 1 Panthéon-Sorbonne,332,32.6,104,65.2,385,24.9,701+,4.2,701+,3.4,421,38.2,314,46.4,458,30,238,32.2,=588,16.3
Kyung Hee University,333,32.5,312,28,224,41.6,106,84.8,657,14,684,14.2,272,54,577,16.7,701+,12.1,=413,33.5
"University of California, Santa Cruz",334,32.5,487,18.4,601+,4.9,701+,7.2,111,79.6,304,63.6,701+,8.9,547,19.3,701+,10.7,=95,89.1
Sharif University of Technology,335,32.4,601+,10.1,207,43.8,701+,6.1,19,99.1,701+,7.3,701+,1.3,675,9.7,321,25.7,701+,1.9
University of Naples - Federico II,336,32.3,245,35.2,508,17,701+,4.3,197,61.8,701+,2.4,701+,1.1,137,81.6,701+,7.1,=403,34.6
Aalborg University,337,32.2,442,20,424,22.2,500,31.5,317,42.4,244,76.4,570,18.2,151,79.2,569,14.7,=393,35.8
Middle East Technical University,338,32.2,299,29,125,63.7,701+,9,525,22.2,701+,11.3,583,17.4,443,32.2,339,24.6,=120,84.8
Pontificia Universidad Catolica del Peru,339,32.2,177,46.3,75,77.1,572,25.9,701+,1.8,701+,3.9,701+,1.4,701+,2.5,214,35.2,=428,31.3
University of Kent,340,32.2,522,17,601+,6.7,701+,13.3,306,43.9,133,96.6,195,72.8,354,43,413,20.2,=118,85.2
Beijing Institute of Technology,341,32.1,385,22.7,484,18.1,381,41.1,125,76.4,701+,3.1,701+,4.2,572,17.1,599,14.1,=506,23.7
George Washington University,342,32.1,323,26.9,393,24.5,541,28.3,439,29.3,478,31.6,444,27.6,239,61,135,49.5,=235,62.8
RUDN University,343,32,395,22.4,192,45,74,92.2,701+,2,701+,8.2,103,92.7,242,60.1,701+,12.2,701+,4.4
Brunel University London,344,31.9,601+,11.3,601+,13.3,701+,7.9,303,44.2,84,99.7,39,99.6,269,56.9,450,18.5,=235,62.8
University of Aveiro,345,31.6,601+,13.4,601+,6.6,701+,13.8,98,84.3,701+,4.3,651,13.5,188,72.3,701+,6.7,=210,69.3
Airlangga University,346,31.5,254,34,95,72.5,301,52.4,701+,1.4,379,44.6,701+,6.3,701+,1.4,582,14.4,=444,30.5
University of Saskatchewan,347,31.5,601+,12,601+,6.8,701+,17.3,237,54.3,279,70,280,51.8,331,47.2,396,20.9,56,94.9
National Technical University of Athens,348,31.4,425,20.5,215,42.7,701+,4.7,137,72.3,701+,1.3,701+,4.3,447,32,240,31.8,701+,7.8
Pontificia Universidad Javeriana,349,31.4,198,43.2,94,72.7,619,22.9,701+,1.7,701+,4,701+,2.7,701+,4.2,107,57.3,=456,29.1
Universidad Politécnica de Madrid (UPM),350,31.3,280,31.2,176,49.3,701+,14.9,701+,11.4,701+,3.2,416,30.7,243,59.9,196,37.3,=128,83.5
University of Pisa,351,31.3,211,40.4,601+,12.7,701+,7.5,333,41.1,701+,5.9,701+,4.1,209,67.6,642,13.4,=182,73.6
Lappeenranta-Lahti University of Technology LUT,352,31.2,601+,6.9,601+,13.3,701+,11.1,36,97.7,378,45.2,573,18.2,599,14.7,701+,11.4,=367,39
University of Coimbra,353,31.2,304,28.9,601+,13.1,701+,11.3,329,41.6,701+,10.7,364,37.7,153,78.8,537,15.6,154,79.5
York University,354,31.1,377,23,441,21,701+,4.6,440,29.2,356,50.6,157,81.2,471,28,119,53.2,144,80.8
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),355,31,274,31.9,426,22,380,41.2,524,22.3,701+,8,532,21.2,183,72.8,556,15.1,186,73.3
L.N. Gumilyov Eurasian National University (ENU),356,30.9,293,29.5,157,51.7,53,96.8,701+,1.4,319,59.3,701+,5.7,701+,1.1,701+,10.9,=678,9.6
Sichuan University,357,30.9,436,20.1,601+,7.6,701+,11.4,55,94.7,701+,6.6,701+,5.4,490,26.2,564,14.8,=555,18.8
University of Tsukuba,358,30.9,242,35.8,402,24,243,59,569,19,691,13.8,529,21.2,450,31.7,701+,11.5,=259,57.7
University of Florence,359,30.8,259,33.6,601+,5.7,701+,4.1,266,49.6,701+,8.1,701+,10.7,181,73,476,17.4,=142,81.1
University of Tartu,360,30.8,355,24.4,601+,9,78,91.5,701+,11.5,372,46.5,513,22.2,177,73.7,171,42.1,=471,27.6
Shandong University,361,30.7,558,15.6,310,31.8,701+,17.6,118,78.7,701+,8.8,701+,3.4,580,16.3,480,17.4,=463,28.4
University of Tehran,362,30.7,476,18.7,249,38.8,701+,3.4,159,67.5,701+,2.1,701+,1.8,203,68.6,475,17.5,=560,18.4
Lincoln University,363,30.6,601+,7.9,601+,5.3,393,39.9,253,51.5,62,100,113,91,701+,1.2,241,31.7,=379,37.8
Universität Innsbruck,364,30.6,433,20.2,601+,7,187,69.2,701+,11.2,65,100,27,100,434,32.9,208,35.7,=586,16.5
American University of Sharjah,365,30.3,438,20,243,39.1,653,20.7,559,20,2,100,6,100,701+,6.4,202,36.9,701+,3
Indian Institute of Technology Guwahati (IITG),366,30.3,523,17,381,25.2,701+,7.7,32,98.1,701+,3,701+,1.3,701+,5.8,701+,5.5,701+,4.4
University of Turin,367,30.3,213,39.8,601+,5.7,701+,2.9,380,36.8,701+,4.6,701+,5.4,199,69.4,236,32.5,=123,84.3
National University of Sciences And Technology (NUST) Islamabad,368,30.2,472,18.9,93,72.7,151,77.4,701+,11.7,701+,2.6,701+,3.9,512,23.5,701+,9,=438,30.7
University of Cyprus (UCY),369,30.1,601+,8.9,601+,3.1,701+,4.9,123,77.8,165,92.9,471,25.4,279,55.9,448,18.6,=497,24.4
Indian Institute of Technology Roorkee (IITR),370,30,500,17.8,421,22.5,701+,7.8,72,91.2,701+,1.3,701+,2.2,701+,3.6,701+,10.5,=471,27.6
Yeshiva University,371,30,601+,2.8,601+,3.3,167,75,14,99.7,n/a,n/a,701+,8.9,701+,3.6,701+,10.4,701+,1.3
Cairo University,372,29.9,193,43.7,297,33.2,701+,8,701+,2.8,701+,2.7,701+,6.2,321,48.7,63,72.5,157,78.6
Tilburg University,373,29.9,573,15.2,294,33.4,701+,10.4,302,44.2,131,96.6,259,58.4,683,9.4,602,14.1,=432,31
Universidade Federal do Rio de Janeiro,374,29.9,119,60.1,509,17,701+,15.4,701+,8.3,701+,7.9,701+,1.6,302,51.7,203,36.8,=514,23
"Birkbeck, University of London",375,29.7,601+,10.8,601+,3.5,701+,14.1,172,65.1,123,97.5,62,98,692,9.1,701+,12.3,=642,12
Amirkabir University of Technology,376,29.5,601+,4.1,295,33.4,701+,5.1,13,99.8,652,15.9,701+,2.8,681,9.5,701+,10.3,=586,16.5
Northeastern University,377,29.5,463,19.4,601+,9.5,691,19.1,497,24.2,316,60.2,90,94.3,433,33.2,211,35.4,112,87.3
Ruhr-Universität Bochum,378,29.5,411,21.2,601+,11,701+,2.3,208,59.7,314,61.1,425,29.6,231,62.3,570,14.7,=567,18
Western Sydney University,379,29.5,483,18.4,546,15,701+,4.5,437,29.5,48,100,351,39.2,206,68.3,701+,10.3,=92,90.4
Tufts University,380,29.4,497,18.1,601+,5.3,263,56.2,312,42.9,532,25.2,374,36.2,552,18.9,143,47.7,=301,50.9
Flinders University,381,29.2,601+,13.3,601+,6.7,701+,6.5,313,42.6,127,97,119,89.5,385,38.9,701+,10.5,=226,64.8
University of Luxembourg,382,29.1,601+,9.1,601+,4.9,152,77.2,447,28.6,14,100,24,100,557,18.4,323,25.6,n/a,n/a
Mahidol University,383,29,200,42.4,322,30.3,147,77.7,701+,4.7,701+,6,701+,5.1,666,10.3,701+,11,=471,27.6
