university_id,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
24,1009,,601,8.5,601.0,7.6,701.0,10.6,701.0,5.9,701.0,3.8,519.0,21.8,524.0,22.4,701.0,9.1,701.0,1.9
25,345,31.6,601,13.4,601.0,6.6,701.0,13.8,98.0,84.3,701.0,4.3,651.0,13.5,188.0,72.3,701.0,6.7,210.0,69.3
26,1184,,601,3.0,601.0,1.4,570.0,25.9,508.0,23.4,701.0,7.7,701.0,4.0,660.0,10.7,701.0,9.8,701.0,6.3
27,123,55.7,215,39.7,236.0,40.2,581.0,25.2,115.0,79.3,157.0,93.6,116.0,90.6,171.0,75.3,400.0,20.7,24.0,98.0
28,347,31.5,601,12.0,601.0,6.8,701.0,17.3,237.0,54.3,279.0,70.0,280.0,51.8,331.0,47.2,396.0,20.9,56.0,94.9
29,1122,,601,4.1,601.0,1.9,195.0,67.5,701.0,1.2,,,,,701.0,1.0,701.0,5.1,701.0,1.0
30,142,52.1,136,56.6,283.0,34.5,154.0,77.0,491.0,24.9,191.0,88.4,277.0,52.2,216.0,65.2,205.0,36.0,50.0,95.5
31,1351,,601,8.6,601.0,4.2,701.0,2.9,701.0,3.8,701.0,9.7,701.0,1.4,701.0,1.4,701.0,4.1,701.0,1.1
32,187,47.6,285,30.5,570.0,14.4,59.0,95.7,27.0,98.4,272.0,70.8,628.0,14.6,425.0,34.3,701.0,10.0,701.0,5.9
33,255,38.8,486,18.4,507.0,17.1,118.0,83.0,185.0,63.9,420.0,38.2,216.0,68.3,537.0,21.0,301.0,27.0,403.0,34.6
34,923,,601,4.5,587.0,13.8,585.0,24.9,701.0,2.6,216.0,84.2,517.0,21.9,701.0,1.0,701.0,8.0,701.0,1.0
35,729,,601,8.4,601.0,6.3,6.0,100.0,701.0,4.9,701.0,3.6,701.0,9.0,701.0,2.3,701.0,8.4,608.0,15.2
36,828,,601,11.0,601.0,11.8,701.0,5.0,625.0,15.3,701.0,8.5,701.0,7.1,541.0,20.3,622.0,13.7,270.0,56.1
37,928,,601,8.0,462.0,19.5,701.0,10.7,701.0,4.5,392.0,42.1,343.0,39.9,701.0,1.0,701.0,11.7,701.0,1.0
38,992,,601,10.7,601.0,7.6,701.0,7.3,701.0,2.1,196.0,87.6,684.0,11.4,701.0,1.3,701.0,6.8,701.0,3.0
39,1002,,524,16.9,366.0,26.4,701.0,7.0,701.0,2.0,701.0,2.8,701.0,1.2,701.0,2.3,386.0,21.6,701.0,3.4
40,234,41.3,147,53.1,111.0,67.7,542.0,28.3,363.0,38.3,635.0,16.8,546.0,20.1,701.0,6.7,525.0,15.9,444.0,30.5
41,1250,,601,6.6,601.0,3.5,701.0,5.9,701.0,7.5,701.0,3.4,701.0,2.3,701.0,1.0,701.0,6.9,701.0,3.5
42,1307,,601,6.2,601.0,3.1,701.0,3.4,701.0,8.6,701.0,6.1,701.0,1.5,701.0,1.6,701.0,8.5,701.0,1.7
43,460,25.2,545,16.1,179.0,48.6,701.0,2.1,299.0,45.1,495.0,29.1,536.0,20.9,701.0,2.0,355.0,23.8,701.0,2.5
44,659,,601,13.1,601.0,7.4,678.0,19.6,433.0,30.1,681.0,14.2,701.0,3.9,617.0,13.5,601.0,14.1,295.0,51.8
45,1330,,601,9.5,601.0,2.8,701.0,5.7,701.0,3.7,,,,,701.0,1.3,701.0,5.1,701.0,1.2
46,539,22.0,324,26.8,550.0,15.0,611.0,23.2,701.0,6.9,701.0,6.7,510.0,22.4,343.0,45.3,550.0,15.3,189.0,72.5
47,683,,419,21.0,191.0,45.1,701.0,10.5,701.0,4.2,701.0,2.0,701.0,2.7,701.0,1.3,210.0,35.6,701.0,5.6
48,1034,,601,6.3,498.0,17.6,701.0,16.6,701.0,3.3,701.0,6.7,701.0,1.9,701.0,1.1,701.0,10.6,701.0,1.1
49,485,23.9,408,21.3,298.0,33.2,701.0,16.8,640.0,14.8,408.0,40.5,418.0,30.6,350.0,44.3,654.0,13.1,449.0,29.9
50,119,56.7,107,63.9,199.0,44.7,607.0,23.4,210.0,59.2,256.0,74.8,266.0,54.9,159.0,77.7,440.0,18.9,16.0,98.9
51,396,28.2,340,25.9,601.0,11.6,664.0,20.0,170.0,65.3,701.0,5.4,701.0,3.4,494.0,25.4,387.0,21.5,579.0,17.1
52,70,67.7,122,59.6,356.0,27.3,99.0,86.6,9.0,99.9,17.0,100.0,2.0,100.0,570.0,17.4,269.0,29.5,136.0,82.1
53,66,68.7,68,81.2,34.0,96.0,178.0,71.6,416.0,32.7,346.0,52.8,254.0,58.9,148.0,79.3,286.0,28.1,68.0,93.4
54,846,,601,11.9,601.0,4.9,701.0,11.5,458.0,27.5,701.0,5.9,701.0,9.6,701.0,2.3,701.0,7.6,362.0,40.2
55,1329,,601,6.8,601.0,8.7,701.0,14.6,701.0,1.6,701.0,1.4,701.0,1.8,701.0,1.0,701.0,9.8,701.0,1.0
56,744,,538,16.3,601.0,5.1,701.0,8.3,368.0,37.9,,,701.0,1.0,701.0,3.1,587.0,14.4,533.0,21.2
57,1006,,601,9.6,480.0,18.3,701.0,16.7,701.0,8.3,701.0,8.8,701.0,9.4,701.0,2.0,517.0,16.2,636.0,12.7
58,157,50.5,224,38.6,601.0,10.4,28.0,99.8,259.0,50.7,214.0,84.3,219.0,68.0,241.0,60.5,228.0,33.7,83.0,91.4
59,274,37.2,315,27.8,384.0,25.0,701.0,8.9,162.0,67.3,306.0,63.0,613.0,15.3,317.0,49.6,398.0,20.8,228.0,64.5
60,561,21.1,363,23.7,233.0,40.4,701.0,17.2,701.0,8.0,701.0,7.0,701.0,5.3,701.0,1.5,94.0,62.4,564.0,18.2
61,570,20.8,469,19.1,90.0,73.5,701.0,4.2,701.0,4.4,427.0,37.7,701.0,4.2,701.0,1.2,624.0,13.7,701.0,1.1
62,800,,601,8.9,197.0,44.8,701.0,16.4,701.0,5.7,701.0,1.1,701.0,3.6,701.0,2.1,501.0,16.8,478.0,27.3
63,442,25.9,511,17.4,601.0,6.0,701.0,4.9,154.0,68.0,449.0,35.5,591.0,16.4,363.0,41.9,701.0,9.5,647.0,11.7
64,156,50.5,137,56.2,107.0,69.3,296.0,53.0,492.0,24.9,351.0,51.3,214.0,68.8,284.0,55.0,327.0,25.4,294.0,52.1
65,595,19.9,601,10.6,450.0,20.5,701.0,10.2,701.0,5.2,326.0,56.9,243.0,61.0,300.0,52.1,616.0,13.8,305.0,50.6
66,1317,,601,7.0,601.0,4.2,701.0,14.7,701.0,1.3,701.0,3.0,701.0,2.8,701.0,1.0,698.0,12.5,701.0,1.0
67,672,,525,16.8,287.0,34.0,433.0,36.6,701.0,1.4,549.0,24.0,701.0,1.7,701.0,1.2,375.0,22.0,490.0,24.8
68,392,28.3,420,21.0,601.0,5.5,54.0,96.3,701.0,8.2,47.0,100.0,231.0,65.1,701.0,2.3,296.0,27.4,701.0,4.0
69,763,,601,7.8,601.0,3.2,214.0,64.7,693.0,12.3,701.0,12.5,701.0,4.8,364.0,41.9,545.0,15.4,701.0,6.4
70,959,,601,4.4,601.0,1.9,701.0,8.1,701.0,1.4,333.0,55.4,9.0,100.0,701.0,1.0,701.0,5.2,,
71,818,,601,8.4,601.0,6.8,138.0,80.6,701.0,1.1,701.0,8.2,569.0,18.4,701.0,1.0,701.0,12.1,701.0,2.1
72,183,47.9,229,37.7,129.0,61.2,668.0,19.9,330.0,41.5,222.0,82.8,241.0,62.0,232.0,62.3,188.0,38.6,82.0,91.5
73,1140,,601,12.4,601.0,2.6,701.0,17.6,701.0,4.2,701.0,1.7,701.0,1.3,669.0,10.0,701.0,4.6,701.0,1.6
74,572,20.7,256,33.8,466.0,19.3,701.0,16.4,701.0,3.9,701.0,5.1,701.0,4.1,538.0,20.9,495.0,17.1,252.0,59.2
75,969,,601,5.7,601.0,3.5,315.0,49.4,701.0,1.8,701.0,4.6,302.0,49.2,701.0,1.1,701.0,9.4,701.0,1.2
76,171,48.9,263,33.2,241.0,39.3,701.0,16.1,161.0,67.4,189.0,88.4,158.0,81.0,158.0,77.8,237.0,32.3,189.0,72.5
77,202,45.8,258,33.6,321.0,30.3,554.0,27.5,307.0,43.5,75.0,100.0,54.0,98.9,124.0,84.1,589.0,14.3,87.0,91.0
78,642,,510,17.4,601.0,13.1,139.0,79.8,701.0,1.1,588.0,20.2,481.0,24.3,701.0,1.0,701.0,11.8,701.0,1.1
79,688,,601,6.2,601.0,2.3,701.0,16.8,218.0,58.5,701.0,6.7,701.0,2.7,665.0,10.4,701.0,11.1,701.0,3.8
80,741,,601,12.5,601.0,2.6,701.0,8.6,411.0,33.2,701.0,2.1,617.0,15.1,585.0,16.0,701.0,8.3,312.0,49.4
81,1308,,601,5.7,601.0,5.5,701.0,3.6,701.0,5.6,701.0,8.4,701.0,7.4,701.0,1.1,395.0,20.9,701.0,4.9
82,453,25.6,601,6.6,410.0,23.2,701.0,2.5,54.0,94.8,,,701.0,1.5,652.0,11.1,701.0,5.5,701.0,1.5
83,414,27.1,301,28.9,329.0,29.7,701.0,13.8,701.0,8.4,282.0,68.8,209.0,70.3,481.0,27.1,454.0,18.4,409.0,34.3
84,649,,601,8.7,601.0,7.3,701.0,8.2,582.0,18.1,301.0,63.8,99.0,93.2,543.0,20.1,384.0,21.6,701.0,3.4
85,194,46.7,601,8.3,142.0,57.9,45.0,98.2,109.0,80.7,458.0,34.6,75.0,96.8,701.0,5.6,261.0,30.0,549.0,19.2
86,369,30.1,601,8.9,601.0,3.1,701.0,4.9,123.0,77.8,165.0,92.9,471.0,25.4,279.0,55.9,448.0,18.6,497.0,24.4
87,222,42.5,302,28.9,585.0,13.9,551.0,27.6,129.0,74.9,236.0,78.3,544.0,20.2,155.0,78.8,533.0,15.7,133.0,82.7
88,246,39.7,417,21.0,263.0,37.5,701.0,6.2,117.0,79.0,310.0,62.6,188.0,74.6,439.0,32.5,229.0,33.5,545.0,19.9
89,278,36.9,247,34.7,175.0,49.3,701.0,14.2,126.0,75.5,701.0,2.1,701.0,1.1,701.0,3.3,404.0,20.6,524.0,21.8
90,51,74.3,61,83.7,64.0,83.3,279.0,54.7,15.0,99.4,415.0,39.2,377.0,35.5,390.0,38.3,113.0,55.5,339.0,44.1
91,692,,601,5.1,601.0,2.7,701.0,16.6,181.0,64.3,701.0,1.2,701.0,1.1,701.0,1.0,701.0,8.2,701.0,2.6
92,152,51.3,196,43.3,472.0,19.0,47.0,97.9,292.0,46.0,336.0,55.0,170.0,78.5,22.0,97.8,438.0,19.0,196.0,71.5
93,850,,601,6.9,601.0,6.8,671.0,19.9,557.0,20.1,331.0,56.2,701.0,8.4,701.0,3.2,592.0,14.3,701.0,7.5
94,917,,601,8.7,330.0,29.6,640.0,21.3,701.0,8.0,701.0,7.4,701.0,3.0,701.0,1.6,659.0,13.1,701.0,2.5
95,132,53.7,88,70.8,217.0,42.5,629.0,22.0,646.0,14.5,92.0,99.3,129.0,88.1,62.0,93.5,109.0,56.8,180.0,74.1
96,971,,601,9.3,601.0,4.2,402.0,39.4,701.0,3.0,701.0,9.7,591.0,16.4,404.0,36.6,701.0,5.1,701.0,1.3
97,995,,601,11.7,601.0,4.3,400.0,39.7,701.0,3.2,701.0,4.2,666.0,12.8,485.0,26.7,701.0,11.8,701.0,2.4
98,43,78.1,52,87.1,89.0,73.7,635.0,21.6,84.0,87.0,41.0,100.0,22.0,100.0,53.0,95.0,163.0,44.4,187.0,73.1
99,1038,,601,6.4,601.0,7.3,701.0,15.4,701.0,5.9,701.0,7.8,629.0,14.6,701.0,1.5,338.0,24.7,701.0,1.3
100,409,27.4,240,36.1,344.0,28.2,701.0,3.9,522.0,22.5,701.0,1.4,701.0,1.7,502.0,24.7,34.0,91.4,432.0,31.0
101,1374,,601,4.4,601.0,6.0,701.0,15.9,701.0,1.4,701.0,1.3,701.0,1.1,701.0,1.4,701.0,9.3,701.0,1.0
102,565,20.9,451,19.7,141.0,57.9,533.0,29.0,701.0,1.7,701.0,3.3,701.0,2.7,701.0,1.1,115.0,54.6,701.0,1.7
103,232,41.4,172,47.4,338.0,29.0,183.0,70.1,587.0,17.7,361.0,49.5,505.0,22.5,71.0,91.8,379.0,21.9,274.0,55.5
104,514,22.8,494,18.1,601.0,9.5,701.0,18.3,629.0,15.2,51.0,100.0,51.0,99.0,701.0,1.0,427.0,19.6,701.0,3.8
105,29,84.3,7,100.0,9.0,99.8,84.0,90.4,148.0,70.0,701.0,10.3,427.0,29.2,196.0,70.0,11.0,99.8,5.0,99.7
106,358,30.9,242,35.8,402.0,24.0,243.0,59.0,569.0,19.0,691.0,13.8,529.0,21.2,450.0,31.7,701.0,11.5,259.0,57.7
107,1382,,601,6.2,601.0,5.2,606.0,23.6,701.0,2.3,701.0,3.1,701.0,6.6,701.0,1.2,675.0,12.7,701.0,1.1
108,963,,601,8.1,553.0,14.8,423.0,37.2,701.0,1.8,701.0,1.9,701.0,1.6,701.0,1.1,608.0,14.0,520.0,22.7
109,1361,,601,5.0,601.0,2.3,701.0,13.3,701.0,8.7,701.0,2.9,701.0,1.8,701.0,1.1,701.0,4.4,701.0,1.8
110,593,20.0,601,14.4,264.0,37.1,701.0,2.8,474.0,25.7,626.0,17.1,701.0,4.5,445.0,32.1,701.0,11.1,420.0,32.7
111,726,,601,4.2,601.0,10.2,701.0,5.1,394.0,34.6,610.0,18.4,701.0,1.6,117.0,84.9,701.0,11.8,701.0,6.8
112,1100,,601,8.7,601.0,5.7,701.0,6.9,701.0,6.1,412.0,40.0,556.0,19.3,686.0,9.3,701.0,11.0,701.0,1.3
113,1353,,601,6.6,560.0,14.6,701.0,12.9,701.0,2.2,701.0,7.6,701.0,2.0,701.0,1.1,701.0,8.4,701.0,3.5
114,1265,,601,3.4,601.0,3.8,600.0,23.7,701.0,9.3,701.0,6.8,701.0,2.7,701.0,1.5,651.0,13.2,701.0,1.1
115,412,27.2,577,15.1,601.0,13.3,116.0,83.6,701.0,9.0,263.0,72.6,701.0,7.8,414.0,35.7,359.0,23.5,194.0,71.8
116,546,21.6,260,33.5,260.0,37.6,459.0,34.7,701.0,1.8,,,,,701.0,6.0,227.0,33.7,701.0,4.7
117,721,,394,22.4,377.0,25.4,701.0,10.2,701.0,1.9,536.0,25.0,701.0,5.6,526.0,22.2,255.0,30.2,701.0,7.0
118,1461,,601,7.4,601.0,2.2,701.0,3.2,701.0,1.8,701.0,3.1,701.0,1.8,701.0,1.0,701.0,5.1,701.0,1.0
119,563,21.0,601,8.4,601.0,3.8,701.0,13.2,146.0,70.4,672.0,14.7,701.0,2.2,645.0,11.4,630.0,13.6,665.0,10.3
120,333,32.5,312,28.0,224.0,41.6,106.0,84.8,657.0,14.0,684.0,14.2,272.0,54.0,577.0,16.7,701.0,12.1,413.0,33.5
121,1123,,601,5.4,601.0,10.2,537.0,28.6,701.0,1.1,701.0,1.4,701.0,1.8,701.0,1.0,389.0,21.5,701.0,3.4
122,1242,,601,7.0,601.0,10.1,701.0,4.4,701.0,1.6,701.0,1.2,701.0,2.3,701.0,5.2,701.0,9.2,701.0,1.2
123,277,37.0,334,26.3,281.0,34.6,701.0,17.7,405.0,33.7,161.0,93.3,222.0,67.0,235.0,61.6,353.0,24.0,252.0,59.2
124,322,33.2,265,32.9,177.0,49.1,290.0,53.3,701.0,4.8,328.0,56.5,337.0,41.2,556.0,18.5,668.0,12.9,239.0,62.5
125,625,,601,2.7,601.0,2.9,701.0,4.7,246.0,52.4,428.0,37.5,110.0,91.4,701.0,1.2,701.0,12.2,701.0,1.1
126,162,50.1,290,29.7,382.0,25.1,701.0,16.3,60.0,93.8,146.0,95.6,265.0,56.0,186.0,72.7,492.0,17.1,75.0,92.3
127,116,57.1,150,52.5,183.0,47.6,634.0,21.7,157.0,68.0,474.0,31.8,191.0,73.5,228.0,62.8,32.0,93.1,15.0,98.9
128,718,,601,12.9,601.0,6.7,701.0,5.9,701.0,6.0,235.0,78.4,28.0,100.0,701.0,1.9,515.0,16.3,701.0,1.9
129,154,50.5,73,79.6,237.0,40.0,701.0,3.4,267.0,49.5,701.0,8.0,695.0,10.9,75.0,91.0,219.0,34.8,268.0,56.5
130,723,,531,16.7,601.0,10.7,207.0,65.8,701.0,9.7,701.0,8.2,701.0,7.4,701.0,2.9,701.0,5.1,701.0,3.1
131,329,32.6,405,21.4,483.0,18.1,701.0,6.7,321.0,42.2,151.0,95.0,46.0,99.3,527.0,22.1,284.0,28.3,356.0,41.7
132,339,32.2,177,46.3,75.0,77.1,572.0,25.9,701.0,1.8,701.0,3.9,701.0,1.4,701.0,2.5,214.0,35.2,428.0,31.3
133,191,46.8,205,40.9,261.0,37.6,701.0,7.4,176.0,64.9,141.0,96.0,458.0,26.4,202.0,68.8,502.0,16.8,89.0,90.6
134,698,,409,21.3,195.0,44.9,701.0,11.7,701.0,2.6,701.0,1.7,701.0,1.0,701.0,2.1,253.0,30.3,652.0,11.6
135,1155,,601,11.7,555.0,14.8,701.0,2.5,701.0,3.1,701.0,1.1,701.0,1.3,701.0,1.1,161.0,44.5,545.0,19.9
136,591,20.1,568,15.4,468.0,19.1,650.0,20.8,555.0,20.3,11.0,100.0,542.0,20.5,701.0,1.1,701.0,9.4,701.0,1.0
137,139,52.5,148,52.9,326.0,29.9,304.0,51.4,311.0,42.9,159.0,93.5,140.0,85.6,67.0,92.1,372.0,22.3,214.0,67.7
138,198,46.1,158,51.2,80.0,75.9,630.0,22.0,182.0,64.3,701.0,2.4,701.0,1.4,701.0,6.6,234.0,32.8,382.0,37.5
139,100,60.4,153,51.6,79.0,75.9,21.0,99.9,29.0,98.3,464.0,33.8,701.0,2.6,701.0,1.3,637.0,13.4,581.0,16.9
140,1013,,601,11.2,601.0,6.9,701.0,12.3,701.0,2.3,660.0,15.5,701.0,4.0,658.0,10.7,701.0,6.9,701.0,1.9
141,1107,,601,11.4,601.0,6.4,701.0,14.4,701.0,3.0,701.0,6.0,701.0,3.1,701.0,1.6,701.0,7.8,701.0,1.2
142,69,67.9,39,92.8,46.0,91.3,508.0,30.9,288.0,47.0,619.0,17.7,547.0,20.0,431.0,33.2,12.0,99.7,49.0,95.6
143,389,28.3,327,26.6,219.0,42.5,61.0,95.3,701.0,1.3,701.0,4.1,294.0,49.9,701.0,3.4,341.0,24.5,701.0,1.4
144,352,31.2,601,6.9,601.0,13.3,701.0,11.1,36.0,97.7,378.0,45.2,573.0,18.2,599.0,14.7,701.0,11.4,367.0,39.0
145,473,24.6,413,21.2,601.0,5.8,701.0,7.5,257.0,51.0,701.0,6.1,657.0,13.2,296.0,53.1,652.0,13.2,336.0,44.4
146,801,,601,12.1,496.0,17.7,701.0,2.7,501.0,24.0,701.0,1.5,701.0,5.1,631.0,12.4,701.0,8.4,358.0,41.1
147,390,28.3,580,15.0,544.0,15.2,701.0,3.0,504.0,23.7,227.0,80.3,122.0,89.3,373.0,40.4,254.0,30.2,97.0,88.8
148,653,,601,3.6,601.0,4.8,701.0,2.3,411.0,33.1,195.0,87.6,184.0,75.1,701.0,6.1,409.0,20.4,701.0,6.4
149,1281,,601,5.0,601.0,1.7,383.0,41.1,701.0,1.5,701.0,1.4,701.0,5.8,701.0,1.0,701.0,7.7,701.0,2.5
150,96,61.0,173,47.3,114.0,67.2,212.0,64.9,223.0,57.7,103.0,98.7,29.0,100.0,306.0,51.1,370.0,22.4,77.0,92.1
151,615,,599,14.4,601.0,4.3,123.0,82.8,701.0,6.9,,,701.0,9.8,179.0,73.4,701.0,7.6,701.0,5.8
152,93,61.4,113,61.7,109.0,68.3,485.0,32.7,204.0,60.1,576.0,21.6,132.0,87.5,187.0,72.6,76.0,68.6,113.0,85.9
153,1096,,601,5.2,601.0,3.8,545.0,28.0,701.0,8.6,700.0,13.0,701.0,8.8,701.0,2.7,252.0,30.5,701.0,1.6
154,237,40.9,415,21.1,398.0,24.2,248.0,57.9,121.0,78.6,701.0,5.3,388.0,33.9,701.0,6.6,65.0,72.1,217.0,66.8
155,250,39.5,484,18.4,601.0,13.2,701.0,11.3,128.0,75.0,91.0,99.3,192.0,73.3,568.0,17.5,162.0,44.5,152.0,79.8
156,725,,601,12.5,601.0,7.9,565.0,26.4,570.0,18.8,701.0,3.4,701.0,5.7,326.0,48.1,455.0,18.3,514.0,23.0
157,248,39.6,183,45.5,210.0,43.5,456.0,34.8,701.0,9.4,539.0,24.8,283.0,51.2,77.0,90.9,294.0,27.6,125.0,83.9
158,1125,,601,10.8,479.0,18.3,701.0,12.8,701.0,1.5,701.0,10.4,701.0,2.5,701.0,1.1,701.0,9.6,701.0,1.1
159,573,20.7,601,9.2,601.0,12.5,701.0,15.7,701.0,6.8,257.0,74.8,26.0,100.0,308.0,50.7,626.0,13.7,481.0,26.6
160,829,,601,13.6,601.0,6.7,701.0,13.3,413.0,32.9,701.0,5.8,701.0,9.5,701.0,6.0,701.0,7.8,701.0,1.8
161,24,85.8,82,73.7,25.0,97.0,33.0,99.3,49.0,95.7,280.0,69.2,196.0,72.7,3.0,100.0,97.0,60.8,146.0,80.4
162,793,,601,1.6,601.0,2.4,701.0,16.9,351.0,39.0,297.0,64.7,701.0,8.6,701.0,2.6,701.0,10.7,701.0,1.2
163,374,29.9,119,60.1,509.0,17.0,701.0,15.4,701.0,8.3,701.0,7.9,701.0,1.6,302.0,51.7,203.0,36.8,514.0,23.0
164,326,32.8,365,23.6,155.0,52.3,701.0,3.5,550.0,20.7,535.0,25.0,701.0,6.4,26.0,97.6,104.0,58.4,158.0,78.4
165,440,26.0,601,12.6,601.0,3.0,701.0,10.7,39.0,97.3,701.0,3.3,701.0,3.0,691.0,9.2,701.0,6.2,701.0,3.3
166,549,21.5,601,11.8,538.0,15.3,701.0,10.5,546.0,20.9,39.0,100.0,238.0,63.3,701.0,1.2,331.0,25.0,531.0,21.4
167,792,,542,16.2,418.0,22.8,522.0,30.0,701.0,4.1,701.0,3.0,610.0,15.6,701.0,1.2,231.0,33.3,701.0,3.0
168,1310,,601,5.0,601.0,4.8,701.0,7.3,701.0,3.7,701.0,1.7,701.0,2.7,701.0,2.8,701.0,8.0,701.0,1.1
169,986,,601,8.9,601.0,2.0,701.0,15.5,701.0,9.6,701.0,2.0,701.0,4.5,418.0,35.3,701.0,7.5,275.0,55.2
170,977,,601,11.5,601.0,7.0,493.0,32.1,701.0,3.8,701.0,4.6,701.0,2.3,472.0,28.0,701.0,10.0,701.0,2.6
171,903,,601,3.9,601.0,5.7,701.0,17.1,457.0,27.5,390.0,42.7,485.0,24.2,701.0,1.7,701.0,11.8,701.0,1.3
172,966,,601,5.9,601.0,11.9,701.0,17.7,701.0,3.5,251.0,75.2,550.0,19.8,701.0,1.0,567.0,14.8,701.0,1.2
173,1327,,601,8.5,601.0,5.0,701.0,10.9,701.0,1.2,,,,,701.0,1.0,701.0,10.1,701.0,1.0
174,1373,,601,3.6,601.0,6.3,701.0,13.2,701.0,1.9,701.0,1.1,701.0,1.0,701.0,1.6,701.0,9.7,701.0,2.6
175,610,,322,27.0,273.0,35.6,701.0,13.1,701.0,7.4,699.0,13.1,701.0,2.2,581.0,16.3,701.0,9.5,425.0,31.6
176,521,22.7,450,19.7,601.0,8.4,701.0,16.3,496.0,24.4,394.0,41.7,453.0,26.7,160.0,77.7,701.0,7.2,467.0,28.1
177,65,68.7,97,68.1,323.0,30.2,192.0,68.0,77.0,88.8,40.0,100.0,133.0,87.4,362.0,42.0,138.0,49.2,73.0,92.8
178,623,,601,12.4,601.0,12.2,476.0,33.5,701.0,1.6,180.0,90.5,92.0,94.1,701.0,1.0,701.0,10.1,701.0,1.0
179,529,22.3,496,18.1,262.0,37.5,465.0,34.5,567.0,19.2,437.0,37.0,620.0,15.0,701.0,1.8,701.0,11.2,603.0,15.4
