university_id,academic reputation rank,academic reputation score
541,501,6.6
542,501,9.6
543,501,9.2
544,476,17.8
545,379,22.1
546,234,35.6
547,11,99.6
548,501,4.4
549,39,91.1
550,501,5.3
551,501,7.0
552,501,6.3
553,188,43.5
554,54,86.4
555,501,11.3
556,501,5.3
557,103,65.5
558,478,17.8
559,501,8.8
560,459,18.7
561,166,47.2
562,501,11.5
563,501,3.6
564,501,7.1
565,501,12.8
566,358,23.3
567,69,79.5
568,115,60.8
569,354,23.6
570,102,66.1
571,489,17.3
572,501,16.5
573,501,6.7
574,201,41.3
575,501,3.8
576,418,20.1
577,328,25.8
578,501,3.4
579,253,33.1
580,203,41.3
581,501,8.0
582,501,15.7
583,501,4.8
584,501,7.3
585,40,91.0
586,466,18.3
587,245,34.2
588,265,32.1
589,452,18.9
590,360,23.2
591,501,5.4
592,501,9.2
593,501,7.8
594,171,46.0
595,3,100.0
596,10,99.9
597,501,14.9
598,140,54.5
599,302,28.0
600,467,18.2
601,501,7.8
602,501,14.0
603,501,5.3
604,213,39.6
605,501,15.4
606,246,33.9
607,501,7.8
608,501,6.2
609,501,7.2
610,501,13.3
611,193,42.4
612,501,16.3
613,412,20.3
614,501,6.2
615,341,25.0
616,501,8.3
617,6,100.0
618,501,3.8
619,231,36.5
620,429,19.7
621,195,42.2
622,337,25.2
623,442,19.3
624,138,55.5
625,501,4.7
626,501,6.9
627,16,99.2
628,147,51.5
629,501,11.9
630,42,90.3
631,501,3.5
632,501,12.5
633,501,5.2
634,77,74.7
635,262,32.5
636,501,15.1
637,501,5.9
638,385,21.6
639,433,19.6
640,501,6.6
641,453,18.9
642,267,32.0
643,501,8.2
644,501,4.4
645,501,3.4
646,243,34.2
647,92,69.3
648,146,51.9
649,153,50.8
650,439,19.4
651,501,5.4
652,501,4.6
653,326,25.9
654,501,7.3
655,481,17.7
656,501,5.7
657,18,98.7
658,501,13.2
659,239,34.9
660,501,6.4
661,464,18.5
662,451,18.9
663,501,16.4
664,501,5.9
665,501,13.8
666,501,9.5
667,501,15.6
668,501,3.8
669,167,46.8
670,88,71.2
671,501,7.5
672,501,4.3
673,501,4.9
674,501,6.6
675,501,8.7
676,501,4.7
677,311,27.2
678,501,12.1
679,293,28.8
680,501,6.9
681,139,54.8
682,501,16.0
683,110,61.9
684,144,53.3
685,501,14.3
686,501,14.8
687,304,27.8
688,501,7.4
689,468,18.2
690,353,23.9
691,501,9.7
692,501,16.4
693,377,22.3
694,371,22.5
695,483,17.5
696,501,2.4
697,501,11.2
698,501,9.4
699,325,26.0
700,501,11.4
701,501,6.9
702,60,84.2
703,172,45.8
704,356,23.5
705,501,7.8
706,19,98.7
707,190,42.8
708,37,92.5
709,469,18.1
710,501,4.2
711,501,12.5
712,501,9.7
713,493,17.0
714,501,6.2
715,501,4.9
716,297,28.5
717,501,8.2
718,501,16.4
719,501,11.0
720,501,9.2
721,501,5.8
722,501,7.8
723,81,73.1
724,501,5.6
725,163,48.7
726,291,28.8
727,501,16.6
728,501,11.5
729,33,94.6
730,501,11.5
731,14,99.4
732,501,5.9
733,501,7.3
734,215,39.2
735,268,31.3
736,501,8.3
737,396,21.0
738,327,25.9
739,501,12.6
740,495,16.8
741,350,24.0
742,194,42.3
743,501,4.7
744,501,2.6
745,340,25.0
746,501,11.3
747,208,40.3
748,496,16.8
749,494,17.0
750,57,84.5
751,219,38.5
752,501,11.3
753,375,22.4
754,501,14.9
755,501,10.1
756,501,6.8
757,501,5.4
758,501,12.3
759,462,18.5
760,142,53.7
761,117,60.3
762,423,20.0
763,26,97.9
764,501,10.8
765,214,39.2
766,501,13.8
767,501,12.0
768,501,4.2
769,501,4.3
770,501,8.9
771,501,5.0
772,501,9.4
773,501,6.6
774,148,51.3
775,48,88.9
776,492,17.2
777,248,33.8
778,249,33.7
779,501,7.6
780,227,37.1
781,501,10.7
782,501,10.5
783,501,8.8
784,437,19.5
785,501,4.6
786,501,9.5
787,501,9.4
788,501,5.8
789,501,12.9
790,180,45.0
791,501,5.4
792,501,11.3
793,501,15.0
794,61,83.8
795,501,6.6
796,316,26.8
797,501,13.3
798,501,8.3
799,501,10.3
800,501,3.4
801,47,88.9
802,80,73.5
803,367,22.8
804,300,28.1
805,501,6.9
806,343,24.9
807,485,17.5
808,73,76.7
809,420,20.1
810,501,9.0
811,390,21.4
812,331,25.5
813,254,33.1
814,501,7.7
815,501,7.3
816,501,5.4
817,501,5.8
818,370,22.6
819,501,11.6
820,501,8.3
821,94,67.8
822,457,18.7
823,258,32.8
824,159,49.9
825,235,35.4
826,256,32.9
827,501,7.0
828,501,4.0
829,501,10.9
830,346,24.4
831,501,10.1
832,108,62.8
833,53,86.9
834,90,70.5
835,417,20.1
836,501,15.2
837,501,7.9
838,501,10.4
839,501,3.4
840,86,71.4
841,252,33.2
842,407,20.4
843,52,87.5
844,161,49.7
845,347,24.3
846,198,41.5
847,501,12.4
848,501,10.0
849,242,34.7
850,501,12.6
851,501,8.5
852,376,22.3
853,501,8.6
854,501,4.4
855,501,4.4
856,501,10.1
857,501,4.6
858,96,67.7
859,501,10.6
860,501,9.4
861,501,6.6
862,501,10.2
863,501,5.8
864,501,4.5
865,501,15.5
866,196,42.0
867,501,6.8
868,62,83.4
869,192,42.7
870,501,10.9
871,470,18.1
872,501,15.8
873,162,49.6
874,30,96.2
875,501,5.0
876,501,10.8
877,501,12.1
878,292,28.8
879,27,97.6
880,501,9.2
881,501,11.5
882,380,22.0
883,501,4.5
884,501,3.9
885,501,7.6
886,501,14.3
887,501,13.8
888,501,7.8
889,501,10.2
890,501,4.4
891,501,5.6
892,382,21.8
893,501,13.1
894,501,7.0
895,501,12.7
896,501,12.5
897,501,1.9
898,501,3.0
899,157,50.2
900,471,18.1
901,501,5.4
902,428,19.7
903,185,44.1
904,501,5.7
905,362,23.1
906,501,15.7
907,266,32.1
908,501,15.5
909,13,99.5
910,501,7.9
911,501,12.9
912,501,12.5
913,501,11.8
914,501,9.6
915,501,5.8
916,501,5.2
917,456,18.8
918,501,9.4
919,501,4.3
920,368,22.8
921,501,9.4
922,58,84.4
923,501,9.7
924,477,17.8
925,281,30.1
926,501,4.1
927,501,7.3
928,501,8.0
929,501,7.1
930,333,25.4
931,64,83.1
932,501,8.6
933,501,9.2
934,36,92.8
935,501,11.4
936,501,4.7
937,501,13.1
938,501,13.7
939,501,5.3
940,487,17.4
941,482,17.7
942,501,4.9
943,455,18.9
944,447,19.1
945,501,14.9
946,501,11.6
947,501,8.3
948,312,27.2
949,501,4.7
950,427,19.8
951,501,9.2
952,501,8.8
953,127,58.3
954,501,10.3
955,501,14.5
956,501,8.6
957,35,93.6
958,501,8.6
959,501,6.9
960,501,7.5
961,414,20.2
962,501,9.1
963,501,7.3
964,501,11.9
965,501,14.6
966,298,28.3
967,244,34.2
968,164,47.8
969,277,30.4
970,228,37.0
971,207,40.5
972,501,4.8
973,70,77.6
974,137,55.6
975,335,25.3
976,217,38.6
977,501,4.5
978,501,5.0
979,501,9.2
980,403,20.6
981,501,7.6
982,448,19.0
983,5,100.0
984,501,4.5
985,501,15.3
986,501,5.8
987,501,3.2
988,501,7.2
989,361,23.1
990,17,98.9
991,501,6.2
992,501,6.5
993,154,50.7
994,501,11.8
995,501,9.0
996,301,28.0
997,501,4.8
998,501,3.6
999,237,35.2
1000,501,7.8
1001,501,11.4
1002,500,16.6
1003,501,6.6
1004,372,22.5
1005,296,28.6
1006,410,20.4
1007,322,26.2
1008,501,12.1
1009,344,24.7
1010,501,4.6
1011,501,13.2
1012,501,8.1
1013,501,8.2
1014,501,7.4
1015,501,14.2
1016,465,18.4
1017,501,11.4
1018,158,50.2
1019,501,9.8
1020,501,4.2
1021,501,7.4
1022,501,6.7
1023,501,10.3
1024,65,82.4
1025,437,19.5
1026,501,6.8
1027,134,56.0
1028,66,80.9
1029,342,24.9
1030,501,9.4
1031,501,4.7
1032,501,7.9
1033,498,16.7
1034,501,13.9
1035,501,4.1
1036,501,10.0
1037,501,7.4
1038,501,13.9
1039,501,9.6
1040,176,45.5
1041,501,13.1
1042,128,58.1
1043,479,17.7
1044,501,8.7
1045,501,15.1
1046,501,13.6
1047,501,15.4
1048,138,55.4
1049,130,56.7
1050,501,4.5
1051,501,9.5
1052,357,23.4
1053,501,11.5
1054,484,17.5
1055,170,46.5
1056,397,20.8
1057,51,87.6
1058,289,28.9
1059,133,56.1
1060,501,8.1
1061,501,9.3
1062,55,85.4
1063,67,80.6
1064,501,5.3
1065,501,13.5
1066,501,4.1
1067,226,37.5
1068,306,27.7
1069,501,12.5
1070,501,13.2
1071,177,45.3
1072,351,24.0
1073,392,21.1
1074,501,7.1
1075,501,8.9
1076,501,6.5
1077,501,3.4
1078,501,6.0
1079,112,61.5
1080,209,40.0
1081,501,6.0
1082,295,28.7
1083,501,14.8
1084,391,21.2
1085,501,4.7
1086,501,11.6
1087,501,4.1
1088,501,9.7
1089,32,95.2
1090,362,23.1
1091,501,6.6
1092,501,9.0
1093,135,55.7
1094,501,6.4
1095,501,4.1
1096,501,14.4
1097,501,12.1
1098,120,59.3
1099,56,84.8
1100,95,67.8
1101,405,20.5
1102,501,8.5
1103,216,38.6
1104,501,15.1
1105,501,4.6
1106,374,22.4
1107,501,4.7
1108,315,26.8
1109,383,21.8
1110,74,76.5
1111,501,11.7
1112,501,5.2
1113,501,4.7
1114,501,11.6
1115,501,12.0
1116,501,13.7
1117,501,4.6
1118,123,58.9
1119,225,37.6
1120,501,8.4
1121,501,16.1
1122,501,3.6
1123,145,52.4
1124,501,4.4
1125,106,63.9
1126,501,5.2
1127,501,14.5
1128,501,11.9
1129,121,59.2
1130,313,27.1
1131,259,32.6
1132,122,59.1
1133,287,29.3
1134,441,19.3
1135,261,32.5
1136,4,100.0
1137,501,9.8
1138,111,61.8
1139,501,14.7
1140,275,30.7
1141,230,36.6
1142,501,15.4
1143,179,45.2
1144,501,16.4
1145,501,13.1
1146,501,9.4
1147,501,7.0
