university_id,academic reputation rank,academic reputation score
1,75,75.9
2,189,43.2
3,222,37.8
4,501,13.1
5,303,27.8
6,348,24.2
7,501,11.1
8,25,98.0
9,501,4.9
10,324,26.0
11,501,6.9
12,501,9.0
13,345,24.5
14,384,21.8
15,501,4.1
16,501,5.9
17,501,5.5
18,431,19.7
19,309,27.4
20,501,14.8
21,116,60.4
22,501,7.6
23,501,8.2
24,501,5.4
25,501,12.1
26,501,2.4
27,204,41.2
28,501,11.8
29,501,4.3
30,131,56.6
31,501,7.6
32,257,32.8
33,450,19.0
34,501,5.3
35,501,8.3
36,501,10.8
37,501,4.9
38,501,11.2
39,398,20.7
40,149,51.2
41,501,4.8
42,501,5.7
43,490,17.2
44,501,13.7
45,501,9.8
46,329,25.7
47,461,18.5
48,501,5.7
49,393,21.1
50,99,66.9
51,330,25.7
52,119,59.4
53,72,76.9
54,501,13.5
55,501,6.6
56,501,13.3
57,501,11.1
58,202,41.3
59,276,30.4
60,365,22.9
61,501,14.9
62,501,6.8
63,501,16.5
64,136,55.7
65,501,9.9
66,501,3.8
67,501,12.9
68,421,20.0
69,501,9.8
70,501,3.6
71,501,5.1
72,240,34.8
73,501,12.6
74,270,31.0
75,501,4.5
76,247,33.8
77,283,30.1
78,501,12.5
79,501,5.9
80,501,11.7
81,501,5.2
82,501,6.4
83,317,26.6
84,501,9.1
85,501,8.6
86,501,9.0
87,279,30.3
88,416,20.1
89,284,30.1
90,63,83.4
91,501,3.7
92,191,42.8
93,501,5.9
94,501,8.2
95,91,70.2
96,501,7.8
97,501,10.9
98,50,88.2
99,501,6.7
100,236,35.3
101,501,4.1
102,472,18.0
103,156,50.5
104,424,19.9
105,7,100.0
106,238,35.2
107,501,5.8
108,501,7.1
109,501,4.9
110,501,15.3
111,501,6.2
112,501,8.2
113,501,5.5
114,501,3.3
115,501,15.3
116,299,28.2
117,454,18.9
118,501,6.8
119,501,6.9
120,320,26.4
121,501,5.7
122,501,5.8
123,319,26.6
124,271,30.9
125,501,2.9
126,278,30.4
127,132,56.2
128,501,10.1
129,71,77.5
130,501,12.5
131,409,20.4
132,211,39.9
133,197,42.0
134,474,17.9
135,501,10.6
136,501,8.5
137,150,51.1
138,173,45.8
139,184,44.3
140,501,9.6
141,501,11.2
142,38,92.3
143,386,21.5
144,501,7.3
145,403,20.6
146,501,11.9
147,501,14.5
148,501,2.9
149,501,4.7
150,169,46.7
151,501,14.7
152,109,62.0
153,501,5.6
154,435,19.5
155,424,19.9
156,501,13.7
157,174,45.7
158,501,9.6
159,501,9.8
160,501,12.2
161,76,75.8
162,501,1.0
163,141,54.5
164,373,22.4
165,501,15.0
166,501,11.6
167,501,15.9
168,501,5.1
169,501,8.4
170,501,11.0
171,501,3.8
172,501,6.6
173,501,8.3
174,501,3.6
175,334,25.4
176,415,20.2
177,98,67.1
178,501,10.6
179,501,15.6
180,501,8.4
181,338,25.2
182,378,22.3
183,255,32.9
184,501,14.8
185,501,6.7
186,501,8.2
187,215,39.2
188,501,6.3
189,501,3.3
190,501,6.5
191,501,7.7
192,501,15.0
193,501,10.3
194,501,5.2
195,389,21.4
196,83,72.4
197,105,65.1
198,501,3.0
199,501,11.9
200,501,13.5
201,200,41.4
202,22,98.4
203,501,9.1
204,501,6.0
205,220,38.0
206,501,5.3
207,501,12.0
208,280,30.2
209,274,30.8
210,290,28.9
211,501,11.1
212,501,13.7
213,501,10.6
214,458,18.7
215,501,11.0
216,499,16.6
217,501,7.9
218,501,11.2
219,129,57.8
220,501,9.5
221,501,5.4
222,501,5.9
223,143,53.6
224,419,20.1
225,224,37.6
226,440,19.4
227,28,96.8
228,85,71.6
229,186,44.1
230,501,6.1
231,124,58.8
232,501,15.6
233,49,88.8
234,250,33.7
235,501,9.3
236,152,50.8
237,501,8.9
238,150,51.1
239,366,22.9
240,101,66.1
241,294,28.7
242,387,21.5
243,400,20.7
244,501,12.4
245,486,17.5
246,501,5.7
247,501,13.9
248,443,19.2
249,23,98.4
250,501,10.6
251,501,12.0
252,501,6.6
253,497,16.7
254,31,95.9
255,444,19.2
256,501,8.0
257,24,98.3
258,501,5.7
259,1,100.0
260,339,25.2
261,501,9.2
262,501,4.9
263,501,3.4
264,351,24.0
265,501,15.8
266,501,12.1
267,501,7.1
268,336,25.2
269,501,4.6
270,501,4.5
271,310,27.4
272,501,12.6
273,501,8.5
274,501,10.5
275,229,36.8
276,501,8.8
277,501,7.1
278,501,2.5
279,501,11.2
280,501,5.1
281,501,8.3
282,501,5.4
283,501,13.8
284,318,26.6
285,15,99.4
286,501,9.5
287,422,20.0
288,501,11.4
289,232,36.2
290,501,5.1
291,155,50.6
292,501,9.9
293,501,5.5
294,501,12.2
295,2,100.0
296,501,13.4
297,480,17.7
298,501,12.9
299,491,17.2
300,263,32.4
301,501,10.9
302,501,15.8
303,501,7.0
304,501,15.4
305,501,7.3
306,501,4.0
307,501,9.7
308,501,7.6
309,413,20.2
310,501,14.4
311,501,6.8
312,501,4.1
313,125,58.5
314,501,8.1
315,501,10.5
316,501,5.2
317,221,37.9
318,501,10.8
319,501,6.9
320,78,74.6
321,501,10.8
322,272,30.8
323,205,41.2
324,501,6.8
325,87,71.3
326,402,20.7
327,501,4.2
328,501,12.2
329,332,25.5
330,501,2.4
331,272,30.8
332,501,7.6
333,501,7.7
334,501,13.8
335,355,23.6
336,501,9.6
337,9,99.9
338,501,5.1
339,34,94.6
340,501,10.1
341,59,84.4
342,501,4.3
343,501,12.0
344,501,5.7
345,501,6.0
346,349,24.1
347,210,40.0
348,501,13.6
349,501,15.6
350,501,8.3
351,501,16.3
352,501,13.0
353,501,16.5
354,501,5.7
355,8,100.0
356,321,26.3
357,501,4.8
358,107,63.3
359,84,71.9
360,501,14.1
361,501,9.8
362,501,7.7
363,206,41.0
364,394,21.0
365,308,27.4
366,501,8.0
367,501,4.2
368,501,11.4
369,473,18.0
370,501,10.2
371,82,72.7
372,501,9.2
373,501,4.6
374,501,5.9
375,501,8.6
376,411,20.3
377,388,21.4
378,501,4.2
379,501,7.6
380,401,20.7
381,501,9.2
382,501,14.0
383,44,90.2
384,434,19.6
385,307,27.6
386,501,16.2
387,501,7.3
388,501,6.9
389,501,11.8
390,314,27.0
391,501,5.2
392,501,4.9
393,359,23.2
394,501,6.2
395,501,6.8
396,501,8.5
397,501,12.8
398,501,14.8
399,501,10.5
400,501,5.9
401,183,44.4
402,41,90.4
403,501,4.9
404,501,6.4
405,501,7.6
406,501,10.8
407,501,5.4
408,501,4.4
409,21,98.6
410,501,7.6
411,501,3.7
412,369,22.6
413,501,16.2
414,199,41.4
415,432,19.7
416,501,8.9
417,501,14.4
418,501,8.8
419,501,6.2
420,501,15.8
421,93,68.2
422,89,70.6
423,429,19.7
424,501,4.8
425,501,6.2
426,395,21.0
427,282,30.1
428,501,11.7
429,187,43.9
430,305,27.8
431,263,32.4
432,501,12.9
433,501,11.0
434,501,13.1
435,406,20.5
436,501,9.8
437,501,12.0
438,501,11.3
439,323,26.2
440,501,12.9
441,501,9.9
442,501,14.9
443,501,3.9
444,501,9.7
445,501,11.7
446,501,7.6
447,501,5.1
448,399,20.7
449,408,20.4
450,212,39.9
451,114,61.0
452,168,46.7
453,436,19.5
454,501,14.6
455,43,90.2
456,501,6.7
457,501,10.2
458,160,49.7
459,501,11.9
460,501,9.0
461,426,19.9
462,20,98.6
463,446,19.1
464,501,13.8
465,178,45.3
466,501,5.1
467,286,29.9
468,445,19.1
469,29,96.7
470,501,7.8
471,269,31.2
472,223,37.8
473,501,10.9
474,501,9.1
475,501,7.8
476,501,3.3
477,501,3.1
478,501,2.6
479,381,21.9
480,100,66.3
481,175,45.7
482,488,17.4
483,501,9.4
484,501,15.5
485,501,8.0
486,501,3.4
487,501,4.4
488,501,8.0
489,233,36.1
490,501,11.5
491,501,7.0
492,501,5.4
493,501,7.4
494,501,5.8
495,501,11.1
496,501,5.7
497,79,74.4
498,113,61.5
499,501,15.3
500,218,38.6
501,501,9.7
502,165,47.3
503,475,17.9
504,501,6.8
505,501,14.0
506,501,5.2
507,501,11.3
508,501,15.2
509,501,4.6
510,118,59.6
511,501,15.1
512,285,29.9
513,240,34.8
514,501,10.9
515,501,8.1
516,501,9.9
517,45,90.1
518,104,65.3
519,97,67.2
520,460,18.7
521,501,11.2
522,501,15.9
523,501,6.8
524,501,14.2
525,68,80.1
526,182,44.4
527,125,58.5
528,448,19.0
529,364,23.0
530,501,13.0
531,501,4.4
532,501,15.4
533,501,8.4
534,46,89.6
535,463,18.5
536,501,9.6
537,501,8.9
538,501,2.8
539,501,4.6
540,501,7.4
