university_id,employer reputation rank,employer reputation score
1,91,73.2
2,256,37.2
3,349,28.1
4,501,12.9
5,346,28.5
6,337,28.9
7,482,18.4
8,25,97.3
9,501,12.4
10,156,53.0
11,501,3.8
12,325,29.6
13,363,27.4
14,501,15.0
15,501,2.2
16,501,5.4
17,501,8.3
18,242,39.0
19,349,28.1
20,466,19.3
21,134,57.9
22,501,15.5
23,501,3.1
24,501,7.1
25,501,6.1
26,501,1.8
27,283,33.2
28,501,12.0
29,501,1.8
30,162,52.5
31,501,5.7
32,501,12.4
33,425,21.7
34,501,16.2
35,501,8.5
36,501,15.2
37,501,10.2
38,501,8.4
39,501,15.3
40,128,59.3
41,501,2.4
42,501,3.5
43,179,48.3
44,501,9.8
45,501,3.2
46,501,10.6
47,329,29.3
48,501,9.3
49,321,29.9
50,191,47.2
51,501,8.4
52,286,33.0
53,46,91.7
54,501,9.0
55,501,11.3
56,501,4.8
57,501,15.7
58,501,16.3
59,406,23.8
60,221,43.1
61,105,65.7
62,280,33.7
63,501,6.6
64,99,68.6
65,446,20.4
66,501,3.3
67,501,17.6
68,501,12.3
69,501,5.4
70,501,3.6
71,501,4.5
72,217,44.2
73,501,3.1
74,326,29.5
75,501,3.6
76,278,34.1
77,301,31.7
78,501,10.4
79,501,2.5
80,501,3.2
81,501,5.2
82,501,12.6
83,155,53.1
84,501,8.1
85,197,46.8
86,501,4.2
87,495,17.9
88,164,52.1
89,230,41.1
90,59,86.7
91,501,2.2
92,393,24.9
93,501,15.4
94,470,19.1
95,191,47.4
96,501,4.4
97,501,4.0
98,70,80.2
99,501,10.9
100,294,32.3
101,501,6.3
102,239,39.7
103,451,20.1
104,501,12.8
105,10,99.6
106,501,17.1
107,501,6.4
108,501,11.3
109,501,2.4
110,391,24.9
111,501,7.1
112,501,7.4
113,475,18.8
114,501,4.7
115,501,16.8
116,204,45.9
117,501,15.0
118,501,2.7
119,501,3.1
120,272,34.9
121,501,6.9
122,501,7.2
123,202,46.3
124,189,47.5
125,501,3.8
126,253,37.5
127,121,60.9
128,501,8.7
129,199,46.6
130,501,9.7
131,407,23.4
132,102,66.1
133,211,44.8
134,322,29.9
135,501,15.7
136,501,13.1
137,332,29.1
138,95,70.8
139,110,64.1
140,501,4.7
141,501,7.5
142,57,87.4
143,237,40.2
144,501,16.9
145,501,6.8
146,487,18.2
147,374,26.1
148,501,6.6
149,501,1.6
150,108,64.7
151,501,6.5
152,130,58.9
153,501,5.8
154,318,30.1
155,501,16.4
156,501,9.5
157,269,35.5
158,415,22.6
159,298,32.2
160,501,6.1
161,28,95.9
162,501,3.7
163,388,25.1
164,250,38.1
165,501,4.3
166,479,18.7
167,334,28.9
168,501,3.9
169,501,2.1
170,501,3.9
171,501,7.0
172,501,9.8
173,501,8.6
174,501,6.4
175,220,43.8
176,501,6.9
177,223,42.9
178,445,20.4
179,455,20.0
180,501,3.1
181,200,46.5
182,413,22.7
183,420,22.2
184,501,2.2
185,501,8.0
186,501,5.1
187,231,41.0
188,501,5.4
189,501,3.2
190,501,2.5
191,501,3.6
192,501,4.2
193,501,12.0
194,501,4.9
195,172,50.6
196,11,99.2
197,285,33.0
198,501,5.7
199,501,5.5
200,501,6.3
201,138,57.5
202,9,99.8
203,501,7.7
204,501,10.3
205,170,51.0
206,501,2.1
207,501,16.3
208,153,53.2
209,344,28.6
210,501,16.2
211,475,18.8
212,501,10.5
213,501,4.9
214,501,6.3
215,501,2.9
216,501,12.1
217,501,16.9
218,501,6.8
219,384,25.3
220,486,18.3
221,501,2.6
222,501,4.0
223,144,56.4
224,501,12.4
225,116,63.1
226,314,30.2
227,29,95.4
228,44,92.6
229,227,41.7
230,501,1.3
231,31,95.2
232,501,13.5
233,141,56.7
234,391,24.9
235,501,11.6
236,394,24.5
237,501,12.0
238,501,17.7
239,501,5.2
240,67,81.0
241,376,25.9
242,501,15.3
243,434,21.2
244,501,13.0
245,501,10.9
246,501,12.1
247,501,11.0
248,501,9.2
249,37,93.9
250,501,16.8
251,501,5.6
252,501,9.1
253,501,6.8
254,14,98.6
255,234,40.5
256,501,4.9
257,27,96.5
258,501,4.0
259,1,100.0
260,354,27.7
261,501,13.2
262,501,16.1
263,501,1.7
264,501,8.9
265,501,4.7
266,423,22.1
267,501,5.1
268,474,18.9
269,501,4.1
270,501,6.0
271,176,49.3
272,501,9.3
273,501,11.3
274,222,42.9
275,501,16.2
276,501,6.8
277,501,8.0
278,501,4.3
279,418,22.4
280,501,2.3
281,501,5.9
282,501,6.1
283,185,47.9
284,382,25.5
285,18,98.2
286,501,13.6
287,501,8.9
288,501,7.3
289,360,27.5
290,501,2.7
291,241,39.2
292,501,12.6
293,501,5.1
294,501,8.9
295,2,100.0
296,501,6.1
297,416,22.5
298,501,7.6
299,329,29.3
300,188,47.6
301,501,14.8
302,395,24.5
303,501,6.7
304,501,8.3
305,501,2.1
306,501,1.6
307,501,12.0
308,501,6.0
309,501,9.6
310,501,15.3
311,501,10.6
312,501,5.6
313,133,58.1
314,501,16.5
315,501,8.1
316,501,3.6
317,428,21.6
318,501,5.6
319,501,15.9
320,48,91.1
321,501,6.8
322,377,25.8
323,218,44.0
324,501,1.7
325,263,36.5
326,501,14.9
327,501,1.7
328,501,4.0
329,455,20.0
330,501,2.6
331,112,63.9
332,501,5.4
333,501,6.5
334,195,47.1
335,462,19.3
336,501,8.1
337,6,100.0
338,501,4.7
339,75,79.3
340,501,4.8
341,146,56.1
342,501,2.9
343,501,8.3
344,501,8.4
345,501,4.3
346,501,9.6
347,501,9.7
348,235,40.2
349,500,17.7
350,501,8.0
351,501,5.6
352,501,6.8
353,501,16.7
354,501,9.3
355,8,99.9
356,311,30.3
357,501,4.3
358,83,74.9
359,55,87.9
360,501,17.5
361,501,6.9
362,441,20.7
363,501,17.6
364,364,27.2
365,161,52.5
366,501,3.7
367,501,3.8
368,294,32.3
369,492,18.1
370,501,7.0
371,82,75.0
372,501,8.0
373,501,4.2
374,501,2.4
375,137,57.5
376,501,15.1
377,501,12.0
378,501,2.4
379,501,6.5
380,404,23.8
381,501,7.9
382,501,15.0
383,40,93.4
384,501,4.6
385,281,33.5
386,215,44.3
387,501,11.3
388,501,7.1
389,501,6.9
390,373,26.2
391,501,1.6
392,501,4.4
393,333,29.0
394,501,3.3
395,501,3.2
396,370,26.6
397,501,2.5
398,501,7.9
399,484,18.3
400,501,2.5
401,501,12.2
402,32,94.4
403,501,2.1
404,501,4.2
405,306,31.1
406,501,4.9
407,501,2.6
408,501,6.5
409,23,97.6
410,360,27.5
411,501,5.3
412,343,28.7
413,501,13.7
414,480,18.7
415,501,10.9
416,501,7.8
417,501,5.3
418,501,13.0
419,501,2.2
420,501,7.0
421,177,48.9
422,73,79.5
423,501,5.7
424,501,2.9
425,501,6.4
426,225,42.3
427,501,8.9
428,501,2.1
429,119,61.9
430,453,20.1
431,501,5.5
432,379,25.6
433,453,20.1
434,501,8.4
435,466,19.3
436,501,9.7
437,501,13.9
438,501,16.3
439,501,8.6
440,501,8.6
441,501,2.4
442,501,11.4
443,501,2.3
444,310,30.5
445,501,4.0
446,501,8.4
447,501,1.6
448,501,14.9
449,465,19.3
450,167,51.6
451,123,60.7
452,274,34.5
453,402,23.8
454,291,32.7
455,192,47.4
456,501,2.3
457,268,35.6
458,501,17.4
459,501,14.5
460,501,2.5
461,292,32.6
462,43,93.0
463,501,13.1
464,501,5.3
465,78,78.5
466,501,5.5
467,77,78.9
468,501,10.9
469,52,89.9
470,501,5.5
471,181,48.2
472,279,33.9
473,501,8.6
474,501,10.9
475,366,27.0
476,501,3.9
477,501,4.3
478,501,4.1
479,345,28.6
480,194,47.2
481,207,45.8
482,412,22.8
483,501,5.0
484,501,7.8
485,501,1.8
486,501,2.8
487,501,8.2
488,501,4.7
489,180,48.3
490,501,16.6
491,282,33.4
492,501,6.0
493,501,17.2
494,501,6.3
495,501,7.9
496,370,26.6
497,88,74.0
498,98,68.8
499,501,14.2
500,355,27.7
501,501,14.6
502,110,64.1
503,501,9.3
504,501,6.1
505,501,11.3
506,501,4.8
507,501,14.6
508,289,32.8
509,501,4.5
510,500,17.7
511,501,8.0
512,396,24.4
513,97,69.8
514,385,25.3
515,501,8.2
516,501,10.9
517,94,71.3
518,277,34.3
519,205,45.8
520,396,24.4
521,501,14.0
522,429,21.5
523,501,2.0
524,501,3.0
525,209,45.7
526,93,71.8
527,142,56.7
528,444,20.6
529,451,20.1
530,501,14.2
531,501,4.5
532,266,36.3
533,501,3.4
534,22,97.6
535,501,13.8
536,501,9.9
537,352,28.0
538,501,1.8
539,501,2.3
540,501,2.9
541,380,25.5
542,501,12.6
543,501,15.6
544,442,20.6
545,338,28.8
546,132,58.2
547,16,98.4
548,501,10.6
549,62,85.0
550,501,7.9
551,501,5.3
552,501,3.7
553,299,32.1
554,115,63.5
555,201,46.3
556,501,6.0
557,85,74.6
558,501,9.7
559,501,4.4
560,501,9.7
561,196,47.1
562,501,4.9
563,501,9.3
564,501,15.9
565,457,20.0
566,501,8.1
567,81,76.5
568,296,32.3
569,369,26.8
570,276,34.4
571,501,10.2
572,79,78.2
573,501,7.8
574,103,65.7
575,501,2.9
576,353,27.9
577,336,28.9
578,501,4.7
579,338,28.8
580,408,23.1
581,501,2.2
582,501,11.9
583,501,11.1
584,501,12.8
585,120,61.1
586,262,36.5
587,501,7.9
588,320,30.0
589,435,21.0
590,233,40.7
591,501,4.4
592,501,4.5
593,457,20.0
594,421,22.1
595,3,100.0
596,12,99.2
597,372,26.3
598,377,25.8
599,210,44.8
600,501,13.2
601,319,30.0
602,501,8.2
603,501,11.5
604,76,79.2
605,244,38.8
606,226,42.1
607,249,38.2
608,501,2.1
609,501,11.4
610,433,21.4
611,152,53.4
612,501,7.0
613,443,20.6
614,488,18.2
615,246,38.7
616,501,7.7
617,7,100.0
618,501,4.0
619,232,40.9
620,501,3.3
621,501,7.3
622,400,24.2
623,501,14.3
624,19,98.1
625,501,4.6
626,501,7.6
627,39,93.5
628,126,60.1
629,501,3.5
630,114,63.5
631,501,2.1
632,342,28.8
633,501,4.8
634,63,84.3
635,501,7.3
636,501,11.3
637,501,3.1
638,396,24.4
639,501,8.6
640,501,1.5
641,90,73.4
642,501,13.3
643,501,3.3
644,501,1.9
645,501,3.4
646,468,19.2
647,296,32.3
648,267,35.9
649,251,38.0
650,501,15.9
651,493,18.0
652,501,6.4
653,408,23.1
654,501,2.7
655,501,10.0
656,501,2.7
657,30,95.3
658,501,4.0
659,309,30.8
660,501,5.6
661,360,27.5
662,365,27.2
663,501,2.9
664,501,4.8
665,306,31.1
666,264,36.4
667,501,14.1
668,501,12.3
669,275,34.5
670,47,91.5
671,501,12.2
672,501,2.8
673,501,2.8
674,501,12.1
675,501,3.8
676,501,2.3
677,341,28.8
678,501,7.8
679,501,10.5
680,501,7.1
681,147,56.0
682,501,3.7
683,109,64.2
684,238,39.8
685,501,7.6
686,501,12.2
687,501,5.0
688,501,8.6
689,247,38.4
690,178,48.7
691,359,27.5
