university_id,international students rank,international students score
1,405.0,32.6
2,177.0,74.0
3,601.0,12.4
4,601.0,12.4
5,601.0,5.1
6,383.0,36.0
7,492.0,23.7
8,34.0,99.6
9,553.0,19.5
10,601.0,11.3
11,601.0,5.1
12,601.0,1.3
13,601.0,9.7
14,551.0,19.6
15,601.0,1.7
16,366.0,38.2
17,601.0,7.4
18,601.0,14.3
19,590.0,16.5
20,601.0,2.6
21,60.0,98.1
22,2.0,100.0
23,601.0,1.6
24,530.0,20.9
25,601.0,2.4
26,601.0,5.9
27,72.0,97.1
28,278.0,52.4
29,,
30,270.0,53.2
31,601.0,1.4
32,559.0,18.5
33,176.0,74.1
34,407.0,32.4
35,601.0,10.6
36,601.0,7.6
37,350.0,40.1
38,335.0,42.0
39,601.0,1.4
40,542.0,20.4
41,601.0,3.6
42,601.0,1.7
43,486.0,24.1
44,601.0,6.4
45,,
46,404.0,32.9
47,601.0,3.1
48,601.0,1.6
49,359.0,38.9
50,212.0,64.8
51,601.0,4.0
52,26.0,99.9
53,333.0,42.6
54,532.0,20.8
55,601.0,2.5
56,601.0,1.4
57,601.0,11.8
58,200.0,68.6
59,592.0,16.5
60,601.0,6.3
61,601.0,4.9
62,601.0,5.6
63,601.0,11.6
64,154.0,80.3
65,251.0,56.6
66,601.0,3.3
67,601.0,1.6
68,210.0,65.6
69,601.0,7.3
70,18.0,100.0
71,601.0,8.6
72,252.0,56.3
73,601.0,1.4
74,601.0,4.1
75,275.0,52.7
76,126.0,87.7
77,66.0,97.4
78,536.0,20.5
79,601.0,3.1
80,518.0,21.8
81,601.0,11.0
82,601.0,1.5
83,211.0,65.4
84,161.0,78.5
85,54.0,98.4
86,484.0,24.3
87,516.0,22.2
88,187.0,70.8
89,601.0,1.2
90,379.0,36.3
91,601.0,1.5
92,159.0,78.5
93,601.0,9.9
94,601.0,4.9
95,109.0,89.9
96,556.0,19.1
97,601.0,10.9
98,19.0,100.0
99,467.0,25.8
100,601.0,1.8
101,,
102,601.0,3.6
103,503.0,23.1
104,21.0,100.0
105,438.0,28.5
106,440.0,28.4
107,601.0,5.9
108,601.0,1.7
109,601.0,2.0
110,601.0,5.1
111,601.0,1.9
112,493.0,23.7
113,601.0,2.0
114,601.0,3.6
115,601.0,11.0
116,,
117,601.0,3.8
118,601.0,2.1
119,601.0,2.4
120,281.0,51.9
121,601.0,1.6
122,601.0,2.2
123,163.0,78.3
124,544.0,20.2
125,107.0,90.1
126,167.0,76.4
127,148.0,81.7
128,23.0,100.0
129,601.0,10.3
130,601.0,8.4
131,27.0,99.9
132,601.0,1.7
133,327.0,43.3
134,601.0,1.1
135,601.0,1.3
136,523.0,21.3
137,132.0,86.2
138,601.0,1.7
139,601.0,3.0
140,601.0,2.3
141,601.0,3.6
142,354.0,39.2
143,331.0,43.0
144,601.0,15.4
145,601.0,13.6
146,601.0,4.6
147,100.0,92.6
148,328.0,43.1
149,601.0,5.5
150,32.0,99.7
151,601.0,11.2
152,127.0,87.6
153,531.0,20.9
154,406.0,32.5
155,166.0,76.5
156,601.0,7.3
157,294.0,49.2
158,601.0,2.9
159,29.0,99.8
160,601.0,6.7
161,190.0,70.5
162,601.0,12.8
163,601.0,1.8
164,601.0,7.4
165,601.0,3.5
166,207.0,67.2
167,562.0,18.2
168,601.0,2.7
169,601.0,4.4
170,601.0,3.0
171,400.0,33.2
172,554.0,19.4
173,,
174,601.0,1.0
175,601.0,2.4
176,508.0,22.7
177,151.0,81.3
178,345.0,41.1
179,600.0,16.0
180,601.0,3.4
181,601.0,1.6
182,601.0,2.1
183,597.0,16.2
184,434.0,29.1
185,569.0,17.9
186,601.0,2.9
187,284.0,51.4
188,601.0,7.3
189,95.0,93.9
190,470.0,25.2
191,601.0,2.4
192,463.0,26.0
193,601.0,10.3
194,227.0,61.1
195,601.0,1.6
196,5.0,100.0
197,230.0,60.4
198,601.0,4.2
199,601.0,1.7
200,601.0,2.0
201,145.0,82.9
202,10.0,100.0
203,601.0,3.1
204,568.0,17.9
205,375.0,37.1
206,601.0,1.1
207,481.0,24.5
208,386.0,35.6
209,426.0,30.5
210,241.0,57.9
211,339.0,41.7
212,235.0,59.7
213,601.0,12.5
214,601.0,2.2
215,595.0,16.3
216,601.0,1.8
217,601.0,1.8
218,601.0,10.9
219,373.0,37.2
220,272.0,53.0
221,601.0,8.3
222,601.0,1.1
223,128.0,87.0
224,601.0,11.2
225,601.0,2.5
226,306.0,46.6
227,13.0,100.0
228,323.0,44.1
229,413.0,31.7
230,601.0,1.9
231,601.0,1.6
232,601.0,2.8
233,101.0,91.8
234,601.0,7.6
235,224.0,61.9
236,511.0,22.3
237,,
238,433.0,29.3
239,601.0,5.3
240,262.0,55.2
241,130.0,86.7
242,601.0,5.0
243,601.0,9.3
244,502.0,23.1
245,47.0,98.9
246,601.0,3.4
247,14.0,100.0
248,601.0,10.8
249,209.0,66.1
250,444.0,27.6
251,601.0,4.3
252,601.0,3.2
253,601.0,5.4
254,77.0,95.6
255,601.0,7.1
256,408.0,32.4
257,601.0,8.9
258,601.0,5.3
259,196.0,70.1
260,351.0,40.1
261,515.0,22.2
262,601.0,2.3
263,601.0,2.9
264,601.0,7.4
265,601.0,15.7
266,289.0,49.9
267,601.0,4.5
268,79.0,95.3
269,129.0,86.8
270,45.0,99.1
271,601.0,2.2
272,601.0,9.0
273,217.0,63.3
274,601.0,4.3
275,601.0,9.1
276,263.0,54.9
277,11.0,100.0
278,447.0,27.2
279,601.0,4.5
280,601.0,2.6
281,601.0,1.3
282,601.0,5.2
283,601.0,1.7
284,601.0,14.9
285,365.0,38.5
286,601.0,1.6
287,254.0,56.1
288,601.0,13.1
289,601.0,5.9
290,601.0,4.9
291,300.0,47.4
292,601.0,4.6
293,601.0,4.6
294,601.0,2.0
295,64.0,97.7
296,601.0,7.6
297,286.0,50.8
298,571.0,17.8
299,459.0,26.4
300,283.0,51.5
301,298.0,47.9
302,271.0,53.1
303,601.0,3.4
304,601.0,7.0
305,601.0,3.2
306,601.0,3.5
307,585.0,16.7
