university_id,citations per faculty rank,citations per faculty score
503,161,65.9
504,601,12.4
505,289,49.2
506,295,47.4
507,503,24.5
508,601,2.8
509,601,14.0
510,32,96.4
511,241,54.8
512,511,23.7
513,181,63.3
514,215,58.4
515,299,46.9
516,600,16.4
517,329,42.3
518,324,43.4
519,283,49.6
520,137,70.3
521,601,8.2
522,601,3.4
523,601,3.9
524,601,10.6
525,298,47.0
526,77,86.3
527,526,22.7
528,401,34.1
529,601,10.4
530,601,1.3
531,601,3.5
532,227,55.9
533,601,3.7
534,601,14.0
535,349,39.5
536,601,1.0
537,598,16.5
538,601,6.7
539,601,4.1
540,601,4.5
541,374,37.0
542,601,1.4
543,601,2.7
544,601,15.1
545,386,36.0
546,194,61.1
547,233,55.6
548,601,1.3
549,37,95.5
550,601,2.2
551,601,8.5
552,601,11.4
553,435,30.4
554,43,93.8
555,601,8.4
556,601,3.9
557,294,47.4
558,146,69.4
559,601,2.4
560,601,1.9
561,318,44.3
562,601,16.1
563,601,2.7
564,601,5.2
565,601,1.3
566,601,4.1
567,601,5.9
568,256,52.7
569,601,2.5
570,91,82.2
571,120,74.9
572,601,2.7
573,495,25.1
574,176,63.8
575,507,24.0
576,220,57.8
577,419,31.7
578,101,79.3
579,523,22.9
580,530,22.4
581,248,53.7
582,601,5.8
583,601,1.3
584,601,12.1
585,106,78.4
586,601,1.2
587,327,42.9
588,118,75.0
589,601,1.6
590,601,2.2
591,601,7.9
592,601,15.8
593,601,1.9
594,601,16.3
595,34,96.0
596,2,100.0
597,126,73.3
598,398,34.3
599,271,51.1
600,601,3.1
601,601,1.2
602,566,19.4
603,508,24.0
604,80,85.7
605,601,1.7
606,601,1.9
607,601,2.4
608,601,1.3
609,527,22.6
610,601,1.3
611,352,39.2
612,601,12.0
613,601,15.6
614,601,1.1
615,78,86.2
616,594,16.8
617,13,99.9
618,474,27.2
619,332,42.0
620,601,10.6
621,471,27.4
622,344,40.4
623,201,60.4
624,306,46.2
625,601,8.2
626,601,2.0
627,49,90.6
628,82,85.4
629,448,29.4
630,407,33.1
631,544,21.2
632,358,38.5
633,601,2.5
634,276,50.7
635,292,48.2
636,167,65.1
637,601,2.9
638,460,28.1
639,275,50.7
640,601,4.8
641,601,4.8
642,513,23.6
643,601,12.2
644,601,1.9
645,601,3.7
646,1,100.0
647,125,73.5
648,127,73.1
649,154,66.8
650,447,29.4
651,19,99.3
652,601,9.2
653,418,31.7
654,130,71.4
655,261,52.2
656,262,52.2
657,15,99.8
658,601,9.1
659,377,36.7
660,601,7.0
661,559,19.7
662,601,15.2
663,429,30.7
664,601,4.9
665,341,40.8
666,601,1.0
667,601,9.3
668,601,5.8
669,569,19.0
670,149,69.0
671,601,15.9
672,601,12.5
673,601,2.4
674,601,10.0
675,191,61.5
676,601,1.5
677,601,4.8
678,601,11.7
679,518,23.3
680,601,6.1
681,410,32.5
682,601,14.8
683,350,39.3
684,55,90.1
685,485,26.1
686,279,50.1
687,601,12.5
688,525,22.9
689,601,9.1
690,601,1.3
691,601,4.2
692,376,36.9
693,453,29.1
694,601,11.9
695,601,2.3
696,601,5.7
697,601,1.4
698,326,43.2
699,601,15.2
700,601,1.1
701,601,5.9
702,24,98.2
703,291,48.2
704,601,15.4
705,601,5.2
706,202,60.3
707,601,6.7
708,165,65.5
709,601,2.7
710,601,8.3
711,601,7.0
712,601,2.5
713,601,1.6
714,601,12.2
715,483,26.3
716,336,41.1
717,510,23.7
718,200,60.6
719,601,2.9
720,601,1.1
721,432,30.6
722,601,3.4
723,192,61.4
724,601,5.4
725,87,83.7
726,601,11.0
727,552,20.4
728,601,4.4
729,601,3.0
730,601,1.2
731,108,78.0
732,601,9.1
733,601,2.7
734,116,75.1
735,351,39.2
736,438,30.2
737,601,3.2
738,601,7.2
739,601,2.9
740,601,4.1
741,482,26.4
742,322,43.9
743,320,44.1
744,601,8.0
745,155,66.7
746,369,37.6
747,353,39.2
748,307,46.0
749,476,27.0
750,473,27.2
751,173,64.1
752,601,9.2
753,572,18.1
754,601,1.8
755,601,14.6
756,601,15.9
757,534,22.1
758,601,3.4
759,403,33.5
760,257,52.7
761,601,5.2
762,601,8.3
763,186,62.1
764,601,2.0
765,529,22.4
766,486,26.1
767,601,5.1
768,601,10.3
769,601,1.3
770,601,11.3
771,458,28.7
772,92,81.7
773,601,13.9
774,235,55.5
775,124,73.9
776,601,6.4
777,139,70.1
778,601,15.5
779,601,4.0
780,268,51.3
781,134,70.8
782,157,66.6
783,601,1.2
784,548,20.6
785,601,1.2
786,601,1.2
787,601,5.2
788,345,40.3
789,601,3.7
790,601,2.5
791,601,4.0
792,601,1.2
793,520,23.1
794,238,55.1
795,601,1.8
796,601,11.7
797,601,9.9
798,601,3.6
799,601,1.3
800,601,1.1
801,246,53.9
802,469,27.5
803,20,99.3
804,223,57.1
805,601,9.6
806,240,54.8
807,362,38.1
808,601,15.3
809,339,41.0
810,601,8.6
811,601,1.4
812,601,13.5
813,16,99.8
814,444,29.5
815,601,4.5
816,601,8.2
817,459,28.6
818,601,5.9
819,601,9.0
820,601,1.3
821,5,100.0
822,601,13.8
823,175,63.9
824,158,66.5
825,85,84.4
826,475,27.1
827,577,17.8
828,372,37.3
829,456,28.8
830,601,3.6
831,601,4.1
832,601,3.1
833,312,45.4
834,237,55.2
835,601,3.0
836,601,1.4
837,601,3.2
838,463,27.8
839,585,17.1
840,334,41.3
841,198,60.9
842,601,14.1
843,22,98.8
844,455,28.9
845,159,66.4
846,184,62.9
847,601,7.4
848,601,9.1
849,259,52.4
850,601,2.7
851,601,1.5
852,232,55.6
853,601,2.3
854,601,1.8
855,601,3.4
856,601,2.9
857,601,6.2
858,601,6.2
859,601,2.8
860,601,10.0
861,601,7.3
862,599,16.5
863,601,14.0
864,567,19.3
865,156,66.7
866,601,5.6
867,601,8.0
868,216,58.4
869,411,32.2
870,601,3.5
871,601,1.8
872,114,75.4
873,331,42.1
874,123,74.0
875,601,3.5
876,361,38.2
877,601,1.6
878,111,76.1
879,300,46.8
880,426,30.9
881,174,64.0
882,601,6.5
883,601,5.4
884,207,59.8
885,387,35.8
886,601,2.3
887,601,3.8
888,601,9.6
889,601,4.5
890,601,1.3
891,595,16.8
892,545,21.2
893,601,6.9
894,224,56.7
895,601,12.6
896,601,2.0
897,400,34.3
898,601,2.9
899,199,60.8
900,601,9.1
901,406,33.2
902,591,16.9
903,601,1.8
904,601,3.8
905,260,52.3
906,601,2.0
907,601,7.7
908,601,9.2
909,212,58.8
910,338,41.0
911,601,4.0
912,601,6.2
913,416,31.9
914,601,1.3
915,601,5.1
916,601,1.2
917,160,66.2
918,601,7.4
919,601,11.3
920,601,6.4
921,601,4.9
922,74,87.1
923,601,16.1
924,601,3.6
925,601,9.0
926,601,1.8
927,601,9.6
928,601,1.0
929,601,14.2
930,506,24.1
931,18,99.5
932,478,26.5
933,413,32.1
934,281,50.0
935,601,2.3
936,601,2.0
937,601,3.8
938,601,5.6
939,269,51.2
940,601,4.1
941,142,69.7
942,601,7.8
943,601,1.1
944,550,20.4
945,343,40.4
946,319,44.2
947,601,1.7
948,404,33.5
949,601,6.3
950,601,5.6
951,547,20.8
952,308,45.9
953,96,80.6
954,601,11.3
955,601,3.8
956,147,69.2
957,30,96.6
958,424,31.1
959,601,2.0
960,582,17.4
961,601,4.1
962,601,3.4
963,601,2.7
964,522,23.0
965,394,34.7
966,385,36.0
967,313,45.0
968,601,1.5
969,26,97.6
970,225,56.2
971,321,44.1
972,568,19.1
973,431,30.6
974,164,65.5
975,601,9.9
976,601,2.7
977,489,25.5
978,601,2.9
979,575,18.0
980,417,31.8
981,601,1.9
982,601,3.8
983,6,100.0
984,601,1.8
985,169,64.8
986,601,1.2
987,396,34.5
988,601,2.3
989,98,80.2
990,58,89.7
991,601,1.3
992,601,2.0
993,205,60.0
994,601,1.2
995,601,6.2
996,67,88.0
997,601,12.2
998,601,14.0
999,601,9.4
1000,601,3.3
1001,305,46.1
1002,590,16.9
1003,449,29.3
1004,105,78.7
1005,414,32.0
1006,601,11.9
1007,274,51.0
1008,47,92.9
1009,189,61.7
1010,601,1.8
1011,304,46.5
1012,601,1.9
1013,395,34.6
1014,601,6.7
1015,601,1.4
1016,542,21.3
1017,601,15.9
1018,601,7.1
1019,388,35.7
1020,601,1.3
1021,365,37.8
1022,601,8.9
1023,601,5.9
1024,14,99.8
1025,95,81.2
1026,601,1.2
1027,204,60.1
1028,219,57.8
1029,380,36.4
1030,381,36.3
1031,601,5.2
1032,601,10.3
1033,601,6.5
1034,162,65.9
1035,328,42.4
1036,399,34.3
1037,601,10.8
1038,601,12.3
1039,601,3.3
1040,601,1.3
1041,601,7.8
1042,42,94.5
1043,601,5.1
1044,412,32.1
1045,23,98.3
1046,601,10.2
1047,601,9.0
1048,196,61.0
1049,601,9.2
1050,601,12.7
1051,360,38.4
1052,253,53.0
1053,573,18.1
1054,601,8.2
1055,601,6.2
1056,601,14.6
1057,57,89.9
1058,584,17.2
1059,425,31.0
1060,363,38.1
1061,601,2.2
1062,8,100.0
1063,323,43.4
1064,451,29.1
1065,601,15.1
1066,479,26.5
1067,601,2.2
1068,593,16.9
1069,141,69.8
1070,41,94.8
1071,180,63.4
1072,601,5.8
1073,378,36.6
1074,601,16.3
1075,502,24.7
1076,601,8.3
1077,601,2.2
1078,314,44.9
1079,152,68.6
1080,46,93.1
1081,601,4.4
1082,242,54.5
1083,601,12.1
1084,76,86.6
1085,488,26.0
1086,601,3.3
1087,601,6.5
1088,601,3.0
1089,218,58.1
1090,310,45.6
1091,601,1.2
1092,537,21.6
1093,230,55.8
1094,601,2.0
1095,601,8.1
1096,601,15.2
1097,25,98.1
1098,251,53.3
1099,132,71.1
1100,601,11.4
1101,551,20.4
1102,535,22.0
1103,102,79.2
1104,601,1.8
1105,601,2.1
1106,533,22.2
1107,601,1.6
1108,601,4.2
1109,601,11.8
1110,228,55.9
1111,601,1.6
1112,472,27.3
1113,601,6.1
1114,423,31.2
1115,601,3.5
1116,601,1.3
1117,601,10.1
1118,601,16.0
1119,601,6.1
1120,521,23.1
1121,601,1.9
1122,330,42.1
1123,11,99.9
1124,601,4.6
1125,601,3.8
1126,601,7.0
1127,589,16.9
1128,601,5.9
1129,371,37.4
1130,481,26.4
1131,52,90.4
1132,272,51.0
1133,217,58.4
1134,601,1.2
1135,222,57.1
1136,10,99.9
1137,601,4.7
1138,244,54.1
1139,601,1.1
1140,368,37.7
1141,484,26.2
1142,601,1.1
1143,440,30.1
1144,422,31.2
1145,391,35.2
1146,601,14.5
1147,561,19.6
