university_id,overall rank,overall score
1,97,61.5
2,154,50.4
3,312,33.7
4,641,
5,298,34.9
6,314,33.7
7,890,
8,16,89.9
9,1007,
10,511,
11,981,
12,1135,
13,483,24.6
14,427,27.0
15,1273,
16,563,
17,1243,
18,715,
19,307,34.1
20,401,28.0
21,96,61.6
22,605,
23,1138,
24,1005,
25,640,
26,977,
27,134,54.0
28,458,25.6
29,915,
30,113,57.3
31,1275,
32,132,54.6
33,162,48.2
34,722,
35,418,27.4
36,900,
37,876,
38,942,
39,990,
40,181,46.1
41,1049,
42,1238,
43,423,27.2
44,741,
45,1118,
46,698,
47,825,
48,1035,
49,619,
50,110,57.9
51,410,27.8
52,55,74.6
53,65,69.8
54,690,
55,1116,
56,663,
57,1000,
58,108,58.0
59,301,34.7
60,625,
61,781,
62,949,
63,379,29.4
64,160,49.3
65,867,
66,1245,
67,935,
68,251,38.6
69,520,
70,839,
71,766,
72,236,39.7
73,927,
74,611,
75,729,
76,203,43.5
77,218,41.8
78,555,
79,630,
80,649,
81,1239,
82,545,
83,429,26.9
84,740,
85,246,39.1
86,441,26.3
87,221,41.1
88,271,36.9
89,280,36.4
90,51,75.6
91,593,
92,125,55.8
93,797,
94,858,
95,153,50.4
96,891,
97,955,
98,47,76.6
99,830,
100,507,
101,1288,
102,606,
103,205,43.2
104,392,28.5
105,23,86.2
106,288,35.6
107,1165,
108,859,
109,1141,
110,791,
111,1109,
112,1097,
113,1134,
114,1059,
115,388,28.8
116,541,
117,803,
118,1261,
119,653,
120,265,37.2
121,1121,
122,1215,
123,303,34.4
124,353,31.3
125,730,
126,194,44.9
127,117,57.0
128,746,
129,167,47.7
130,577,
131,331,32.4
132,398,28.3
133,214,42.1
134,947,
135,1158,
136,728,
137,131,54.8
138,186,45.9
139,81,65.4
140,1009,
141,1107,
142,68,68.2
143,296,34.9
144,415,27.4
145,569,
146,967,
147,523,
148,747,
149,871,
150,92,62.8
151,464,25.4
152,115,57.0
153,892,
154,192,45.1
155,377,29.6
156,780,
157,267,37.1
158,1122,
159,614,
160,633,
161,44,77.6
162,758,
163,371,30.3
164,647,
165,419,27.4
166,515,
167,652,
168,1241,
169,1126,
170,903,
171,799,
172,863,
173,1113,
174,1287,
175,637,
176,582,
