university_id,international faculty rank,international faculty score
1,514.0,10.0
2,160.0,91.8
3,381.0,26.5
4,601.0,2.3
5,491.0,11.8
6,439.0,16.5
7,410.0,20.7
8,91.0,99.3
9,420.0,18.6
10,601.0,1.2
11,601.0,1.7
12,601.0,3.9
13,534.0,8.9
14,453.0,15.2
15,601.0,1.5
16,601.0,1.8
17,601.0,2.9
18,601.0,1.6
19,601.0,2.3
20,601.0,1.0
21,191.0,83.7
22,4.0,100.0
23,601.0,2.0
24,601.0,1.3
25,,
26,601.0,2.9
27,140.0,94.6
28,236.0,67.8
29,,
30,176.0,88.3
31,601.0,3.3
32,279.0,51.8
33,321.0,41.3
34,181.0,86.7
35,601.0,1.5
36,601.0,5.7
37,263.0,57.2
38,129.0,96.0
39,601.0,2.1
40,562.0,7.2
41,601.0,1.7
42,601.0,1.9
43,448.0,15.6
44,512.0,10.2
45,,
46,601.0,1.9
47,601.0,1.2
48,601.0,2.6
49,443.0,16.0
50,211.0,76.4
51,601.0,2.0
52,16.0,100.0
53,311.0,43.6
54,601.0,1.7
55,601.0,1.9
56,,
57,601.0,2.9
58,201.0,79.0
59,281.0,51.5
60,601.0,2.5
61,428.0,17.6
62,601.0,1.0
63,362.0,30.1
64,393.0,23.6
65,290.0,49.2
66,601.0,1.4
67,591.0,6.2
68,46.0,100.0
69,601.0,5.2
70,119.0,97.8
71,601.0,1.2
72,199.0,79.0
73,601.0,1.1
74,601.0,1.6
75,601.0,1.8
76,148.0,93.8
77,68.0,100.0
78,465.0,14.4
79,601.0,2.4
80,601.0,1.4
81,601.0,2.5
82,,
83,271.0,55.4
84,375.0,27.8
85,447.0,15.7
86,220.0,72.7
87,308.0,44.3
88,325.0,40.7
89,601.0,1.3
90,387.0,25.0
91,601.0,1.1
92,342.0,35.7
93,307.0,44.4
94,601.0,1.6
95,104.0,98.8
96,601.0,3.5
97,601.0,1.4
98,32.0,100.0
99,601.0,3.4
100,601.0,1.1
101,601.0,1.0
102,601.0,1.6
103,350.0,33.2
104,48.0,100.0
105,601.0,3.3
106,601.0,5.6
107,601.0,1.6
108,601.0,1.0
109,601.0,1.4
110,594.0,5.9
111,295.0,46.1
112,392.0,24.0
113,601.0,2.7
114,601.0,2.0
115,329.0,39.5
116,,
117,496.0,11.4
118,601.0,1.4
119,601.0,1.5
120,601.0,4.2
121,,
122,601.0,1.0
123,151.0,93.3
124,444.0,16.0
125,383.0,26.0
126,164.0,90.8
127,395.0,23.4
128,215.0,73.6
129,601.0,4.7
130,601.0,3.1
131,125.0,97.0
132,601.0,1.6
133,116.0,98.3
134,601.0,1.1
135,601.0,1.0
136,11.0,100.0
137,154.0,92.6
138,601.0,1.2
139,429.0,17.6
140,475.0,13.6
141,601.0,2.2
142,571.0,7.0
143,601.0,1.4
144,431.0,17.4
145,601.0,2.2
146,601.0,1.1
147,222.0,72.2
148,,
149,601.0,1.1
150,97.0,99.1
151,,
152,466.0,14.4
153,601.0,3.9
154,601.0,1.7
155,93.0,99.2
156,601.0,1.6
157,538.0,8.6
158,601.0,3.8
159,231.0,70.2
160,601.0,1.9
161,262.0,57.5
162,396.0,23.2
163,601.0,3.1
164,370.0,28.8
165,601.0,1.5
166,37.0,100.0
167,601.0,1.4
168,601.0,1.0
169,601.0,1.2
170,601.0,1.7
171,520.0,9.6
172,200.0,79.0
173,,
174,601.0,1.0
175,601.0,4.6
176,373.0,28.1
177,41.0,100.0
178,312.0,43.5
179,360.0,30.6
180,23.0,100.0
181,601.0,1.2
182,601.0,1.2
183,601.0,1.7
184,341.0,36.0
185,601.0,2.7
186,601.0,1.3
187,82.0,99.6
188,584.0,6.5
189,238.0,66.9
190,601.0,2.5
191,,
192,592.0,6.1
193,368.0,28.9
194,422.0,18.1
195,,
196,30.0,100.0
197,183.0,86.3
198,601.0,3.6
199,601.0,1.9
200,601.0,1.5
201,143.0,94.2
202,47.0,100.0
203,601.0,1.2
204,601.0,1.1
205,386.0,25.2
206,601.0,1.2
207,217.0,73.5
208,601.0,1.4
209,66.0,100.0
210,601.0,2.3
211,19.0,100.0
212,9.0,100.0
213,601.0,1.9
214,601.0,1.6
215,566.0,7.1
216,601.0,1.6
217,601.0,3.6
218,,
219,309.0,44.1
220,412.0,20.3
221,601.0,1.7
222,601.0,1.3
223,352.0,32.9
224,494.0,11.6
225,601.0,2.3
226,596.0,5.9
227,60.0,100.0
228,568.0,7.1
229,285.0,50.7
230,601.0,1.0
231,501.0,11.0
232,601.0,1.3
233,55.0,100.0
234,482.0,13.1
235,372.0,28.2
236,377.0,27.5
237,,
238,355.0,32.6
239,601.0,5.7
240,322.0,40.9
241,28.0,100.0
242,601.0,1.4
243,601.0,3.6
244,487.0,12.0
245,64.0,100.0
246,570.0,7.0
247,8.0,100.0
248,,
249,211.0,75.6
250,601.0,3.0
251,601.0,2.7
252,601.0,1.5
253,601.0,3.2
254,461.0,14.6
255,601.0,1.0
256,509.0,10.3
257,601.0,4.0
258,601.0,3.3
259,188.0,84.2
260,13.0,100.0
261,72.0,99.9
262,601.0,2.0
263,601.0,1.8
264,336.0,37.1
265,601.0,1.6
266,601.0,5.6
267,601.0,1.2
268,264.0,57.0
269,332.0,38.5
270,182.0,86.5
271,601.0,2.9
272,81.0,99.7
273,601.0,4.6
274,601.0,4.8
275,556.0,7.7
276,317.0,42.4
277,5.0,100.0
278,601.0,1.7
279,298.0,45.7
280,601.0,1.7
281,601.0,2.6
282,601.0,1.3
283,344.0,35.0
284,601.0,1.0
285,299.0,45.6
286,565.0,7.2
287,105.0,98.8
288,449.0,15.4
289,601.0,2.2
290,601.0,1.7
291,35.0,100.0
292,601.0,4.0
293,601.0,2.1
294,436.0,16.7
295,57.0,100.0
296,599.0,5.7
297,40.0,100.0
298,,
299,172.0,89.7
300,601.0,5.6
301,462.0,14.5
302,239.0,65.2
303,601.0,2.0
304,601.0,1.3
305,601.0,2.5
306,601.0,2.7
307,586.0,6.4
308,504.0,10.5
309,546.0,8.1
310,268.0,56.3
311,,
312,330.0,39.4
313,31.0,100.0
314,225.0,71.4
315,601.0,1.8
316,,
317,218.0,73.5
318,601.0,1.3
319,547.0,8.1
320,473.0,13.7
321,67.0,100.0
322,260.0,57.8
323,425.0,17.7
324,364.0,29.7
325,601.0,3.9
326,233.0,68.2
327,601.0,1.1
328,601.0,3.6
329,524.0,9.4
