university_id,international faculty rank,international faculty score
129,601.0,7.8
130,601.0,8.7
131,121.0,97.3
132,601.0,4.3
133,118.0,97.5
134,601.0,1.8
135,601.0,1.2
136,11.0,100.0
137,151.0,93.4
138,601.0,2.6
139,444.0,34.7
140,595.0,18.8
141,601.0,6.7
142,591.0,19.0
143,601.0,3.4
144,438.0,35.4
145,601.0,7.4
146,601.0,1.6
147,215.0,80.8
148,,
149,601.0,2.0
150,100.0,98.8
151,,
152,449.0,33.7
153,601.0,11.4
154,601.0,5.7
155,91.0,99.1
156,601.0,4.4
157,532.0,23.9
158,601.0,11.5
159,225.0,77.7
160,601.0,5.6
161,308.0,59.7
162,352.0,49.6
163,601.0,9.2
164,464.0,31.1
165,601.0,3.7
166,42.0,100.0
167,601.0,3.3
168,601.0,1.4
169,601.0,2.2
170,601.0,5.0
171,489.0,28.9
172,219.0,80.6
173,,
174,601.0,1.1
175,601.0,13.1
176,385.0,43.9
177,46.0,100.0
178,265.0,68.6
179,402.0,40.5
180,29.0,100.0
181,601.0,2.0
182,601.0,2.0
183,601.0,4.0
184,341.0,52.4
185,601.0,7.3
186,601.0,3.1
187,106.0,98.5
188,564.0,21.4
189,268.0,68.3
190,601.0,7.9
191,601.0,1.2
192,598.0,18.4
193,346.0,51.5
194,435.0,36.0
195,601.0,1.5
196,32.0,100.0
197,137.0,95.3
198,537.0,23.6
199,601.0,5.6
200,601.0,3.0
201,162.0,92.3
202,55.0,100.0
203,601.0,2.3
204,601.0,1.7
205,392.0,42.9
206,601.0,2.5
207,197.0,85.5
208,601.0,3.2
209,68.0,99.9
210,601.0,7.3
211,18.0,100.0
212,10.0,100.0
213,601.0,5.7
214,601.0,4.2
215,597.0,18.6
216,601.0,4.6
217,601.0,17.1
218,,
219,317.0,57.8
220,432.0,36.2
221,601.0,4.7
222,601.0,8.7
223,383.0,44.2
224,521.0,25.7
225,601.0,7.0
226,531.0,24.1
227,84.0,99.3
228,587.0,19.4
229,302.0,62.1
230,601.0,1.1
231,469.0,30.5
232,601.0,3.1
233,58.0,100.0
234,486.0,29.1
235,381.0,44.4
236,390.0,43.3
237,,
238,344.0,51.9
239,601.0,11.0
240,319.0,57.5
241,31.0,100.0
242,601.0,3.4
243,601.0,10.4
244,465.0,31.0
245,78.0,99.7
246,601.0,17.8
247,9.0,100.0
248,,
249,290.0,63.9
250,601.0,13.0
251,601.0,10.4
252,601.0,5.0
253,601.0,10.1
254,463.0,31.3
255,601.0,1.4
256,491.0,28.6
257,601.0,12.2
258,601.0,3.7
259,228.0,76.9
260,14.0,100.0
261,80.0,99.7
262,601.0,5.4
263,601.0,3.4
264,382.0,44.3
265,601.0,5.1
266,601.0,15.9
267,601.0,2.3
268,238.0,74.9
269,322.0,57.2
270,169.0,90.5
271,514.0,26.0
272,93.0,99.0
273,601.0,12.2
274,601.0,11.3
275,473.0,30.2
276,318.0,57.6
277,5.0,100.0
278,601.0,5.1
279,307.0,60.0
280,601.0,1.6
281,601.0,8.7
282,601.0,2.0
283,289.0,64.1
284,601.0,1.5
285,323.0,57.1
286,601.0,14.6
287,126.0,96.7
288,356.0,49.0
289,601.0,2.9
290,601.0,4.8
291,38.0,100.0
292,601.0,11.1
293,601.0,7.1
294,481.0,29.7
295,60.0,100.0
296,557.0,22.1
297,44.0,100.0
298,,
299,185.0,87.9
300,601.0,10.5
301,452.0,33.3
302,247.0,72.8
303,601.0,5.5
304,601.0,2.8
305,601.0,8.2
306,601.0,8.4
307,601.0,18.1
308,497.0,28.2
309,539.0,23.6
310,280.0,66.2
311,,
312,316.0,57.9
313,28.0,100.0
314,242.0,73.7
315,601.0,1.4
316,,
317,192.0,86.9
318,601.0,3.2
319,549.0,22.6
320,433.0,36.1
321,66.0,100.0
322,274.0,67.3
323,279.0,66.6
324,416.0,38.2
325,601.0,14.6
326,232.0,76.0
327,601.0,4.8
328,601.0,11.0
329,575.0,20.6
330,601.0,1.5
331,72.0,99.8
332,601.0,5.5
333,601.0,2.7
334,541.0,23.2
335,601.0,9.2
336,601.0,8.9
337,179.0,89.2
338,601.0,5.6
339,37.0,100.0
340,601.0,13.7
341,164.0,91.9
342,601.0,4.4
343,601.0,10.3
344,327.0,56.1
345,,
346,601.0,9.5
347,601.0,3.7
348,601.0,3.3
349,601.0,8.4
350,601.0,15.4
351,601.0,7.2
352,601.0,5.3
353,310.0,59.2
354,601.0,2.2
355,377.0,45.1
356,165.0,91.3
357,601.0,6.5
358,345.0,51.7
359,64.0,100.0
360,601.0,5.4
361,498.0,28.1
362,545.0,22.9
363,285.0,64.6
364,358.0,48.8
365,601.0,4.4
366,601.0,6.7
367,601.0,4.1
368,384.0,44.2
369,456.0,32.6
370,360.0,48.4
371,414.0,38.2
372,601.0,9.4
373,601.0,5.5
374,,
375,584.0,19.9
376,601.0,1.5
377,601.0,5.5
378,601.0,3.7
379,601.0,6.3
380,144.0,94.5
381,601.0,12.2
382,601.0,3.1
383,293.0,63.7
384,601.0,16.3
385,143.0,94.6
386,601.0,6.6
387,601.0,6.5
388,601.0,1.2
389,517.0,25.8
390,321.0,57.4
391,601.0,3.0
392,601.0,2.0
393,601.0,8.0
394,334.0,54.7
395,601.0,15.4
396,601.0,4.9
397,601.0,6.0
398,590.0,19.1
399,601.0,2.3
400,554.0,22.4
401,518.0,25.7
402,50.0,100.0
403,601.0,13.1
404,601.0,9.6
405,601.0,12.2
406,601.0,2.3
407,601.0,3.3
408,601.0,2.7
409,601.0,16.7
410,601.0,2.9
411,601.0,10.0
412,601.0,12.3
413,330.0,55.4
414,283.0,65.2
415,226.0,77.7
416,357.0,48.9
417,601.0,8.3
418,601.0,11.9
419,601.0,2.2
420,601.0,2.0
421,73.0,99.8
422,195.0,86.3
423,296.0,63.5
424,601.0,4.5
425,601.0,4.5
426,99.0,98.8
427,601.0,2.5
428,601.0,6.4
429,502.0,27.8
430,70.0,99.9
431,506.0,27.3
432,601.0,1.2
433,601.0,8.7
434,115.0,97.7
435,601.0,15.3
436,601.0,17.5
437,601.0,16.3
438,601.0,3.3
439,125.0,96.9
440,601.0,3.2
441,601.0,2.6
442,500.0,27.9
443,,
444,181.0,88.8
445,601.0,6.7
446,34.0,100.0
447,601.0,16.5
448,601.0,15.8
449,601.0,7.0
450,85.0,99.3
451,303.0,62.1
452,82.0,99.4
453,211.0,82.4
454,601.0,12.0
455,496.0,28.3
456,601.0,1.8
457,601.0,6.5
458,601.0,9.0
459,601.0,1.3
460,,
461,246.0,73.2
462,253.0,71.2
463,601.0,2.7
464,504.0,27.5
465,266.0,68.6
466,245.0,73.4
467,45.0,100.0
468,,
469,75.0,99.8
470,,
471,40.0,100.0
472,380.0,44.6
473,478.0,29.7
474,484.0,29.4
475,391.0,43.2
476,411.0,38.7
477,601.0,2.0
478,,
479,97.0,98.9
480,507.0,27.2
481,139.0,94.9
482,579.0,20.3
483,493.0,28.4
484,601.0,3.9
485,601.0,3.8
486,601.0,6.5
487,601.0,7.5
488,601.0,2.2
489,601.0,2.8
490,601.0,16.5
491,427.0,37.2
492,201.0,85.2
493,257.0,70.1
494,601.0,6.1
495,601.0,1.1
496,601.0,8.9
497,134.0,95.5
498,592.0,18.9
499,601.0,17.5
500,601.0,7.4
501,3.0,100.0
502,123.0,97.1
503,252.0,72.0
504,601.0,3.0
505,145.0,94.4
506,23.0,100.0
507,206.0,84.2
508,601.0,1.7
509,601.0,5.5
510,337.0,54.0
511,535.0,23.7
512,108.0,98.3
513,120.0,97.4
514,601.0,5.1
515,379.0,44.7
516,328.0,55.8
517,601.0,7.6
518,601.0,8.1
519,269.0,67.9
520,61.0,100.0
521,398.0,42.1
522,601.0,8.1
523,446.0,34.5
524,547.0,22.8
525,348.0,51.3
526,142.0,94.6
527,601.0,9.0
528,365.0,47.9
529,601.0,8.3
530,561.0,21.7
531,601.0,3.1
532,136.0,95.3
533,601.0,6.0
534,601.0,17.9
535,112.0,98.0
536,601.0,15.0
537,488.0,29.0
538,601.0,5.0
539,601.0,2.2
540,601.0,3.6
541,,
542,601.0,1.8
543,601.0,8.0
544,455.0,32.7
545,601.0,7.5
546,208.0,83.2
547,369.0,47.6
548,601.0,5.3
549,30.0,100.0
550,601.0,15.7
551,601.0,2.5
552,601.0,11.0
553,601.0,10.1
554,578.0,20.3
555,146.0,94.4
556,601.0,11.3
557,168.0,91.0
558,304.0,61.9
559,601.0,2.5
560,601.0,2.4
561,207.0,84.1
562,415.0,38.2
563,510.0,26.6
564,468.0,30.6
565,601.0,1.4
566,601.0,11.1
567,589.0,19.2
568,574.0,20.7
569,601.0,6.3
570,312.0,58.3
571,167.0,91.2
572,565.0,21.2
573,,
574,94.0,99.0
575,15.0,100.0
576,239.0,74.7
577,511.0,26.6
578,191.0,86.9
579,601.0,12.7
580,576.0,20.5
581,601.0,7.7
582,601.0,5.1
583,601.0,2.4
584,601.0,8.4
585,333.0,54.9
586,,
587,601.0,5.2
588,59.0,100.0
589,335.0,54.6
590,601.0,12.0
591,601.0,3.1
592,601.0,8.9
593,516.0,25.9
594,277.0,67.0
595,101.0,98.8
596,515.0,26.0
597,601.0,9.8
598,250.0,72.5
599,540.0,23.5
600,601.0,4.8
601,601.0,14.4
602,234.0,75.6
603,224.0,77.8
604,222.0,79.0
605,601.0,2.7
606,601.0,2.1
607,601.0,14.3
608,601.0,4.1
609,601.0,6.8
610,601.0,15.8
611,601.0,12.0
612,601.0,8.2
613,56.0,100.0
614,601.0,4.7
615,171.0,90.5
616,467.0,30.7
617,155.0,93.3
618,243.0,73.5
619,601.0,6.7
620,,
621,424.0,37.3
622,430.0,36.3
623,601.0,6.0
624,387.0,43.7
625,301.0,62.7
626,601.0,3.1
627,214.0,81.6
628,130.0,96.1
629,601.0,5.8
630,314.0,58.1
631,601.0,11.3
632,131.0,96.0
633,601.0,1.7
634,170.0,90.5
635,601.0,10.3
636,329.0,55.7
637,,
638,19.0,100.0
639,475.0,30.1
640,601.0,1.8
641,395.0,42.4
642,105.0,98.6
643,601.0,12.5
644,601.0,3.6
645,601.0,4.9
646,601.0,11.7
647,202.0,85.1
648,534.0,23.8
649,177.0,89.4
650,95.0,99.0
651,601.0,15.7
652,453.0,33.0
653,412.0,38.7
654,601.0,3.3
655,147.0,94.3
656,601.0,3.6
657,24.0,100.0
658,254.0,71.2
659,291.0,63.7
660,601.0,1.5
661,472.0,30.3
662,2.0,100.0
663,451.0,33.4
664,315.0,58.1
665,374.0,46.3
666,601.0,4.6
667,244.0,73.5
668,305.0,61.8
669,418.0,37.9
670,88.0,99.1
671,240.0,74.1
672,,
673,601.0,6.4
674,141.0,94.7
675,601.0,4.4
676,476.0,30.0
677,601.0,7.4
678,492.0,28.6
679,,
680,601.0,9.4
681,601.0,18.3
682,601.0,13.9
683,297.0,63.0
684,76.0,99.8
685,601.0,10.8
686,601.0,1.8
687,601.0,2.5
688,601.0,9.5
689,601.0,9.8
690,425.0,37.3
691,182.0,88.2
692,200.0,85.2
693,601.0,13.3
694,582.0,20.1
695,601.0,3.0
696,601.0,3.8
697,601.0,12.4
698,362.0,48.3
699,405.0,40.0
700,601.0,9.6
701,601.0,1.4
702,20.0,100.0
703,203.0,84.8
704,462.0,31.3
705,601.0,3.7
706,601.0,14.9
707,601.0,5.9
708,188.0,87.6
709,601.0,1.6
710,236.0,75.2
711,601.0,3.6
712,601.0,3.4
713,601.0,9.7
714,601.0,3.9
715,454.0,32.8
716,267.0,68.4
717,601.0,1.7
718,325.0,56.8
719,601.0,1.6
720,601.0,2.4
721,601.0,3.1
722,601.0,10.3
723,111.0,98.1
724,601.0,4.6
725,39.0,100.0
726,570.0,21.0
727,410.0,39.1
728,601.0,9.8
729,601.0,9.3
730,403.0,40.3
731,87.0,99.2
732,271.0,67.7
733,368.0,47.6
734,396.0,42.4
735,205.0,84.3
736,47.0,100.0
737,520.0,25.7
738,599.0,18.3
739,601.0,9.1
740,601.0,2.8
741,163.0,92.1
742,601.0,7.9
743,601.0,4.3
744,601.0,4.7
745,351.0,50.1
746,512.0,26.5
747,601.0,10.0
748,593.0,18.9
749,601.0,8.0
750,255.0,70.3
751,601.0,7.9
752,601.0,3.8
753,260.0,69.8
754,65.0,100.0
755,186.0,87.7
756,601.0,1.8
757,601.0,6.1
758,601.0,12.9
759,601.0,8.8
760,135.0,95.3
761,494.0,28.4
762,601.0,4.2
763,27.0,100.0
764,300.0,62.9
765,553.0,22.4
766,601.0,13.7
767,601.0,12.2
768,601.0,7.1
769,601.0,5.8
770,601.0,1.7
771,601.0,8.0
772,354.0,49.4
773,495.0,28.3
774,601.0,3.9
775,48.0,100.0
776,601.0,12.5
777,127.0,96.6
778,601.0,6.1
779,601.0,3.2
780,35.0,100.0
781,21.0,100.0
782,426.0,37.2
783,601.0,1.1
784,566.0,21.2
785,601.0,2.3
786,601.0,11.8
787,601.0,6.1
788,601.0,16.4
789,508.0,27.0
790,339.0,52.9
791,580.0,20.2
792,577.0,20.5
793,562.0,21.6
794,71.0,99.9
795,601.0,4.1
796,601.0,8.6
797,551.0,22.5
798,601.0,4.3
799,601.0,11.5
800,,
801,104.0,98.6
802,166.0,91.3
803,450.0,33.7
804,114.0,97.8
805,601.0,4.8
806,459.0,31.8
807,601.0,13.9
808,601.0,9.4
809,370.0,47.5
810,601.0,2.3
811,601.0,2.0
812,601.0,4.8
813,448.0,34.0
814,311.0,58.7
815,601.0,16.0
816,601.0,3.4
817,503.0,27.6
818,524.0,25.1
819,601.0,5.5
820,601.0,7.9
821,299.0,62.9
822,230.0,76.4
823,69.0,99.9
824,272.0,67.6
825,281.0,66.2
826,229.0,76.6
827,601.0,2.6
828,220.0,79.8
829,588.0,19.4
830,601.0,18.3
831,12.0,100.0
832,437.0,35.5
833,581.0,20.2
834,133.0,95.8
835,601.0,2.9
836,546.0,22.8
837,601.0,1.8
838,601.0,3.2
839,601.0,6.1
840,601.0,14.1
841,158.0,93.0
842,63.0,100.0
843,542.0,23.1
844,601.0,17.5
845,429.0,36.7
846,251.0,72.0
847,543.0,23.1
848,,
849,601.0,3.3
850,601.0,12.3
851,7.0,100.0
852,116.0,97.7
853,573.0,20.8
854,601.0,4.6
855,,
856,601.0,5.8
857,487.0,29.1
858,601.0,9.6
859,601.0,1.8
860,340.0,52.9
861,601.0,2.3
862,306.0,61.4
863,601.0,6.0
864,264.0,68.6
865,601.0,14.6
866,601.0,5.7
867,,
868,421.0,37.7
869,189.0,87.5
870,471.0,30.3
871,601.0,1.9
872,262.0,69.0
873,103.0,98.7
874,128.0,96.2
875,601.0,2.8
876,375.0,46.2
877,601.0,2.0
878,53.0,100.0
879,180.0,89.0
880,526.0,24.8
881,79.0,99.7
882,601.0,5.9
883,601.0,2.9
884,601.0,5.1
885,601.0,3.0
886,461.0,31.3
887,601.0,3.9
888,439.0,35.4
889,601.0,4.2
890,601.0,1.6
891,601.0,2.6
892,601.0,2.0
893,601.0,8.6
894,601.0,1.1
895,441.0,35.2
896,89.0,99.1
897,601.0,5.2
898,601.0,5.2
899,364.0,48.3
900,601.0,3.0
901,,
902,288.0,64.2
903,248.0,72.7
904,13.0,100.0
905,198.0,85.3
906,378.0,44.9
907,601.0,14.8
908,601.0,13.9
909,132.0,95.8
910,194.0,86.4
911,601.0,3.2
912,601.0,8.7
913,601.0,1.7
914,601.0,13.8
915,,
916,601.0,1.7
917,233.0,76.0
918,601.0,10.2
919,474.0,30.1
920,601.0,9.2
921,601.0,11.4
922,401.0,40.5
923,601.0,1.8
924,249.0,72.5
925,601.0,9.0
926,601.0,4.0
927,601.0,8.1
928,601.0,6.4
929,601.0,10.7
930,601.0,10.7
931,161.0,92.3
932,601.0,2.1
933,51.0,100.0
934,287.0,64.2
935,601.0,4.6
936,601.0,3.2
937,601.0,16.4
938,601.0,9.0
939,457.0,32.6
940,601.0,8.4
941,601.0,5.9
942,601.0,10.7
943,601.0,2.3
944,601.0,8.2
945,601.0,6.3
946,258.0,70.0
947,601.0,2.9
948,408.0,39.2
949,601.0,4.8
950,536.0,23.7
951,227.0,77.4
952,601.0,6.0
953,122.0,97.2
954,601.0,7.8
955,601.0,12.9
956,601.0,12.5
957,601.0,7.6
958,336.0,54.3
959,601.0,10.1
960,601.0,1.1
961,324.0,56.8
962,601.0,4.2
963,159.0,92.9
964,601.0,6.4
965,419.0,37.9
966,601.0,15.0
967,193.0,86.6
968,409.0,39.2
969,41.0,100.0
970,256.0,70.3
971,601.0,6.6
972,107.0,98.3
973,601.0,14.7
974,213.0,82.0
975,,
976,601.0,2.4
977,235.0,75.4
978,397.0,42.2
979,601.0,6.1
980,273.0,67.4
981,,
982,601.0,11.1
983,54.0,100.0
984,117.0,97.6
985,62.0,100.0
986,601.0,3.8
987,601.0,8.7
988,601.0,1.0
989,601.0,6.7
990,157.0,93.1
991,601.0,1.2
992,601.0,15.6
993,81.0,99.7
994,601.0,5.3
995,601.0,13.4
996,601.0,3.7
997,601.0,2.3
998,601.0,4.2
999,601.0,3.9
1000,601.0,7.1
1001,601.0,2.1
1002,601.0,8.7
1003,,
1004,480.0,29.7
1005,601.0,12.3
1006,601.0,6.1
1007,276.0,67.0
1008,601.0,10.5
1009,150.0,93.8
1010,601.0,15.8
1011,355.0,49.1
1012,601.0,3.9
1013,241.0,74.1
1014,601.0,15.6
1015,568.0,21.1
1016,190.0,87.3
1017,601.0,7.4
1018,601.0,10.6
1019,331.0,55.3
1020,601.0,3.1
1021,601.0,2.7
1022,601.0,2.1
1023,530.0,24.2
1024,17.0,100.0
1025,601.0,5.7
1026,601.0,2.7
1027,184.0,87.9
1028,298.0,63.0
1029,216.0,80.8
1030,601.0,2.2
1031,585.0,19.8
1032,601.0,3.3
1033,601.0,3.3
1034,113.0,97.8
1035,601.0,1.7
1036,347.0,51.5
1037,601.0,7.4
1038,,
1039,601.0,7.4
1040,470.0,30.5
1041,,
1042,210.0,82.8
1043,601.0,12.9
1044,601.0,5.2
1045,601.0,3.8
1046,601.0,2.5
1047,442.0,35.0
1048,196.0,86.2
1049,393.0,42.8
1050,138.0,95.2
1051,529.0,24.4
1052,209.0,82.9
1053,601.0,12.5
1054,601.0,2.7
1055,601.0,8.6
1056,361.0,48.4
1057,294.0,63.6
1058,552.0,22.4
1059,601.0,15.1
1060,394.0,42.7
1061,601.0,4.1
1062,458.0,32.5
1063,525.0,25.0
1064,326.0,56.4
1065,601.0,8.1
1066,353.0,49.4
1067,601.0,4.9
1068,237.0,74.9
1069,119.0,97.5
1070,601.0,3.4
1071,270.0,67.7
1072,601.0,5.6
1073,417.0,38.1
1074,601.0,13.7
1075,160.0,92.6
1076,601.0,7.2
1077,601.0,15.2
1078,350.0,50.2
1079,527.0,24.8
1080,174.0,90.0
1081,601.0,1.0
1082,26.0,100.0
1083,52.0,100.0
1084,601.0,6.2
1085,601.0,10.4
1086,436.0,35.7
1087,404.0,40.2
1088,601.0,1.5
1089,152.0,93.4
1090,67.0,99.9
1091,,
1092,601.0,6.5
1093,601.0,11.5
1094,601.0,15.2
1095,601.0,4.7
1096,572.0,20.9
1097,601.0,8.0
1098,57.0,100.0
1099,178.0,89.3
1100,601.0,5.7
1101,601.0,12.3
1102,601.0,1.1
1103,571.0,21.0
1104,601.0,8.5
1105,,
1106,343.0,52.0
1107,102.0,98.7
1108,129.0,96.1
1109,601.0,4.4
1110,601.0,3.4
1111,447.0,34.0
1112,601.0,4.1
1113,90.0,99.1
1114,,
1115,477.0,29.7
1116,601.0,5.8
1117,601.0,4.1
1118,522.0,25.4
1119,601.0,5.0
1120,286.0,64.4
1121,601.0,3.3
1122,601.0,15.9
1123,596.0,18.7
1124,601.0,17.8
1125,601.0,7.2
1126,601.0,15.1
1127,148.0,94.3
1128,601.0,3.0
1129,601.0,15.8
1130,538.0,23.6
1131,221.0,79.7
1132,173.0,90.3
1133,140.0,94.8
1134,,
1135,601.0,2.6
1136,74.0,99.8
1137,560.0,21.8
1138,601.0,7.1
1139,513.0,26.1
1140,601.0,9.4
1141,583.0,20.0
1142,422.0,37.7
1143,594.0,18.8
1144,559.0,21.8
1145,601.0,8.5
1146,601.0,5.8
1147,601.0,1.4
