university_id,academic reputation rank,academic reputation score
406,501,11.1
407,501,5.0
408,501,4.1
409,17,98.9
410,501,8.8
411,501,3.7
412,335,25.2
413,501,15.6
414,204,40.7
415,463,18.6
416,501,8.4
417,501,13.1
418,501,10.5
419,501,7.4
420,501,15.8
421,95,67.9
422,88,70.2
423,462,18.6
424,501,5.0
425,501,7.7
426,418,20.2
427,263,32.0
428,501,12.2
429,171,47.2
430,324,26.1
431,276,30.8
432,501,14.7
433,501,11.0
434,501,12.1
435,420,20.1
436,501,9.2
437,501,12.5
438,501,11.1
439,355,23.9
440,501,12.9
441,501,9.8
442,501,15.1
443,501,4.4
444,501,9.1
445,501,11.8
446,501,7.3
447,501,4.7
448,404,20.7
449,365,22.8
450,212,39.9
451,114,60.5
452,183,44.8
453,445,19.3
454,501,14.6
455,44,90.0
456,501,6.2
457,501,11.8
458,155,49.8
459,501,12.0
460,501,8.0
461,428,19.8
462,22,98.5
463,414,20.3
464,501,12.7
465,185,44.7
466,501,4.7
467,296,28.9
468,419,20.1
469,28,96.5
470,501,7.9
471,282,30.5
472,231,36.7
473,501,9.2
474,501,9.7
475,501,8.4
476,501,3.3
477,501,2.9
478,501,2.6
479,379,21.8
480,102,65.5
481,187,44.5
482,443,19.4
483,501,9.0
484,501,14.9
485,501,8.5
486,501,2.8
487,501,4.3
488,501,7.4
489,222,38.0
490,501,11.6
491,501,8.4
492,501,5.0
493,501,9.8
494,501,5.5
495,501,13.7
496,501,6.0
497,77,75.1
498,115,60.2
499,501,15.5
500,206,40.7
501,501,13.1
502,178,45.8
503,484,17.8
504,501,6.6
505,501,12.9
506,501,5.3
507,501,11.4
508,501,15.6
509,501,4.4
510,127,57.7
511,501,14.8
512,292,29.3
513,247,34.4
514,501,10.8
515,501,7.3
516,501,9.3
517,41,91.8
518,93,68.7
519,103,65.3
520,465,18.5
521,501,10.7
522,501,16.6
523,501,5.9
524,501,13.7
525,72,78.7
526,199,41.8
527,119,59.0
528,479,18.0
529,360,23.4
530,501,14.9
531,501,4.4
532,501,14.8
533,501,8.9
534,40,91.8
535,495,17.0
536,501,11.8
537,501,7.5
538,501,3.0
539,501,3.9
540,501,7.3
541,501,6.6
542,501,9.1
543,501,9.8
544,435,19.7
545,392,21.2
546,239,35.6
547,11,99.7
548,501,3.6
549,42,90.4
550,501,5.1
551,501,6.9
552,501,5.7
553,197,42.0
554,54,85.6
555,501,10.4
556,501,5.4
557,100,66.0
558,501,16.5
559,501,8.1
560,436,19.6
561,177,46.0
562,501,10.9
563,501,3.3
564,501,6.1
565,501,14.3
566,339,25.0
567,67,80.5
568,111,62.2
569,362,23.2
570,101,65.8
571,494,17.1
572,501,13.9
573,501,6.7
574,167,48.4
575,501,3.4
576,430,19.8
577,332,25.6
578,501,3.2
579,261,32.5
580,216,39.6
581,501,8.2
582,501,15.0
583,501,4.9
584,501,8.7
585,45,90.0
586,415,20.3
587,225,37.5
588,273,30.9
589,437,19.6
590,378,21.9
591,501,5.0
592,501,9.4
593,501,7.5
594,184,44.7
595,3,100.0
596,10,99.9
597,501,13.8
598,144,54.0
599,321,26.6
600,473,18.2
601,501,9.2
602,501,13.5
603,501,5.2
604,209,40.2
605,490,17.5
606,262,32.4
607,501,7.1
608,501,5.6
609,501,6.6
610,501,12.5
611,186,44.5
612,501,16.0
613,452,19.1
614,501,6.4
615,330,25.9
616,501,8.3
617,6,100.0
618,501,4.1
619,240,35.2
620,468,18.4
621,205,40.7
622,357,23.7
623,442,19.4
624,131,57.2
625,501,4.4
626,501,6.7
627,16,99.2
628,153,50.7
629,501,11.9
630,43,90.1
631,501,3.6
632,501,12.0
633,501,5.2
634,79,74.4
635,260,32.5
636,501,13.9
637,501,5.7
638,349,24.4
639,470,18.3
640,501,6.3
641,387,21.5
642,245,34.5
643,501,8.1
644,501,4.0
645,501,3.2
646,223,37.6
647,94,68.1
648,151,51.2
649,156,49.7
650,454,18.9
651,501,5.0
652,501,4.4
653,329,25.9
654,501,6.5
655,501,16.8
656,501,5.4
657,18,98.6
658,501,12.4
659,242,34.8
660,501,5.7
661,411,20.4
662,457,18.7
663,501,16.0
664,501,5.3
665,501,13.5
666,501,9.9
667,501,16.6
668,501,3.1
669,179,45.4
670,82,72.2
671,501,7.0
672,501,3.9
673,501,5.2
674,501,7.0
675,501,8.3
676,501,4.3
677,348,24.4
678,501,11.0
679,303,28.2
680,501,6.4
681,136,55.6
682,501,15.8
683,113,61.1
684,146,52.3
685,501,12.7
686,501,14.9
687,300,28.5
688,501,6.3
689,477,18.1
690,311,27.2
691,501,9.9
692,501,16.4
693,397,21.1
694,372,22.4
695,478,18.0
696,501,2.0
697,501,11.5
698,501,9.0
699,331,25.8
700,501,13.1
701,501,6.9
702,64,82.0
703,176,46.2
704,358,23.7
705,501,7.6
706,21,98.6
707,198,41.8
708,36,93.3
709,461,18.6
710,501,3.5
711,501,12.5
712,501,11.0
713,434,19.7
714,501,6.3
715,501,4.4
716,299,28.5
717,501,8.5
718,501,15.6
719,501,11.6
720,501,10.9
721,501,5.3
722,501,8.2
723,85,71.8
724,501,6.7
725,174,46.5
726,267,31.6
727,498,16.9
728,501,11.4
729,31,96.0
730,501,10.8
731,14,99.4
732,501,5.6
733,501,7.0
734,219,38.8
735,289,29.9
736,501,7.5
737,389,21.4
738,340,25.0
739,501,12.7
740,501,14.6
741,366,22.7
742,211,39.9
743,501,4.8
744,501,2.1
745,336,25.2
746,501,11.8
747,195,42.5
748,501,16.5
749,497,17.0
750,57,84.0
751,235,36.3
752,501,10.1
753,382,21.7
754,500,16.9
755,501,9.8
756,501,6.7
757,501,5.3
758,501,13.9
759,481,17.9
760,139,55.1
761,121,58.7
762,425,20.0
763,27,97.4
764,501,12.5
765,224,37.6
766,501,13.5
767,501,12.3
768,501,3.7
769,501,5.5
770,501,9.4
771,501,4.8
772,501,8.4
773,501,6.5
774,145,53.3
775,50,87.6
776,501,15.6
777,248,34.3
778,230,37.0
779,501,7.1
780,234,36.6
781,501,9.5
782,501,10.4
783,501,9.5
784,448,19.1
785,501,4.6
786,501,11.0
787,501,9.2
788,501,4.6
789,501,13.3
790,164,48.8
791,501,5.0
792,501,11.7
793,501,14.4
794,65,81.5
795,501,6.6
796,309,27.3
797,501,13.6
798,501,7.1
799,501,11.9
800,501,3.7
801,47,88.8
802,81,72.8
803,361,23.3
804,306,27.6
805,501,8.2
806,346,24.6
807,501,16.2
808,69,80.0
809,446,19.3
810,501,8.8
811,385,21.7
812,326,26.0
813,258,32.7
814,501,7.5
815,501,7.2
816,501,5.1
817,501,6.2
818,364,22.9
819,501,10.2
820,501,7.9
821,97,67.7
822,449,19.1
823,281,30.6
824,170,47.4
825,254,33.2
826,251,33.9
827,501,7.8
828,501,4.0
829,501,9.6
830,316,26.9
831,501,11.8
832,106,64.0
833,53,86.1
834,92,68.8
835,422,20.0
836,458,18.7
837,501,7.9
838,501,10.1
839,501,3.1
840,86,71.8
841,275,30.9
842,429,19.8
843,48,88.1
844,166,48.5
845,352,24.1
846,213,39.7
847,501,11.9
848,501,9.3
849,232,36.6
850,501,13.6
851,501,10.6
852,413,20.4
853,501,8.0
854,501,4.7
855,501,4.9
856,501,10.2
857,501,4.0
858,104,65.1
859,501,8.8
860,501,9.2
861,501,6.8
862,501,9.8
863,501,5.4
864,501,4.7
865,501,14.2
866,208,40.5
867,501,7.1
868,63,82.4
869,194,42.7
870,501,10.1
871,416,20.3
872,501,15.5
873,165,48.7
874,29,96.5
875,501,5.4
876,501,10.5
877,501,12.2
878,305,27.9
879,25,98.0
880,501,8.4
881,501,11.1
882,373,22.4
883,501,5.3
884,501,3.6
885,501,7.5
886,501,13.2
887,501,15.6
888,501,6.6
889,501,10.3
890,501,4.5
891,501,4.9
892,376,22.0
893,501,13.0
894,501,7.3
895,501,12.7
896,501,13.2
897,501,2.2
898,501,2.8
899,157,49.5
900,474,18.2
901,501,5.2
902,417,20.2
903,168,47.5
904,501,7.7
905,368,22.7
906,438,19.5
907,257,32.7
908,501,16.7
909,12,99.6
910,501,6.7
911,501,12.6
912,501,13.0
913,501,11.4
914,501,11.5
915,501,5.7
916,501,5.5
917,487,17.7
918,501,8.5
919,501,4.1
920,345,24.6
921,501,9.4
922,56,84.4
923,501,8.2
924,407,20.5
925,272,31.0
926,501,3.6
927,501,6.9
928,501,9.4
929,501,7.1
930,318,26.8
931,62,82.7
932,501,8.1
933,501,8.8
934,37,92.6
935,501,11.9
936,501,4.7
937,501,15.0
938,501,14.9
939,501,5.8
940,485,17.8
941,475,18.2
942,501,4.4
943,410,20.4
944,424,20.0
945,501,14.4
946,501,10.8
947,501,8.2
948,310,27.2
949,501,4.3
950,427,19.9
951,501,10.8
952,501,8.3
953,125,57.9
954,501,9.7
955,501,13.1
956,501,8.2
957,34,93.7
958,501,8.6
959,501,6.4
960,501,6.8
961,456,18.7
962,501,8.7
963,501,6.7
964,501,11.7
965,501,13.4
966,319,26.7
967,253,33.8
968,160,49.1
969,283,30.3
970,220,38.6
971,207,40.6
972,501,4.4
973,71,79.3
974,143,54.5
975,325,26.0
976,200,41.6
977,501,3.5
978,501,5.0
979,501,8.5
980,423,20.0
981,501,7.4
982,402,20.8
983,5,100.0
984,501,5.8
985,501,14.9
986,501,5.7
987,501,3.0
988,501,7.2
989,380,21.8
990,20,98.6
991,501,6.6
992,501,6.5
993,163,48.9
994,501,11.4
995,501,9.1
996,285,30.2
997,501,4.7
998,501,3.1
999,227,37.4
1000,501,7.7
1001,501,11.4
1002,460,18.6
1003,501,6.4
1004,388,21.4
1005,286,30.1
1006,453,18.9
1007,341,25.0
1008,501,10.7
1009,343,24.9
1010,501,4.5
1011,501,12.7
1012,501,7.3
1013,501,7.9
1014,501,7.1
1015,501,15.0
1016,501,16.2
1017,501,13.3
1018,154,50.3
1019,501,9.0
1020,501,3.5
1021,501,7.3
1022,501,6.6
1023,501,10.2
1024,59,83.7
1025,432,19.8
1026,501,8.0
1027,138,55.6
1028,66,80.7
1029,337,25.1
1030,501,9.3
1031,501,4.7
1032,501,8.5
1033,492,17.2
1034,501,13.0
1035,501,4.5
1036,501,9.9
1037,501,6.9
1038,501,14.3
1039,501,10.0
1040,159,49.1
1041,501,14.1
1042,128,57.6
1043,486,17.7
1044,501,8.4
1045,501,15.4
1046,501,14.6
1047,501,15.6
1048,141,54.9
1049,126,57.9
1050,501,4.3
1051,501,9.5
1052,375,22.2
1053,501,10.8
1054,476,18.1
1055,162,48.9
1056,399,20.9
1057,49,87.9
1058,291,29.4
1059,133,56.6
1060,501,7.6
1061,501,10.0
1062,55,84.8
1063,68,80.2
1064,501,5.3
1065,501,14.2
1066,501,3.9
1067,203,41.0
1068,312,27.2
1069,501,11.2
1070,501,15.1
1071,173,46.7
1072,354,23.9
1073,439,19.5
1074,501,6.9
1075,501,8.8
1076,501,6.4
1077,501,2.8
1078,501,5.6
1079,112,61.5
1080,218,38.8
1081,501,5.7
1082,284,30.3
1083,501,15.0
1084,391,21.3
1085,501,4.2
1086,501,11.4
1087,501,4.1
1088,501,9.9
1089,33,95.1
1090,383,21.7
1091,501,6.9
1092,501,8.0
1093,134,56.2
1094,501,6.7
1095,501,4.7
1096,501,14.3
1097,501,11.6
1098,124,58.0
1099,60,83.6
1100,90,69.2
1101,398,21.0
1102,501,7.0
1103,244,34.7
1104,491,17.3
1105,501,4.8
1106,369,22.6
1107,501,5.2
1108,302,28.3
1109,381,21.8
1110,74,78.0
1111,501,11.3
1112,501,5.1
1113,501,3.9
1114,501,11.3
1115,501,11.2
1116,501,15.0
1117,501,3.5
1118,118,59.7
1119,221,38.0
1120,501,8.1
1121,501,15.2
1122,501,2.8
1123,147,51.6
1124,501,4.0
1125,98,67.5
1126,501,5.0
1127,501,15.2
1128,501,11.4
1129,117,59.8
1130,298,28.7
1131,274,30.9
1132,120,59.0
1133,301,28.3
1134,395,21.2
1135,249,34.2
1136,4,100.0
1137,501,9.2
1138,116,60.1
1139,501,16.6
1140,268,31.6
1141,238,36.0
1142,444,19.4
1143,182,45.0
1144,501,15.4
1145,501,12.7
1146,501,8.7
1147,501,7.4
