university_id,international students rank,international students score
1,421.0,31.0
2,147.0,82.1
3,601.0,11.8
4,601.0,8.3
5,601.0,4.9
6,468.0,25.3
7,601.0,14.3
8,38.0,99.5
9,555.0,18.4
10,601.0,11.5
11,601.0,4.3
12,601.0,1.3
13,601.0,9.1
14,562.0,17.9
15,601.0,1.6
16,244.0,58.7
17,601.0,7.9
18,553.0,18.9
19,576.0,17.2
20,601.0,2.5
21,61.0,97.8
22,3.0,100.0
23,601.0,1.6
24,542.0,19.7
25,601.0,8.1
26,601.0,4.5
27,86.0,94.5
28,280.0,52.3
29,,
30,266.0,53.7
31,601.0,1.4
32,572.0,17.4
33,220.0,64.6
34,478.0,24.1
35,601.0,10.0
36,601.0,6.0
37,365.0,37.8
38,514.0,21.7
39,601.0,1.3
40,552.0,19.1
41,601.0,2.6
42,601.0,2.1
43,495.0,22.8
44,601.0,4.4
45,,
46,344.0,40.2
47,601.0,3.0
48,601.0,1.8
49,408.0,32.8
50,198.0,70.2
51,601.0,3.8
52,15.0,100.0
53,272.0,53.0
54,601.0,12.3
55,601.0,2.4
56,601.0,1.1
57,601.0,11.0
58,258.0,55.1
59,601.0,16.0
60,601.0,6.0
61,601.0,4.8
62,601.0,4.3
63,601.0,10.6
64,180.0,75.0
65,289.0,50.6
66,601.0,3.1
67,601.0,1.6
68,217.0,65.4
69,601.0,5.2
70,1.0,100.0
71,601.0,11.6
72,265.0,54.2
73,601.0,1.3
74,601.0,4.2
75,284.0,51.5
76,139.0,83.9
77,46.0,99.0
78,539.0,19.9
79,601.0,2.9
80,564.0,17.7
81,601.0,9.0
82,601.0,1.5
83,193.0,71.9
84,137.0,84.3
85,79.0,95.0
86,452.0,27.4
87,547.0,19.4
88,174.0,76.5
89,601.0,1.2
90,357.0,38.4
91,601.0,1.5
92,175.0,76.4
93,601.0,9.4
94,601.0,4.0
95,112.0,89.2
96,559.0,18.1
97,601.0,10.4
98,19.0,100.0
99,601.0,15.6
100,601.0,1.9
101,,
102,601.0,2.9
103,484.0,23.6
104,33.0,99.7
105,448.0,27.8
106,457.0,26.5
107,601.0,6.0
108,601.0,1.8
109,601.0,2.0
110,601.0,4.8
111,601.0,1.8
112,583.0,16.9
113,601.0,2.2
114,601.0,2.9
115,601.0,8.2
116,,
117,601.0,6.3
118,601.0,2.0
119,601.0,2.2
120,279.0,52.4
121,601.0,2.0
122,601.0,1.8
123,216.0,65.8
124,430.0,29.5
125,131.0,86.3
126,200.0,70.1
127,164.0,77.4
128,24.0,99.9
129,601.0,10.8
130,601.0,8.3
131,39.0,99.5
132,601.0,1.5
133,335.0,41.4
134,601.0,1.1
135,601.0,1.2
136,509.0,21.8
137,124.0,86.9
138,601.0,1.7
139,601.0,2.9
140,601.0,2.7
141,601.0,3.5
142,412.0,32.6
143,303.0,48.2
144,601.0,11.3
145,601.0,13.0
146,601.0,5.4
147,105.0,91.6
148,338.0,41.0
149,601.0,6.6
150,35.0,99.7
151,601.0,10.7
152,144.0,83.3
153,601.0,12.0
154,409.0,32.8
155,116.0,88.7
156,601.0,6.1
157,283.0,51.6
158,601.0,2.8
159,29.0,99.8
160,601.0,6.4
161,142.0,83.6
162,601.0,9.2
163,601.0,1.6
164,601.0,7.4
165,601.0,3.4
166,233.0,60.7
167,575.0,17.2
168,601.0,2.6
169,601.0,5.1
170,601.0,2.8
171,456.0,26.7
172,587.0,16.8
173,,
174,601.0,1.0
175,601.0,2.3
176,519.0,21.4
177,153.0,80.7
178,184.0,74.5
179,582.0,17.0
180,601.0,3.4
181,601.0,1.7
182,601.0,2.0
183,544.0,19.6
184,481.0,23.8
185,577.0,17.1
186,601.0,3.1
187,275.0,52.7
188,601.0,5.4
189,72.0,95.9
190,485.0,23.6
191,601.0,2.0
192,469.0,25.1
193,601.0,7.5
194,189.0,72.6
195,601.0,2.5
196,8.0,100.0
197,182.0,74.7
198,601.0,5.2
199,601.0,1.5
200,601.0,1.8
201,163.0,77.7
202,13.0,100.0
203,601.0,3.0
204,493.0,22.9
205,383.0,36.0
206,601.0,1.1
207,375.0,37.0
208,454.0,27.1
209,567.0,17.6
210,247.0,58.0
211,343.0,40.4
212,204.0,69.7
213,601.0,11.8
214,601.0,2.0
215,601.0,15.4
216,601.0,1.3
217,601.0,1.7
218,601.0,10.5
219,444.0,28.4
220,287.0,50.8
221,601.0,9.2
222,601.0,1.1
223,99.0,92.7
224,601.0,10.6
225,601.0,2.4
226,366.0,37.7
227,12.0,100.0
228,285.0,51.3
229,426.0,30.1
230,601.0,1.5
231,601.0,1.8
232,601.0,2.7
233,108.0,90.5
234,601.0,5.3
235,214.0,66.2
236,524.0,21.1
237,,
238,416.0,32.1
239,601.0,3.7
240,264.0,54.3
241,138.0,84.1
242,601.0,4.7
243,601.0,9.1
244,389.0,35.4
245,55.0,98.3
246,601.0,3.0
247,20.0,100.0
248,601.0,10.3
249,256.0,55.3
250,435.0,28.9
251,601.0,3.9
252,601.0,2.8
253,601.0,5.1
254,87.0,94.4
255,601.0,7.5
256,418.0,31.4
257,601.0,10.3
258,601.0,1.6
259,212.0,66.9
260,360.0,38.2
261,44.0,99.3
262,601.0,2.4
263,601.0,2.8
264,601.0,7.0
265,601.0,12.1
266,249.0,57.5
267,601.0,5.1
268,78.0,95.1
269,146.0,82.8
270,37.0,99.6
271,601.0,3.0
272,601.0,8.6
273,268.0,53.4
274,601.0,2.2
275,601.0,5.8
276,252.0,56.5
277,34.0,99.7
278,593.0,16.5
279,601.0,2.9
280,601.0,2.5
281,601.0,1.3
282,601.0,4.8
283,601.0,1.7
284,601.0,6.8
285,376.0,36.9
286,601.0,1.6
287,209.0,68.4
288,601.0,10.8
289,601.0,5.0
290,601.0,4.7
291,394.0,34.5
292,601.0,4.7
293,601.0,4.3
294,601.0,2.2
295,70.0,96.3
296,601.0,8.8
297,254.0,56.3
298,579.0,17.1
299,483.0,23.8
300,332.0,41.7
301,310.0,45.8
302,274.0,52.8
303,601.0,2.1
304,601.0,6.1
305,601.0,3.9
306,601.0,3.4
307,601.0,16.1
308,601.0,4.5
309,439.0,28.6
310,573.0,17.3
311,601.0,1.8
312,65.0,97.2
313,23.0,99.9
314,150.0,81.6
315,601.0,1.5
316,601.0,1.7
317,185.0,74.4
318,591.0,16.6
319,601.0,1.3
320,362.0,37.9
321,304.0,47.5
322,502.0,22.2
323,601.0,3.1
324,601.0,1.7
325,458.0,26.5
326,73.0,95.8
327,601.0,1.1
328,601.0,1.6
329,601.0,10.6
330,601.0,1.9
331,250.0,57.2
332,601.0,3.2
333,601.0,8.7
334,472.0,24.6
335,601.0,1.3
336,154.0,80.6
337,165.0,77.3
338,601.0,8.8
339,71.0,96.0
340,601.0,10.9
341,320.0,43.3
342,601.0,3.6
343,601.0,13.9
344,568.0,17.6
345,601.0,5.7
346,601.0,7.8
347,571.0,17.4
348,601.0,1.3
349,601.0,2.6
350,601.0,2.5
351,601.0,4.9
352,601.0,15.4
353,601.0,4.0
354,601.0,4.7
355,450.0,27.5
356,363.0,37.9
357,601.0,1.7
358,300.0,48.4
359,141.0,83.7
360,333.0,41.4
361,277.0,52.4
362,601.0,1.3
363,402.0,33.5
364,601.0,7.0
365,601.0,1.3
366,601.0,6.4
367,506.0,21.9
368,538.0,19.9
369,601.0,7.9
370,413.0,32.2
371,66.0,97.1
372,601.0,10.0
373,601.0,5.5
374,601.0,2.9
375,601.0,5.6
376,601.0,1.6
377,377.0,36.6
378,601.0,2.9
379,601.0,4.6
380,42.0,99.4
381,298.0,48.9
382,601.0,9.9
383,207.0,68.9
384,543.0,19.6
385,324.0,42.6
386,601.0,2.6
387,601.0,12.6
388,601.0,3.4
389,477.0,24.1
390,601.0,6.4
391,601.0,2.8
392,601.0,2.5
393,601.0,15.8
394,424.0,30.4
395,222.0,63.4
396,601.0,2.1
397,371.0,37.2
398,446.0,28.1
399,601.0,2.2
400,425.0,30.3
401,364.0,37.8
402,31.0,99.8
403,601.0,4.4
404,601.0,4.4
405,601.0,1.4
406,601.0,2.9
407,601.0,10.4
408,601.0,3.3
409,462.0,25.7
410,601.0,4.7
411,601.0,3.1
412,601.0,1.6
413,601.0,14.2
414,498.0,22.6
415,261.0,54.7
416,601.0,9.3
417,601.0,5.5
418,490.0,23.1
419,601.0,1.9
420,601.0,1.6
421,92.0,93.3
422,129.0,86.5
423,601.0,13.4
424,601.0,3.3
425,601.0,2.4
426,107.0,90.7
427,563.0,17.8
428,601.0,8.4
429,494.0,22.9
430,342.0,40.5
431,521.0,21.4
432,601.0,2.8
433,347.0,40.0
434,88.0,93.8
435,601.0,10.2
436,601.0,4.3
437,601.0,7.5
438,601.0,12.7
439,101.0,92.5
440,601.0,1.1
441,601.0,2.0
442,601.0,6.0
443,,
444,550.0,19.2
445,601.0,9.7
446,130.0,86.4
447,601.0,12.5
448,601.0,5.9
449,601.0,2.9
450,241.0,59.2
451,584.0,16.9
452,292.0,50.2
453,497.0,22.7
454,601.0,2.8
455,262.0,54.7
456,601.0,1.4
457,601.0,3.5
458,601.0,7.1
459,210.0,68.4
460,419.0,31.3
461,428.0,30.0
462,404.0,33.1
463,601.0,1.1
464,400.0,33.6
465,288.0,50.6
466,76.0,95.1
467,251.0,56.9
468,601.0,8.0
469,134.0,85.1
470,,
471,314.0,44.0
472,405.0,33.0
473,601.0,10.7
474,67.0,96.7
475,601.0,14.8
476,601.0,1.8
477,601.0,1.4
478,601.0,8.9
479,16.0,100.0
480,601.0,10.0
481,387.0,35.6
482,177.0,76.0
483,464.0,25.4
484,601.0,1.3
485,601.0,1.7
486,601.0,3.1
487,588.0,16.7
488,511.0,21.8
489,601.0,1.4
490,601.0,4.4
491,467.0,25.3
492,47.0,98.9
493,319.0,43.5
494,601.0,4.3
495,601.0,1.9
496,601.0,5.0
497,49.0,98.9
498,354.0,38.7
499,601.0,2.1
500,523.0,21.3
501,475.0,24.2
502,199.0,70.2
503,601.0,9.4
504,601.0,2.6
505,201.0,70.1
506,9.0,100.0
507,499.0,22.4
508,601.0,1.0
509,601.0,9.7
510,601.0,8.2
511,81.0,95.0
512,32.0,99.7
513,143.0,83.6
514,601.0,2.5
515,167.0,77.2
516,601.0,7.2
517,601.0,2.7
518,601.0,3.2
519,601.0,5.8
520,156.0,80.5
521,321.0,43.0
522,537.0,20.0
523,350.0,38.9
524,601.0,8.6
525,307.0,47.2
526,63.0,97.6
527,601.0,14.7
528,296.0,49.5
529,453.0,27.3
530,601.0,1.7
531,601.0,3.1
532,281.0,52.0
533,601.0,1.6
534,601.0,3.9
535,10.0,100.0
536,522.0,21.3
537,158.0,79.0
538,601.0,4.1
539,228.0,61.8
