university_id,international students rank,international students score
540,601.0,3.9
541,601.0,4.1
542,601.0,1.1
543,601.0,2.2
544,286.0,51.0
545,601.0,4.6
546,269.0,53.2
547,85.0,94.6
548,601.0,1.1
549,186.0,74.1
550,601.0,4.8
551,601.0,1.6
552,601.0,14.0
553,601.0,15.4
554,309.0,46.4
555,388.0,35.6
556,601.0,15.1
557,122.0,87.4
558,43.0,99.4
559,518.0,21.5
560,601.0,3.4
561,183.0,74.7
562,312.0,44.7
563,601.0,6.9
564,526.0,20.9
565,601.0,2.0
566,601.0,2.6
567,103.0,91.9
568,535.0,20.2
569,601.0,1.3
570,489.0,23.1
571,246.0,58.2
572,507.0,21.9
573,359.0,38.2
574,263.0,54.3
575,2.0,100.0
576,380.0,36.2
577,348.0,39.9
578,601.0,8.2
579,510.0,21.8
580,601.0,13.5
581,601.0,6.6
582,601.0,7.9
583,601.0,1.5
584,601.0,15.4
585,267.0,53.7
586,,
587,601.0,6.6
588,166.0,77.2
589,601.0,3.3
590,601.0,1.8
591,601.0,3.3
592,601.0,13.1
593,601.0,8.4
594,460.0,26.1
595,54.0,98.4
596,226.0,62.2
597,601.0,3.8
598,520.0,21.4
599,601.0,15.2
600,601.0,2.1
601,601.0,2.1
602,231.0,61.2
603,276.0,52.7
604,149.0,82.0
605,601.0,9.5
606,601.0,1.3
607,601.0,1.3
608,411.0,32.7
609,601.0,8.6
610,278.0,52.4
611,168.0,77.2
612,601.0,6.1
613,26.0,99.9
614,601.0,2.5
615,196.0,70.8
616,601.0,5.4
617,248.0,57.7
618,120.0,88.1
619,601.0,10.9
620,479.0,24.0
621,368.0,37.4
622,601.0,6.9
623,601.0,10.3
624,243.0,59.1
625,117.0,88.6
626,317.0,43.6
627,176.0,76.0
628,89.0,93.8
629,601.0,2.1
630,397.0,33.9
631,601.0,6.9
632,299.0,48.6
633,414.0,32.2
634,135.0,84.9
635,580.0,17.0
636,545.0,19.5
637,,
638,84.0,94.8
639,407.0,32.9
640,290.0,50.3
641,64.0,97.5
642,487.0,23.3
643,601.0,7.1
644,594.0,16.5
645,601.0,6.4
646,601.0,1.9
647,308.0,47.2
648,601.0,14.9
649,358.0,38.4
650,203.0,69.8
651,601.0,2.4
652,346.0,40.0
653,429.0,30.0
654,601.0,2.0
655,125.0,86.9
656,601.0,4.6
657,59.0,98.0
658,601.0,8.5
659,601.0,7.1
660,601.0,3.1
661,601.0,10.6
662,6.0,100.0
663,327.0,42.1
664,22.0,99.9
665,601.0,14.7
666,601.0,2.1
667,51.0,98.7
668,202.0,69.8
669,451.0,27.5
670,325.0,42.5
671,295.0,49.5
672,601.0,3.3
673,601.0,1.3
674,60.0,97.8
675,601.0,4.2
676,417.0,31.9
677,601.0,5.4
678,381.0,36.1
679,601.0,2.0
680,349.0,39.5
681,574.0,17.2
682,601.0,13.4
683,600.0,16.2
684,28.0,99.8
685,601.0,4.4
686,601.0,4.3
687,601.0,1.8
688,601.0,10.6
689,379.0,36.2
690,337.0,41.2
691,373.0,37.1
692,556.0,18.4
693,516.0,21.5
694,581.0,17.0
695,601.0,1.2
696,601.0,7.2
697,601.0,1.9
698,398.0,33.9
699,476.0,24.2
700,601.0,1.7
701,601.0,1.3
702,121.0,87.9
703,178.0,75.6
704,213.0,66.9
705,601.0,1.2
706,503.0,22.1
707,313.0,44.2
708,77.0,95.1
709,601.0,5.8
710,36.0,99.6
711,601.0,5.0
712,601.0,5.3
713,97.0,93.0
714,601.0,2.4
715,601.0,6.5
716,554.0,18.5
717,601.0,1.8
718,601.0,7.5
719,601.0,1.1
720,601.0,13.9
721,601.0,4.5
722,601.0,7.7
723,45.0,99.2
724,601.0,15.3
725,68.0,96.7
726,601.0,1.4
727,601.0,3.1
728,601.0,3.4
729,601.0,2.6
730,601.0,8.5
731,14.0,100.0
732,517.0,21.5
733,488.0,23.2
734,601.0,7.2
735,221.0,63.7
736,75.0,95.5
737,224.0,62.6
738,548.0,19.3
739,225.0,62.5
740,601.0,2.4
741,234.0,60.5
742,601.0,13.8
743,601.0,5.2
744,601.0,3.4
745,420.0,31.1
746,461.0,26.1
747,330.0,41.9
748,601.0,9.2
749,601.0,6.3
750,80.0,95.0
751,465.0,25.3
752,601.0,6.3
753,599.0,16.2
754,549.0,19.3
755,565.0,17.6
756,601.0,4.6
757,601.0,5.0
758,601.0,2.9
759,601.0,14.6
760,171.0,76.9
761,390.0,35.2
762,601.0,10.3
763,50.0,98.7
764,601.0,2.2
765,378.0,36.5
766,601.0,2.4
767,211.0,68.0
768,601.0,12.7
769,601.0,1.2
770,601.0,1.8
771,601.0,4.2
772,601.0,3.2
773,230.0,61.2
774,601.0,1.6
775,18.0,100.0
776,601.0,4.3
777,132.0,86.3
778,601.0,2.3
779,601.0,6.7
780,91.0,93.4
781,57.0,98.2
782,601.0,16.0
783,601.0,7.9
784,601.0,5.3
785,601.0,3.3
786,601.0,2.8
787,601.0,1.9
788,601.0,10.8
789,601.0,11.4
790,601.0,8.6
791,601.0,13.7
792,601.0,1.9
793,601.0,1.3
794,102.0,92.4
795,601.0,2.3
796,601.0,9.2
797,491.0,23.0
798,601.0,11.0
799,601.0,2.7
800,601.0,1.7
801,21.0,100.0
802,473.0,24.5
803,437.0,28.8
804,155.0,80.5
805,601.0,9.2
806,601.0,6.1
807,601.0,13.8
808,601.0,5.6
809,236.0,60.2
810,601.0,2.5
811,601.0,1.1
812,528.0,20.8
813,601.0,5.5
814,291.0,50.3
815,570.0,17.5
816,601.0,4.1
817,227.0,62.1
818,96.0,93.1
819,340.0,41.0
820,601.0,2.4
821,260.0,54.8
822,601.0,16.2
823,242.0,59.1
824,339.0,41.0
825,386.0,35.8
826,601.0,11.4
827,601.0,4.3
828,440.0,28.5
829,208.0,68.5
830,438.0,28.7
831,601.0,2.1
832,293.0,49.9
833,257.0,55.1
834,173.0,76.6
835,601.0,1.2
836,601.0,4.1
837,601.0,7.6
838,601.0,4.4
839,601.0,3.5
840,595.0,16.4
841,114.0,88.9
842,27.0,99.9
843,601.0,12.3
844,601.0,11.3
845,305.0,47.3
846,206.0,69.1
847,322.0,42.8
848,441.0,28.5
849,331.0,41.8
850,601.0,1.6
851,4.0,100.0
852,110.0,89.7
853,601.0,4.3
854,601.0,1.1
855,601.0,7.0
856,601.0,1.3
857,527.0,20.8
858,601.0,2.8
859,601.0,5.8
860,113.0,89.1
861,601.0,3.4
862,205.0,69.6
863,601.0,12.9
864,466.0,25.3
865,385.0,35.9
866,601.0,4.4
867,601.0,16.0
868,482.0,23.8
869,118.0,88.5
870,486.0,23.5
871,601.0,4.5
872,474.0,24.4
873,223.0,63.1
874,215.0,66.1
875,601.0,2.0
876,601.0,11.6
877,585.0,16.8
878,190.0,72.4
879,181.0,74.9
880,505.0,22.1
881,53.0,98.6
882,601.0,8.0
883,601.0,1.3
884,601.0,7.2
885,601.0,1.9
886,259.0,54.9
887,83.0,94.9
888,237.0,59.7
889,601.0,1.1
890,601.0,4.3
891,601.0,5.9
892,601.0,5.7
893,601.0,2.7
894,601.0,1.7
895,369.0,37.3
896,601.0,2.2
897,601.0,1.7
898,601.0,2.8
899,151.0,81.1
900,601.0,5.7
901,,
902,601.0,8.9
903,601.0,4.7
904,470.0,24.9
905,396.0,34.2
906,395.0,34.3
907,445.0,28.1
908,392.0,34.7
909,74.0,95.7
910,170.0,77.1
911,433.0,29.3
912,589.0,16.7
913,601.0,1.5
914,601.0,4.0
915,,
916,601.0,1.5
917,323.0,42.7
918,515.0,21.6
919,93.0,93.1
920,569.0,17.6
921,601.0,9.2
922,351.0,38.8
923,601.0,1.9
924,98.0,92.7
925,601.0,2.1
926,601.0,1.0
927,361.0,37.9
928,443.0,28.4
929,601.0,1.4
930,601.0,14.7
931,152.0,80.7
932,601.0,5.1
933,133.0,85.2
934,352.0,38.8
935,601.0,1.5
936,219.0,64.6
937,111.0,89.3
938,601.0,2.1
939,356.0,38.7
940,161.0,78.3
941,601.0,5.8
942,601.0,7.9
943,601.0,7.4
944,601.0,10.2
945,601.0,9.1
946,162.0,77.8
947,601.0,2.2
948,415.0,32.1
949,601.0,3.7
950,306.0,47.3
951,197.0,70.6
952,601.0,8.0
953,123.0,87.2
954,601.0,12.9
955,601.0,9.1
956,601.0,2.8
957,601.0,10.8
958,239.0,59.4
959,601.0,6.2
960,601.0,3.5
961,52.0,98.6
962,601.0,1.2
963,5.0,100.0
964,601.0,7.6
965,500.0,22.3
966,601.0,4.2
967,601.0,8.0
968,601.0,2.0
969,329.0,41.9
970,403.0,33.2
971,601.0,4.6
972,48.0,98.9
973,406.0,32.9
974,169.0,77.1
975,578.0,17.1
976,601.0,5.5
977,160.0,78.4
978,157.0,80.4
979,601.0,4.3
980,401.0,33.5
981,,
982,95.0,93.1
983,109.0,90.0
984,601.0,9.2
985,82.0,94.9
986,601.0,1.5
987,601.0,4.9
988,601.0,1.4
989,601.0,4.3
990,30.0,99.8
991,601.0,5.7
992,601.0,1.2
993,40.0,99.5
994,601.0,1.3
995,601.0,6.7
996,601.0,1.1
997,601.0,6.6
998,601.0,3.1
999,601.0,11.0
1000,601.0,1.8
1001,601.0,2.2
1002,601.0,8.9
1003,601.0,1.7
1004,442.0,28.5
1005,399.0,33.7
1006,463.0,25.5
1007,601.0,4.6
1008,601.0,4.6
1009,119.0,88.3
1010,496.0,22.8
1011,531.0,20.6
1012,422.0,30.8
1013,345.0,40.1
1014,533.0,20.5
1015,601.0,2.6
1016,69.0,96.6
1017,590.0,16.6
1018,601.0,12.4
1019,253.0,56.5
1020,601.0,1.4
1021,601.0,1.7
1022,601.0,14.7
1023,601.0,1.5
1024,11.0,100.0
1025,601.0,4.1
1026,601.0,3.0
1027,598.0,16.3
1028,328.0,42.0
1029,601.0,9.1
1030,601.0,7.1
1031,601.0,7.5
1032,601.0,5.3
1033,601.0,4.9
1034,191.0,72.2
1035,601.0,3.3
1036,480.0,23.9
1037,601.0,4.0
1038,427.0,30.0
1039,601.0,1.6
1040,393.0,34.6
1041,601.0,1.1
1042,294.0,49.8
1043,271.0,53.0
1044,601.0,4.6
1045,601.0,2.6
1046,546.0,19.4
1047,551.0,19.2
1048,449.0,27.5
1049,353.0,38.7
1050,136.0,84.8
1051,601.0,5.6
1052,115.0,88.7
1053,601.0,3.8
1054,601.0,4.4
1055,601.0,9.3
1056,423.0,30.6
1057,145.0,82.9
1058,194.0,71.8
1059,530.0,20.7
1060,492.0,23.0
1061,601.0,10.2
1062,384.0,36.0
1063,601.0,14.4
1064,126.0,86.7
1065,592.0,16.5
1066,140.0,83.9
1067,601.0,1.9
1068,229.0,61.8
1069,58.0,98.1
1070,601.0,1.3
1071,372.0,37.1
1072,601.0,15.3
1073,601.0,14.5
1074,601.0,3.4
1075,94.0,93.1
1076,601.0,5.1
1077,541.0,19.7
1078,382.0,36.0
1079,601.0,14.7
1080,100.0,92.6
1081,601.0,5.0
1082,508.0,21.8
1083,601.0,3.7
1084,601.0,4.9
1085,601.0,5.7
1086,601.0,7.5
1087,529.0,20.7
1088,601.0,3.2
1089,41.0,99.4
1090,218.0,65.2
1091,601.0,15.9
1092,601.0,7.6
1093,601.0,7.1
1094,128.0,86.5
1095,601.0,3.7
1096,601.0,13.3
1097,601.0,1.3
1098,255.0,55.5
1099,355.0,38.7
1100,601.0,15.1
1101,601.0,2.9
1102,601.0,3.1
1103,318.0,43.5
1104,601.0,2.4
1105,601.0,3.3
1106,148.0,82.1
1107,370.0,37.3
1108,601.0,4.3
1109,601.0,8.1
1110,601.0,11.4
1111,336.0,41.3
1112,601.0,1.2
1113,601.0,6.6
1114,,
1115,410.0,32.7
1116,601.0,1.6
1117,601.0,2.7
1118,179.0,75.3
1119,601.0,11.9
1120,104.0,91.7
1121,601.0,1.2
1122,240.0,59.3
1123,601.0,5.7
1124,601.0,11.3
1125,601.0,1.5
1126,601.0,3.1
1127,245.0,58.4
1128,601.0,4.7
1129,536.0,20.0
1130,232.0,60.8
1131,127.0,86.7
1132,172.0,76.7
1133,62.0,97.6
1134,,
1135,601.0,1.1
1136,235.0,60.3
1137,195.0,70.8
1138,601.0,10.1
1139,601.0,3.6
1140,431.0,29.4
1141,512.0,21.8
1142,601.0,3.2
1143,315.0,43.8
1144,601.0,4.4
1145,601.0,6.3
1146,601.0,3.3
1147,601.0,2.5
