university_id,faculty student rank,faculty student score
1,473,32.6
2,343,45.0
3,534,28.4
4,601,23.3
5,259,60.3
6,182,70.8
7,601,20.0
8,129,81.1
9,601,7.5
10,442,35.1
11,601,9.7
12,601,12.9
13,601,3.6
14,285,54.4
15,601,4.9
16,128,81.3
17,601,3.8
18,601,15.0
19,74,92.6
20,601,9.6
21,264,59.4
22,601,16.3
23,601,9.8
24,601,13.5
25,601,18.4
26,597,24.0
27,492,31.5
28,601,21.9
29,257,60.4
30,157,76.2
31,601,3.2
32,63,94.3
33,90,89.1
34,485,31.8
35,4,100.0
36,601,6.3
37,601,12.3
38,601,8.0
39,601,9.3
40,449,34.4
41,601,5.7
42,601,3.3
43,601,2.3
44,551,27.5
45,601,7.3
46,601,21.0
47,601,11.5
48,601,20.6
49,601,16.7
50,559,27.1
51,601,21.8
52,93,88.6
53,200,67.8
54,601,11.0
55,601,18.7
56,601,10.9
57,601,17.8
58,22,99.9
59,601,11.3
60,601,18.8
61,601,4.0
62,601,15.4
63,601,4.6
64,321,48.5
65,601,9.7
66,601,16.0
67,460,33.4
68,56,96.5
69,221,65.2
70,601,9.5
71,161,75.0
72,601,21.2
73,601,21.7
74,601,16.0
75,294,53.4
76,601,20.9
77,448,34.5
78,165,73.5
79,601,16.8
80,601,8.3
81,601,3.7
82,601,2.7
83,601,13.0
84,601,7.9
85,53,97.4
86,601,5.1
87,548,27.6
88,601,6.1
89,601,17.4
90,269,57.7
91,601,20.1
92,52,97.4
93,601,21.6
94,601,22.6
95,596,24.2
96,370,42.1
97,417,37.1
98,601,20.2
99,601,17.1
100,601,4.5
101,601,14.0
102,532,28.7
103,229,64.1
104,601,23.8
105,78,91.9
106,231,63.5
107,601,22.1
108,326,47.7
109,601,14.6
110,601,2.9
111,601,6.4
112,601,6.5
113,601,12.7
114,578,25.5
115,134,80.5
116,471,32.6
117,601,9.5
118,601,3.4
119,601,15.6
120,107,85.7
121,568,26.0
122,601,5.4
123,601,18.8
124,272,57.1
125,601,5.9
126,601,20.9
127,535,28.4
128,601,6.3
129,601,3.5
130,242,62.4
131,601,8.6
132,545,27.7
133,601,7.7
134,601,12.9
135,601,3.4
136,601,19.4
137,286,54.4
138,543,27.7
139,15,100.0
140,601,16.3
141,601,15.7
142,461,33.4
143,54,96.8
144,601,13.5
145,601,7.1
146,601,2.6
147,601,3.1
148,601,1.7
149,374,41.7
150,249,61.1
151,114,83.9
152,388,40.4
153,465,32.8
154,222,65.2
155,601,12.0
156,591,24.7
157,378,41.3
158,601,15.1
159,601,14.9
160,601,14.1
161,24,99.8
162,601,15.9
163,601,19.3
164,601,3.4
165,601,11.8
166,601,13.5
167,479,32.3
168,601,7.0
169,601,16.9
170,513,29.9
171,601,19.2
172,601,22.8
173,601,11.4
174,601,13.8
175,601,12.7
176,601,19.9
177,147,78.4
178,505,30.6
179,420,37.0
180,428,36.5
181,601,14.8
182,601,4.2
183,601,21.6
184,601,14.8
185,601,5.6
186,601,4.7
187,601,11.3
188,601,6.5
189,601,10.0
190,601,17.2
191,595,24.5
192,601,6.9
193,601,13.0
194,601,13.0
195,601,3.3
196,408,37.8
197,357,43.4
198,430,36.3
199,47,98.2
200,601,17.8
201,491,31.5
202,34,99.5
203,416,37.2
204,208,66.7
205,89,89.1
206,601,5.5
207,601,18.3
208,601,17.4
209,455,34.1
210,65,94.0
211,450,34.4
212,80,91.7
213,601,17.5
214,601,20.1
215,601,7.8
216,601,12.1
217,601,5.3
218,181,70.8
219,601,10.6
220,601,2.8
221,601,13.4
222,601,1.0
223,160,75.4
224,152,77.1
225,601,8.3
226,588,24.9
227,601,15.6
228,94,88.6
229,601,15.7
230,19,100.0
231,601,19.5
232,601,8.6
233,250,60.9
234,336,46.3
235,601,10.8
236,601,16.0
237,601,16.7
238,199,68.1
239,533,28.7
240,601,5.4
241,293,53.8
242,409,37.7
243,137,79.8
244,601,14.3
245,601,12.3
246,601,5.9
247,601,7.0
248,319,49.4
249,245,62.2
250,429,36.3
251,519,29.5
252,601,6.5
253,601,2.3
254,48,98.1
255,601,5.3
256,601,1.9
257,100,87.0
258,601,17.5
259,35,99.4
260,265,59.4
261,601,15.2
262,180,71.1
263,601,19.1
264,287,54.2
265,601,10.3
266,601,22.6
267,484,31.9
268,36,99.3
269,601,5.2
270,601,5.7
271,322,48.3
272,61,95.1
273,163,74.2
274,601,4.7
