university_id,academic reputation rank,academic reputation score
259,1,100.0
295,2,100.0
595,3,100.0
1136,4,100.0
983,5,100.0
617,6,100.0
105,7,100.0
355,8,100.0
337,9,99.9
596,10,99.9
547,11,99.7
909,12,99.6
731,14,99.4
285,15,99.3
627,16,99.2
409,17,98.9
657,18,98.6
257,19,98.6
990,20,98.6
706,21,98.6
462,22,98.5
249,23,98.3
202,24,98.3
879,25,98.0
8,26,98.0
763,27,97.4
469,28,96.5
874,29,96.5
227,30,96.2
729,31,96.0
254,32,95.9
1089,33,95.1
957,34,93.7
339,35,93.6
708,36,93.3
934,37,92.6
142,38,92.3
383,39,92.3
534,40,91.8
517,41,91.8
549,42,90.4
630,43,90.1
455,44,90.0
585,45,90.0
402,46,89.0
801,47,88.8
843,48,88.1
1057,49,87.9
775,50,87.6
233,51,87.3
98,52,86.6
833,53,86.1
554,54,85.6
1062,55,84.8
922,56,84.4
750,57,84.0
341,58,83.8
1024,59,83.7
1099,60,83.6
90,61,82.7
931,62,82.7
868,63,82.4
702,64,82.0
794,65,81.5
1028,66,80.7
567,67,80.5
1063,68,80.2
808,69,80.0
53,70,79.6
973,71,79.3
525,72,78.7
129,73,78.5
1110,74,78.0
1,75,76.7
228,76,75.5
497,77,75.1
161,78,74.4
634,79,74.4
320,80,74.1
802,81,72.8
670,82,72.2
371,83,72.1
325,84,71.9
723,85,71.8
840,86,71.8
359,87,71.6
422,88,70.2
95,89,69.4
1100,90,69.2
196,91,69.0
834,92,68.8
518,93,68.7
647,94,68.1
421,95,67.9
240,96,67.8
821,97,67.7
1125,98,67.5
177,99,66.1
557,100,66.0
570,101,65.8
480,102,65.5
519,103,65.3
858,104,65.1
50,105,64.8
832,106,64.0
197,107,63.6
231,108,62.9
358,109,62.7
152,110,62.3
568,111,62.2
1079,112,61.5
683,113,61.1
451,114,60.5
498,115,60.2
1138,116,60.1
1129,117,59.8
1118,118,59.7
527,119,59.0
1132,120,59.0
761,121,58.7
21,122,58.7
163,123,58.1
1098,124,58.0
953,125,57.9
1049,126,57.9
510,127,57.7
1042,128,57.6
30,129,57.4
52,130,57.3
624,131,57.2
223,132,56.8
1059,133,56.6
1093,134,56.2
219,135,55.9
681,136,55.6
313,137,55.6
