university_id,employer reputation rank,employer reputation score
740,1,100.0
665,2,100.0
556,3,100.0
702,4,100.0
645,5,100.0
640,6,100.0
201,7,100.0
415,8,99.9
134,9,99.7
571,10,99.7
358,12,99.2
291,13,99.0
374,14,98.9
706,15,98.9
311,16,98.6
190,17,98.3
514,18,98.3
144,19,98.1
147,20,98.1
570,21,97.8
626,22,97.7
508,23,97.7
83,24,97.2
342,25,97.0
564,26,96.8
695,27,96.5
711,28,96.5
468,29,95.5
590,30,95.4
528,31,95.3
157,32,95.1
595,33,95.0
253,34,94.9
81,35,94.9
424,37,94.0
187,38,93.9
198,39,93.6
533,40,93.5
663,41,93.4
586,42,93.4
612,43,92.8
475,44,92.6
38,45,92.5
247,46,92.2
322,47,92.0
733,48,91.9
674,49,91.7
469,50,91.4
485,51,91.3
466,52,91.3
94,53,91.1
690,54,90.2
142,55,89.3
492,56,89.2
562,57,88.7
518,58,87.1
285,59,86.5
572,60,85.8
115,61,85.4
211,62,85.2
447,63,84.3
344,64,84.1
501,65,83.8
623,66,83.2
462,67,82.4
93,68,80.8
302,69,80.2
250,70,80.0
671,71,79.8
103,72,79.2
284,73,79.1
646,74,78.4
461,75,78.1
394,76,77.6
426,77,77.0
558,78,77.0
617,79,76.9
567,80,76.8
717,81,76.1
734,82,75.7
496,83,75.6
668,84,75.3
19,85,75.1
385,86,74.7
216,88,73.1
418,89,72.8
361,90,72.7
452,91,71.9
267,92,71.9
427,93,71.8
414,94,70.7
599,95,70.1
560,96,69.9
68,97,69.8
539,98,69.4
88,99,69.0
656,100,69.0
525,101,69.0
460,102,68.9
295,103,68.6
581,104,67.7
622,105,67.7
515,106,67.6
718,107,67.6
299,108,66.6
682,109,66.4
174,110,66.1
724,111,65.9
397,112,65.0
569,113,65.0
315,114,64.9
606,115,64.9
82,116,63.8
730,117,63.3
298,118,63.2
345,119,62.9
412,120,62.4
489,121,62.2
214,122,62.0
234,123,61.6
245,124,61.4
78,125,60.9
530,126,60.9
703,127,60.7
355,128,60.7
312,129,60.5
548,130,59.2
386,131,59.1
513,132,58.5
318,133,58.5
76,134,58.3
197,135,58.2
377,136,58.2
308,137,58.1
594,138,57.4
666,139,57.2
314,140,56.6
240,141,56.6
120,142,56.1
233,143,55.9
89,144,55.6
610,145,55.5
55,146,55.5
22,147,55.3
215,148,55.3
737,149,55.1
523,150,55.1
436,151,54.9
20,152,54.3
99,153,54.3
226,154,54.2
124,155,53.5
743,156,53.0
126,157,52.7
193,158,52.6
490,159,52.1
189,160,52.0
238,161,51.4
363,162,51.0
90,163,50.9
380,164,50.9
368,165,50.7
713,166,50.7
236,167,50.5
544,168,50.4
265,169,50.3
146,170,50.2
279,171,50.2
359,172,50.1
454,173,50.1
24,174,50.1
320,175,49.9
473,176,49.7
87,177,49.6
16,178,49.4
408,179,49.3
62,180,49.1
659,181,48.9
229,182,48.9
110,183,48.6
486,184,48.4
576,185,48.3
691,186,48.3
114,187,48.2
305,188,48.1
356,189,47.8
28,190,47.7
277,191,47.7
223,192,47.6
698,193,47.6
729,194,47.4
439,195,47.4
476,196,47.3
264,197,47.2
127,198,47.2
339,199,47.1
638,200,47.1
520,201,47.0
402,202,47.0
362,203,46.9
652,204,46.8
442,205,46.3
457,206,46.2
684,207,45.8
50,208,45.7
235,209,44.9
132,210,44.7
653,211,44.7
252,212,44.6
49,213,44.6
630,214,44.5
561,215,44.5
91,216,44.2
244,217,44.1
338,218,43.3
117,219,43.1
158,220,43.0
529,221,42.9
333,222,42.7
228,223,42.3
498,224,41.8
522,225,41.7
641,226,41.4
7,227,41.2
139,228,40.7
456,229,40.5
165,230,40.3
648,231,40.3
422,232,40.2
598,233,40.2
689,234,40.0
239,235,39.9
357,236,39.7
224,237,39.2
353,237,39.6
182,238,39.2
588,239,39.0
163,240,38.9
573,241,38.8
500,242,38.8
629,243,38.6
670,244,38.6
541,245,38.4
685,246,38.1
260,247,38.0
61,248,38.0
531,249,37.8
399,250,37.8
416,251,37.7
340,252,37.6
221,254,37.5
413,256,37.1
388,257,37.0
602,258,37.0
683,259,36.8
162,260,36.7
74,261,36.6
636,262,36.6
593,263,36.6
704,264,36.4
728,265,36.3
437,266,36.3
681,267,36.2
538,268,36.1
313,269,36.0
258,270,35.9
650,271,35.9
628,272,35.8
14,273,35.7
714,274,35.7
723,275,35.6
270,276,35.6
434,277,35.5
547,278,35.3
210,279,35.2
680,280,34.9
431,281,34.5
624,282,34.3
438,283,34.3
587,284,34.3
591,285,34.2
343,286,34.1
449,287,34.1
43,288,34.0
300,289,33.9
635,290,33.7
97,291,33.5
509,292,33.2
549,293,33.2
505,294,33.1
738,295,33.0
480,296,32.8
325,297,32.7
710,298,32.7
138,299,32.6
324,300,32.5
519,301,32.4
75,302,32.1
225,303,32.1
175,304,32.1
57,305,32.1
491,306,31.9
323,307,31.9
317,308,31.9
675,309,31.8
160,311,31.7
232,312,31.6
288,313,31.6
712,314,31.5
199,315,31.3
15,316,31.3
497,317,31.0
231,318,30.7
86,319,30.7
246,320,30.5
113,321,30.4
433,322,30.3
249,323,30.1
479,324,30.1
12,325,30.0
527,326,29.8
441,327,29.6
290,328,29.4
605,329,29.4
54,330,29.3
319,331,29.3
420,332,29.2
692,333,29.1
112,334,29.0
735,335,28.9
84,336,28.9
203,337,28.8
334,338,28.6
429,339,28.5
255,340,28.3
736,341,28.2
478,342,28.1
202,343,28.1
102,344,28.1
568,345,28.1
263,346,27.7
516,347,27.6
499,348,27.5
39,349,27.5
169,350,27.4
45,351,27.4
13,352,27.2
36,353,27.2
26,354,27.2
327,355,27.1
731,356,27.0
23,357,26.8
32,358,26.8
71,359,26.7
644,360,26.7
140,361,26.6
159,362,26.6
557,363,26.3
428,364,26.2
205,365,26.1
375,366,26.1
125,367,26.1
688,368,26.0
643,369,25.9
455,370,25.8
135,371,25.8
725,372,25.8
481,373,25.7
122,374,25.7
543,375,25.6
177,376,25.6
242,377,25.5
25,378,25.4
166,379,25.3
337,380,25.2
208,381,25.2
537,382,25.0
150,383,25.0
360,384,24.9
446,385,24.9
168,386,24.7
18,388,24.6
417,389,24.6
620,390,24.5
403,391,24.4
506,392,24.4
213,393,24.3
715,394,24.3
625,395,24.3
27,396,24.2
708,397,24.2
29,398,24.2
716,399,24.0
207,400,23.9
257,401,23.9
53,402,23.9
471,403,23.8
642,404,23.8
40,405,23.6
73,406,23.6
697,407,23.5
400,409,23.4
383,410,23.4
287,411,23.4
435,412,23.3
8,413,23.2
143,414,23.1
633,415,23.0
152,416,22.9
720,417,22.6
48,418,22.6
477,419,22.5
615,420,22.4
503,421,22.4
309,422,22.4
116,424,22.2
354,425,22.2
