university_id,academic reputation rank,academic reputation score
740,1,100.0
665,2,100.0
556,3,100.0
645,4,100.0
702,5,100.0
640,6,100.0
134,7,100.0
415,8,100.0
201,9,99.9
374,10,99.9
147,11,99.6
514,13,99.5
311,14,99.4
711,15,99.4
247,16,99.2
253,17,98.9
485,18,98.7
706,19,98.7
466,20,98.6
508,21,98.6
571,22,98.4
469,23,98.4
570,24,98.3
83,25,98.0
345,26,97.9
590,27,97.6
674,28,96.8
518,29,96.7
38,30,96.2
291,31,95.9
626,32,95.2
157,33,94.6
599,34,94.6
211,35,93.6
734,36,92.8
198,37,92.5
475,38,92.3
717,39,91.1
234,40,91.0
94,41,90.4
89,42,90.3
522,43,90.2
424,44,90.2
560,45,90.1
144,46,89.6
623,47,88.9
93,48,88.9
87,49,88.8
496,50,88.2
127,51,87.6
572,52,87.5
671,53,86.9
530,54,86.4
110,55,85.4
533,56,84.8
564,57,84.5
267,58,84.4
743,59,84.4
359,60,84.2
691,61,83.8
305,62,83.4
690,63,83.4
228,64,83.1
427,65,82.4
235,66,80.9
115,67,80.6
165,68,80.1
558,69,79.5
187,70,77.6
117,71,77.5
81,72,76.9
322,73,76.7
636,74,76.5
68,75,75.9
342,76,75.8
344,77,74.7
586,78,74.6
19,79,74.4
74,80,73.5
142,81,73.1
525,82,72.7
190,83,72.4
302,84,71.9
468,85,71.6
461,86,71.4
202,87,71.3
528,88,71.2
646,89,70.6
90,90,70.5
215,91,70.2
400,92,69.3
114,93,68.2
426,94,67.8
594,95,67.8
82,96,67.7
252,97,67.2
388,98,67.1
363,99,66.9
132,100,66.3
567,101,66.1
140,102,66.1
385,103,65.5
710,104,65.3
45,105,65.1
663,106,63.9
216,107,63.3
714,108,62.8
666,109,62.0
489,110,61.9
736,111,61.8
397,112,61.5
361,113,61.5
245,114,61.0
84,115,60.8
124,116,60.4
695,117,60.3
262,118,59.6
290,119,59.4
182,120,59.3
99,121,59.2
668,122,59.1
299,123,58.9
595,124,58.8
320,125,58.5
610,125,58.5
492,127,58.3
226,128,58.1
716,129,57.8
214,130,56.7
264,131,56.6
386,132,56.2
569,133,56.1
97,134,56.0
113,135,55.7
606,136,55.7
657,137,55.6
100,138,55.4
358,138,55.5
703,139,54.8
249,140,54.5
166,141,54.5
659,142,53.7
548,143,53.6
210,144,53.3
248,145,52.4
723,146,51.9
314,147,51.5
285,148,51.3
656,149,51.2
373,150,51.1
521,150,51.1
395,152,50.8
158,153,50.8
681,154,50.7
624,155,50.6
273,156,50.5
562,157,50.2
733,158,50.2
254,159,49.9
719,160,49.7
520,161,49.7
652,162,49.6
398,163,48.7
737,164,47.8
377,165,47.3
277,166,47.2
334,167,46.8
479,168,46.7
515,169,46.7
730,170,46.5
732,171,46.0
501,172,45.8
103,173,45.8
680,174,45.7
684,175,45.7
617,176,45.5
598,177,45.3
622,178,45.3
284,179,45.2
612,180,45.0
174,182,44.4
669,183,44.4
539,184,44.3
412,185,44.1
713,186,44.1
452,187,43.9
491,188,43.5
538,189,43.2
203,190,42.8
387,191,42.8
438,192,42.7
233,193,42.4
534,194,42.3
192,195,42.2
333,196,42.0
689,197,42.0
328,198,41.5
693,199,41.4
120,200,41.4
414,201,41.3
181,202,41.3
615,203,41.3
12,204,41.2
20,205,41.2
679,206,41.0
552,207,40.5
603,208,40.3
375,209,40.0
504,210,40.0
298,211,39.9
146,212,39.9
394,213,39.6
270,214,39.2
240,215,39.2
353,215,39.2
672,216,38.6
36,217,38.6
642,218,38.6
130,219,38.5
602,220,38.0
577,221,37.9
557,222,37.8
497,223,37.8
308,224,37.6
523,225,37.6
462,226,37.5
55,227,37.1
88,228,37.0
188,229,36.8
145,230,36.6
221,231,36.5
324,232,36.2
76,233,36.1
402,234,35.6
289,235,35.4
317,236,35.3
510,237,35.2
217,238,35.2
471,239,34.9
460,240,34.8
236,240,34.8
476,242,34.7
152,243,34.2
565,244,34.2
137,245,34.2
698,246,33.9
692,247,33.8
544,248,33.8
697,249,33.7
354,250,33.7
229,252,33.2
725,253,33.1
35,254,33.1
332,255,32.9
731,256,32.9
367,257,32.8
432,258,32.8
265,259,32.6
739,261,32.5
364,262,32.5
404,263,32.4
49,263,32.4
287,265,32.1
316,266,32.1
111,267,32.0
724,268,31.3
7,269,31.2
205,270,31.0
486,271,30.9
428,272,30.8
312,272,30.8
122,274,30.8
405,275,30.7
633,276,30.4
434,277,30.4
343,278,30.4
701,279,30.3
24,280,30.2
194,281,30.1
511,282,30.1
516,283,30.1
408,284,30.1
67,285,29.9
418,286,29.9
313,287,29.3
682,289,28.9
639,290,28.9
601,291,28.8
355,292,28.8
259,293,28.8
23,294,28.7
446,295,28.7
696,296,28.6
543,297,28.5
413,298,28.3
653,299,28.2
231,300,28.1
576,301,28.0
91,302,28.0
57,303,27.8
123,304,27.8
185,305,27.8
139,306,27.7
685,307,27.6
244,308,27.4
138,309,27.4
78,310,27.4
416,311,27.2
112,312,27.2
526,313,27.1
403,314,27.0
563,315,26.8
258,316,26.8
641,317,26.6
478,318,26.6
498,319,26.6
588,320,26.4
288,321,26.3
213,322,26.2
4,323,26.2
318,324,26.0
655,325,26.0
116,326,25.9
421,327,25.9
340,328,25.8
237,329,25.7
584,330,25.7
6,331,25.5
360,332,25.5
126,333,25.4
456,334,25.4
705,335,25.3
632,336,25.2
263,337,25.2
439,338,25.2
593,339,25.2
365,340,25.0
500,341,25.0
163,342,24.9
65,343,24.9
524,344,24.7
14,345,24.5
629,346,24.4
708,347,24.3
225,348,24.2
310,349,24.1
658,350,24.0
256,351,24.0
366,351,24.0
279,353,23.9
135,354,23.6
369,355,23.6
455,356,23.5
445,357,23.4
619,358,23.3
175,359,23.2
399,360,23.2
368,361,23.1
136,362,23.1
107,362,23.1
109,364,23.0
490,365,22.9
31,366,22.9
550,367,22.8
487,368,22.8
537,369,22.6
346,370,22.6
186,371,22.5
330,372,22.5
28,373,22.4
199,374,22.4
59,375,22.4
568,376,22.3
268,377,22.3
39,378,22.3
26,379,22.1
232,380,22.0
286,381,21.9
56,382,21.8
451,383,21.8
42,384,21.8
549,385,21.6
357,386,21.5
542,387,21.5
271,388,21.4
473,389,21.4
348,390,21.4
422,391,21.2
243,392,21.1
704,393,21.1
531,394,21.0
437,395,21.0
306,396,21.0
574,397,20.8
401,398,20.7
391,399,20.7
499,400,20.7
448,401,20.7
662,402,20.7
409,403,20.6
60,403,20.6
638,405,20.5
25,406,20.5
607,407,20.4
384,408,20.4
70,409,20.4
423,410,20.4
297,411,20.3
686,412,20.3
389,413,20.2
323,414,20.2
551,415,20.2
573,416,20.1
380,417,20.1
177,418,20.1
283,419,20.1
578,420,20.1
